Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Base,Fluid.Type,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,Treated.Stage.Height,Total.Height,Geology.Score
502600,14000,0,486000,516600,502600,486000,241.983630235917,233.991333654309,1200,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,40322,2010,31.76113,-102.02638,10162,40,40,3,1,2,0,31.588,2,4,2,FRAC,9905,FLUD,SAND,NA,NA,NA,NA,2077,1519,5320
0,12000,895248,754572,907248,55482,107869,482.452173913043,937.991304347826,1201,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40396,2010,31.84686,-101.95102,10635,40,80,6,7,14,0,45.164,3,8,14,FRAC,8210,X-LINKGEL,SAND,NA,NA,XLNK,20/40,115,2487,12201.14
0,12000,880846,614501,892846,NA,NA,NA,NA,1202,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40343,2010,31.83735,-101.95706,10575,40,160,3,7,14,0,45.956,2,4,14,FRAC,8126,X-LINKGEL,NA,NA,NA,NA,NA,238,1583,5434
0,15000,966497,1007299,981497,722117,569723,467.99546338302,369.230719377835,1203,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40633,2011,31.82675,-101.92212,10590,40,40,6,4,8,0,112.904,3,8,8,FRAC,10442,GEL,SAND,NA,NA,GELA,NA,1543,2531,12489.63
0,9000,910964,907957,919964,715572,458367,549.172678434382,351.778204144282,1204,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40532,2010,31.83274,-101.92852,10610,40,40,2,3,6,0,44.276,3,4,6,FRAC,10318,GEL,SAND,NA,NA,GELA,NA,1303,961,4239
0,12000,921312,768442,933312,59892,90802,665.466666666667,1008.91111111111,1206,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40505,2010,31.85077,-101.93441,10580,40,20,2,7,14,0,72.46,3,4,14,FRAC,8120,X-LINKGEL,SAND,NA,NA,XLNK,16/30,90,1026,4498
0,10500,766962,775966,777462,63252,158043,702.8,1756.03333333333,1207,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40423,2010,31.84879,-101.94282,10596,40,80,2,6,12,0,46.992,3,4,12,FRAC,8124,X-LINKGEL,SAND,NA,NA,XLNK,20/40,90,1007,4285
0,10500,910764,661222,921264,76258,141963,1270.96666666667,2366.05,1208,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40401,2010,31.84488,-101.95944,10652,40,80,2,6,12,0,78.22,3,4,12,FRAC,8380,X-LINKGEL,SAND,NA,NA,XLNK,20/40,60,962,4306
0,18000,82823,86743,100823,82823,86743,30.9156401642404,32.3788727136991,1209,D,BLUESTEM ENERGY HOLDINGS LLC,MIDLAND,40350,2010,31.96226,-101.7926,10500,80,40,6,1,2,0,33.272,3,8,2,FRAC,10239,GEL,SAND,NA,NA,NA,NA,2679,2724.11,13595.72
0,0,1480827.633,946000,1480827.633,1480836,946000,515.970731707317,329.616724738676,1211,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40465,2010,31.85003,-102.16187,11028,40,40,8,1,1,0,72.924,2,9,1,FRAC,10850,GEL,SAND,NA,NA,NA,NA,2870,2526.35,11293.73
549730,11500,0,508690,561230,549730,508690,286.46690984888,265.080771235018,1214,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,40373,2010,31.76512,-102.0453,10174,40,40,3,1,2,0,35.488,2,4,2,FRAC,9791,W,SAND,NA,NA,GELA,NA,1919,1521.57,5400.41
0,83554.9999999988,580944,698000,1000944,147000,150000,781.914893617021,797.872340425532,1215,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40420,2010,31.67656,-102.09761,10240,80,40,3,6,12,0,32.612,2,4,12,FRAC,10024,X-LINKGEL,SAND,NA,NA,XLNK,20/40,188,1452.08,5025.71
0,83554.9999999988,680988,750000,1184988,142002,120000,1479.1875,1250,1216,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40388,2010,31.66229167,-102.0929306,10180,80,40,3,6,12,0,16.628,2,4,12,FRAC,9876,X-LINKGEL,SAND,NA,NA,XLNK,20/40,96,1463.68,5080.94
0,83554.9999999988,633990,783000,1011990,158004,99000,607.707692307692,380.769230769231,1217,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40478,2010,31.6799,-102.01884,10415,160,40,3,6,12,0,10.352,2,4,12,FRAC,10200,X-LINKGEL,SAND,NA,NA,XLNK,20/40,260,1535.87,5431.31
0,37800,633990,864000,671790,149016,224000,6209,9333.33333333333,1218,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40467,2010,31.69346,-102.05813,10190,40,40,3,5,10,0,25.18,2,4,10,FRAC,9894,X-LINKGEL,SAND,NA,NA,XLNK,20/40,24,1493.07,5334.6
0,8500,886620,793130,895120,886620,793130,415.668073136428,371.837787154243,1219,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,40359,2010,31.72054,-102.072,10576,80,160,2,1,2,0,42.65727819,3,4,2,FRAC,10452,GEL,SAND,NA,NA,GELA,NA,2133,916.200000000001,4119.56
0,12012,0,471540,16115.32,12012,471540,7.97609561752988,313.107569721116,1220,B,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40481,2010,31.6554,-102.13486,10750,160,40,6,1,1,0,45.344,4,9,1,FRAC,10558,A,SAND,NA,NA,NA,NA,1506,1179.44,6907.12
1021000,7770,0,895000,1028770,105000,128000,343.137254901961,418.300653594771,1222,A,LEGACY RESERVES OPERATING LP,MIDLAND,40504,2010,31.74272,-102.19934,10618,40,160,3,4,8,0,162.696,2,4,8,FRAC,10150,W,SAND,NA,NA,GELA,NA,306,1297.54,4992.74
1049664,0,0,831000,1049664,1049664,831000,465.276595744681,368.351063829787,1223,A,LEGACY RESERVES OPERATING LP,MIDLAND,40542,2010,31.73556,-102.19671,10499,40,160,7,1,1,0,98.26,2,8,1,FRAC,10438,W,SAND,NA,NA,GELA,NA,2256,2321.25,9599.91
0,0,23700,996000,23700,23700,996000,9.46107784431138,397.604790419162,1224,A,LEGACY RESERVES OPERATING LP,MIDLAND,40553,2011,31.73124,-102.19965,10784,80,40,8,1,1,0,45.344,2,9,1,FRAC,10635,X-LINKGEL,SAND,NA,NA,XLNK,20/40,2505,2298,10169.12
0,12012,0,473900,16115.32,NA,473900,NA,322.380952380952,1225,B,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40531,2010,31.66946,-102.13948,10538,160,40,6,1,2,0,64.6,4,9,2,FRAC,10480,NA,SAND,NA,NA,NA,NA,1470,1156.16,7537.29
0,18984,0,947000,18984,NA,947000,NA,407.838070628768,1227,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40517,2010,31.82487,-102.12739,11110,160,40,7,1,2,0,64.762,3,9,2,FRAC,10830,NA,SAND,NA,NA,NA,NA,2322,1994.67,10211.3
586000,11000,0,534000,597000,586000,534000,290.818858560794,265.012406947891,1228,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,40513,2010,31.8457931,-102.0676864,10124,40,160,3,1,2,0,40.952,2,4,2,FRAC,10022,W,SAND,NA,NA,GELA,NA,2015,1485.4,5259.55
0,0,708488,930948,708488,548624,315041,747.444141689373,429.211171662125,1230,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40662,2011,31.83718,-101.92557,10745,40,20,6,4,8,0,87.176,3,8,8,FRAC,10444,GEL,SAND,NA,NA,GELA,30/50,734,2551.73,12447.61
0,12000,1154157,1251542,1166157,169976,123841,1338.3937007874,975.125984251968,1231,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40799,2011,31.84301,-101.93189,10740,40,40,6,4,7,0,44.324,3,8,7,FRAC,10546,X-LINKGEL,SAND,NA,NA,GELA,20/40,127,2559,12817.79
0,24724,755458,1746269.87999999,780182,755458,969400,226.45623501199,290.587529976019,1235,D,BERRY OIL COMPANY,MIDLAND,40518,2010,31.9502,-101.78044,10555,40,40,7,1,2,0,57.41172984,2,8,2,FRAC,10290,X-LINKGEL,SAND,NA,NA,XLNK,NA,3336,3269.83,15097.27
0,0,848178,871003,848178,519394,364858,412.872813990461,290.030206677265,1238,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40697,2011,31.84843,-101.92482,10754,NA,NA,6,3,6,0,93.952,3,8,6,FRAC,10547,GEL,SAND,NA,NA,GELA,30/50,1258,2509,12383.76
519000,11350,0,477600,530350,519000,477600,261.329305135952,240.483383685801,1240,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,40488,2010,31.8297,-102.07229,10130,80,20,3,1,2,0,28.75787777,2,4,2,FRAC,10020,W,SAND,NA,NA,NA,NA,1986,1481.19,5236.72
0,6500,694974,802000,701474,149016,150000,1693.36363636364,1704.54545454545,1243,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40508,2010,31.70563,-102.02224,10420,80,40,3,5,10,0,5.434086014,2,4,10,FRAC,9978,X-LINKGEL,SAND,NA,NA,XLNK,20/40,88,1537.19,5391.99
0,12000,900874,942201,912874,747254,589653,497.83744170553,392.840106595603,1244,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40745,2011,31.83978,-101.97666,10875,NA,NA,6,3,6,0,94.484,3,8,6,FRAC,10737,GEL,SAND,NA,NA,GELA,NA,1501,2521,12511.66
0,66000,914743,869716,980743,166734,92738,3087.66666666667,1717.37037037037,1245,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40716,2011,31.84243,-101.96747,10905,40,80,6,4,8,0,76.81494263,3,8,8,FRAC,10718,GEL,SAND,NA,NA,FECL,30/50,54,2502.19,12717.68
0,18480,0,723000,18480,NA,723000,NA,240.03984063745,1247,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40524,2010,31.82052,-102.17548,11280,80,80,8,1,2,0,82.656,2,9,2,FRAC,11164,NA,SAND,NA,NA,NA,NA,3012,2771.41,12868.03
0,18480,0,934001,18480,NA,934001,NA,324.305902777778,1248,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40546,2011,31.81322,-102.14197,11035,80,40,8,1,2,0,76.504,2,9,2,FRAC,10865,NA,SAND,NA,NA,NA,NA,2880,2562.02,11060.91
0,0,1273818,851000,1273818,1273818,851000,387.76803652968,259.056316590563,1249,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40653,2011,31.81163,-102.15056,11094,80,40,9,1,1,0,76.292,1,9,1,FRAC,10755,GEL,SAND,NA,NA,NA,NA,3285,3420.87,12153.95
0,7500,727944,880000,735444,98994,90000,1706.79310344828,1551.72413793103,1250,A,ATHLON ENERGY OPERATING LLC,MIDLAND,40521,2010,31.74012,-102.0202,10475,40,40,3,6,12,0,24.024,2,4,12,FRAC,10220,X-LINKGEL,SAND,NA,NA,XLNK,20/40,58,1542.62,5433.75
0,0,1143576,689958,1143576,1143576,689958,363.501589319771,219.31277813096,1252,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40514,2010,31.83231,-102.18893,11300,80,40,8,1,1,0,55.472,2,9,1,FRAC,11146,GEL,SAND,NA,NA,NA,NA,3146,2751.82,13247.2
0,7000,726936,940000,733936,147000,150000,1500,1530.61224489796,1253,A,ATHLON ENERGY OPERATING LLC,MIDLAND,40514,2010,31.72688,-102.02899,10423,40,40,3,6,12,0,27.424,2,4,12,FRAC,9958,X-LINKGEL,SAND,NA,NA,XLNK,20/40,98,1524.22,5362.37
0,22512,0,1125600,22512,NA,1006000,NA,348.096885813149,1255,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40572,2011,31.81065,-102.12352,11105,80,20,8,1,2,0,195.747454,2,9,2,FRAC,10870,NA,SAND,NA,NA,NA,NA,2890,2650.2,11417.67
0,0,1147440,834020,1147440,1147440,834020,414.238267148014,301.090252707581,1256,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40607,2011,31.82106,-102.15827,11085,40,160,8,1,1,0,60.876,2,9,1,FRAC,10725,GEL,SAND,NA,NA,NA,NA,2770,2476.05,10797.47
0,0,1380582,839400,1380582,1380582,839400,398.436363636364,242.251082251082,1257,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40671,2011,31.80936,-102.11338,11270,40,80,9,1,1,0,153.076,1,9,1,FRAC,10915,GEL,SAND,NA,NA,NA,NA,3465,3571.65,12692.29
0,15000,1156426,1285393,1171426,865524,633243,530.345588235294,388.016544117647,1260,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40662,2011,31.91757,-101.83021,10642,80,20,8,2,4,0,68.996,1,8,4,FRAC,10396,X-LINKGEL,SAND,NA,NA,XLNK,NA,1632,4241,15835
0,15000,825142,1020569,840142,538668,377677,395.207630227439,277.092443140132,1261,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40662,2011,31.91579,-101.83796,10626,80,20,7,3,6,0,60.336,2,8,6,FRAC,10183,GEL,SAND,NA,NA,GELA,NA,1363,3157,14447
0,0,799722,896780,799722,68628,4024,953.166666666667,55.8888888888889,1263,A,BERRY OIL COMPANY,MIDLAND,40526,2010,31.75393,-102.04231,11250,40,80,7,10,10,0,8.092,3,9,10,FRAC,11080,X-LINKGEL,SAND,NA,NA,XLNK,20/40,72,2612.99,13470.17
0,15000,1125396,1027250,1140396,970194,689224,627.551099611902,445.811125485123,1265,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40669,2011,31.83316,-101.97452,10860,NA,NA,6,2,4,0,116.928,3,8,4,FRAC,10774,GEL,SAND,NA,NA,GELA,30/50,1546,2579.51,12597.6
0,13500,1016024,1224380,1029524,640558,439014,510.811802232855,350.090909090909,1266,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40719,2011,31.92492,-101.8558,10448,80,40,3,3,6,0,60.828,2,4,6,FRAC,10198,GEL,SAND,NA,NA,GELA,20/40,1254,1556,5125
0,13500,928746,600924,942246,642004,44279,477.681547619048,32.9456845238095,1267,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40773,2011,31.93642,-101.85482,10430,80,80,3,3,6,0,72.232,2,4,6,FRAC,10247,GEL,SAND,NA,NA,GELA,NA,1344,1547,5138
0,12000,1037823,1223434,1049823,131632,101884,8515.02650000002,9650.93785714281,1270,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40745,2011,31.85775,-101.9676,10843,40,80,6,4,8,0,48.756,3,8,8,FRAC,10580,X-LINKGEL,SAND,NA,NA,XLNK,30/50,9,2489,13074.44
0,0,1311460,1355647,1311460,167178,113937,5224.3125,3560.53125,1272,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40738,2011,31.79476,-101.93707,10795,80,80,7,3,3,0,41.696,2,8,3,FRAC,10671,GEL,SAND,NA,NA,NA,NA,32,3163,14156.33
0,0,622146,967108,622146,40614,24473,218.354838709677,131.575268817204,1274,A,BERRY OIL COMPANY,MIDLAND,40644,2011,31.75186,-102.0514,11175,40,80,7,10,10,0,23.3,3,9,10,FRAC,11096,X-LINKGEL,SAND,NA,NA,XLNK,20/40,186,2553.67,13396.29
0,0,809681,1064281,809681,98237,66763,1403.38571428571,953.757142857143,1275,A,BERRY OIL COMPANY,MIDLAND,40644,2011,31.753,-102.04641,11195,40,40,7,10,10,0,9.188,3,9,10,FRAC,11080,X-LINKGEL,SAND,NA,NA,XLNK,20/40,70,2558.83,13373.16
0,23142,1047858,970718,1071000,1047858,970718,335.851923076923,311.127564102564,1276,D,PROBITY OPERATING LLC,MIDLAND,40615,2011,31.88029,-101.79477,10863,Over 160,20,7,1,2,0,79.352,3,9,2,FRAC,10670,X-LINKGEL,SAND,NA,NA,XLNK,20/40,3120,2844.55,14010.25
0,83554.9999999988,0,859990,1100652,NA,859990,NA,355.66170388751,1278,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,40571,2011,31.75062,-102.13583,10609,80,80,3,1,2,0,124.768,2,4,2,FRAC,10290,GEL,SAND,NA,NA,NA,NA,2418,1415.19,5101.33
0,10,836512,752647,836522,500,0,1.36307193188076,0,1279,B,BERRY OIL COMPANY,MIDLAND,40603,2011,31.6885,-101.9494,11850,40,40,6,10,11,0,8.03,4,9,11,ACID,11706,A,undefined,NA,NA,HCL,NA,20,1878.22,10713.31
0,0,840000,6e+05,840000,840000,6e+05,400,285.714285714286,1282,A,LEGACY RESERVES OPERATING LP,MIDLAND,40602,2011,31.73831,-102.20196,10800,40,160,7,1,1,0,165.852,3,9,1,FRAC,10520,X-LINKGEL,SAND,NA,NA,XLNK,20/40,2100,1924.17,8362.93
1041167.367,0,0,656568,1041167.367,1041180,656568,698.778523489933,440.64966442953,1283,A,ENERGEN RESOURCES CORPORATION,MIDLAND,40653,2011,31.80574,-102.21909,10675,40,Over 160,2,1,1,0,57.64,3,4,1,FRAC,10430,FLUD,SAND,NA,NA,NA,NA,1490,823,4261
0,0,1247568,751000,1247568,1247568,751000,420.056565656566,252.861952861953,1285,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40674,2011,31.82989,-102.1831,11470,80,160,8,1,1,0,59.28813167,2,9,1,FRAC,11130,GEL,SAND,NA,NA,NA,NA,2970,2768,13268
0,0,1033494,682000,1033494,1033494,682000,377.877148080439,249.360146252285,1289,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40756,2011,31.84246,-102.14601,11105,80,80,8,1,1,0,123.6427928,2,9,1,FRAC,10710,GEL,SAND,NA,NA,NA,NA,2735,2588.46,11689.22
0,0,773088,978294,773088,71316,60178,1080.54545454545,911.787878787879,1291,B,BERRY OIL COMPANY,MIDLAND,40744,2011,31.6955,-101.95164,11892,80,40,7,11,11,0,7.548,3,9,11,FRAC,11420,X-LINKGEL,SAND,NA,NA,NA,20/40,66,2814.1,13505.11
0,13500,1238250,1308120,1251750,901782,612755,1004.21158129176,682.355233853007,1292,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40673,2011,31.80353,-102.20111,10354,40,Over 160,4,3,6,0,70.588,1,4,6,FRAC,10264,GEL,SAND,NA,NA,NA,NA,898,2167,6170
0,0,1476930,965380,1476930,1476930,965380,511.934142114385,334.620450606586,1297,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40749,2011,31.85195,-102.15367,11042,40,80,8,1,1,0,51.354,2,9,1,FRAC,10870,GEL,SAND,NA,NA,NA,NA,2885,2602.09,11809.38
0,0,1533924,956000,1533924,1533924,956000,541.066666666667,337.213403880071,1298,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40774,2011,31.85225,-102.1671,10990,40,40,8,1,1,0,68.68,2,9,1,FRAC,10800,GEL,SAND,NA,NA,GELA,NA,2835,2480.2,11318.76
0,15000,1292592,1411688,1307592,167448,120834,1550.44444444444,1118.83333333333,1300,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40833,2011,31.87898,-102.01972,10929,40,Sub 20,7,4,8,0,73.992,2,8,8,FRAC,10766,X-LINKGEL,SAND,NA,NA,GELA,20/40,108,2956.24,13202.75
0,13500,955865,1127263,969365,724451,618228,624.526724137931,532.955172413793,1301,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40758,2011,31.79941,-101.95801,10709,40,160,2,3,6,0,52.44,3,4,6,FRAC,10364,X-LINKGEL,SAND,NA,NA,XLNK,NA,1160,1011,4397
0,12000,895353,941476,907353,739002,573578,537.065406976744,416.844476744186,1302,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40738,2011,31.79699,-101.95311,10697,80,160,2,3,6,0,51.432,3,4,6,FRAC,10560,GEL,SAND,NA,NA,XLNK,NA,1376,1011,4393
0,10500,1338839,1197571,1349339,956063,432462,1077.86133032694,487.555806087937,1304,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41115,2012,31.76297,-102.1924,10497,40,80,3,3,6,0,28.744,2,4,6,FRAC,10333,X-LINKGEL,SAND,NA,NA,XLNK,NA,887,1361,5181.06
0,16000,622902,892456,638902,622902,892456,218.562105263158,313.142456140351,1307,B,MIDENERGY OPERATING LLC,MIDLAND,40632,2011,31.70779,-101.93308,10873,40,40,3,1,2,0,64.704,2,4,2,FRAC,10670,X-LINKGEL,SAND,NA,NA,XLNK,NA,2850,1573.44,5506.73
0,10000,400700,693800,410700,400700,693800,252.012578616352,436.352201257862,1310,B,MIDENERGY OPERATING LLC,MIDLAND,40834,2011,31.70621,-101.92425,10955,80,80,5,1,2,0,8.604,4,8,2,FRAC,10780,X-LINKGEL,SANDRCSD,NA,NA,XLNK,20/40,1590,1726.13,10965.2
0,15000,1218576,1228603,1233576,194642,135551,1966.08080808081,1369.20202020202,1312,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40917,2012,31.84087,-101.95817,10754,40,160,6,4,8,0,60.576,3,8,8,FRAC,10645,X-LINKGEL,SAND,NA,NA,GELA,30/50,99,2515.52,12870.37
0,16500,1355021,1475648,1371521,138466,121072,1688.60975609756,1476.48780487805,1313,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40892,2011,31.94914,-101.83684,10581,40,40,8,4,8,0,18.89,2,9,8,FRAC,10394,X-LINKGEL,SAND,NA,NA,BRKR,30/50,82,3277.7,14725.74
0,0,1231488,1563055,1231488,5820,0,1.78527607361963,0,1315,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40915,2012,31.9465,-101.8381,10577,40,20,8,4,4,0,204.808,2,9,5,ACID,10414,A,undefined,NA,NA,HCL,NA,3260,3317,14650.63
0,15000,1431150,1460529,1446150,216046,150461,2077.36538461538,1446.74038461538,1318,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40885,2011,31.82771,-101.91802,10617,40,20,7,4,8,0,202.956,2,8,8,FRAC,10490,X-LINKGEL,SAND,NA,NA,GELA,30/50,104,3099.62,13885.93
0,15000,1259164,1437820,1274164,162092,120545,1604.87128712871,1193.51485148515,1319,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40861,2011,31.83431,-101.93788,10619,80,20,7,4,8,0,94.432,2,8,8,FRAC,10496,X-LINKGEL,SAND,NA,NA,GELA,NA,101,3046.97,13270.59
0,14000,825510,797429,839510,99960,97520,1020,995.102040816327,1320,A,BERRY OIL COMPANY,MIDLAND,40931,2012,31.75449,-102.05632,11212,40,80,6,12,24,0,28.19693786,4,9,24,FRAC,11110,X-LINKGEL,CER,NA,NA,XLNK,20/40,98,1631.68,10493.16
560322,0,0,296375,560322,105420,51375,804.732824427481,392.175572519084,1321,D,BERRY OIL COMPANY,MIDLAND,40698,2011,31.95453,-101.77674,10633,40,20,5,4,4,0,14.964,4,8,4,FRAC,10344,W,SAND,NA,NA,GELA,NA,131,1783.25,11175.01
0,0,1401666,858500,1401666,1401666,858500,485.846100519931,297.573656845754,1323,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40734,2011,31.80471,-102.11693,11208,80,40,8,1,1,0,62.216,2,9,1,FRAC,10895,GEL,SAND,NA,NA,NA,NA,2885,2704.09,10659.13
0,0,1179780,756280,1179780,1179780,756280,430.576642335766,276.014598540146,1326,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40738,2011,31.81771,-102.12579,11094,80,40,8,1,1,0,95.96,2,9,1,FRAC,10710,GEL,SAND,NA,NA,NA,NA,2740,2642.85,11445.65
0,12000,963840,1312915,975840,600462,504940,825.944979367263,694.55295735901,1328,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40798,2011,31.7607,-102.20104,10432,40,160,3,3,6,0,90.7,2,4,6,FRAC,10255,X-LINKGEL,SAND,NA,NA,GELA,20/40,727,1324.11,5054.94
0,0,867836,1056441,867836,82824,72471,552.16,483.14,1329,B,BERRY OIL COMPANY,MIDLAND,40663,2011,31.71384,-101.93991,11761,40,40,7,11,11,0,1.372,3,9,11,FRAC,11330,X-LINKGEL,RCSD,NA,NA,XLNK,20/40,150,2826.74,13569.06
0,0,735066,1000630,735066,75000,76000,506.756756756757,513.513513513514,1330,B,BERRY OIL COMPANY,MIDLAND,40707,2011,31.71082,-101.95281,11732,160,40,6,13,13,0,0.7,4,9,13,FRAC,11430,X-LINKGEL,SAND,NA,NA,NA,20/40,148,1835.08,10456.14
1032612,9072,0,718040,1041684,1032612,718040,552.790149892934,384.389721627409,1331,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,40677,2011,31.70723,-102.03156,10725,80,80,2,1,2,0,51.612,3,4,2,FRAC,10592,FLUD,SAND,NA,NA,NA,NA,1868,967.35,4283.77
0,8394,1487374,942338,1495768,521188,141230,3177.9756097561,861.158536585366,1333,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41025,2012,31.84373,-101.91381,10648,40,40,7,4,7,0,42.14,3,9,7,FRAC,10532,X-LINKGEL,SAND,NA,NA,GELA,30/50,164,2691.19,13082.57
0,0,1421574,849973,1421574,1421574,849973,481.889491525424,288.126440677966,1334,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40780,2011,31.83699,-102.18537,11370,80,80,8,1,1,0,49.24,2,9,1,FRAC,11120,GEL,SAND,NA,NA,NA,NA,2950,2772.96,13489.97
0,0,1042944,735000,1042944,1042944,735000,360.880276816609,254.325259515571,1335,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40774,2011,31.8464,-102.193,11395,80,40,8,1,1,0,36.508,2,9,1,FRAC,11045,GEL,SAND,NA,NA,NA,NA,2890,2712.45,12740.64
0,0,1524138,978500,1524138,1524138,978500,501.361184210526,321.875,1336,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40780,2011,31.81792,-102.17023,11361,80,160,8,1,1,0,55.99784856,2,9,1,FRAC,11180,GEL,SAND,NA,NA,NA,NA,3040,2750.18,12881.81
0,19500,0,737270,1422888,1403388,737270,759.820249052518,399.171629669735,1338,D,MERIT ENERGY COMPANY,MIDLAND,40703,2011,31.91252,-101.77672,10330,40,40,5,1,2,1403388,36.408,4,8,2,FRAC,10160,SLKW,SAND,NA,NA,SFAC,NA,1847,1736.9,11180.01
0,10,856572,716157,856582,500,0,1.36307193188076,0,1340,B,BERRY OIL COMPANY,MIDLAND,40731,2011,31.70339,-101.93527,11700,80,40,6,12,13,0,1.072,4,9,13,ACID,11368,A,undefined,NA,NA,ACET,NA,104,1879.23,10748.83
0,13500,1266636,1128780,1280136,604086,439946,4576.40909090909,3332.92424242424,1341,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40956,2012,31.83242,-101.94599,10735,40,40,7,4,8,0,107.22,3,9,8,FRAC,10617,X-LINKGEL,SAND,NA,NA,GELA,30/50,132,2650.63,13001.11
931392,0,0,644499,931392,931392,644499,601.674418604651,416.343023255814,1343,A,ENERGEN RESOURCES CORPORATION,MIDLAND,40739,2011,31.82971,-102.21763,10644,160,80,2,1,1,0,34.168,3,4,1,FRAC,10354,FLUD,SAND,NA,NA,NA,NA,1548,784.959999999999,3906.88
1080156,0,0,698959,1080156,1080156,698959,614.423208191126,397.587599544937,1345,A,ENERGEN RESOURCES CORPORATION,MIDLAND,40758,2011,31.81433,-102.21871,10645,80,Over 160,2,1,1,0,73.48365573,3,4,1,FRAC,10424,FLUD,SAND,NA,NA,NA,NA,1758,780.800000000001,4180.96
