Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Units,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type,Additive,Mesh.Size,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.
0,16500,1338664.45,1398355.9,1408201.2,192260,135996,1405,D,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40865,2011,31.94907,-101.82352,10452,80,20,CLFK --> STRAWN,4,8,0,19.98,CLFK,STRAWN,8,FRAC,10250,10310,GAL,X-LINKGEL,LB,SAND,BRKR,30/50,6049,6988,7586,8554,8844,9152,9836,10255,10365.87,10422.69,10459.6,10716.91,11055.89,11132.39
0,0,1234173,1398355.9,1234173,195043,135306,1406,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40956,2012,31.87772,-101.97023,10771,20,Sub 20,SPBR_U --> STRAWN,4,8,0,64.344,SPBR_U,STRAWN,8,FRAC,10606,10686,GAL,X-LINKGEL,LB,SAND,BIOC,30/50,6666.48,7535.62,8131.33,9123.65,9424.96,9824.98,10341.78,10623.68,10809.91,10843.25,10947.55,11354.69,11598.07,11709.62
0,20200,1338664.45,1238775,1408201.2,187532,128456,1407,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40878,2011,31.95106,-101.82864,10446,80,40,CLFK --> STRAWN,3,6,0,73.664,CLFK,STRAWN,6,FRAC,10248,10354,GAL,X-LINKGEL,LB,SAND,CRIN,30/50,6084,7029,7597,8572,8873,9175,9902,10239,10386,10434.28,10475.17,10745.61,11076.28,11155.82
0,10250,1107788,1398355.9,1118038,179880,150759,1408,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41029,2012,31.88474,-101.99461,11202,40,Sub 20,CLFK --> ATOKA,4,8,0,70.3,CLFK,ATOKA,8,FRAC,10674,10880,GAL,X-LINKGEL,LB,SAND,XLNK,30/50,6777.62,7659.71,8231.01,9248.09,9557.31,9960.37,10391.39,10662.81,10847.33,10888.33,11092.8,11515.28,11747.69,11854.95
0,15000,1177926,1398355.9,1192926,371118,318855,1409,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40956,2012,31.85802,-101.90099,10606,160,40,SPBR_L --> STRAWN,3,6,0,132.544,SPBR_L,STRAWN,6,FRAC,10323,10466,GAL,X-LINKGEL,LB,SAND,GELA,30/50,6403.06,7260.01,7838.39,8815.16,9141.55,9539.9,10073.38,10331.4,10471.46,10537.75,10682.18,11007.01,11269.7,11367.23
1015350,0,0,717041,1015350,1015350,717041,1411,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,40873,2011,31.74347,-102.11874,10514,80,80,SPBR_U --> WFMP,1,1,0,89.508,SPBR_U,WFMP,1,FRAC,7847,10250,GAL,FLUD,LB,SAND,NA,NA,6961.06,7800.01,8355.1,9253.53,9580.91,9815.75,10066.02,10378.83,10561.28,10718.85,11048.12,11637.38,11850.36,11953.82
1075580.1,0,0,830181,1314264,1231011.6,830181,1412,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,40835,2011,31.75734,-102.14178,10555,160,40,SPBR_U --> STRAWN,1,1,0,84.592,SPBR_U,STRAWN,1,FRAC,7950,10420,GAL,FLUD,LB,SAND,NA,NA,6999.89,7889.74,8437.63,9292.1,9725.35,9746.39,10225.66,10391.58,10621.54,10902.43,11054.8,11543.47,11760.63,11863.16
0,16500,1338664.45,1398355.9,1389341,216876,161491,1413,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41011,2012,31.83808,-101.95273,10803,40,160,SPBR_U --> ATOKA,4,8,0,56.772,SPBR_U,ATOKA,8,FRAC,10612,10729,GAL,X-LINKGEL,LB,SAND,XLNK,30/50,6616.9,7469.88,8029.62,9030.79,9366.93,9699.61,10325.55,10545.57,10726.29,10755.01,10975.2,11215.86,11505.99,11604.78
0,12000,1338664.45,1398355.9,1408201.2,223302,150725,1414,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41067,2012,31.83466,-101.92032,10890,40,80,SPBR_U --> STRAWN,4,8,0,44.212,SPBR_U,STRAWN,8,FRAC,10436,10576,GAL,X-LINKGEL,LB,SAND,XLNK,30/50,6611.78,7469.47,8020.53,9041.81,9366.14,9706.8,10143.13,10548.36,10687.9,10751.74,10946.7,11213.65,11483.64,11589.11
0,0,1338664.45,110277.1,1351602,1231011.6,107600,1416,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40851,2011,31.67881,-102.10276,11375,80,40,SPBR_U --> ATOKA,1,1,0,5.083,SPBR_U,ATOKA,1,FRAC,7950,11212,GAL,X-LINKGEL,LB,SANDRCSD,NA,NA,6935.71,7796.47,8354.48,9241.72,9515.65,9878.39,10348.25,10385.63,10749.77,10739.86,11053.53,11728.78,11916.73,12010.81
0,4200,112560,110277.1,153212,112560,1e+05,1417,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40831,2011,31.65171,-102.05837,11630,160,40,CLFK --> ATOKA,1,2,0,45.42,CLFK,ATOKA,2,FRAC,7690,11409,GAL,GEL,LB,SAND,GELA,20/40,6865.17,7742.03,8314.44,9251.86,9556.71,9946.07,10461.64,10722.45,10888.56,10875.24,11100.32,11836.41,11979.88,12074.98
0,0,1169910,782000,1169910,1169910,782000,1418,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40877,2011,31.8131,-102.17307,11445,80,Over 160,SPBR_U --> ATOKA,1,1,0,57.208,SPBR_U,ATOKA,1,FRAC,8055,11210,GAL,GEL,LB,SAND,GELA,NA,7152.12,7992.32,8548.36,9374.69,9813.24,9865.93,10267.14,10569.72,10783.59,10961.12,11254.89,11811.91,12066.05,12182.59
0,0,1338664.45,888500,1408201.2,1231011.6,888500,1420,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40947,2012,31.83429,-102.135,10977,80,40,SPBR_U --> ATOKA,1,1,0,36.652,SPBR_U,ATOKA,1,FRAC,7960,10720,GAL,GEL,LB,SAND,NA,NA,6946.97,7748.84,8317.41,9186.92,9512.14,9690.92,10027.61,10197.54,10395.13,10512.5,10759.79,11279.52,11527.01,11628.12
0,0,1338664.45,929580,1363320,1231011.6,927236,1421,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40986,2012,31.81556,-102.11977,11207,80,40,SPBR_U --> ATOKA,1,1,0,66.948,SPBR_U,ATOKA,1,FRAC,7985,10710,GAL,GEL,LB,SAND,GELA,NA,6961.87,7778.63,8357.47,9219.32,9570.42,9735.14,10028.2,10238.73,10454,10534.79,10847.69,11358.82,11613.54,11709.79
0,0,1338664.45,926180,1408201.2,1231011.6,926180,1423,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40958,2012,31.84494,-102.15148,11005,80,40,SPBR_U --> ATOKA,1,1,0,67.568,SPBR_U,ATOKA,1,FRAC,7990,10850,GAL,GEL,LB,SAND,NA,NA,6986.13,7795.77,8377.17,9205.56,9562.38,9794.08,9982.94,10176.9,10371.12,10516.97,10858.21,11267.85,11486.04,11582.23
0,13000,418800,530100,431800,418800,530100,1425,B,MIDENERGY OPERATING LLC,MIDLAND,40853,2011,31.71062,-101.93136,10952,40,80,WFMP --> STRAWN,1,2,0,4.528,WFMP,STRAWN,2,FRAC,9130,10880,GAL,X-LINKGEL,LB,SANDCER,XLNK,NA,6603.44,7472.93,8096.58,9053.46,9406.37,9716.5,10446.75,10763.76,10928.33,10923.38,11143.34,11778.47,11933.14,11980.72
0,8064,76440,264370,153212,76440,264370,1426,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,40891,2011,31.70005,-102.02924,10715,80,80,WFMP --> WFMP,1,2,0,4.216,WFMP,WFMP,2,FRAC,9350,10660,GAL,GEL,LB,SAND,GELA,NA,6784.95,7668.52,8229.69,9197.56,9534.28,9896.71,10510.9,10788.7,10971.27,11029.22,11215.12,11925.69,12078.84,12133.53
0,13500,1338664.45,1376898,1408201.2,1019088,736263,1430,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40934,2012,31.83539,-101.96525,11175,40,160,SPBR_L --> ATOKA,3,6,0,131.848,SPBR_L,ATOKA,6,FRAC,9467,10985,GAL,X-LINKGEL,LB,SAND,FECL,30/50,6638.2,7499.29,8055.08,9062.46,9395.46,9686.25,10173.85,10584.57,10760.65,10842.76,11032.03,11296.64,11567.62,11670.72
0,12000,1119650,1398355.9,1131650,173978,150024,1432,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40979,2012,31.85412,-101.96623,10849,40,80,SPBR_L --> ATOKA,4,8,0,51.136,SPBR_L,ATOKA,8,FRAC,10628,10748,GAL,X-LINKGEL,LB,SAND,XLNK,30/50,6664.77,7511.49,8068.29,9087.52,9412.05,9775.01,10338.14,10594.83,10759.84,10809.94,10967.52,11302.4,11552.68,11664.22
0,12000,1200862,1224984,1212862,202996,149994,1434,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41024,2012,31.85652,-101.97209,10875,40,160,SPBR_L --> ATOKA,4,7,0,64.804,SPBR_L,ATOKA,7,FRAC,10610,10782,GAL,X-LINKGEL,LB,SAND,XLNK,30/50,6664,7504,8083,9099,9438,9799.93,10310,10583,10762,10816,10972.47,11327.66,11573.87,11686.43
0,11088,932064,798120,943152,932064,798120,1435,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,40962,2012,31.80908,-102.22015,11350,40,Over 160,SPBR_L --> ATOKA,1,2,0,54.692,SPBR_L,ATOKA,2,FRAC,8819,11256,GAL,GEL,LB,SAND,GELA,NA,7143.48,7967.65,8459,9261.22,9722.2,9951.29,10197.01,10551.87,10738.22,10874.53,11057.41,11903.78,12079.56,12200.51
0,15000,1338664.45,1377555,1408201.2,187920,143627,1439,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41125,2012,31.85245,-101.97501,10992,40,80,SPBR_L --> ATOKA,5,10,0,88.68,SPBR_L,ATOKA,10,FRAC,10816,10884,GAL,X-LINKGEL,LB,SAND,SFAC,30/50,6637,7509,8087,9084,9433,9778.42,10316,10570,10760,10811,10976.17,11337.09,11583.43,11695.22
0,26000,1199908,1398355.9,1252408,747588,660716,1441,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40992,2012,31.91622,-101.8934,10385,40,20,SPBR_U --> WFMP,3,6,0,48.14,SPBR_U,WFMP,6,FRAC,8860,10218,GAL,X-LINKGEL,LB,SAND,BIOC,NA,6392.86,7280.71,7826.35,8809.58,9085.56,9457.05,10010.17,10265.2,10404.75,10462.54,10591.6,10936.89,11233.06,11339.73
0,13500,1338664.45,1398355.9,1375652,182723,135712,1442,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40979,2012,31.88041,-101.9667,10810,40,Sub 20,SPBR_U --> STRAWN,4,8,0,95.82,SPBR_U,STRAWN,8,FRAC,10608,10676,GAL,X-LINKGEL,LB,SAND,XLNK,30/50,6680.88,7535.75,8129.45,9119.97,9425.4,9797.45,10309.76,10614.41,10790.15,10818.88,10928.1,11344.99,11589.92,11702.25
0,0,1338664.45,110277.1,1408201.2,1231011.6,50000,1447,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40930,2012,31.67797,-102.02717,11655,160,40,WFMP --> ATOKA,1,1,0,19.41496207,WFMP,ATOKA,1,FRAC,9225,11357,GAL,X-LINKGEL,LB,SAND,XLNK,NA,6769.06,7660.14,8223.3,9189.24,9529.71,9890.83,10464.66,10811.7,10987.46,10992.25,11161.91,11955.11,12087.46,12159.12
0,13500,1338664.45,1398355.9,1408201.2,185684,135010,1451,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40968,2012,31.93864,-101.83344,10503,80,20,SPBR_U --> STRAWN,4,8,0,95.916,SPBR_U,STRAWN,8,FRAC,10274,10358,GAL,X-LINKGEL,LB,SAND,GELA,30/50,6049,7059,7636,8616,8889,9193,9906,10253,10414,10429.94,10490.87,10794.04,11079.47,11159.95
0,0,1256850,819500,1256850,1231011.6,819500,1453,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40981,2012,31.84558,-102.16502,11118,40,20,SPBR_U --> ATOKA,1,1,0,67.14,SPBR_U,ATOKA,1,FRAC,7955,10540,GAL,GEL,LB,SAND,GELA,NA,6941.45,7772.13,8339.02,9138.66,9478.41,9615.96,9863.1,10055.77,10247.08,10344.73,10599.89,11190.77,11437.27,11531.41
0,9000,1020771,1250497,1029771,742705,616823,1458,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41064,2012,31.77932,-102.17599,10548,40,40,SPBR_U --> WFMP,3,6,0,58.508,SPBR_U,WFMP,6,FRAC,9464,10420,GAL,X-LINKGEL,LB,SAND,XLNK,NA,7206,8034,8597,9446,9869,10114,10389,10763.74,10918.27,11132.36,11167.6,11559.46,11807.78,11926.31
0,16000,842000,609809,858000,27636,952,1461,B,BERRY OIL COMPANY,MIDLAND,40901,2011,31.69311,-101.92723,11773,Over 160,40,WFMP --> ATOKA,11,22,0,7.608,WFMP,ATOKA,22,FRAC,11446,11610,GAL,GEL,LB,CER,GELA,20/40,6578.19,7444.44,8072.16,9016.2,9364.66,9817.67,10435.54,10749.83,10918.02,10912.79,11132.32,11783.81,11915.6,11974.21
0,7500,1327826,1337138,1335326,197196,135013,1462,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41029,2012,31.76356,-101.95537,10939,80,40,SPBR_L --> ATOKA,4,7,0,66.956,SPBR_L,ATOKA,7,FRAC,10711,10860,GAL,X-LINKGEL,LB,SAND,XLNK,NA,6590.45,7450.46,8037.23,9034.72,9386.41,9785.92,10398.35,10693,10810.33,10896.34,11073.25,11574.06,11797.21,11861.05
189000,0,0,130000,189000,189000,130000,1463,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40924,2012,31.65588,-102.04129,11707,40,40,WFMP --> ATOKA,1,1,0,38.888,WFMP,ATOKA,1,FRAC,9173,11434,GAL,FLUD,LB,SAND,NA,NA,6903.35,7785.49,8401.87,9302.18,9646.49,9813.63,10544.99,10869.17,10991.72,10952.48,11182.82,11936.92,12070.59,12167.78
0,12000,1323581,1381241,1335581,184581,151188,1465,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41100,2012,31.73963,-101.97045,10943,40,40,SPBR_L --> STRAWN,4,8,0,47.492,SPBR_L,STRAWN,8,FRAC,10776,10874,GAL,X-LINKGEL,LB,SAND,XLNK,30/50,6645.82,7518.05,8128.33,9100.63,9447.86,9828.39,10475.24,10753.47,10910.74,10972.88,11229.59,11756.74,11940.67,11993.07
0,0,124000,120000,153212,124000,120000,1466,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40924,2012,31.66521,-102.08433,11462,40,40,SPBR_L --> ATOKA,1,1,0,5.604,SPBR_L,ATOKA,1,FRAC,8451,11322,GAL,X-LINKGEL,LB,SAND,SFAC,NA,6875.08,7753.81,8306.74,9221.17,9523.4,10015.06,10364.81,10454.97,10815.63,10912.59,11204,11781.41,11949.12,12040.68
0,13500,1338664.45,1398355.9,1407711,203757,134848,1469,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41096,2012,31.89295,-102.01074,11236,40,Sub 20,SPBR_U --> ATOKA,5,10,0,133.616,SPBR_U,ATOKA,10,FRAC,10941,11102,GAL,X-LINKGEL,LB,SAND,XLNK,30/50,6793.66,7673.1,8239.87,9237.43,9540.03,9948.2,10341.8,10657.64,10802.04,10881.78,11100.77,11570.32,11805.89,11907.26
0,0,1338664.45,846000,1353282,1231011.6,846000,1471,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40974,2012,31.84901,-102.1662,11110,40,40,SPBR_U --> ATOKA,1,1,0,84.272,SPBR_U,ATOKA,1,FRAC,7960,10785,GAL,GEL,LB,SAND,GELA,NA,6952.88,7771.93,8338.92,9139.68,9474.92,9539.64,9827.48,10048.85,10249.54,10374.02,10512.78,11177.13,11462.69,11558.61
0,10500,937169,1154722,947669,594815,459930,1473,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41064,2012,31.76732,-102.17618,10509,40,80,CLFK --> WFMP,3,6,0,78.02,CLFK,WFMP,6,FRAC,9632,10367,GAL,X-LINKGEL,LB,SAND,XLNK,NA,7200,8028,8591,9428,9848,10105,10365,10801.15,10960.45,11102.97,10974.46,11443.35,11673.83,11805.23
0,12000,1338664.45,1398355.9,1408201.2,223070,150110,1474,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41029,2012,31.88235,-102.00738,11004,40,Sub 20,SPBR_U --> ATOKA,4,8,0,101.8054469,SPBR_U,ATOKA,8,FRAC,10698,10910,GAL,X-LINKGEL,LB,SAND,XLNK,30/50,6806.17,7673.4,8244.35,9251.16,9556.83,9967.83,10370.38,10684.48,10849.85,10912.81,11136.97,11584.89,11801.82,11905.36
0,12000,1209621,1320008,1221621,212673,61382,1475,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41133,2012,31.85604,-101.90967,10664,160,40,SPBR_L --> STRAWN,4,8,0,55.836,SPBR_L,STRAWN,8,FRAC,10352,10480,GAL,X-LINKGEL,LB,SAND,XLNK,20/40,6416.24,7272.53,7837.37,8837.5,9146.09,9597.29,10100.53,10342.36,10482.6,10548.05,10692.12,11011.22,11279.48,11376.71
0,10500,1338664.45,1398355.9,1396392,215112,150241,1477,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41066,2012,31.76925,-101.95716,10924,80,40,SPBR_U --> ATOKA,4,8,0,51.928,SPBR_U,ATOKA,8,FRAC,10730,10822,GAL,X-LINKGEL,LB,SAND,XLNK,20/40,6596.58,7474.67,8057.59,9053.27,9396.1,9768.82,10414.51,10696.75,10819.38,10908.46,11065.06,11552.79,11782.11,11851.51
0,12000,1200845,1388203,1212845,209045,150465,1478,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41085,2012,31.83369,-101.92442,10741,40,20,SPBR_U --> ATOKA,4,8,0,131.648,SPBR_U,ATOKA,8,FRAC,10442,10596,GAL,X-LINKGEL,LB,SAND,XLNK,20/40,6457.8,7311.36,7872.32,8862.25,9206.35,9576.91,10153.15,10390.73,10545.04,10621.75,10763.98,11063.92,11355.61,11438.57
0,13500,1338664.45,1398355.9,1392470,983084,753542,1479,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41035,2012,31.92695,-101.84699,10428,40,40,SPBR_U --> WFMP,3,6,0,123.4073116,SPBR_U,WFMP,6,FRAC,8710,10193,GAL,X-LINKGEL,LB,SAND,XLNK,NA,6151,7099,7695,8612,8941,9270,9834,10268,10434.02,10448.38,10555.95,10919.07,11108.12,11192.24
0,12000,827484,936440,839484,130662,90000,1480,B,BERRY OIL COMPANY,MIDLAND,41011,2012,31.69135,-101.95096,11895,40,Sub 20,WFMP --> ATOKA,10,20,0,23.292,WFMP,ATOKA,20,FRAC,11440,11463,GAL,X-LINKGEL,LB,CER,XLNK,20/40,6637.5,7518.05,8154.6,9099.41,9451.88,9974.72,10417.43,10810.44,10976.81,10970.63,11220.13,11912.88,12018.68,12081.46
0,0,1278690,801000,1278690,1231011.6,801000,1487,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40986,2012,31.81496,-102.18312,11475,40,Over 160,SPBR_U --> ATOKA,1,1,0,70.35833286,SPBR_U,ATOKA,1,FRAC,8170,11235,GAL,GEL,LB,SAND,GELA,NA,7136.96,7961.57,8528.59,9349.57,9772.93,9818.33,10256.31,10550.67,10776.06,10931.73,11232.16,11770.47,12036.28,12148.78
0,12000,890106,996200,902106,106176,35000,1488,D,BERRY OIL COMPANY,MIDLAND,41021,2012,31.95364,-101.78102,11503,40,40,WFMP --> SIL_DEV,9,18,0,57.16,WFMP,SIL_DEV,18,FRAC,10848,10958,GAL,GEL,LB,CER,GELA,20/40,5856.29,6936.12,7461.34,8427.51,8717.19,9060.6,9856.71,10206.52,10330.6,10318.07,10335.43,10635.83,10914.61,10970.68
0,12000,1338664.45,1345603,1363808,218724,149635,1491,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41057,2012,31.84783,-101.94692,10726,40,80,SPBR_U --> ATOKA,4,8,0,78.66,SPBR_U,ATOKA,8,FRAC,10445,10605,GAL,X-LINKGEL,LB,SAND,XLNK,20/40,6617.55,7458.59,8021.06,9006.42,9342.79,9724.56,10038.09,10452.71,10600.72,10641.95,10836.93,11166.02,11438.04,11541.84
0,15000,1338664.45,1398355.9,1408201.2,130878,95707,1492,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41061,2012,31.79764,-101.79802,11279,80,20,SPBR_U --> ATOKA,5,10,0,120.0347822,SPBR_U,ATOKA,10,FRAC,10632,11040,GAL,X-LINKGEL,LB,SAND,SFAC,20/40,6053.57,7065.98,7659.62,8623.17,8894.63,9294.35,10140.76,10426.93,10578.97,10613.6,10746.84,11118.24,11261.69,11359.15
0,12000,1109640,995147,1121640,662647,300256,1493,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41056,2012,31.95324,-101.85144,10526,160,20,SPBR_U --> WFMP,3,6,0,87.08,SPBR_U,WFMP,6,FRAC,8877,10213,GAL,X-LINKGEL,LB,SAND,XLNK,20/40,6226,7157,7705,8667,8976,9318,9975,10328,10470,10471.1,10551.63,10865.36,11144.3,11231.42
1075580.1,0,0,787968,1121190,1121190,787968,1496,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,41006,2012,31.73586,-102.11627,10395,160,80,SPBR_U --> WFMP,1,1,0,166.34,SPBR_U,WFMP,1,FRAC,7845,10286,GAL,FLUD,LB,SAND,NA,NA,6940.71,7787.08,8340.57,9215.14,9571.15,9837.42,10090.99,10353.62,10512.62,10703.83,10999.76,11609.56,11826.88,11932.8
0,15000,1338664.45,123000,1408201.2,1231011.6,123000,1499,A,ATHLON ENERGY OPERATING LLC,MIDLAND,41012,2012,31.73356,-102.08893,11350,20,20,SPBR_L --> ATOKA,1,2,0,86.52,SPBR_L,ATOKA,2,FRAC,8933,11146,GAL,X-LINKGEL,LB,SANDRCSD,NA,NA,6874.45,7759.84,8318.48,9218.66,9528.11,9850.06,10253.65,10387.58,10597.44,10736.7,10999.91,11675.84,11879.27,11978.67
405048,0,0,304380,405048,405048,304380,1500,B,PARSLEY ENERGY OPERATIONS LLC,MIDLAND,41109,2012,31.6533,-102.00592,12020,80,40,STRAWN --> ATOKA,1,1,0,286.748,STRAWN,ATOKA,1,FRAC,10857,11894,GAL,FLUD,LB,SAND,NA,NA,6796.02,7661.92,8251.32,9228.92,9592.31,10062.2,10572.98,10911.37,11040.25,11031.23,11284.41,11983.9,12103.27,12198.62
1075580.1,0,0,1245440,1408201.2,1231011.6,927236,1501,B,PARSLEY ENERGY OPERATIONS LLC,MIDLAND,41053,2012,31.65193,-101.99097,12205,80,80,WFMP --> ATOKA,1,1,0,87.928,WFMP,ATOKA,1,FRAC,9364,11976,GAL,FLUD,LB,SAND,NA,NA,6726.58,7612.86,8229.65,9178.68,9526.58,9977.68,10568.86,10896.04,11043.87,11083.87,11358.52,11987.22,12106.01,12205.96
0,7500,1198878,1045651,1206378,216792,150643,1502,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41120,2012,31.72844,-101.95356,11167,40,40,SPBR_L --> ATOKA,4,6,0,89.104,SPBR_L,ATOKA,6,FRAC,10860,11042,GAL,X-LINKGEL,LB,SAND,XLNK,20/40,6646.26,7520.61,8091.41,9115.33,9463.65,9878.77,10455.22,10788.01,10943.08,10957.52,11194.98,11807.59,11973.53,12020.65
0,16500,1220310,789550,1236810,1220310,789550,1503,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,41106,2012,31.79508,-102.12732,10908,80,40,SPBR_U --> ATOKA,1,2,0,70.092,SPBR_U,ATOKA,2,FRAC,7964,10730,GAL,GEL,LB,SAND,GELA,NA,6952.01,7775.83,8333.72,9199.71,9590.95,9704.86,10018.78,10209.43,10420.86,10524.57,10843.88,11404.1,11598.64,11710.56
0,12000,976889,496525,988889,976889,496525,1505,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,41113,2012,31.84474,-102.12422,11245,80,Sub 20,WFMP --> ATOKA,1,2,0,70.06,WFMP,ATOKA,2,FRAC,9305,10800,GAL,GEL,LB,SAND,GELA,NA,6931.84,7751.1,8326.67,9169.62,9492.81,9627.69,10063.18,10284.64,10466.52,10534.91,10851.63,11361.17,11587.11,11699.82
0,22000,1273608,843000,1295608,1231011.6,843000,1506,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,41119,2012,31.85546,-102.15482,11028,40,80,SPBR_U --> ATOKA,1,2,0,76.764,SPBR_U,ATOKA,2,FRAC,7955,10845,GAL,GEL,LB,SAND,GELA,NA,6950.09,7770.21,8345.16,9167.69,9545.01,9617.9,9939.09,10169.55,10384.66,10500.37,10777.96,11233.64,11479.23,11581.88
0,17000,1338664.45,120000,1408201.2,1231011.6,120000,1507,B,ATHLON ENERGY OPERATING LLC,MIDLAND,41032,2012,31.6826,-102.07353,11460,40,40,SPBR_U --> ATOKA,1,2,0,8.412,SPBR_U,ATOKA,2,FRAC,8152,11321,GAL,X-LINKGEL,LB,SANDRCSD,SFAC,NA,6890.19,7799.23,8354.34,9284.54,9564.5,9977.65,10434.31,10586.63,10880.31,10857.13,11113.18,11872.09,12046.71,12128.99
440916,0,0,936100,440916,440916,927236,1509,A,BREITBURN OPERATING LIMITED PARTNERSHIP,MIDLAND,41062,2012,31.77747,-102.00503,11509,80,80,SPBR_L --> ATOKA,1,1,0,159.2121528,SPBR_L,ATOKA,1,FRAC,8410,11400,GAL,FLUD,LB,SAND,NA,NA,6699.7,7600.46,8169.59,9167.96,9504.32,9811.63,10442.5,10721.96,10865.42,10944.49,11238.59,11686.43,11890.19,11983.82
NA,NA,NA,NA,NA,1231011.6,927236,1510,A,ATHLON ENERGY OPERATING LLC,MIDLAND,41056,2012,31.70352,-102.08026,11360,40,20,SPBR_U --> ATOKA,1,2,NA,64.176,SPBR_U,ATOKA,2,FRAC,8206,11265,GAL,FLUD,LB,SANDRCSD,FRDC,NA,6920.7,7815.9,8365.66,9285.01,9614.67,10002.61,10341.41,10594.24,10781.64,10775.12,11012.84,11854.33,12046.08,12124.35
1075580.1,0,0,802974,1161972,1161972,802974,1513,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,41085,2012,31.72785,-102.14918,10667,80,40,SPBR_U --> WFMP,1,1,0,125.6,SPBR_U,WFMP,1,FRAC,8007,10440,GAL,FLUD,LB,SAND,NA,NA,7048.17,7870.53,8438.89,9264.83,9611.44,9949.9,10158.72,10525.32,10684.2,10701.71,10992.83,11445.81,11662.51,11807.6
0,1500,193946,668600,196946,60060,334300,1517,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,37726,2003,31.62843,-101.74845,8590,Over 160,40,SPBR_U --> SPBR_L,3,6,1500,26.152,SPBR_U,SPBR_L,6,FRAC,6882,7050,GAL,X-LINKGEL,LB,SAND,NA,20/40,5998,6847,7444,8450,8741.03,9165.55,10143.83,10480.51,10628.84,10640.84,10803.85,11112.65,11283.65,11335.18
