Class,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid.Amount,Subarea,Operator,Completion.Date,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Top_Zone,Number,Depth.Top,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type,Additive,Mesh.Size,CLFK..KHW.,WFMP_ATB..KH,BEND..KHW.,ATOKA_L..KHW,DVNN..KHW.
2,0,0,1338664.45,846000,1231011.6,50.9170981511221,72.5015994800833,40974,31.84901,-102.1662,11110,48.5997313820817,39.9132468291517,64.6750664149306,45.6894734043355,1,7960,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,6952.88,9539.64,10374.02,10512.78,11558.61
2,0,10500,937169,1154722,594815,50.9170981511221,47.2149192475855,41064,31.76732,-102.17618,10509,48.5997313820817,47.6641071277034,36.3453506504094,39.4022307057895,6,9632,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,NA,7200,10105,11102.97,10974.46,11805.23
2,0,12000,1338664.45,1398355.9,223070,50.9170981511221,47.2149192475855,41029,31.88235,-102.00738,11004,48.5997313820817,55.0971911518644,64.6750664149306,45.6894734043355,8,10698,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,68.7727801518461,6806.17,9967.83,10912.81,11136.97,11905.36
2,0,12000,1209621,1320008,212673,50.9104396193166,47.2149192475855,41133,31.85604,-101.90967,10664,44.4812271666837,39.9132468291517,67.5302083073333,49.8051695977933,8,10352,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,6416.24,9597.29,10548.05,10692.12,11376.71
2,0,10500,1338664.45,1398355.9,215112,50.9170981511221,47.2149192475855,41066,31.76925,-101.95716,10924,44.1646661294716,39.9132468291517,64.6750664149306,45.6894734043355,8,10730,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,6596.58,9768.82,10908.46,11065.06,11851.51
3,0,12000,1200845,1388203,209045,50.9104396193166,47.2149192475855,41085,31.83369,-101.92442,10741,48.5997313820817,41.1683860955319,64.6750664149306,45.6894734043355,8,10442,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,6457.8,9576.91,10621.75,10763.98,11438.57
3,0,13500,1338664.45,1398355.9,983084,50.9104396193166,47.2149192475855,41035,31.92695,-101.84699,10428,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,6,8710,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,NA,6151,9270,10448.38,10555.95,11192.24
1,0,12000,827484,936440,130662,57.1815579561387,35.0804697180488,41011,31.69135,-101.95096,11895,48.5997313820817,55.0971911518644,47.8980746184318,47.142803834728,20,11440,45.6145114608116,46.5028002169063,37.0159940085714,48.7225007616148,35.3283279841421,6637.5,9974.72,10970.63,11220.13,12081.46
2,0,0,1278690,801000,1231011.6,50.9170981511221,72.5015994800833,40986,31.81496,-102.18312,11475,48.5997313820817,53.6855631306289,64.6750664149306,45.6894734043355,1,8170,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,7136.96,9818.33,10931.73,11232.16,12148.78
2,0,12000,890106,996200,106176,48.2678540898953,35.0804697180488,41021,31.95364,-101.78102,11503,48.5997313820817,39.9132468291517,61.3417020506667,47.142803834728,18,10848,46.9919495209192,46.5028002169063,37.0159940085714,50.075857325368,35.3283279841421,5856.29,9060.6,10318.07,10335.43,10970.68
2,0,12000,1338664.45,1345603,218724,50.9104396193166,47.2149192475855,41057,31.84783,-101.94692,10726,48.5997313820817,47.6641071277034,64.6750664149306,45.6894734043355,8,10445,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,6617.55,9724.56,10641.95,10836.93,11541.84
3,0,15000,1338664.45,1398355.9,130878,50.9104396193166,47.2149192475855,41061,31.79764,-101.79802,11279,44.1646661294716,41.1683860955319,64.6750664149306,45.6894734043355,10,10632,45.6145114608116,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,6053.57,9294.35,10613.6,10746.84,11359.15
2,0,12000,1109640,995147,662647,50.9104396193166,47.2149192475855,41056,31.95324,-101.85144,10526,44.4812271666837,41.1683860955319,40.7605692326044,45.6894734043355,6,8877,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,6226,9318,10471.1,10551.63,11231.42
3,1075580.1,0,0,787968,1121190,50.9170981511221,118.1616,41006,31.73586,-102.11627,10395,44.4812271666837,47.6641071277034,40.7605692326044,45.6894734043355,1,7845,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,6940.71,9837.42,10703.83,10999.76,11932.8
2,0,15000,1338664.45,123000,1231011.6,50.9170981511221,24.6604927446667,41012,31.73356,-102.08893,11350,39.3953253532759,41.1683860955319,53.2831107625641,49.8051695977933,2,8933,45.6145114608116,46.5028002169063,38.0055308655556,NA,NA,6874.45,9850.06,10736.7,10999.91,11978.67
3,405048,0,0,304380,405048,57.1815579561387,101.899864313182,41109,31.6533,-102.00592,12020,44.1646661294716,39.9132468291517,286.748,286.748,1,10857,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,6796.02,10062.2,11031.23,11284.41,12198.62
2,1075580.1,0,0,1245440,1231011.6,57.1815579561387,101.899864313182,41053,31.65193,-101.99097,12205,44.1646661294716,47.6641071277034,47.8980746184318,47.142803834728,1,9364,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,6726.58,9977.68,11083.87,11358.52,12205.96
2,0,7500,1198878,1045651,216792,57.1815579561387,47.2149192475855,41120,31.72844,-101.95356,11167,48.5997313820817,39.9132468291517,53.2831107625641,49.8051695977933,6,10860,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,6646.26,9878.77,10957.52,11194.98,12020.65
2,0,16500,1220310,789550,1220310,50.9170981511221,72.5015994800833,41106,31.79508,-102.12732,10908,44.1646661294716,39.9132468291517,64.6750664149306,45.6894734043355,2,7964,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,6952.01,9704.86,10524.57,10843.88,11710.56
2,0,12000,976889,496525,976889,50.9170981511221,72.5015994800833,41113,31.84474,-102.12422,11245,44.1646661294716,55.0971911518644,47.8980746184318,47.142803834728,2,9305,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,6931.84,9627.69,10534.91,10851.63,11699.82
2,0,22000,1273608,843000,1231011.6,50.9170981511221,72.5015994800833,41119,31.85546,-102.15482,11028,48.5997313820817,47.6641071277034,64.6750664149306,45.6894734043355,2,7955,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,6950.09,9617.9,10500.37,10777.96,11581.88
1,0,17000,1338664.45,120000,1231011.6,57.1815579561387,24.6604927446667,41032,31.6826,-102.07353,11460,48.5997313820817,39.9132468291517,64.6750664149306,45.6894734043355,2,8152,45.6145114608116,46.5028002169063,38.0055308655556,36.9588168142941,NA,6890.19,9977.65,10857.13,11113.18,12128.99
3,440916,0,0,936100,440916,50.9170981511221,159.2121528,41062,31.77747,-102.00503,11509,44.1646661294716,47.6641071277034,53.2831107625641,49.8051695977933,1,8410,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,6699.7,9811.63,10944.49,11238.59,11983.82
2,NA,NA,NA,NA,1231011.6,50.9170981511221,24.6604927446667,41056,31.70352,-102.08026,11360,48.5997313820817,41.1683860955319,64.6750664149306,45.6894734043355,2,8206,57.459789077293,46.5028002169063,38.0055308655556,37.80493262,NA,6920.7,10002.61,10775.12,11012.84,12124.35
3,1075580.1,0,0,802974,1161972,50.9170981511221,118.1616,41085,31.72785,-102.14918,10667,44.1646661294716,39.9132468291517,40.7605692326044,45.6894734043355,1,8007,57.459789077293,46.5028002169063,46.4885978294857,NA,NA,7048.17,9949.9,10701.71,10992.83,11807.6
1,0,1500,193946,668600,60060,31.4327307694649,47.2149192475855,37726,31.62843,-101.74845,8590,43.4336303913043,39.9132468291517,31.1287314240741,45.6894734043355,6,6882,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5998,9165.55,10640.84,10803.85,11335.18
1,0,26000,1338664.45,472550,1231011.6,31.4327307694649,47.2149192475855,37732,31.6031,-101.74503,8540,48.5997313820817,39.9132468291517,31.1287314240741,45.6894734043355,3,6827,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5922,9080.36,10580.05,10792.83,11290.3
2,0,5000,195972,307850,47376,31.4327307694649,47.2149192475855,37704,31.56464,-101.76736,8660,43.4336303913043,39.9132468291517,40.7605692326044,45.6894734043355,3,6913,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6015,9150.03,10632.08,10863.32,11425.6
1,0,5000,197316,311100,61320,31.4327307694649,47.2149192475855,37704,31.63317,-101.65242,8355,44.4812271666837,39.9132468291517,31.1287314240741,45.6894734043355,3,6604,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5758.93,8879.65,10451.44,10588.3,10982.1
1,0,5000,202337,470740,55356,31.4327307694649,47.2149192475855,37719,31.54523,-101.62044,8198,44.1646661294716,39.9132468291517,31.1287314240741,45.6894734043355,3,6458,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5539.58,8595.41,10376.21,10415.39,10721.66
1,0,5000,196980,468860,51492,31.4327307694649,47.2149192475855,37726,31.53781,-101.6181,8210,44.1646661294716,39.9132468291517,35.8080535057143,39.4022307057895,3,6413,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5492.61,8577.92,10367.06,10397.39,10694.76
1,0,3500,197736,470760,56910,37.4785431919082,47.2149192475855,37754,31.54521,-101.58526,8112,44.1646661294716,39.9132468291517,36.3453506504094,39.4022307057895,6,6308,45.6145114608116,46.5028002169063,46.4885978294857,44.2500420302041,35.3283279841421,5134.61,8502.52,10338.57,10294.34,10600.58
1,0,5000,192595,472560,23277.5,37.4785431919082,47.2149192475855,37753,31.55151,-101.59197,8120,48.5997313820817,39.9132468291517,36.3453506504094,39.4022307057895,8,6321,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5326.98,8507.39,10331.08,10307.09,10630.65
2,0,0,260484,482040,260484,31.4327307694649,32.2985667405982,37634,31.48016,-101.63969,8218,44.1646661294716,39.9132468291517,40.7605692326044,45.6894734043355,1,6378,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5410.86,8582.24,10361.91,10433.73,10745.02
2,0,0,209197,290050,209197,31.4327307694649,32.2985667405982,37701,31.45684,-101.64135,8245,39.3953253532759,39.9132468291517,40.7605692326044,45.6894734043355,1,6342,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5338.47,8552.22,NA,10423.18,10758.32
1,0,0,140135,284000,140135,31.4327307694649,32.2985667405982,37636,31.49233,-101.65237,8225,48.5997313820817,39.9132468291517,31.1287314240741,45.6894734043355,1,6467,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5500.7,8628.83,10371.11,10486.88,10791.97
2,0,5000,207501,487320,23277.5,37.4785431919082,47.2149192475855,37754,31.55065,-101.59574,8135,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,8,6368,43.0317844528804,43.0362471476923,43.0362471476923,NA,NA,5433.47,8525.43,10344.59,10328.68,10646.96
2,0,0,243264,290750,243264,31.4327307694649,32.2985667405982,37721,31.47572,-101.64258,8258,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6382,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5411.59,8589.35,10367.15,10446.85,10765.57
2,0,0,181546,290390,181546,31.4327307694649,32.2985667405982,37687,31.47291,-101.63801,8235,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6352,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5385.54,8574.74,NA,10428.95,10747.61
1,0,0,138440,290080,138440,31.4327307694649,32.2985667405982,37780,31.46918,-101.63631,8250,48.5997313820817,41.1683860955319,40.7605692326044,45.6894734043355,1,6327,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5356.38,8557.06,NA,10411.75,10729.71
1,0,0,185517,292190,185517,31.4327307694649,32.2985667405982,37649,31.47097,-101.64569,8225,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6403,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5411.67,8593.13,10369.36,10457.6,10782.71
1,0,0,222222,289940,222222,31.4327307694649,32.2985667405982,37699,31.47761,-101.63429,8225,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6345,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5383.2,8567.85,NA,10414.84,10727.81
1,0,0,186984,290030,186984,31.4327307694649,32.2985667405982,37684,31.48299,-101.64487,8225,39.3953253532759,39.9132468291517,40.7605692326044,45.6894734043355,1,6404,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5440.93,8596.45,10362.43,10451.84,10766.92
1,0,0,192696,290230,192696,31.4327307694649,32.2985667405982,37645,31.49026,-101.64712,8225,39.3953253532759,39.9132468291517,40.7605692326044,45.6894734043355,1,6440,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5476.13,8612.07,10367.77,10465.85,10772.14
1,0,0,189966,291891,189966,31.4327307694649,32.2985667405982,37676,31.46139,-101.63917,8238,39.3953253532759,39.9132468291517,40.7605692326044,45.6894734043355,1,6354,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5345.29,8556.27,NA,10420.77,10748.7
1,0,0,185136,290180,185136,31.4327307694649,32.2985667405982,37655,31.45887,-101.63308,8225,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6328,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5308.83,8536.15,NA,10395.53,10718.92
1,0,0,212226,290950,212226,31.4327307694649,32.2985667405982,37701,31.4544,-101.63619,8225,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6322,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5309.97,8537.52,NA,10404.86,10737.04
1,0,0,113000,284000,113000,31.4327307694649,32.2985667405982,37741,31.48383,-101.62316,8270,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6305,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5348.61,8520.19,NA,10352.16,10670.61
1,0,0,193372,290360,193372,31.4327307694649,32.2985667405982,37701,31.54763,-101.67463,8237,39.3953253532759,39.9132468291517,40.7605692326044,45.6894734043355,1,6605,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5643.84,8756.4,10430.53,10598.13,10931.1
2,0,0,197292,291310,197292,31.4327307694649,32.2985667405982,37644,31.47219,-101.62448,8243,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6308,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5326.17,8530.77,NA,10370.2,10678.29
1,0,0,154000,291000,154000,31.4327307694649,32.2985667405982,37735,31.5389,-101.68047,8246,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6602,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5662.97,8767.2,10432.75,10612.53,10955.99
1,0,0,172536,289760,172536,31.4327307694649,32.2985667405982,37753,31.4905,-101.66057,8252,44.1646661294716,39.9132468291517,36.3453506504094,39.4022307057895,1,6472,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5507.82,8635.5,10360.01,10502.24,10813.79
1,0,5000,207020,454404,65900,31.4327307694649,47.2149192475855,37964,31.59362,-101.76857,8700,43.4336303913043,39.9132468291517,36.3453506504094,39.4022307057895,3,6874,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5970,9189.11,10654.52,10875.62,11429.52
1,0,11000,337454,508120,67351,31.4327307694649,47.2149192475855,37963,31.46657,-101.73258,9315,44.1646661294716,41.1683860955319,40.7605692326044,45.6894734043355,10,9090,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5716.82,8810.44,10441.75,10636.65,11068.24
2,0,5000,195760,470980,50650,31.4327307694649,47.2149192475855,37733,31.60893,-101.75121,8690,44.4812271666837,39.9132468291517,36.3453506504094,39.4022307057895,3,6830,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5961,9124.44,10607.26,10815.51,11329.68
1,99400,6000,181370,504000,99400,37.4785431919082,32.2985667405982,37743,31.64331,-101.55852,8300,44.1646661294716,39.9132468291517,36.3453506504094,39.4022307057895,8,8062,35.81895018376,46.5028002169063,46.4885978294857,NA,35.3283279841421,5231,8503.77,10206.85,10205.72,10627.55
1,0,3000,172200,460600,43500,37.4785431919082,32.2985667405982,37774,31.6183,-101.54685,8047,48.5997313820817,41.1683860955319,31.1287314240741,45.6894734043355,6,6266,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5084,8452.78,10199.99,10160.47,10597.13
1,0,3000,172000,463200,43000,37.4785431919082,32.2985667405982,37774,31.61,-101.56592,8000,44.1646661294716,39.9132468291517,31.1287314240741,45.6894734043355,6,6316,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5079,8491.88,10255.59,10229.58,10655.09
2,85000,6000,180200,498500,23277.5,37.4785431919082,32.2985667405982,37747,31.60975,-101.51736,8450,44.1646661294716,47.6641071277034,40.7605692326044,45.6894734043355,8,7901,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5025,8391.52,NA,10064.25,10504.36
1,0,0,187216,291500,187216,31.4327307694649,32.2985667405982,37684,31.54204,-101.64998,8237,48.5997313820817,39.9132468291517,36.3453506504094,39.4022307057895,1,6548,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5584.22,8677.24,10400.76,10511.63,10822.29
1,0,0,189533,289640,189533,31.4327307694649,32.2985667405982,37703,31.54827,-101.63901,8227,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6521,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5547.93,8656.13,10397.67,10483.15,10800.13
1,0,5000,189042,472100,53718,31.4327307694649,47.2149192475855,37732,31.61882,-101.7411,8590,44.4812271666837,39.9132468291517,36.3453506504094,39.4022307057895,6,6820,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5923,9109.84,10603.19,10790.77,11290.75
1,0,5000,351901,507061,73458,31.4327307694649,47.2149192475855,37810,31.47368,-101.73479,9300,44.4812271666837,47.6641071277034,36.3453506504094,39.4022307057895,10,9080,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5735,8845.82,10431.24,10652.62,11091.72
1,0,4000,200202,471451,23277.5,31.4327307694649,47.2149192475855,37810,31.46127,-101.72219,9250,44.1646661294716,41.1683860955319,40.7605692326044,45.6894734043355,8,6580,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5658.11,8746.35,10464.19,10617.75,11015.2
1,0,4000,193649,472280,23277.5,31.4327307694649,47.2149192475855,37889,31.58599,-101.73897,8620,44.4812271666837,39.9132468291517,36.3453506504094,39.4022307057895,7,6802,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5921,9068.18,10596.14,10813.7,11290.77
1,0,5000,201138,471640,23277.5,31.4327307694649,47.2149192475855,37889,31.57456,-101.7398,8630,44.1646661294716,41.1683860955319,35.8080535057143,39.4022307057895,8,6810,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5914,9055.4,10590.47,10810.2,11289.34
1,0,5000,133854,473380,23277.5,31.4327307694649,47.2149192475855,37810,31.59868,-101.73058,8550,43.4336303913043,39.9132468291517,36.3453506504094,39.4022307057895,8,6732,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5828.1,8994.34,10524.52,10738.02,11196.25
1,0,0,220500,289330,220500,31.4327307694649,32.2985667405982,37734,31.47996,-101.62649,8276,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6317,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5367,8543.98,NA,10381.29,10687.33
1,0,0,197782,290200,197782,31.4327307694649,32.2985667405982,37711,31.52689,-101.6323,8240,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6495,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5503.51,8603.45,10368.86,10431.4,10730.44
2,1000,3000,189546,470820,23277.5,31.4327307694649,47.2149192475855,37733,31.61728,-101.73197,8577,48.5997313820817,39.9132468291517,36.3453506504094,39.4022307057895,7,6760,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5867,9051.29,10561.11,10753.74,11227.95
1,0,4000,186354,472120,23277.5,31.4327307694649,47.2149192475855,37810,31.58893,-101.70911,8540,43.4336303913043,39.9132468291517,36.3453506504094,39.4022307057895,7,6722,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5816,8972.02,10551.38,10757.99,11167.36
1,0,4000,214452,471640,23277.5,31.4327307694649,47.2149192475855,37754,31.64919,-101.66118,8440,44.1646661294716,39.9132468291517,36.3453506504094,39.4022307057895,7,6626,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5532,8922.32,10463.86,10606.41,10992.28
2,0,5000,187976,472920,48872,31.4327307694649,47.2149192475855,37838,31.61864,-101.64783,8345,44.4812271666837,39.9132468291517,40.7605692326044,45.6894734043355,6,6594,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5537,8808.48,10441.57,10558.87,10954.59
1,0,3000,174200,461800,43500,37.4785431919082,32.2985667405982,37764,31.63937,-101.57493,8050,44.4812271666837,39.9132468291517,31.1287314240741,45.6894734043355,6,6360,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5302.8,8542.45,10253.53,10264.05,10687.55
1,0,5000,140309,471410,23277.5,37.4785431919082,47.2149192475855,37838,31.63724,-101.63155,8430,44.4812271666837,39.9132468291517,40.7605692326044,45.6894734043355,6,7916,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5450,8817.82,10400.57,10500.7,10903.82
1,0,0,166295,289000,166295,31.4327307694649,32.2985667405982,37741,31.4242,-101.63561,8246,48.5997313820817,41.1683860955319,36.3453506504094,39.4022307057895,1,6200,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5265.96,8431.37,NA,10336.11,10728.92
1,0,0,141194,288550,141194,31.4327307694649,32.2985667405982,37768,31.4866,-101.62778,8280,44.1646661294716,39.9132468291517,36.3453506504094,39.4022307057895,1,6316,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5386.94,8558.47,NA,10393.95,10694.9
1,0,0,153212,290310,153212,31.4327307694649,32.2985667405982,37796,31.45166,-101.68412,8200,44.4812271666837,39.9132468291517,40.7605692326044,45.6894734043355,1,6494,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5539.34,8656.96,10430.21,10577.48,10964.68
1,0,0,220506,350000,92916,31.4327307694649,32.2985667405982,38212,31.44537,-101.64218,8154,48.5997313820817,41.1683860955319,36.3453506504094,39.4022307057895,2,7677,45.6145114608116,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5322.29,8543.93,NA,10429.95,10777.11
1,0,0,153212,290310,153212,31.4327307694649,32.2985667405982,37847,31.42677,-101.64079,8295,48.5997313820817,41.1683860955319,40.7605692326044,45.6894734043355,1,6278,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5318.37,8492.89,NA,10403.68,10793.97
2,0,0,149834,290560,149834,31.4327307694649,32.2985667405982,37825,31.43175,-101.63797,8266,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6270,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5295.33,8500.57,NA,10399.55,10763.62
2,0,0,90365,135000,90365,31.4327307694649,32.2985667405982,37896,31.42459,-101.64939,8200,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6330,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5378,8514.94,NA,10448.19,10870.18
1,0,0,220506,350000,92916,31.4327307694649,32.2985667405982,38189,31.51953,-101.66523,8306,48.5997313820817,39.9132468291517,36.3453506504094,39.4022307057895,2,7934,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5620.21,8707.06,10409.22,10558.98,10867.51
1,0,0,134832,290680,134832,31.4327307694649,32.2985667405982,37839,31.52899,-101.6904,8310,39.3953253532759,39.9132468291517,35.8080535057143,39.4022307057895,1,6625,46.9919495209192,46.5028002169063,46.4885978294857,NA,NA,5715.89,8811.44,10457.87,10657.47,11017.95
1,0,0,90365,135000,90365,31.4327307694649,32.2985667405982,37864,31.43354,-101.66084,8184,48.5997313820817,39.9132468291517,36.3453506504094,39.4022307057895,1,6364,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5410.64,8554.52,NA,10493.24,10904.63
1,0,0,90365,135000,90365,31.4327307694649,32.2985667405982,37875,31.45807,-101.61982,8208,48.5997313820817,39.9132468291517,36.3453506504094,39.4022307057895,1,6257,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5396,8513.66,NA,10358.57,10672.94
2,0,0,90365,135000,90365,31.4327307694649,32.2985667405982,37875,31.46217,-101.6522,8200,48.5997313820817,39.9132468291517,36.3453506504094,39.4022307057895,1,6361,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5424.27,8596.51,10369.73,10475.84,10816.74
1,0,0,90365,135000,90365,31.4327307694649,32.2985667405982,37896,31.45611,-101.65859,8200,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,1,6387,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5437.71,8596.46,10366.76,10490.26,10845.61
1,0,8000,277938,490570,79572,31.4327307694649,47.2149192475855,38077,31.46399,-101.72739,9304,44.1646661294716,39.9132468291517,36.3453506504094,39.4022307057895,8,8678,46.9919495209192,46.5028002169063,46.4885978294857,NA,35.3283279841421,5703.01,8791.91,10466.13,10640.05,11049.94
1,0,5000,190096,470460,49182,37.4785431919082,47.2149192475855,37963,31.59617,-101.59249,8180,44.4812271666837,41.1683860955319,40.7605692326044,45.6894734043355,6,6381,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5592.37,8555.83,10327.79,10333.16,10728.71
1,0,5000,186715,470290,51068,31.4327307694649,47.2149192475855,37972,31.56325,-101.65698,8355,44.1646661294716,39.9132468291517,36.3453506504094,39.4022307057895,6,6515,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5633,8733.32,10430.31,10560.35,10886.18
2,0,5000,219198,475750,74256,31.4327307694649,47.2149192475855,38377,31.57271,-101.74805,8662,44.1646661294716,41.1683860955319,36.3453506504094,39.4022307057895,6,6814,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5951,9086.77,10606.12,10828.23,11333.13
1,0,4000,204204,470640,60396,31.4327307694649,47.2149192475855,38226,31.57651,-101.71405,8545,39.3953253532759,39.9132468291517,36.3453506504094,39.4022307057895,6,6714,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5815,8963.85,10546.64,10757.65,11171.26
1,0,5000,198324,472400,52038,31.4327307694649,47.2149192475855,38226,31.61293,-101.70325,8520,39.3953253532759,39.9132468291517,36.3453506504094,39.4022307057895,6,6688,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5820,8982.34,10544.61,10741.25,11153.28
