Completion.Year,Frac.Stages,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,EUR_o..Mstb.,Completion.Month,Depth.Top,Fluid.Amount,Propping.Agent.Amount,BEND..KHW.,Subarea,Operator,County,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Top_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
2004,4,10000,278534,0,175000,23.763,3,10067,69172,19500,10948.48,1,13,2,4,2,2,7,2,3,6,3,NA,NA
2006,1,477666,0,0,543040,58.35472283,12,8065,NA,543040,10919.38,1,13,2,4,2,3,7,4,3,9,3,NA,NA
2004,4,10000,272080,0,174296,43.176,7,10133,66935,17283,10860.25,2,13,2,4,4,2,7,3,3,6,3,NA,NA
2004,1,0,0,0,352040,31.02059944,6,7955,326352,352040,10920.36,1,13,2,3,3,1,7,3,3,3,3,11,NA
2004,3,7500,297423,0,388238,46.456,9,7104,58653,135450,10440,3,27,2,4,2,1,7,1,3,11,3,NA,6
2004,4,4000,337722,0,437481,60.648,9,7063,56616,135840,10417.06,3,27,2,4,2,1,7,1,3,11,3,NA,6
2004,3,5000,205968,0,472910,31.516,6,7135,59094,137713,10657.73,3,27,2,4,3,3,7,3,3,11,3,NA,6
2004,1,14000,0,0,312000,25.503,5,8166,NA,312000,10921.16,1,24,2,4,4,2,7,2,3,9,3,9,NA
2004,1,14000,0,0,322000,66.67873896,6,8102,NA,322000,10904.11,1,24,2,3,4,3,7,3,3,9,3,9,NA
2004,3,5000,195972,0,473760,30.336,7,7131,54726,138109,10639.74,3,27,2,NA,NA,3,7,3,3,11,3,NA,6
2004,4,10000,288374,0,155640,32.084,7,10170,81139,30366,11054.23,2,13,2,3,4,2,7,3,3,6,3,NA,NA
2004,1,15000,0,0,317000,62.23906507,6,8139,361000,317000,10984.45,1,24,2,4,3,3,7,3,3,9,3,9,NA
2004,4,10000,275217,0,190000,36.10162939,7,10108,78786,28000,10891.81,1,13,2,3,1,2,7,3,3,6,3,NA,NA
2004,4,10000,273023,0,174500,39.632,4,8223,22976,74000,10982.98,2,13,2,3,2,2,7,2,3,6,3,NA,NA
2004,1,0,0,0,346550,45.37418401,6,8320,428064,346550,10899.79,1,13,2,4,4,2,7,3,3,3,3,NA,NA
2004,3,7512,215473,0,175460,17.58,12,9646,95036,46022,10978.67,2,13,2,3,3,2,7,4,3,6,3,9,NA
2004,4,10000,279110,0,186700,23.75980535,9,10133,72835,31000,11008.8,2,13,2,3,4,2,7,1,3,6,3,NA,NA
2004,4,10000,273100,0,181500,46.61631594,6,10121,77558,29000,10992.53,1,13,2,4,1,2,7,3,3,6,3,NA,NA
2004,4,10000,265369,0,187800,20.608,7,10132,77504,31000,10999.13,2,13,2,3,3,2,7,3,3,6,3,NA,NA
2004,3,0,0,0,575000,28.016,4,8674,80000,216000,10492.13,3,17,2,4,2,3,7,2,3,9,3,NA,6
2004,1,0,0,0,350290,97.884,7,8280,394800,350290,11138,2,13,2,4,3,2,7,3,3,3,3,9,NA
2004,1,9000,85900,0,329600,36.16,9,8186,85900,329600,11021.01,1,24,2,3,4,2,7,1,3,11,3,9,NA
2004,1,0,0,0,350780,54.928,7,8129,410088,350780,10968.01,1,13,2,3,3,3,7,3,3,3,3,11,NA
2004,3,5500,156000,250,223000,36.412,6,8550,40000,100000,10731.66,1,13,2,3,3,2,7,3,3,11,3,NA,6
2004,3,1000,221525,0,149346,33.376,7,9805,110440,38637,11065.03,1,13,2,4,1,3,7,3,3,6,3,NA,NA
2004,1,0,0,0,370580,27.19189199,10,8280,461832,370580,11041.88,1,13,2,3,4,2,7,1,3,9,3,NA,NA
2004,4,10000,288979,0,188306,62.57131418,8,10148,81571,30606,10953.24,2,13,2,3,3,2,7,3,3,6,3,NA,NA
2004,1,24000,0,0,300900,58.17200944,10,8279,271800,300900,10940.97,1,24,2,3,1,2,7,1,3,9,3,9,NA
2004,1,0,0,0,357950,33.5191448,10,8648,457338,357950,11146.15,1,13,2,1,4,2,7,1,3,3,3,NA,NA
2005,3,7000,205335,0,161200,35.008,1,9677,93311,45128,10938.3,1,13,2,3,1,3,7,4,3,6,3,9,NA
2004,3,5000,198282,0,473110,40.98067921,11,6960,58590,137282,10693.99,5,27,2,5,3,3,7,1,3,11,3,NA,6
2004,4,10000,279226,0,180607,57.7418352,8,10106,68876,17249,10870.4,1,13,2,3,4,2,7,3,3,6,3,NA,NA
2005,4,10000,294159,0,190780,27.688,2,10143,80707,30524,10875.27,1,13,2,3,1,2,7,4,3,6,3,NA,NA
2005,1,0,0,0,331320,45.952,1,8297,433650,331320,10911.79,1,13,2,4,4,2,7,4,3,3,3,NA,NA
2005,4,10000,279120,0,189380,38.44772302,7,10175,81530,30526,10751.55,1,13,2,3,4,2,7,3,3,6,3,9,NA
2005,3,7000,191460,0,145509,48.332,3,9592,88215,45121,10762.87,2,13,2,3,4,2,7,2,3,6,3,NA,NA
2004,1,0,0,0,349710,39.38,12,8147,426888,349710,10989.54,1,13,2,3,6,3,7,4,3,9,3,9,NA
2005,1,0,0,0,34300,58.85414189,1,8269,448770,34300,11058.57,1,13,2,3,4,2,7,4,3,3,3,9,NA
2005,1,0,0,0,435660,65.47404336,9,8051,354312,435660,10638.48,3,13,2,3,2,3,7,1,3,9,3,NA,NA
2004,4,10000,288644,0,191199,38.192,11,10114,81536,29558,11149.22,2,13,2,3,4,2,7,1,3,6,3,NA,NA
2005,4,10000,284428,0,170481,46.052,3,10148,81411,30837,11015.91,2,13,2,4,1,2,7,2,3,6,3,NA,NA
2005,4,10000,290937,0,190497,26.3487155,2,10170,80152,30323,11042.49,2,13,2,3,4,2,7,4,3,6,3,NA,NA
2005,4,10000,310632,0,183675,49.84822773,8,10162,102725,28392,10916.55,1,13,2,4,3,3,7,3,3,6,3,NA,NA
2005,4,10000,290025,0,194860,41.716,2,10139,79913,30226,10999.57,2,13,2,4,4,2,7,4,3,6,3,9,NA
2005,4,10000,280780,0,190200,28.53084338,7,8400,23932,70351,10976.91,1,13,2,4,4,2,7,3,3,6,3,NA,NA
2005,3,7000,208341,0,169384,17.388,5,9678,95114,45931,10903.63,1,13,2,3,6,3,7,2,3,6,3,NA,NA
2005,4,10000,288510,0,193420,65.73508381,5,10120,79913,30226,10969.7,2,13,2,4,1,2,7,2,3,6,3,NA,NA
2005,4,10000,287175,0,181757,11.199,7,10265,81172,30640,10964.06,1,13,2,3,4,2,7,3,3,6,3,9,NA
2004,1,0,0,0,349430,27.99322887,12,8741,407484,349430,10765.56,1,13,2,3,5,2,7,4,3,3,3,11,NA
2004,4,10008,267522,0,190900,46.11910418,12,10112,56939,16120,11041.8,1,13,2,3,1,2,7,4,3,6,3,9,NA
2005,4,10000,275566,0,191540,42.732,7,8475,24352,72750,10893.94,2,13,2,1,4,2,7,3,3,6,3,NA,NA
2005,4,10000,291913,0,188640,46.864,7,8426,24369,72199,10887.07,2,13,2,1,4,2,7,3,3,6,3,NA,NA
2005,1,2000,0,0,175000,74.9528507,5,7938,152000,175000,11013.31,1,12,2,4,6,3,7,2,3,9,3,NA,NA
2005,1,0,453978,0,350670,91.768,8,8290,453978,350670,11171,2,13,2,3,3,2,7,3,3,11,3,20,NA
2005,1,0,502194,0,500460,68.128,8,8225,502194,500460,11133,2,13,2,3,3,3,7,3,3,6,3,9,6
2005,1,0,0,0,350840,48.18907111,4,8390,430542,350840,10833.62,1,13,2,4,4,2,7,2,3,3,3,17,NA
2005,2,8000,522000,0,334000,49.55407614,1,9388,367000,149000,10959.8,1,12,2,4,4,3,7,4,3,11,3,9,NA
2005,1,0,579516,0,401720,77.38134441,10,8296,579516,401720,10909.05,1,13,2,4,4,2,7,1,3,6,3,20,6
2006,1,0,0,0,498480,59.04,10,8328,513870,498480,10831.32,1,13,2,4,4,2,7,1,3,3,3,17,NA
2005,4,10000,285717,0,188421,29.68,1,10115,79913,29909,10919.78,2,13,2,3,3,2,7,4,3,6,3,NA,NA
2005,2,3500,138030,0,337440,25.23054799,8,7915,71868,181700,10673.02,3,27,2,2,3,2,7,3,3,11,3,20,6
2006,1,0,0,0,648106,48.27209734,9,8341,602154,648106,10927.94,1,13,2,3,4,2,7,1,3,9,3,11,NA
2005,4,10000,287630,0,190640,48.6,6,10165,80935,31379,11143.41,2,13,2,2,5,2,7,3,3,6,3,NA,NA
2005,1,0,0,0,397760,52.128,8,8160,447678,397760,11032.2,1,13,2,4,4,2,7,3,3,9,3,17,6
2005,2,3500,150962,0,370720,31.136,7,7836,73935,178500,10656.14,3,27,2,4,2,2,7,3,3,11,3,NA,6
2005,2,3500,134241,0,336760,33.076,9,7803,69658,183962,10526.12,3,27,2,5,2,2,7,1,3,11,3,20,6
2006,1,0,0,0,572780,75.82,1,8232,494718,572780,11136.51,2,13,2,3,5,2,7,4,3,9,3,NA,NA
2005,4,10000,287063,0,181077,43.884,5,10135,80552,30304,11010.22,2,13,2,3,3,2,7,2,3,6,3,NA,NA
2006,1,0,0,0,134520,39.33313857,4,8128,384174,134520,11015.82,2,13,2,3,4,2,7,2,3,3,3,17,6
2005,2,15000,426000,0,264000,83.324,6,9433,152000,175000,10899.67,1,12,2,4,4,3,7,3,3,11,3,NA,NA
2005,1,0,463554,0,350660,29.26985004,9,8294,463554,350660,10927.13,1,13,2,4,4,2,7,1,3,11,3,17,6
2006,1,0,0,0,613250,43.964,3,8356,665322,613250,10930.38,1,13,2,4,3,2,7,2,3,9,3,11,NA
2005,4,10000,320415,0,155654,33.832,7,10252,72793,29955,10805.34,2,13,2,4,3,2,7,3,3,6,3,9,NA
2006,1,6000,435500,0,496700,41.82115739,2,8278,435500,496700,10917.38,1,24,2,3,1,2,1,4,3,6,3,9,6
2005,4,10000,283385,0,190699,41.208,8,10289,73684,30409,10706.89,1,13,2,4,4,2,7,3,3,6,3,9,NA
2006,1,9000,0,0,601330,32.128,3,8208,569856,601330,11035.86,2,13,2,3,1,3,7,2,3,9,3,NA,NA
2005,4,10000,288653,0,182317,57.032,9,10262,81757,30149,10926.66,1,13,2,3,3,2,7,1,3,6,3,9,NA
2005,6,13944,524202,0,495000,43.372,10,9938,65814,30600,10947.11,1,13,2,4,4,2,7,1,3,6,3,NA,NA
2005,1,0,0,0,396520,37.848,11,8121,414750,396520,10961.82,1,13,2,4,4,3,7,1,3,9,3,NA,NA
2006,1,0,0,0,550420,39.916,6,8577,606396,550420,10851.31,1,13,2,4,5,2,7,3,3,3,3,17,6
2006,1,0,0,0,630500,25.465,12,8249,611730,630500,11034.49,1,13,2,3,3,3,7,4,3,3,3,NA,NA
2005,1,0,0,0,497280,42.156,11,8632,505386,497280,11126.97,1,13,2,4,4,2,7,1,3,9,3,NA,NA
2006,1,0,0,0,600100,20.72,4,8721,579726,600100,11070.48,1,13,2,4,1,2,7,2,3,3,3,20,6
2005,6,15960,458304,0,421620,55.664,10,9998,49980,7900,11021.84,1,13,2,4,1,2,7,1,3,6,3,NA,NA
2005,6,14112,445242,0,422040,21.948,10,8173,74718,231940,10847.09,1,13,2,4,4,2,7,1,3,6,3,NA,NA
2006,4,12000,445406,0,544020,23.084,2,9264,3150,NA,10881.69,3,27,2,NA,NA,5,7,4,6,7,NA,15,NA
2005,6,17000,492531,0,748661,58.856,12,9982,70619,79021,10843.76,3,27,2,3,1,2,7,4,3,11,3,NA,6
2006,6,19500,432360,0,667460,27.448,1,10095,45988,31008,10890.53,3,27,2,3,3,2,7,4,3,11,3,NA,6
2005,6,15500,535081,0,803880,71.588,11,9989,94222,107963,10859.33,3,27,2,3,1,2,7,1,3,11,3,NA,6
2006,1,0,0,0,589080,21.7819457,8,8262,510972,589080,10911.68,1,13,2,4,1,2,6,3,3,3,3,17,6
2006,4,6500,271293,0,486900,17.98007424,9,7551,55136,136020,10665.15,3,27,2,5,2,3,7,1,3,11,3,NA,6
2006,5,14250,393163,0,682912,34.48,3,9766,63760,71950,10937.9,1,27,2,3,6,2,7,2,3,6,3,NA,6
2005,5,10000,346404,0,505860,39.184,12,9704,80304,17682,10899.82,1,27,2,3,6,3,7,4,3,6,3,NA,6
2006,5,11000,400032,0,775660,33.2316135,4,9780,99077,147198,10906.03,1,27,2,3,6,3,7,2,3,11,3,NA,6
2006,6,15500,428634,0,533020,44.904,1,9957,79469,16036,10894.59,1,27,2,3,6,3,7,4,3,6,3,NA,6
2005,1,19250,0,0,289000,67.94976138,12,7944,481000,289000,10976.16,1,12,2,4,6,3,7,4,3,9,3,NA,NA
2006,6,15500,480958,0,603272,40.26411279,2,9711,78539,16505,10573.11,3,27,2,3,3,2,7,4,3,11,3,NA,6
2006,5,136500,416619,0,686660,59.18129168,1,9616,107325,136000,10644.19,3,27,2,3,4,2,7,4,3,11,3,NA,6
2005,1,9250,0,0,307000,32.93505397,12,7819,503000,307000,10937.23,1,12,2,4,1,3,7,4,3,9,3,NA,NA
2006,6,16000,450247,0,633024,28.836,2,10010,65360,71459,10883.87,3,27,2,3,1,2,7,4,3,11,3,NA,6
2006,6,12750,450268,0,399440,52.692,6,9834,80417,16773,10848.27,3,27,2,3,4,2,7,3,3,6,3,NA,6
2006,6,15750,450349,0,405820,37.752,3,9838,80698,17493,10829.63,3,27,2,3,1,2,7,2,3,11,3,NA,6
2006,1,5000,567900,0,550300,35.284,3,8210,567900,550300,10897.04,1,24,2,3,2,2,1,2,3,11,3,17,6
2006,1,0,0,0,538660,32.14,2,8317,13294,538660,10735.87,1,13,2,3,4,3,6,4,3,9,3,NA,NA
2006,5,17750,490066,0,384232,48.764,9,10171,78961,16866,10853.2,3,27,2,3,4,2,7,1,3,6,3,NA,6
2006,1,8060,0,0,580100,32.8,4,8395,586068,580100,10744.64,1,13,2,4,3,2,6,2,3,9,3,NA,6
2006,1,0,0,0,598760,49.28139875,4,8380,634452,598760,10720.99,1,13,2,3,4,2,6,2,3,3,3,17,6
2006,6,17750,458041,0,400060,55.772,8,10003,81050,17851,10817.44,3,27,2,3,4,2,7,3,3,6,3,NA,6
2006,6,15750,451873,0,414608,47.92,4,10234,81895,17179,10869.42,3,27,2,3,1,2,7,2,3,6,3,NA,6
2006,6,140750,389770,0,408780,71.968,9,10133,82802,17580,10830.14,3,27,2,3,4,2,7,1,3,6,3,NA,6
2006,6,17500,437614,0,372440,37.688,3,9928,81229,17291,10875.74,3,27,2,3,1,2,7,2,3,6,3,NA,6
2006,6,13750,453172,0,401360,50.748,4,10136,80943,17185,10853.14,3,27,2,3,1,2,7,2,3,11,3,NA,6
2006,1,0,0,0,746360,39.92,5,7845,555702,746360,10849.19,1,13,2,3,1,1,7,2,3,3,3,9,6
2007,1,0,0,0,869407,57.34912221,1,7823,734454,869407,10855.9,1,13,2,4,1,1,7,4,3,3,3,11,NA
2006,6,17750,3583199,0,400005,57.444,7,9804,81665,18412,10772.4,3,27,2,4,3,2,7,3,3,6,3,NA,6
2006,1,0,655250,0,319000,73.06722001,3,7941,655250,319000,10893.31,1,12,2,3,1,3,7,2,3,6,3,18,NA
2006,5,10000,361080,0,736180,22.82628719,4,7736,55985,135840,10956.13,1,27,2,3,6,1,7,2,3,11,3,NA,6
2006,5,11000,355635,0,508638,34.49935258,5,7639,58382,135040,10869.21,3,27,2,3,6,3,7,2,3,11,3,NA,6
2006,6,15500,427045,0,645488,31.912,9,7745,58652,135197,10917.15,1,27,2,3,6,3,7,1,3,11,3,NA,6
2006,1,0,0,0,700800,48.14260508,10,7839,655956,700800,10836.41,1,13,2,4,1,3,1,1,3,3,3,11,NA
2007,6,21500,530816,0,486021,42.728,11,8362,60085,177463,10893.41,3,27,2,3,4,2,7,1,3,11,3,NA,6
2006,6,15750,446364,0,404660,65.428,12,8268,72737,177382,10920.41,2,27,2,3,4,2,7,4,3,11,3,NA,6
2006,6,14750,462309,0,403220,26.9138779,11,8299,79330,180906,10938.38,2,27,2,3,3,2,7,1,3,11,3,NA,6
2007,7,15750,441896,0,549019,51.112,2,7806,55714,139879,10919.36,2,27,2,3,3,3,7,4,3,11,3,NA,6
2006,1,9500,0,0,105000,16.55643722,4,8565,351000,105000,10933.26,1,12,2,3,4,2,7,2,3,3,3,NA,6
2006,1,0,0,0,715960,61.528,8,8193,588168,715960,10998.05,1,13,2,3,4,2,6,3,3,3,3,17,NA
2006,1,0,0,0,639520,36.552,6,8277,581616,639520,11160,2,13,2,3,3,2,7,3,3,3,3,17,6
2006,6,15750,429484,0,400400,40.77282225,4,9605,77348,16977,10545.7,3,27,2,3,3,2,7,2,3,6,3,NA,6
2006,6,15750,457722,0,406160,86.956,5,9554,80859,17502,10514.16,3,27,2,3,3,2,7,2,3,11,3,NA,6
2006,4,9500,313423,0,612489,19.24822649,5,9793,101444,137829,10896.31,1,27,2,3,1,2,7,2,3,11,3,NA,6
2006,5,12050,376344,0,387680,55.80805367,5,9868,81086,17122,10937.09,1,27,2,3,6,2,7,2,3,6,3,NA,6
2007,1,0,0,0,800581,82.8613699,2,7756,1046220,800581,10938.21,2,13,2,3,3,1,7,4,3,3,3,11,NA
2007,1,0,0,0,901480,77.98311204,2,7746,1191414,901480,10948.45,2,13,2,4,4,1,7,4,3,3,3,11,NA
2006,6,13250,431389,0,525080,47.436,9,7722,58118,137100,10897.67,1,27,2,3,6,3,7,1,3,11,3,NA,6
2006,1,0,0,0,650550,48.112,5,8153,594300,650550,11159,2,13,2,3,4,3,7,2,3,3,3,17,6
2007,1,18000,0,0,560000,41.71620714,3,8176,827000,560000,10950.47,1,24,2,4,4,2,1,2,3,9,3,20,NA
2006,1,0,0,0,600900,56.71657701,12,8371,569772,600900,10816.04,2,13,2,4,4,2,7,4,3,3,3,NA,NA
2006,1,0,0,0,362004,23.49,9,7054,535458,362004,10345.09,4,13,2,1,6,3,1,1,3,3,3,17,6
2007,3,0,0,0,603020,77.77491575,3,8333,NA,300000,10938.38,1,13,2,4,1,2,1,2,3,NA,3,NA,10
2006,6,14250,423233,0,523240,27.264,6,9476,80145,17013,10640.05,3,2,2,3,3,3,7,3,3,6,3,NA,6
2006,1,0,0,0,601900,45.81984815,8,8630,563976,601900,11102,1,13,2,3,4,2,7,3,3,3,3,17,6
2006,6,12750,437370,0,520620,42.824,12,7814,55398,131658,10866.87,1,27,2,3,6,3,7,4,3,11,3,NA,6
2006,5,13250,332539,0,678677,55.956,11,7852,57845,134592,10892.81,1,27,2,3,6,3,7,1,3,11,3,16,6
2006,6,14250,432872,0,522980,56.73353027,5,9911,81471,17920,10875.9,1,27,2,3,1,3,7,2,3,6,3,NA,6
2006,6,15000,453844,0,445620,56.172,8,9817,85198,33337,10585.61,1,2,2,3,3,3,7,3,3,6,3,NA,6
2006,5,11250,343353,0,432298,33.84,8,9719,84353,33047,10638.79,1,2,2,3,3,3,7,3,3,6,3,NA,6
2006,7,18250,515668,0,561279,21.25904119,8,7034,57296,153300,10736.29,3,2,2,4,3,1,7,3,3,11,3,NA,6
2006,7,17250,515194,0,675047,37.38,9,9716,85208,154247,10871.06,1,27,2,3,6,3,7,1,3,11,3,NA,6
2006,6,14250,417225,0,521720,30.31831686,11,8904,71434,17306,10562.19,3,2,2,4,3,3,7,1,3,6,3,NA,6
2006,1,0,0,0,648830,47.248,12,8269,548394,648830,11085.45,2,13,2,4,4,2,7,4,3,3,3,NA,NA
2006,4,8500,244836,0,426034,42.972,10,7874,NA,60900,10945.08,1,9,2,4,4,3,7,1,3,NA,3,NA,6
2006,3,10000,16694,0,349486,36.5817199,12,8001,62790,92000,10947.64,1,9,2,4,4,3,7,4,3,3,3,NA,6
2006,8,0,0,0,1036124,54.64,12,NA,80094,127500,10931.95,1,9,2,4,1,3,7,4,3,3,3,NA,6
2006,5,0,312000,0,549375,78.06,10,8012,81000,132000,10949.73,1,9,2,4,4,3,7,1,3,6,3,NA,6
2006,4,0,0,0,358656,39.04780219,12,7956,72450,117600,10933.41,1,9,2,3,4,3,7,4,3,3,3,NA,6
2006,5,0,317394,0,405930,49.91380818,12,7822,74886,122900,10935.7,1,9,2,4,4,3,7,4,3,3,3,NA,6
2006,1,0,0,0,319000,102.2865487,8,7954,430550,319000,10855.13,1,12,2,4,1,3,7,3,3,3,3,NA,6
2006,6,17750,470066,0,412940,48.948,11,8280,92801,186168,10807.44,3,27,2,3,4,2,7,1,3,11,3,16,6
2006,6,15750,431453,0,406880,34.792,11,8227,73054,178766,10732.01,3,27,2,3,4,2,7,1,3,11,3,16,6
2007,6,15750,409004,0,404260,58.592,1,8258,70782,176222,10696.21,3,27,2,3,1,2,7,4,3,11,3,16,6
2007,6,89500,452375,0,407780,45.612,1,8209,74431,179539,10629.55,3,27,2,3,4,2,7,4,3,11,3,16,6
2006,6,15750,425398,0,414280,67.74792166,12,8259,63193,166358,10705.91,3,27,2,3,4,2,7,4,3,11,3,16,6
2007,6,18750,394563,0,400930,36.708,2,8338,62760,171653,10925.8,3,27,2,3,4,2,7,4,3,11,3,16,6
2007,1,0,0,0,751230,65.28148434,2,7857,980028,751230,10864.77,1,13,2,3,1,1,7,4,3,3,3,11,NA
2007,1,0,0,0,700324,62.78514382,5,7833,613662,700324,10862.31,1,13,2,3,1,3,7,2,3,9,3,11,NA
2007,1,0,0,0,704120,25.508,3,7629,580314,704120,11097.61,2,13,2,3,4,3,7,2,3,3,3,NA,NA
2006,1,0,0,0,258000,35.08,12,7617,328986,258000,11105.19,2,13,2,3,4,3,7,4,3,3,3,NA,6
2007,1,0,0,0,500200,40.396,4,8506,511350,500200,11026.36,1,13,2,4,4,2,7,2,3,3,3,11,NA
2007,6,15750,447749,0,405740,36.072,3,8231,71402,176630,10798.27,3,27,2,4,3,2,7,2,3,11,3,16,6
2007,6,15050,456458,0,412380,33.67536258,1,8319,75707,183946,10934.19,2,27,2,3,4,2,7,4,3,11,3,16,6
2006,4,12000,376265,0,595424,38.603443,12,9293,99149,173507,11147.71,2,27,2,NA,NA,5,7,4,3,11,3,NA,6
2007,6,14250,374983,0,524100,35.6,4,7162,53197,135960,10458.14,3,27,2,4,3,3,7,2,3,11,3,16,6
2007,5,11250,325675,0,522660,33.036,1,7690,54004,148302,10851.24,3,27,2,2,6,3,7,4,3,11,3,16,6
2007,3,5000,175716,0,480600,18.192,4,7248,55650,144940,10512.19,3,27,2,1,2,1,7,2,3,11,3,16,6
2007,4,12000,393279,0,130040,28.532,6,9307,105273,35858,11138.73,2,27,2,NA,NA,5,7,3,3,11,3,NA,6
2007,1,0,528276,0,651880,50.2,9,8237,528276,651880,11099.39,2,13,2,4,4,2,7,1,3,11,3,11,NA
2007,1,0,0,0,500122,72.94253599,7,8261,732564,500122,11112.49,2,13,2,3,1,2,7,3,3,9,3,17,NA
2007,1,0,0,0,710520,49.632,12,8261,686490,710520,11110.49,2,13,2,4,4,2,7,4,3,3,3,11,NA
2007,1,0,690144,0,555860,25.432,8,8869,690144,555860,10977,1,13,2,3,5,2,7,3,3,11,3,17,11
2007,3,5750,178829,0,293152,30.91732865,4,6927,42865,119012,10503.87,3,27,2,1,3,3,5,2,3,11,3,16,6
2007,3,5250,196743,0,473620,30.988,3,6960,54079,135546,10540.67,3,27,2,1,3,3,5,2,3,11,3,NA,6
2007,1,0,648102,0,749500,47.03003331,10,8567,648102,749500,11000.67,1,13,2,3,4,2,7,1,3,11,3,11,NA
2007,1,0,0,0,168500,35.52561313,3,6882,237216,107000,10324.01,4,2,2,4,3,1,7,2,1,9,3,8,6
2007,6,15750,408564,0,404060,65.584,3,8360,66080,176133,10830.22,3,27,2,3,1,2,7,2,3,11,3,16,6
2007,1,0,602322,0,747800,55.72469755,9,8233,602322,747800,11085.22,2,13,2,3,3,3,7,1,3,11,3,20,NA
2007,6,15750,410412,0,406660,33.04,9,8392,75351,182155,10891.55,3,27,2,3,4,2,7,1,3,11,3,NA,6
2007,5,12750,337284,0,388540,33.952,6,8376,70770,184296,10824.05,3,27,2,3,6,2,7,3,3,11,3,16,6
2007,5,13000,762052,0,520740,33.424,9,9396,169471,171130,11105.81,1,27,2,NA,NA,5,7,1,3,6,3,NA,6
2007,6,15900,684330,0,478126,50.89287072,7,9460,88873,66512,11022.67,1,27,2,NA,NA,5,7,3,3,6,3,NA,6
2007,7,21000,690813,0,405560,32.612,7,9391,98150,85417,10976.7,1,27,2,4,5,5,7,3,3,6,3,NA,6
2007,4,12000,572673,0,369480,29.7,8,9416,145208,92763,10991.9,1,27,2,3,5,5,7,3,3,6,3,NA,6
2007,1,16044,588336,0,602860,71.452,10,8693,588336,602860,11144.68,1,13,2,4,4,2,1,1,3,11,3,17,NA
2008,1,0,0,0,605250,28.148,1,8689,615510,605250,11086.25,1,13,2,4,4,2,6,4,3,3,3,11,NA
2007,6,15750,402796,0,560060,108.724,6,8486,67004,180504,11068.09,2,27,2,4,3,2,7,3,3,11,3,16,6
2007,1,0,595686,0,654960,52.67011824,12,8278,595686,654960,10776.8,3,13,2,3,2,2,6,4,3,11,3,11,NA
2007,4,17000,299905,0,110139,37.03210804,11,9486,44772,15749,11021.64,1,27,2,NA,NA,5,7,1,3,6,3,NA,6
2007,1,12500,0,0,292800,42.448,7,7937,509500,292800,10861.49,1,12,2,3,4,3,7,3,3,9,3,20,6
2007,1,12500,0,0,316750,46.41027426,9,8046,535000,316750,10893.46,1,12,2,1,4,3,7,1,3,3,3,NA,6
2008,5,22000,386076,0,295300,16.99490709,2,9443,84715,35150,10769.83,1,27,2,NA,NA,5,7,4,3,6,3,NA,6
2008,4,17000,280889,0,111520,15.003,1,9500,46621,22525,11078.29,1,27,2,NA,NA,5,7,4,3,6,3,NA,6
2007,1,0,0,0,749860,30.68,12,8008,586278,749860,10618.27,3,13,2,3,2,3,1,4,3,3,3,11,NA
2007,6,17000,392977,0,528357,1.224,11,7768,47606,129371,10510.11,1,2,2,4,3,3,7,1,3,11,3,NA,6
2007,5,21500,466060,0,559262,38.48073554,11,7798,49933,138809,10514.04,1,2,2,3,2,3,7,1,3,11,3,NA,6
2007,6,21500,428721,0,592184,27.816,9,8010,57987,135443,10655.77,1,2,2,4,3,3,7,1,3,11,3,16,6
2007,4,15000,361388,0,140871,38.15611142,12,9482,108553,42658,11121.43,1,27,2,NA,NA,5,7,4,3,6,3,NA,6
2007,6,14250,393538,0,524440,24.856,12,8023,46583,132916,10717.89,1,2,2,4,3,3,7,4,3,11,3,NA,6
2007,7,17250,458208,0,539746,31.008,12,7984,49071,138931,10619.03,1,2,2,4,3,3,7,4,3,11,3,NA,6
2008,6,20000,366500,0,430179,66.664,1,8239,68162,181950,10852.99,3,27,2,2,1,2,7,4,3,11,3,NA,6
2008,6,18750,368553,0,577240,43.384,2,8252,65366,184455,10844.39,3,27,2,3,1,2,7,4,3,11,3,NA,6
2008,5,14250,372454,0,495179,35.972,2,8052,44398,134284,11140.52,1,2,2,3,3,3,7,4,3,11,3,NA,6
2007,6,15000,426745,0,576520,41.824,12,8293,75411,183520,10893.36,3,27,2,3,1,2,7,4,3,11,3,NA,6
2008,6,16700,528774,0,480360,49.94,5,8280,51780,135704,10820.53,3,27,2,3,3,2,7,2,3,11,3,NA,6
2008,6,16500,548010,0,538540,32.316,5,8248,46010,134064,10823.54,3,27,2,3,4,2,7,2,3,11,3,NA,6
2008,1,17052,286440,0,897700,71.68747308,3,8079,286440,897700,10791.66,3,13,2,3,3,2,1,2,3,11,3,NA,NA
2007,1,26082,0,0,491380,31.828,11,8682,629034,491380,10827.8,1,13,2,4,5,2,1,1,3,3,3,9,NA
2007,1,0,0,0,803710,59.852,12,8329,819294,803710,10784.5,1,13,2,4,1,2,6,4,3,3,3,11,NA
2008,1,20076,769146,0,800960,29.731,10,8068,769146,800960,10790.66,3,13,2,3,2,3,1,1,3,6,3,NA,NA
2008,5,11250,380937,0,500445,26.62828616,1,8467,71780,189940,11065.57,2,27,2,4,3,2,7,4,3,11,3,NA,6
