WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,Treated.Stage.Height,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,Total.Height,Geology.Score
1272,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40738,2011,31.79476,-101.93707,10795,80,80,7,3,3,0,0,1311460,0,1355647,1311460,41.696,2,8,3,FRAC,10639,10671,167178,GAL,GEL,113937,LB,SAND,NA,NA,,,32,5224.3125,3560.53125,3163,14156.33
1273,B,BERRY OIL COMPANY,MIDLAND,40603,2011,31.6834,-101.95281,11810,40,20,6,10,10,0,0,10800438,0,775900,10800438,NA,4,9,10,FRAC,11328,11410,82226,GAL,X-LINKGEL,60000,LB,RCSD,NA,NA,XLNK,20/40,82,1002.75609756098,731.707317073171,1879.7,10832.76
1274,A,BERRY OIL COMPANY,MIDLAND,40644,2011,31.75186,-102.0514,11175,40,80,7,10,10,0,0,622146,0,967108,622146,23.3,3,9,10,FRAC,10910,11096,40614,GAL,X-LINKGEL,24473,LB,SAND,NA,NA,XLNK,20/40,186,218.354838709677,131.575268817204,2553.67,13396.29
1275,A,BERRY OIL COMPANY,MIDLAND,40644,2011,31.753,-102.04641,11195,40,40,7,10,10,0,0,809681,0,1064281,809681,9.188,3,9,10,FRAC,11010,11080,98237,GAL,X-LINKGEL,66763,LB,SAND,NA,NA,XLNK,20/40,70,1403.38571428571,953.757142857143,2558.83,13373.16
1276,D,PROBITY OPERATING LLC,MIDLAND,40615,2011,31.88029,-101.79477,10863,Over 160,20,7,1,2,0,23142,1047858,0,970718,1071000,79.352,3,9,2,FRAC,7550,10670,1047858,GAL,X-LINKGEL,970718,LB,SAND,NA,NA,XLNK,20/40,3120,335.851923076923,311.127564102564,2844.55,14010.25
1277,A,ATHLON ENERGY OPERATING LLC,MIDLAND,40523,2010,31.7286,-102.02085,10280,160,40,3,6,12,0,6000,723954,0,657148,729954,NA,2,4,12,FRAC,9900,9990,166068,GAL,X-LINKGEL,50000,LB,SAND,NA,NA,XLNK,20/40,90,1845.2,555.555555555556,1537.94,5342.89
1278,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,40571,2011,31.75062,-102.13583,10609,80,80,3,1,2,0,1100652,0,0,859990,1100652,124.768,2,4,2,FRAC,7872,10290,NA,,GEL,859990,LB,SAND,NA,NA,,,2418,NA,355.66170388751,1415.19,5101.33
1279,B,BERRY OIL COMPANY,MIDLAND,40603,2011,31.6885,-101.9494,11850,40,40,6,10,11,0,10,836512,0,752647,836522,8.03,4,9,11,ACID,11686,11706,10,GAL,A,0,undefined,undefined,NA,NA,HCL,,20,0.5,0,1878.22,10713.31
1280,B,BERRY OIL COMPANY,MIDLAND,40787,2011,31.69105,-101.95462,11875,40,40,6,11,11,0,0,538766,0,374800,538766,NA,4,9,11,FRAC,11548,11648,55364,GAL,GEL,2000,LB,RCSD,NA,NA,GELA,20/40,100,553.64,20,1875.63,10737.54
1281,A,LEGACY RESERVES OPERATING LP,MIDLAND,40621,2011,31.73523,-102.21455,10800,80,Over 160,8,8,8,0,0,939000,0,502000,939000,NA,2,9,8,FRAC,10649,10671,144000,GAL,X-LINKGEL,95000,LB,SAND,NA,NA,XLNK,20/40,22,6545.45454545455,4318.18181818182,2421.29,10282.9
1282,A,LEGACY RESERVES OPERATING LP,MIDLAND,40602,2011,31.73831,-102.20196,10800,40,160,7,1,1,0,0,840000,0,6e+05,840000,165.852,3,9,1,FRAC,8420,10520,840000,GAL,X-LINKGEL,600000,LB,SAND,NA,NA,XLNK,20/40,2100,400,285.714285714286,1924.17,8362.93
1283,A,ENERGEN RESOURCES CORPORATION,MIDLAND,40653,2011,31.80574,-102.21909,10675,40,Over 160,2,1,1,1041167.367,0,0,0,656568,1041167.367,57.64,3,4,1,FRAC,8940,10430,1041180,GAL,FLUD,656568,LB,SAND,NA,NA,,,1490,698.778523489933,440.64966442953,823,4261
1284,D,BLUESTEM ENERGY HOLDINGS LLC,MIDLAND,40679,2011,31.96858,-101.78227,10410,40,80,6,1,1,1063986,0,0,0,984200,1063986,NA,3,8,1,FRAC,7552,10315,1063986,GAL,FLUD,984200,LB,SAND,NA,NA,,,2763,385.083604777416,356.207021353601,2760.68,13881.87
1285,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40674,2011,31.82989,-102.1831,11470,80,160,8,1,1,0,0,1247568,0,751000,1247568,59.28813167,2,9,1,FRAC,8160,11130,1247568,GAL,GEL,751000,LB,SAND,NA,NA,,,2970,420.056565656566,252.861952861953,2768,13268
1286,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40670,2011,31.82303,-102.18068,11473,80,160,8,1,1,0,0,1314545.367,0,820100,1314545.367,NA,2,9,1,FRAC,8150,11150,1314558,GAL,GEL,820100,LB,SAND,NA,NA,,,3000,438.186,273.366666666667,2767.11,12948.52
1287,B,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40651,2011,31.684,-102.11325,11300,160,80,6,1,1,0,0,792918,0,390020,792918,NA,4,9,1,FRAC,9500,11010,792918,GAL,GEL,390020,LB,SAND,NA,NA,,,1510,525.111258278146,258.291390728477,1343.88,6834.2
1288,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40732,2011,31.84517,-102.18244,11280,160,40,7,1,1,0,0,1209726,0,714290,1209726,NA,3,9,1,FRAC,8615,11060,1209726,GAL,GEL,714290,LB,SAND,NA,NA,,,2445,494.775460122699,292.143149284254,2129.61,12033.56
1289,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40756,2011,31.84246,-102.14601,11105,80,80,8,1,1,0,0,1033494,0,682000,1033494,123.6427928,2,9,1,FRAC,7975,10710,1033494,GAL,GEL,682000,LB,SAND,NA,NA,,,2735,377.877148080439,249.360146252285,2588.46,11689.22
1290,B,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40641,2011,31.65636,-102.11751,11000,80,40,6,1,1,0,0,797528,0,402000,797528,NA,4,9,1,FRAC,9360,10820,797528,GAL,GEL,402000,LB,SAND,NA,NA,,,1460,546.252054794521,275.342465753425,1295.13,8334.46999999999
1291,B,BERRY OIL COMPANY,MIDLAND,40744,2011,31.6955,-101.95164,11892,80,40,7,11,11,0,0,773088,0,978294,773088,7.548,3,9,11,FRAC,11354,11420,71316,GAL,X-LINKGEL,60178,LB,SAND,NA,NA,,20/40,66,1080.54545454545,911.787878787879,2814.1,13505.11
1292,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40673,2011,31.80353,-102.20111,10354,40,Over 160,4,3,6,0,13500,1238250,0,1308120,1251750,70.588,1,4,6,FRAC,9366,10264,901782,GAL,GEL,612755,LB,SAND,NA,NA,,,898,1004.21158129176,682.355233853007,2167,6170
1293,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40686,2011,31.78921,-102.2103,10413,40,Over 160,3,3,6,0,12000,1190484,0,1149527,1202484,NA,2,4,6,FRAC,9400,10302,723111,GAL,GEL,423467,LB,SAND,NA,NA,,,902,801.675166297117,469.475609756098,1307.75,5429.52
1294,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40686,2011,31.79112,-102.201,10413,40,Over 160,4,3,6,0,15000,1121866,0,1236215,1136866,NA,1,4,6,FRAC,9407,10240,804956,GAL,GEL,512506,LB,SAND,NA,NA,GELA,,833,966.333733493397,615.253301320528,2157,6175
1295,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40802,2011,31.8766,-102.03218,11051,40,Sub 20,7,4,8,0,10500,1080626,0,1207210,1091126,NA,2,8,8,FRAC,10725,10816,213940,GAL,X-LINKGEL,148091,LB,SAND,NA,NA,GELA,,91,2350.98901098901,1627.37362637363,2952.74,13188.31
1296,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40737,2011,31.79027,-102.12513,11085,80,40,8,1,1,0,0,1234338,0,779500,1234338,NA,2,9,1,FRAC,7980,10930,1234338,GAL,GEL,779500,LB,SAND,NA,NA,,,2950,418.419661016949,264.237288135593,2667.9,11775.74
1297,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40749,2011,31.85195,-102.15367,11042,40,80,8,1,1,0,0,1476930,0,965380,1476930,51.354,2,9,1,FRAC,7985,10870,1476930,GAL,GEL,965380,LB,SAND,NA,NA,,,2885,511.934142114385,334.620450606586,2602.09,11809.38
1298,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40774,2011,31.85225,-102.1671,10990,40,40,8,1,1,0,0,1533924,0,956000,1533924,68.68,2,9,1,FRAC,7965,10800,1533924,GAL,GEL,956000,LB,SAND,NA,NA,GELA,,2835,541.066666666667,337.213403880071,2480.2,11318.76
1299,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40715,2011,31.83646,-102.17156,11072,40,40,8,1,1,0,0,1430142,0,871556,1430142,NA,2,9,1,FRAC,7985,10710,1430142,GAL,GEL,871556,LB,SAND,NA,NA,,,2725,524.822752293578,319.837064220183,2565.74,11653.04
1300,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40833,2011,31.87898,-102.01972,10929,40,Sub 20,7,4,8,0,15000,1292592,0,1411688,1307592,73.992,2,8,8,FRAC,10658,10766,167448,GAL,X-LINKGEL,120834,LB,SAND,NA,NA,GELA,20/40,108,1550.44444444444,1118.83333333333,2956.24,13202.75
1301,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40758,2011,31.79941,-101.95801,10709,40,160,2,3,6,0,13500,955865,0,1127263,969365,52.44,3,4,6,FRAC,9204,10364,724451,GAL,X-LINKGEL,618228,LB,SAND,NA,NA,XLNK,,1160,624.526724137931,532.955172413793,1011,4397
1302,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40738,2011,31.79699,-101.95311,10697,80,160,2,3,6,0,12000,895353,0,941476,907353,51.432,3,4,6,FRAC,9184,10560,739002,GAL,GEL,573578,LB,SAND,NA,NA,XLNK,,1376,537.065406976744,416.844476744186,1011,4393
1303,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40792,2011,31.77542,-102.19202,10510,80,20,3,3,6,0,10500,993033,0,1157707,1003533,NA,2,4,6,FRAC,9468,10343,713417,GAL,X-LINKGEL,544996,LB,SAND,NA,NA,GELA,,875,815.333714285714,622.852571428571,1382,5279
1304,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41115,2012,31.76297,-102.1924,10497,40,80,3,3,6,0,10500,1338839,0,1197571,1349339,28.744,2,4,6,FRAC,9446,10333,956063,GAL,X-LINKGEL,432462,LB,SAND,NA,NA,XLNK,,887,1077.86133032694,487.555806087937,1361,5181.06
1305,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40773,2011,31.78033,-101.94298,10690,40,160,2,8,16,0,16500,1335509,0,1404862,1352009,NA,3,4,16,FRAC,10159,10614,281272,GAL,X-LINKGEL,213416,LB,SAND,NA,NA,GELA,30/50,455,618.18021978022,469.046153846154,1262,4890
1306,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40797,2011,31.78748,-101.94463,10714,40,40,2,3,6,0,16500,1379800,0,1467327,1396300,NA,3,4,6,FRAC,9018,10570,1133412,GAL,X-LINKGEL,885030,LB,SAND,NA,NA,GELA,,1552,730.291237113402,570.251288659794,1136,4860
1307,B,MIDENERGY OPERATING LLC,MIDLAND,40632,2011,31.70779,-101.93308,10873,40,40,3,1,2,0,16000,622902,0,892456,638902,64.704,2,4,2,FRAC,7820,10670,622902,GAL,X-LINKGEL,892456,LB,SAND,NA,NA,XLNK,,2850,218.562105263158,313.142456140351,1573.44,5506.73
1308,B,MIDENERGY OPERATING LLC,MIDLAND,40796,2011,31.71248,-101.92497,10860,80,40,3,1,2,1012494,17500,0,0,1359680,1029994,NA,2,4,2,FRAC,7528,10725,1012494,GAL,FLUD,1214000,LB,SAND,NA,NA,XLNK,,3197,316.701282452299,379.730997810447,1585.76,5574.92
1309,B,MIDENERGY OPERATING LLC,MIDLAND,40618,2011,31.71499,-101.935,10805,80,80,3,1,2,0,17000,655578,0,1159648.027,672578,NA,2,4,2,FRAC,7658,10625,655578,GAL,X-LINKGEL,1036000,LB,SAND,NA,NA,XLNK,,2967,220.95652173913,349.17425008426,1592.52,5571.51
1310,B,MIDENERGY OPERATING LLC,MIDLAND,40834,2011,31.70621,-101.92425,10955,80,80,5,1,2,0,10000,400700,0,693800,410700,8.604,4,8,2,FRAC,9190,10780,400700,GAL,X-LINKGEL,693800,LB,SANDRCSD,NA,NA,XLNK,20/40,1590,252.012578616352,436.352201257862,1726.13,10965.2
1311,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40861,2011,31.82969,-101.97327,10694,40,40,7,3,6,0,13500,1087326,0,1244837,1100826,NA,2,8,6,FRAC,9290,10052,785553,GAL,FLUD,556905,LB,SAND,NA,NA,GELA,,762,1030.9094488189,730.846456692913,3086.63,14116.95
1312,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40917,2012,31.84087,-101.95817,10754,40,160,6,4,8,0,15000,1218576,0,1228603,1233576,60.576,3,8,8,FRAC,10546,10645,194642,GAL,X-LINKGEL,135551,LB,SAND,NA,NA,GELA,30/50,99,1966.08080808081,1369.20202020202,2515.52,12870.37
1313,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40892,2011,31.94914,-101.83684,10581,40,40,8,4,8,0,16500,1355021,0,1475648,1371521,18.89,2,9,8,FRAC,10312,10394,138466,GAL,X-LINKGEL,121072,LB,SAND,NA,NA,BRKR,30/50,82,1688.60975609756,1476.48780487805,3277.7,14725.74
1314,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40773,2011,31.85053,-101.96505,10625,40,80,3,3,6,0,13500,1117751,0,1221169,1131251,NA,2,4,6,FRAC,9249,10480,887443,GAL,X-LINKGEL,673604,LB,SAND,NA,NA,GELA,,1231,720.912266450041,547.200649878148,1554,5370
1315,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40915,2012,31.9465,-101.8381,10577,40,20,8,4,4,0,0,1231488,0,1563055,1231488,204.808,2,9,5,ACID,7154,10414,5820,GAL,A,0,undefined,undefined,NA,NA,HCL,,3260,1.78527607361963,0,3317,14650.63
1316,A,ENERGEN RESOURCES CORPORATION,MIDLAND,40714,2011,31.8116,-102.22985,10639,160,80,2,1,1,1020432,0,0,0,615376,1020432,NA,3,4,1,FRAC,8884,10350,1020432,GAL,FLUD,615376,LB,SAND,NA,NA,,,1466,696.06548431105,419.765347885402,764.67,4293.49
1317,A,ENERGEN RESOURCES CORPORATION,MIDLAND,40741,2011,31.82436,-102.23952,10624,40,160,2,1,1,1095570,0,0,0,738560,1095570,NA,3,4,1,FRAC,8641,10364,1095570,GAL,FLUD,738560,LB,SAND,NA,NA,,,1723,635.850261172374,428.647707486941,731.110000000001,4252.05
1318,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40885,2011,31.82771,-101.91802,10617,40,20,7,4,8,0,15000,1431150,0,1460529,1446150,202.956,2,8,8,FRAC,10386,10490,216046,GAL,X-LINKGEL,150461,LB,SAND,NA,NA,GELA,30/50,104,2077.36538461538,1446.74038461538,3099.62,13885.93
1319,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40861,2011,31.83431,-101.93788,10619,80,20,7,4,8,0,15000,1259164,0,1437820,1274164,94.432,2,8,8,FRAC,10395,10496,162092,GAL,X-LINKGEL,120545,LB,SAND,NA,NA,GELA,,101,1604.87128712871,1193.51485148515,3046.97,13270.59
1320,A,BERRY OIL COMPANY,MIDLAND,40931,2012,31.75449,-102.05632,11212,40,80,6,12,24,0,14000,825510,0,797429,839510,28.19693786,4,9,24,FRAC,11012,11110,99960,GAL,X-LINKGEL,97520,LB,CER,NA,NA,XLNK,20/40,98,1020,995.102040816327,1631.68,10493.16
1321,D,BERRY OIL COMPANY,MIDLAND,40698,2011,31.95453,-101.77674,10633,40,20,5,4,4,560322,0,0,0,296375,560322,14.964,4,8,4,FRAC,10213,10344,105420,GAL,W,51375,LB,SAND,NA,NA,GELA,,131,804.732824427481,392.175572519084,1783.25,11175.01
1322,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40990,2012,31.84164,-101.92262,10600,40,20,6,4,8,0,12000,1228476,0,1270119,1240476,NA,3,8,8,FRAC,10397,10488,191889,GAL,X-LINKGEL,140207,LB,SAND,NA,NA,GELA,,91,2108.67032967033,1540.73626373626,2504.02,12472.3
1323,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40734,2011,31.80471,-102.11693,11208,80,40,8,1,1,0,0,1401666,0,858500,1401666,62.216,2,9,1,FRAC,8010,10895,1401666,GAL,GEL,858500,LB,SAND,NA,NA,,,2885,485.846100519931,297.573656845754,2704.09,10659.13
1324,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40733,2011,31.82753,-102.15984,11020,80,40,8,1,1,0,0,1147146,0,764277,1147146,NA,2,9,1,FRAC,7990,10650,1147146,GAL,GEL,764277,LB,SAND,NA,NA,,,2660,431.257894736842,287.322180451128,2549.14,11104.13
1325,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40704,2011,31.67873,-102.16521,10815,40,80,6,1,1,0,0,1149960,0,592375,1149960,NA,4,9,1,FRAC,9180,10770,1149960,GAL,GEL,592375,LB,SAND,NA,NA,,,1590,723.245283018868,372.562893081761,1294.62,7886.96999999999
1326,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40738,2011,31.81771,-102.12579,11094,80,40,8,1,1,0,0,1179780,0,756280,1179780,95.96,2,9,1,FRAC,7970,10710,1179780,GAL,GEL,756280,LB,SAND,NA,NA,,,2740,430.576642335766,276.014598540146,2642.85,11445.65
1327,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40769,2011,31.8065,-102.1406,10980,80,40,8,1,1,0,0,1319178,0,798960,1319178,NA,2,9,1,FRAC,7935,10705,1319178,GAL,GEL,798960,LB,SAND,NA,NA,GELA,,2770,476.237545126354,288.43321299639,2596.78,11317.45
1328,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40798,2011,31.7607,-102.20104,10432,40,160,3,3,6,0,12000,963840,0,1312915,975840,90.7,2,4,6,FRAC,9528,10255,600462,GAL,X-LINKGEL,504940,LB,SAND,NA,NA,GELA,20/40,727,825.944979367263,694.55295735901,1324.11,5054.94
1329,B,BERRY OIL COMPANY,MIDLAND,40663,2011,31.71384,-101.93991,11761,40,40,7,11,11,0,0,867836,0,1056441,867836,1.372,3,9,11,FRAC,11180,11330,82824,GAL,X-LINKGEL,72471,LB,RCSD,NA,NA,XLNK,20/40,150,552.16,483.14,2826.74,13569.06
1330,B,BERRY OIL COMPANY,MIDLAND,40707,2011,31.71082,-101.95281,11732,160,40,6,13,13,0,0,735066,0,1000630,735066,0.7,4,9,13,FRAC,11282,11430,75000,GAL,X-LINKGEL,76000,LB,SAND,NA,NA,,20/40,148,506.756756756757,513.513513513514,1835.08,10456.14
1331,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,40677,2011,31.70723,-102.03156,10725,80,80,2,1,2,1032612,9072,0,0,718040,1041684,51.612,3,4,2,FRAC,8724,10592,1032612,GAL,FLUD,718040,LB,SAND,NA,NA,,,1868,552.790149892934,384.389721627409,967.35,4283.77
1332,D,MERIT ENERGY COMPANY,MIDLAND,40765,2011,31.91642,-101.77796,10283,40,20,5,1,2,0,15,0,1296036,662439,1296051,NA,4,8,2,FRAC,8560,10179,1296036,GAL,SLKW,662439,LB,SAND,NA,NA,SFAC,,1619,800.516368128474,409.16553428042,1735.19,11088.37
1333,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41025,2012,31.84373,-101.91381,10648,40,40,7,4,7,0,8394,1487374,0,942338,1495768,42.14,3,9,7,FRAC,10368,10532,521188,GAL,X-LINKGEL,141230,LB,SAND,NA,NA,GELA,30/50,164,3177.9756097561,861.158536585366,2691.19,13082.57
1334,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40780,2011,31.83699,-102.18537,11370,80,80,8,1,1,0,0,1421574,0,849973,1421574,49.24,2,9,1,FRAC,8170,11120,1421574,GAL,GEL,849973,LB,SAND,NA,NA,,,2950,481.889491525424,288.126440677966,2772.96,13489.97
1335,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40774,2011,31.8464,-102.193,11395,80,40,8,1,1,0,0,1042944,0,735000,1042944,36.508,2,9,1,FRAC,8155,11045,1042944,GAL,GEL,735000,LB,SAND,NA,NA,,,2890,360.880276816609,254.325259515571,2712.45,12740.64
1336,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40780,2011,31.81792,-102.17023,11361,80,160,8,1,1,0,0,1524138,0,978500,1524138,55.99784856,2,9,1,FRAC,8140,11180,1524138,GAL,GEL,978500,LB,SAND,NA,NA,,,3040,501.361184210526,321.875,2750.18,12881.81
1337,B,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40783,2011,31.65444,-102.11222,10990,80,Sub 20,6,1,1,0,0,808290,0,407663,808290,NA,4,9,1,FRAC,9380,10845,808290,GAL,GEL,407663,LB,SAND,NA,NA,,,1465,551.733788395904,278.268259385666,1319.38,8357.28
1338,D,MERIT ENERGY COMPANY,MIDLAND,40703,2011,31.91252,-101.77672,10330,40,40,5,1,2,0,19500,0,1403388,737270,1422888,36.408,4,8,2,FRAC,8313,10160,1403388,GAL,SLKW,737270,LB,SAND,NA,NA,SFAC,,1847,759.820249052518,399.171629669735,1736.9,11180.01
1339,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40776,2011,31.81412,-102.15577,11018,80,20,8,1,1,0,0,1413090,0,936000,1413090,NA,2,9,1,FRAC,8025,10745,1413090,GAL,GEL,936000,LB,SAND,NA,NA,,,2720,519.518382352941,344.117647058824,2619.92,11376.17
1340,B,BERRY OIL COMPANY,MIDLAND,40731,2011,31.70339,-101.93527,11700,80,40,6,12,13,0,10,856572,0,716157,856582,1.072,4,9,13,ACID,11264,11368,10,GAL,A,0,undefined,undefined,NA,NA,ACET,,104,0.0961538461538462,0,1879.23,10748.83
1341,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40956,2012,31.83242,-101.94599,10735,40,40,7,4,8,0,13500,1266636,0,1128780,1280136,107.22,3,9,8,FRAC,10485,10617,604086,GAL,X-LINKGEL,439946,LB,SAND,NA,NA,GELA,30/50,132,4576.40909090909,3332.92424242424,2650.63,13001.11
1342,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40974,2012,31.83385,-101.95596,10845,40,80,7,4,7,0,12000,1385222,0,1325443,1397222,NA,3,9,7,FRAC,10584,10766,212306,GAL,X-LINKGEL,149807,LB,SAND,NA,NA,GELA,30/50,182,1166.51648351648,823.115384615385,2675.61,13200.49
1343,A,ENERGEN RESOURCES CORPORATION,MIDLAND,40739,2011,31.82971,-102.21763,10644,160,80,2,1,1,931392,0,0,0,644499,931392,34.168,3,4,1,FRAC,8806,10354,931392,GAL,FLUD,644499,LB,SAND,NA,NA,,,1548,601.674418604651,416.343023255814,784.959999999999,3906.88
1344,A,ENERGEN RESOURCES CORPORATION,MIDLAND,40772,2011,31.81889,-102.22865,10619,80,40,2,1,1,997458,0,0,0,598838,997458,NA,3,4,1,FRAC,8932,10370,997458,GAL,FLUD,598838,LB,SAND,NA,NA,,,1438,693.642559109875,416.438108484006,756.859999999999,4221.54
1345,A,ENERGEN RESOURCES CORPORATION,MIDLAND,40758,2011,31.81433,-102.21871,10645,80,Over 160,2,1,1,1080156,0,0,0,698959,1080156,73.48365573,3,4,1,FRAC,8666,10424,1080156,GAL,FLUD,698959,LB,SAND,NA,NA,,,1758,614.423208191126,397.587599544937,780.800000000001,4180.96
1346,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,40931,2012,31.75685,-102.013,10304,80,20,1,1,2,0,5040,460572,0,306130,465612,65.18104683,4,4,2,FRAC,9350,10181,460572,GAL,GEL,306130,LB,SAND,NA,NA,GELA,,831,554.238267148014,368.387484957882,NA,1377
1347,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,40691,2011,31.74176,-102.02954,10724,80,80,2,1,2,973392,10584,0,0,701470,983976,23.404,3,4,2,FRAC,8791,10650,973392,GAL,FLUD,701470,LB,SAND,NA,NA,GELA,,1859,523.610543302851,377.337278106509,940.280000000001,4230.8
1348,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40941,2012,31.90527,-101.90791,10396,40,40,3,3,6,0,10560,1290999,0,1395150,1301559,54.004,2,4,6,FRAC,9185,10266,830871,GAL,X-LINKGEL,587837,LB,SAND,NA,NA,XLNK,20/40,1081,768.613320999075,543.790009250694,1549.28,5292.83
1349,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40934,2012,31.91878,-101.89862,10381,40,20,3,3,6,0,15000,1376228,0,1434696,1391228,NA,2,4,6,FRAC,8887,10236,907684,GAL,X-LINKGEL,641322,LB,SAND,NA,NA,BIOC,30/50,1349,672.856931060045,475.405485544848,1533.55,5181.7
1350,D,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40990,2012,31.92121,-101.79205,10517,160,40,8,4,8,0,12000,1487780,0,1438523,1499780,167.716,2,9,8,FRAC,10265,10355,201424,GAL,X-LINKGEL,149186,LB,SAND,NA,NA,XLNK,30/50,90,2238.04444444444,1657.62222222222,3370.61,15191.59
1351,A,CHEVRON U S A INCORPORATED,MIDLAND,40941,2012,31.84887,-102.00542,10855,Over 160,Sub 20,7,6,18,44658.6,1961.400032,869328.5918,0,687241,915948.5918,51.71401936,2,8,18,FRAC,10707,10785,190008,GAL,X-LINKGEL,100090,LB,SAND,NA,NA,GELA,20/40,78,2436,1283.20512820513,3042.31,14036.73
1352,A,CHEVRON U S A INCORPORATED,MIDLAND,40943,2012,31.83923,-101.99788,10971,Over 160,40,8,7,22,62328,1716,860500,0,808814,924544,52.05450267,2,9,22,FLSH,10580,10842,8039,GAL,W,NA,,,NA,43,,,262,30.6832061068702,NA,3135,14260
1353,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40913,2012,31.94425,-101.82593,10466,80,40,8,4,4,0,0,1297789,0,1515726,1297789,NA,2,9,5,ACID,7172,10378,4822,GAL,A,0,undefined,undefined,NA,NA,HCL,,3206,1.504054897068,0,3272.44,14881.5
1354,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,41026,2012,31.82874,-101.79834,11147,Over 160,40,11,4,8,0,15000,1673884,0,1509415,1688884,69,2,12,8,FRAC,10872,11038,367464,GAL,X-LINKGEL,116528,LB,SAND,NA,NA,XLNK,30/50,166,2213.63855421687,701.975903614458,3966.22,22284.13
1355,C,PARSLEY ENERGY OPERATIONS LLC,MIDLAND,41117,2012,31.90127,-101.91037,11600,80,40,12,1,1,1675674,0,0,0,1135680,1675674,63.7,4,15,1,FRAC,9022,11438,1675674,GAL,FLUD,1014000,LB,SAND,NA,NA,,,2416,693.573675496689,419.701986754967,NA,NA
