EUR_o..Mstb.,Completion.Year,Surface.Latitude,Surface.Longitude,Fluid.Water..Gals.,Acid..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Completion.Month,Number,Depth.Top,Subarea,Operator,County,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type
62.23906507,2004,31.77212,-101.420765,361000,15000,0,317000,376000,6,2,8139,1,24,2,4,3,18,7,3,3,9
36.10162939,2004,31.713,-101.420765,0,10000,0,190000,285217,7,8,10108,1,13,2,3,1,11,7,3,3,6
39.632,2004,31.6658,-101.420765,0,10000,0,174500,283023,4,8,8223,2,13,2,3,2,11,7,2,3,6
45.37418401,2004,31.82285,-101.420765,428064,0,0,346550,428064,6,1,8320,1,13,2,4,4,11,7,3,3,3
17.58,2004,31.7225,-101.420765,0,7512,0,175460,222985,12,6,9646,2,13,2,3,3,11,7,4,3,6
23.75980535,2004,31.7204,-101.420765,0,10000,0,186700,289110,9,8,10133,2,13,2,3,4,11,7,1,3,6
46.61631594,2004,31.7326,-101.420765,0,10000,0,181500,283100,6,8,10121,1,13,2,4,1,11,7,3,3,6
20.608,2004,31.7214,-101.420765,0,10000,0,187800,275369,7,8,10132,2,13,2,3,3,11,7,3,3,6
28.016,2004,31.89854,-101.420765,220000,0,0,575000,220000,4,3,8674,3,17,2,4,2,18,7,2,3,9
97.884,2004,31.68548,-101.420765,394800,0,0,350290,394800,7,1,8280,2,13,2,4,3,11,7,3,3,3
36.16,2004,31.76622,-101.420765,0,9000,0,329600,94900,9,2,8186,1,24,2,3,4,11,7,1,3,11
54.928,2004,31.74256,-101.420765,410088,0,0,350780,410088,7,1,8129,1,13,2,3,3,18,7,3,3,3
36.412,2004,31.8105,-101.420765,0,5500,250,223000,161750,6,7,8550,1,13,2,3,3,11,7,3,3,11
33.376,2004,31.74442,-101.420765,0,1000,0,149346,222525,7,4,9805,1,13,2,4,1,18,7,3,3,6
27.19189199,2004,31.75465,-101.420765,461832,0,0,370580,461832,10,1,8280,1,13,2,3,4,11,7,1,3,9
62.57131418,2004,31.7076,-101.420765,0,10000,0,188306,298979,8,8,10148,2,13,2,3,3,11,7,3,3,6
58.17200944,2004,31.79571,-101.420765,271800,24000,0,300900,295800,10,2,8279,1,24,2,3,1,11,7,1,3,9
33.5191448,2004,31.78397,-101.420765,457338,0,0,357950,457338,10,1,8648,1,13,2,1,4,11,7,1,3,3
35.008,2005,31.7375,-101.420765,0,7000,0,161200,212335,1,6,9677,1,13,2,3,1,18,7,4,3,6
40.98067921,2004,31.66337,-101.420765,0,5000,0,473110,203282,11,6,6960,5,27,2,5,3,18,7,1,3,11
57.7418352,2004,31.7083,-101.420765,0,10000,0,180607,289226,8,8,10106,1,13,2,3,4,11,7,3,3,6
27.688,2005,31.7093,-101.420765,0,10000,0,190780,304159,2,8,10143,1,13,2,3,1,11,7,4,3,6
45.952,2005,31.8204,-101.420765,433650,0,0,331320,433650,1,1,8297,1,13,2,4,4,11,7,4,3,3
38.44772302,2005,31.7095,-101.420765,0,10000,0,189380,289120,7,8,10175,1,13,2,3,4,11,7,3,3,6
48.332,2005,31.6979,-101.420765,0,7000,0,145509,198460,3,6,9592,2,13,2,3,4,11,7,2,3,6
39.38,2004,31.73909,-101.420765,426888,0,0,349710,426888,12,1,8147,1,13,2,3,6,18,7,4,3,9
58.85414189,2005,31.74086,-101.420765,448770,0,0,34300,448770,1,1,8269,1,13,2,3,4,11,7,4,3,3
65.47404336,2005,31.86321,-101.420765,354312,0,0,435660,354312,9,1,8051,3,13,2,3,2,18,7,1,3,9
38.192,2004,31.6988,-101.420765,0,10000,0,191199,298644,11,8,10114,2,13,2,3,4,11,7,1,3,6
46.052,2005,31.7157,-101.420765,0,10000,0,170481,294428,3,8,10148,2,13,2,4,1,11,7,2,3,6
26.3487155,2005,31.7139,-101.420765,0,10000,0,190497,300937,2,8,10170,2,13,2,3,4,11,7,4,3,6
49.84822773,2005,31.728,-101.420765,0,10000,0,183675,320632,8,8,10162,1,13,2,4,3,18,7,3,3,6
41.716,2005,31.7096,-101.420765,0,10000,0,194860,300025,2,8,10139,2,13,2,4,4,11,7,4,3,6
28.53084338,2005,31.7168,-101.420765,0,10000,0,190200,290780,7,8,8400,1,13,2,4,4,11,7,3,3,6
17.388,2005,31.7223,-101.420765,0,7000,0,169384,215341,5,6,9678,1,13,2,3,6,18,7,2,3,6
65.73508381,2005,31.7297,-101.420765,0,10000,0,193420,298510,5,8,10120,2,13,2,4,1,11,7,2,3,6
11.199,2005,31.737,-101.420765,0,10000,0,181757,297175,7,8,10265,1,13,2,3,4,11,7,3,3,6
27.99322887,2004,31.78249,-101.420765,407484,0,0,349430,407484,12,1,8741,1,13,2,3,5,11,7,4,3,3
46.11910418,2004,31.7314,-101.420765,0,10008,0,190900,277530,12,8,10112,1,13,2,3,1,11,7,4,3,6
42.732,2005,31.6603,-101.420765,0,10000,0,191540,285566,7,8,8475,2,13,2,1,4,11,7,3,3,6
46.864,2005,31.6579,-101.420765,0,10000,0,188640,301913,7,8,8426,2,13,2,1,4,11,7,3,3,6
74.9528507,2005,31.85368,-101.420765,152000,2000,0,175000,154000,5,2,7938,1,12,2,4,6,18,7,2,3,9
91.768,2005,31.68745,-101.420765,0,0,0,350670,453978,8,1,8290,2,13,2,3,3,11,7,3,3,11
68.128,2005,31.69,-101.420765,0,0,0,500460,502194,8,1,8225,2,13,2,3,3,18,7,3,3,6
48.18907111,2005,31.81789,-101.420765,430542,0,0,350840,430542,4,1,8390,1,13,2,4,4,11,7,2,3,3
49.55407614,2005,31.77459,-101.420765,0,8000,0,334000,530000,1,4,9388,1,12,2,4,4,18,7,4,3,11
77.38134441,2005,31.81568,-101.420765,0,0,0,401720,579516,10,1,8296,1,13,2,4,4,11,7,1,3,6
59.04,2006,31.81528,-101.420765,513870,0,0,498480,513870,10,1,8328,1,13,2,4,4,11,7,1,3,3
29.68,2005,31.70681,-101.420765,0,10000,0,188421,295717,1,8,10115,2,13,2,3,3,11,7,4,3,6
25.23054799,2005,31.78416,-101.420765,0,3500,0,337440,141530,8,4,7915,3,27,2,2,3,11,7,3,3,11
48.27209734,2006,31.73401,-101.420765,602154,0,0,648106,602154,9,1,8341,1,13,2,3,4,11,7,1,3,9
48.6,2005,31.6835,-101.420765,0,10000,0,190640,297630,6,8,10165,2,13,2,2,5,11,7,3,3,6
52.128,2005,31.74965,-101.420765,447678,0,0,397760,447678,8,1,8160,1,13,2,4,4,11,7,3,3,9
31.136,2005,31.78865,-101.420765,0,3500,0,370720,154462,7,4,7836,3,27,2,4,2,11,7,3,3,11
33.076,2005,31.81198,-101.420765,0,3500,0,336760,137741,9,4,7803,3,27,2,5,2,11,7,1,3,11
75.82,2006,31.6788,-101.420765,494718,0,0,572780,494718,1,1,8232,2,13,2,3,5,11,7,4,3,9
43.884,2005,31.6865,-101.420765,0,10000,0,181077,297063,5,8,10135,2,13,2,3,3,11,7,2,3,6
39.33313857,2006,31.683,-101.420765,384174,0,0,134520,384174,4,1,8128,2,13,2,3,4,11,7,2,3,3
83.324,2005,31.84666,-101.420765,0,15000,0,264000,441000,6,4,9433,1,12,2,4,4,18,7,3,3,11
29.26985004,2005,31.79904,-101.420765,0,0,0,350660,463554,9,1,8294,1,13,2,4,4,11,7,1,3,11
43.964,2006,31.77891,-101.420765,665322,0,0,613250,665322,3,1,8356,1,13,2,4,3,11,7,2,3,9
33.832,2005,31.6863,-101.420765,0,10000,0,155654,330415,7,8,10252,2,13,2,4,3,11,7,3,3,6
41.82115739,2006,31.7972,-101.420765,0,6000,0,496700,441500,2,2,8278,1,24,2,3,1,6,1,4,3,6
41.208,2005,31.813,-101.420765,0,10000,0,190699,293385,8,8,10289,1,13,2,4,4,11,7,3,3,6
32.128,2006,31.7203,-101.420765,569856,9000,0,601330,578856,3,2,8208,2,13,2,3,1,18,7,2,3,9
57.032,2005,31.8043,-101.420765,0,10000,0,182317,298653,9,8,10262,1,13,2,3,3,11,7,1,3,6
43.372,2005,31.8207,-101.420765,0,13944,0,495000,538146,10,12,9938,1,13,2,4,4,11,7,1,3,6
37.848,2005,31.7577,-101.420765,414750,0,0,396520,414750,11,1,8121,1,13,2,4,4,18,7,1,3,9
39.916,2006,31.83454,-101.420765,606396,0,0,550420,606396,6,1,8577,1,13,2,4,5,11,7,3,3,3
25.465,2006,31.74388,-101.420765,611730,0,0,630500,611730,12,1,8249,1,13,2,3,3,18,7,4,3,3
42.156,2005,31.78289,-101.420765,505386,0,0,497280,505386,11,1,8632,1,13,2,4,4,11,7,1,3,9
20.72,2006,31.78545,-101.420765,579726,0,0,600100,579726,4,1,8721,1,13,2,4,1,11,7,2,3,3
55.664,2005,31.76821,-101.420765,0,15960,0,421620,474264,10,12,9998,1,13,2,4,1,11,7,1,3,6
21.948,2005,31.8385,-101.420765,0,14112,0,422040,459354,10,12,8173,1,13,2,4,4,11,7,1,3,6
23.084,2006,31.81577,-101.420765,0,12000,0,544020,457406,2,9,9264,3,27,2,3.1223290122998,3.28302759072568,26,7,4,6,7
58.856,2005,31.82037,-101.420765,0,17000,0,748661,509531,12,12,9982,3,27,2,3,1,11,7,4,3,11
27.448,2006,31.80842,-101.420765,0,19500,0,667460,451860,1,12,10095,3,27,2,3,3,11,7,4,3,11
71.588,2005,31.8063,-101.420765,0,15500,0,803880,550581,11,12,9989,3,27,2,3,1,11,7,1,3,11
21.7819457,2006,31.8173,-101.420765,510972,0,0,589080,510972,8,1,8262,1,13,2,4,1,10,6,3,3,3
17.98007424,2006,31.92039,-101.420765,0,6500,0,486900,277793,9,7,7551,3,27,2,5,2,18,7,1,3,11
34.48,2006,31.87755,-101.420765,0,14250,0,682912,407413,3,9,9766,1,27,2,3,6,11,7,2,3,6
39.184,2005,31.8856,-101.420765,0,10000,0,505860,356404,12,10,9704,1,27,2,3,6,18,7,4,3,6
33.2316135,2006,31.87629,-101.420765,0,11000,0,775660,411032,4,10,9780,1,27,2,3,6,18,7,2,3,11
44.904,2006,31.88431,-101.420765,0,15500,0,533020,444134,1,12,9957,1,27,2,3,6,18,7,4,3,6
67.94976138,2005,31.85538,-101.420765,481000,19250,0,289000,500250,12,2,7944,1,12,2,4,6,18,7,4,3,9
40.26411279,2006,31.82868,-101.420765,0,15500,0,603272,496458,2,12,9711,3,27,2,3,3,11,7,4,3,11
59.18129168,2006,31.85219,-101.420765,0,136500,0,686660,553119,1,10,9616,3,27,2,3,4,11,7,4,3,11
32.93505397,2005,31.77903,-101.420765,503000,9250,0,307000,512250,12,2,7819,1,12,2,4,1,18,7,4,3,9
28.836,2006,31.78182,-101.420765,0,16000,0,633024,466247,2,12,10010,3,27,2,3,1,11,7,4,3,11
52.692,2006,31.83892,-101.420765,0,12750,0,399440,463018,6,11,9834,3,27,2,3,4,11,7,3,3,6
37.752,2006,31.85266,-101.420765,0,15750,0,405820,466099,3,12,9838,3,27,2,3,1,11,7,2,3,11
35.284,2006,31.76849,-101.420765,0,5000,0,550300,572900,3,2,8210,1,24,2,3,2,6,1,2,3,11
32.14,2006,31.71644,-101.420765,13294,0,0,538660,13294,2,1,8317,1,13,2,3,4,17,6,4,3,9
48.764,2006,31.79145,-101.420765,0,17750,0,384232,507816,9,12,10171,3,27,2,3,4,11,7,1,3,6
32.8,2006,31.7377,-101.420765,586068,8060,0,580100,594128,4,2,8395,1,13,2,4,3,10,6,2,3,9
49.28139875,2006,31.7121,-101.420765,634452,0,0,598760,634452,4,1,8380,1,13,2,3,4,10,6,2,3,3
55.772,2006,31.814,-101.420765,0,17750,0,400060,475791,8,12,10003,3,27,2,3,4,11,7,3,3,6
47.92,2006,31.78436,-101.420765,0,15750,0,414608,467623,4,11,10234,3,27,2,3,1,11,7,2,3,6
71.968,2006,31.79103,-101.420765,0,140750,0,408780,530520,9,12,10133,3,27,2,3,4,11,7,1,3,6
37.688,2006,31.77939,-101.420765,0,17500,0,372440,455114,3,12,9928,3,27,2,3,1,11,7,2,3,6
50.748,2006,31.78638,-101.420765,0,13750,0,401360,466922,4,11,10136,3,27,2,3,1,11,7,2,3,11
39.92,2006,31.77,-101.420765,555702,0,0,746360,555702,5,1,7845,1,13,2,3,1,5,7,2,3,3
57.34912221,2007,31.7674,-101.420765,734454,0,0,831195,734454,1,1,7823,1,13,2,4,1,5,7,4,3,3
57.444,2006,31.82249,-101.420765,0,17750,0,400005,831195,7,12,9804,3,27,2,4,3,11,7,3,3,6
73.06722001,2006,31.84966,-101.420765,0,0,0,319000,655250,3,1,7941,1,12,2,3,1,18,7,2,3,6
22.82628719,2006,31.8801,-101.420765,0,10000,0,736180,371080,4,10,7736,1,27,2,3,6,5,7,2,3,11
34.49935258,2006,31.89567,-101.420765,0,11000,0,508638,366635,5,10,7639,3,27,2,3,6,18,7,2,3,11
31.912,2006,31.8785,-101.420765,0,15500,0,645488,442545,9,12,7745,1,27,2,3,6,18,7,1,3,11
48.14260508,2006,31.76283,-101.420765,655956,0,0,700800,655956,10,1,7839,1,13,2,4,1,13,1,1,3,3
42.728,2007,31.80533,-101.420765,0,21500,0,486021,552316,11,12,8362,3,27,2,3,4,11,7,1,3,11
65.428,2006,31.73139,-101.420765,0,15750,0,404660,462114,12,12,8268,2,27,2,3,4,11,7,4,3,11
26.9138779,2006,31.72489,-101.420765,0,14750,0,403220,477059,11,11,8299,2,27,2,3,3,11,7,1,3,11
51.112,2007,31.72431,-101.420765,0,15750,0,549019,457646,2,13,7806,2,27,2,3,3,18,7,4,3,11
16.55643722,2006,31.761,-101.420765,351000,9500,0,105000,360500,4,2,8565,1,12,2,3,4,11,7,2,3,3
61.528,2006,31.74055,-101.420765,588168,0,0,715960,588168,8,1,8193,1,13,2,3,4,10,6,3,3,3
36.552,2006,31.69801,-101.420765,581616,0,0,639520,581616,6,1,8277,2,13,2,3,3,11,7,3,3,3
40.77282225,2006,31.84675,-101.420765,0,15750,0,400400,445234,4,12,9605,3,27,2,3,3,11,7,2,3,6
86.956,2006,31.84853,-101.420765,0,15750,0,406160,473472,5,12,9554,3,27,2,3,3,11,7,2,3,11
19.24822649,2006,31.87085,-101.420765,0,9500,0,612489,322923,5,7,9793,1,27,2,3,1,11,7,2,3,11
55.80805367,2006,31.87724,-101.420765,0,12050,0,387680,388394,5,10,9868,1,27,2,3,6,11,7,2,3,6
82.8613699,2007,31.6567,-101.420765,831195,0,0,800581,831195,2,1,7756,2,13,2,3,3,5,7,4,3,3
77.98311204,2007,31.6532,-101.420765,831195,0,0,831195,831195,2,1,7746,2,13,2,4,4,5,7,4,3,3
47.436,2006,31.88201,-101.420765,0,13250,0,525080,444639,9,12,7722,1,27,2,3,6,18,7,1,3,11
48.112,2006,31.69336,-101.420765,594300,0,0,650550,594300,5,1,8153,2,13,2,3,4,18,7,2,3,3
41.71620714,2007,31.77678,-101.420765,827000,18000,0,560000,831195,3,2,8176,1,24,2,4,4,6,1,2,3,9
56.71657701,2006,31.6993,-101.420765,569772,0,0,600900,569772,12,1,8371,2,13,2,4,4,11,7,4,3,3
23.49,2006,31.96385,-101.420765,535458,0,0,362004,535458,9,1,7054,4,13,2,1,6,13,1,1,3,3
77.77491575,2007,31.78917,-101.420765,628698,0,0,603020,628698,3,4,8333,1,13,2,4,1,6,1,2,3,6.75417144529405
27.264,2006,31.74599,-101.420765,0,14250,0,523240,437483,6,12,9476,3,2,2,3,3,18,7,3,3,6
45.81984815,2006,31.76389,-101.420765,563976,0,0,601900,563976,8,1,8630,1,13,2,3,4,11,7,3,3,3
42.824,2006,31.89491,-101.420765,0,12750,0,520620,450120,12,11,7814,1,27,2,3,6,18,7,4,3,11
55.956,2006,31.88585,-101.420765,0,13250,0,678677,345789,11,10,7852,1,27,2,3,6,18,7,1,3,11
56.73353027,2006,31.87435,-101.420765,0,14250,0,522980,447122,5,11,9911,1,27,2,3,1,18,7,2,3,6
56.172,2006,31.69046,-101.420765,0,15000,0,445620,468844,8,12,9817,1,2,2,3,3,18,7,3,3,6
33.84,2006,31.69759,-101.420765,0,11250,0,432298,354603,8,10,9719,1,2,2,3,3,18,7,3,3,6
21.25904119,2006,31.75463,-101.420765,0,18250,0,561279,533918,8,14,7034,3,2,2,4,3,5,7,3,3,11
37.38,2006,31.8939,-101.420765,0,17250,0,675047,532444,9,14,9716,1,27,2,3,6,18,7,1,3,11
30.31831686,2006,31.77573,-101.420765,0,14250,0,521720,431475,11,12,8904,3,2,2,4,3,18,7,1,3,6
47.248,2006,31.7148,-101.420765,548394,0,0,648830,548394,12,1,8269,2,13,2,4,4,11,7,4,3,3
42.972,2006,31.82658,-101.420765,0,8500,0,426034,253336,10,7,7874,1,9,2,4,4,18,7,1,3,6.52542270859375
36.5817199,2006,31.82392,-101.420765,318070,10000,0,349486,344764,12,4,8001,1,9,2,4,4,18,7,4,3,3
54.64,2006,31.82209,-101.420765,831195,0,0,831195,831195,12,6,8400.58536003574,1,9,2,4,1,18,7,4,3,3
78.06,2006,31.82184,-101.420765,0,0,0,549375,312000,10,6,8012,1,9,2,4,4,18,7,1,3,6
39.04780219,2006,31.82916,-101.420765,72450,0,0,358656,72450,12,4,7956,1,9,2,3,4,18,7,4,3,3
49.91380818,2006,31.81951,-101.420765,155148,0,0,405930,472542,12,5,7822,1,9,2,4,4,18,7,4,3,3
102.2865487,2006,31.84784,-101.420765,430550,0,0,319000,430550,8,1,7954,1,12,2,4,1,18,7,3,3,3
48.948,2006,31.84716,-101.420765,0,17750,0,412940,487816,11,12,8280,3,27,2,3,4,11,7,1,3,11
34.792,2006,31.83481,-101.420765,0,15750,0,406880,447203,11,12,8227,3,27,2,3,4,11,7,1,3,11
58.592,2007,31.84285,-101.420765,0,15750,0,404260,424754,1,12,8258,3,27,2,3,1,11,7,4,3,11
45.612,2007,31.84574,-101.420765,0,89500,0,407780,541875,1,12,8209,3,27,2,3,4,11,7,4,3,11
67.74792166,2006,31.83933,-101.420765,0,15750,0,414280,441148,12,12,8259,3,27,2,3,4,11,7,4,3,11
36.708,2007,31.75643,-101.420765,0,18750,0,400930,413313,2,12,8338,3,27,2,3,4,11,7,4,3,11
65.28148434,2007,31.77364,-101.420765,831195,0,0,751230,831195,2,1,7857,1,13,2,3,1,5,7,4,3,3
62.78514382,2007,31.77759,-101.420765,613662,0,0,700324,613662,5,1,7833,1,13,2,3,1,18,7,2,3,9
25.508,2007,31.6561,-101.420765,580314,0,0,704120,580314,3,1,7629,2,13,2,3,4,18,7,2,3,3
35.08,2006,31.6541,-101.420765,328986,0,0,258000,328986,12,1,7617,2,13,2,3,4,18,7,4,3,3
40.396,2007,31.7509,-101.420765,511350,0,0,500200,511350,4,1,8506,1,13,2,4,4,11,7,2,3,3
36.072,2007,31.79486,-101.420765,0,15750,0,405740,463499,3,12,8231,3,27,2,4,3,11,7,2,3,11
33.67536258,2007,31.7213,-101.420765,0,15050,0,412380,471508,1,12,8319,2,27,2,3,4,11,7,4,3,11
38.603443,2006,31.66763,-101.420765,0,12000,0,595424,388265,12,8,9293,2,27,2,3.05561371498046,3.20773874388591,26,7,4,3,11
35.6,2007,31.93387,-101.420765,0,14250,0,524100,389233,4,12,7162,3,27,2,4,3,18,7,2,3,11
33.036,2007,31.87597,-101.420765,0,11250,0,522660,336925,1,10,7690,3,27,2,2,6,18,7,4,3,11
18.192,2007,31.86507,-101.420765,0,5000,0,480600,180716,4,6,7248,3,27,2,1,2,5,7,2,3,11
28.532,2007,31.66201,-101.420765,0,12000,0,130040,405279,6,8,9307,2,27,2,3.10391599227215,3.44222552348228,26,7,3,3,11
50.2,2007,31.70771,-101.420765,0,0,0,651880,528276,9,1,8237,2,13,2,4,4,11,7,1,3,11
72.94253599,2007,31.70324,-101.420765,732564,0,0,500122,732564,7,1,8261,2,13,2,3,1,11,7,3,3,9
49.632,2007,31.70581,-101.420765,686490,0,0,710520,686490,12,1,8261,2,13,2,4,4,11,7,4,3,3
25.432,2007,31.82613,-101.420765,0,0,0,555860,690144,8,1,8869,1,13,2,3,5,11,7,3,3,11
30.91732865,2007,31.79949,-101.420765,0,5750,0,293152,184579,4,6,6927,3,27,2,1,3,16,5,2,3,11
30.988,2007,31.79768,-101.420765,0,5250,0,473620,201993,3,6,6960,3,27,2,1,3,16,5,2,3,11
47.03003331,2007,31.73338,-101.420765,0,0,0,749500,648102,10,1,8567,1,13,2,3,4,11,7,1,3,11
35.52561313,2007,31.93394,-101.420765,485562,0,0,168500,485562,3,2,6882,4,2,2,4,3,5,7,2,1,9
65.584,2007,31.83189,-101.420765,0,15750,0,404060,424314,3,12,8360,3,27,2,3,1,11,7,2,3,11
55.72469755,2007,31.6619,-101.420765,0,0,0,747800,602322,9,1,8233,2,13,2,3,3,18,7,1,3,11
33.04,2007,31.81951,-101.420765,0,15750,0,406660,426162,9,12,8392,3,27,2,3,4,11,7,1,3,11
33.952,2007,31.87692,-101.420765,0,12750,0,388540,350034,6,11,8376,3,27,2,3,6,11,7,3,3,11
33.424,2007,31.79894,-101.420765,0,13000,0,520740,775052,9,10,9396,1,27,2,3.16107622248762,3.72975459194509,26,7,1,3,6
50.89287072,2007,31.80603,-101.420765,0,15900,0,478126,700230,7,12,9460,1,27,2,3.29048684944898,3.77717951413084,26,7,3,3,6
32.612,2007,31.79489,-101.420765,0,21000,0,405560,711813,7,14,9391,1,27,2,4,5,26,7,3,3,6
29.7,2007,31.80201,-101.420765,0,12000,0,369480,584673,8,8,9416,1,27,2,3,5,26,7,3,3,6
71.452,2007,31.792,-101.420765,0,16044,0,602860,604380,10,2,8693,1,13,2,4,4,6,1,1,3,11
28.148,2008,31.78995,-101.420765,615510,0,0,605250,615510,1,1,8689,1,13,2,4,4,10,6,4,3,3
108.724,2007,31.65738,-101.420765,0,15750,0,560060,418546,6,12,8486,2,27,2,4,3,11,7,3,3,11
52.67011824,2007,31.84788,-101.420765,0,0,0,654960,595686,12,1,8278,3,13,2,3,2,10,6,4,3,11
37.03210804,2007,31.76434,-101.420765,0,17000,0,110139,316905,11,8,9486,1,27,2,3.43328535893659,3.38788998745055,26,7,1,3,6
42.448,2007,31.82424,-101.420765,509500,12500,0,292800,522000,7,2,7937,1,12,2,3,4,18,7,3,3,9
46.41027426,2007,31.83192,-101.420765,535000,12500,0,316750,547500,9,2,8046,1,12,2,1,4,18,7,1,3,3
16.99490709,2008,31.77192,-101.420765,0,22000,0,295300,408076,2,10,9443,1,27,2,3.22720148054225,3.24127218240128,26,7,4,3,6
15.003,2008,31.76883,-101.420765,0,17000,0,111520,297889,1,8,9500,1,27,2,3.21588744623786,3.27776964972987,26,7,4,3,6
30.68,2007,31.85618,-101.420765,586278,0,0,749860,586278,12,1,8008,3,13,2,3,2,13,1,4,3,3
1.224,2007,31.69855,-101.420765,0,17000,0,528357,409977,11,12,7768,1,2,2,4,3,18,7,1,3,11
38.48073554,2007,31.6848,-101.420765,0,21500,0,559262,487560,11,10,7798,1,2,2,3,2,18,7,1,3,11
27.816,2007,31.71654,-101.420765,0,21500,0,592184,450221,9,12,8010,1,2,2,4,3,18,7,1,3,11
38.15611142,2007,31.77798,-101.420765,0,15000,0,140871,376388,12,8,9482,1,27,2,3.2175204729411,3.31907155581727,26,7,4,3,6
24.856,2007,31.73066,-101.420765,0,14250,0,524440,407788,12,12,8023,1,2,2,4,3,18,7,4,3,11
31.008,2007,31.69502,-101.420765,0,17250,0,539746,475458,12,14,7984,1,2,2,4,3,18,7,4,3,11
66.664,2008,31.7889,-101.420765,0,20000,0,430179,386500,1,12,8239,3,27,2,2,1,11,7,4,3,11
43.384,2008,31.78892,-101.420765,0,18750,0,577240,387303,2,12,8252,3,27,2,3,1,11,7,4,3,11
35.972,2008,31.77988,-101.420765,0,14250,0,495179,386704,2,10,8052,1,2,2,3,3,18,7,4,3,11
41.824,2007,31.78086,-101.420765,0,15000,0,576520,441745,12,12,8293,3,27,2,3,1,11,7,4,3,11
49.94,2008,31.8109,-101.420765,0,16700,0,480360,545474,5,12,8280,3,27,2,3,3,11,7,2,3,11
32.316,2008,31.80739,-101.420765,0,16500,0,538540,564510,5,12,8248,3,27,2,3,4,11,7,2,3,11
71.68747308,2008,31.85329,-101.420765,0,17052,0,831195,303492,3,2,8079,3,13,2,3,3,6,1,2,3,11
31.828,2007,31.83971,-101.420765,629034,26082,0,491380,655116,11,2,8682,1,13,2,4,5,6,1,1,3,3
59.852,2007,31.7231,-101.420765,819294,0,0,803710,819294,12,1,8329,1,13,2,4,1,10,6,4,3,3
29.731,2008,31.85843,-101.420765,0,20076,0,800960,789222,10,2,8068,3,13,2,3,2,13,1,1,3,6
26.62828616,2008,31.66348,-101.420765,0,11250,0,500445,392187,1,10,8467,2,27,2,4,3,11,7,4,3,11
34.504,2008,31.82227,-101.420765,235000,9500,0,309000,244500,4,2,7932,1,12,2,4,4,18,7,2,3,3
51.82,2008,31.86388,-101.420765,831195,21084,0,775280,831195,6,2,7986,3,13,2,3,6,18,7,3,3,3
72.27541308,2008,31.86833,-101.420765,0,17052,0,799860,685650,4,2,8090,3,13,2,3,6,13,1,2,3,11
21.632,2008,31.813,-101.420765,304248,0,0,744410,304248,2,1,8198,1,13,2,4,4,11,7,4,3,3
29.88130148,2008,31.84612,-101.420765,588000,13600,0,355500,601600,4,2,7982,1,12,2,4,1,18,7,2,3,3
19.07999174,2008,31.78624,-101.420765,300887,0,0,288000,300887,6,2,8355,3,2,2,4,3,18,7,3,3,9
31.68,2008,31.77739,-101.420765,0,13500,0,653420,515056,4,16,8061,1,2,2,4,3,18,7,2,3,11
47.496,2008,31.78196,-101.420765,0,12000,0,587256,361370,6,14,8069,1,2,2,4,3,18,7,3,3,11
51.64466495,2008,31.81662,-101.420765,0,0,0,598889,831195,5,1,8050,1,10,2,3,1,17,6,2,3,6
53.684,2008,31.65638,-101.420765,0,10500,0,751509,707777,9,12,8395,2,27,2,4,3,11,7,1,3,11
7.68,2008,31.75036,-101.420765,0,12000,0,626140,610283,12,14,7016,3,2,2,3,3,18,7,4,3,11
33.668,2008,31.82494,-101.420765,0,17000,0,532452,609456,6,12,8289,3,27,2,3,4,11,7,3,3,11
49.64048366,2008,31.79067,-101.420765,0,10500,0,638540,497377,6,12,8044,1,2,2,4,3,18,7,3,3,11
12.869,2008,31.80153,-101.420765,0,9500,0,593420,533688,9,12,8012,1,2,2,1,3,18,7,1,3,11
18.56291316,2008,31.79744,-101.420765,0,9000,0,492240,446516,8,12,8061,1,2,2,1,3,18,7,3,3,6
15.08381372,2008,31.7689,-101.420765,0,10500,0,583403,431283,10,12,8020,1,2,2,4,3,18,7,1,3,11
29.752,2009,31.75534,-101.420765,0,12000,0,655300,506153,2,14,8018,1,2,2,4,3,18,7,4,3,11
30.86,2009,31.80102,-101.420765,0,9000,0,532860,457464,3,10,7803,1,2,2,1,3,5,7,2,3,11
35.40801779,2008,31.77075,-101.420765,0,12000,0,587140,553766,9,14,8065,1,2,2,1,4,18,7,1,3,11
46.732,2008,31.82823,-101.420765,0,10500,0,437140,470788,10,12,8008,1,2,2,5,3,18,7,1,3,11
37.72997991,2008,31.79339,-101.420765,0,7500,0,564100,534815,12,10,8021,1,2,2,4,3,5,7,4,3,11
27.901,2009,31.91716,-101.420765,0,12000,0,650040,640140,1,12,7296,3,27,2,3,3,18,7,4,3,11
45.716,2008,31.77224,-101.420765,0,22400,0,538500,22400,12,16,9675,1,3,2,4,3,5,7,4,3,9.157538333857
32.796,2008,31.68191,-101.420765,86866.6244323619,18786.5366537623,15373.9484445173,233100,430289.521463909,9,5,9990,2,3,2,3.14088023242776,3.08211741893938,26,7,1,3,8.42117759203056
28.252,2008,31.8212,-101.420765,0,12000,0,800820,589657,10,14,7910,1,2,2,1,3,18,7,1,3,11
