WellID,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Completion.Month,Number,Depth.Top,Depth.Base,Propping.Agent.Amount,Subarea,Operator,County,Completion.Date,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Top_Zone,Deepest_Zone,Completion.Season,Type,Fluid.Type
1276,2011,31.88029,-101.420765,10863,1,2,0,23142,831195,0,831195,831195,79.352,3,2,7550,10670,831195,4,29,2,2011-03-15,5,2,6,2,1,2,3,11
1278,2011,31.75062,-101.420765,10609,1,2,0,831195,0,0,831195,831195,124.768,1,2,7872,10290,831195,1,32,2,2011-01-30,4,4,18,3,7,4,3,6
1279,2011,31.6885,-101.420765,11850,10,11,0,10,831195,0,752647,831195,8.03,3,11,11686,11706,0,2,5,2,2011-03-03,3,3,21,5,1,2,1,1
1282,2011,31.73831,-101.420765,10800,1,1,0,0,831195,0,600000,831195,165.852,3,1,8420,10520,600000,1,20,2,2011-03-02,3,1,6,2,1,2,3,11
1283,2011,31.80574,-101.420765,10675,1,1,831195,0,0,0,656568,831195,57.64,4,1,8940,10430,656568,1,14,2,2011-04-22,3,5,11,2,7,2,3,3
1285,2011,31.82989,-101.420765,11470,1,1,0,0,831195,0,751000,831195,59.28813167,5,1,8160,11130,751000,1,10,2,2011-05-13,4,1,13,3,1,2,3,6
1289,2011,31.84246,-101.420765,11105,1,1,0,0,831195,0,682000,831195,123.6427928,8,1,7975,10710,682000,1,10,2,2011-08-03,4,4,13,3,1,3,3,6
1291,2011,31.6955,-101.420765,11892,11,11,0,0,773088,0,831195,773088,7.548,7,11,11354,11420,60178,2,5,2,2011-07-22,4,3,6,2,1,3,3,11
1292,2011,31.80353,-101.420765,10354,3,6,0,13500,831195,0,831195,831195,70.588,5,6,9366,10264,612755,1,27,2,2011-05-12,3,5,5,1,7,2,3,6
1297,2011,31.85195,-101.420765,11042,1,1,0,0,831195,0,831195,831195,51.354,7,1,7985,10870,831195,1,10,2,2011-07-27,3,4,13,3,1,3,3,6
1298,2011,31.85225,-101.420765,10990,1,1,0,0,831195,0,831195,831195,68.68,8,1,7965,10800,831195,1,10,2,2011-08-21,3,3,13,3,1,3,3,6
1300,2011,31.87898,-101.420765,10929,4,8,0,15000,831195,0,831195,831195,73.992,10,8,10658,10766,120834,1,27,2,2011-10-19,3,6,17,3,6,1,3,11
1301,2011,31.79941,-101.420765,10709,3,6,0,13500,831195,0,831195,831195,52.44,8,6,9204,10364,618228,3,27,2,2011-08-05,3,1,11,2,7,3,3,11
1302,2011,31.79699,-101.420765,10697,3,6,0,12000,831195,0,831195,831195,51.432,7,6,9184,10560,573578,3,27,2,2011-07-16,4,1,11,2,7,3,3,6
1304,2012,31.76297,-101.420765,10497,3,6,0,10500,831195,0,831195,831195,28.744,7,6,9446,10333,432462,1,27,2,2012-07-27,3,4,18,3,7,3,3,11
1307,2011,31.70779,-101.420765,10873,1,2,0,16000,622902,0,831195,638902,64.704,4,2,7820,10670,831195,2,23,2,2011-04-01,3,3,18,3,7,2,3,11
1310,2011,31.70621,-101.420765,10955,1,2,0,10000,400700,0,693800,410700,8.604,10,2,9190,10780,693800,2,23,2,2011-10-20,4,4,25,5,6,1,3,11
1312,2012,31.84087,-101.420765,10754,4,8,0,15000,831195,0,831195,831195,60.576,1,8,10546,10645,135551,3,27,2,2012-01-11,3,1,10,2,6,4,3,11
1313,2011,31.94914,-101.420765,10581,4,8,0,16500,831195,0,831195,831195,18.89,12,8,10312,10394,121072,3,27,2,2011-12-17,3,3,13,3,1,4,3,11
1315,2012,31.9465,-101.420765,10577,4,4,0,0,831195,0,831195,831195,204.808,1,5,7154,10414,0,3,27,2,2012-01-09,3,2,13,3,1,4,1,1
1318,2011,31.82771,-101.420765,10617,4,8,0,15000,831195,0,831195,831195,202.956,12,8,10386,10490,150461,3,27,2,2011-12-10,3,2,17,3,6,4,3,11
1319,2011,31.83431,-101.420765,10619,4,8,0,15000,831195,0,831195,831195,94.432,11,8,10395,10496,120545,3,27,2,2011-11-16,4,2,17,3,6,1,3,11
1320,2012,31.75449,-101.420765,11212,12,24,0,14000,825510,0,797429,831195,28.19693786,1,24,11012,11110,97520,1,5,2,2012-01-25,3,4,21,5,1,4,3,11
1321,2011,31.95453,-101.420765,10633,4,4,560322,0,0,0,296375,560322,14.964,6,4,10213,10344,51375,4,5,2,2011-06-06,3,2,25,5,6,3,3,9
1323,2011,31.80471,-101.420765,11208,1,1,0,0,831195,0,831195,831195,62.216,7,1,8010,10895,831195,1,10,2,2011-07-12,4,3,13,3,1,3,3,6
1326,2011,31.81771,-101.420765,11094,1,1,0,0,831195,0,756280,831195,95.96,7,1,7970,10710,756280,1,10,2,2011-07-16,4,3,13,3,1,3,3,6
1328,2011,31.7607,-101.420765,10432,3,6,0,12000,831195,0,831195,831195,90.7,9,6,9528,10255,504940,1,27,2,2011-09-14,3,1,18,3,7,1,3,11
1329,2011,31.71384,-101.420765,11761,11,11,0,0,831195,0,831195,831195,1.372,5,11,11180,11330,72471,2,5,2,2011-05-02,3,3,6,2,1,2,3,11
1330,2011,31.71082,-101.420765,11732,13,13,0,0,735066,0,831195,735066,0.7,6,13,11282,11430,76000,2,5,2,2011-06-15,1,3,21,5,1,3,3,11
1331,2011,31.70723,-101.420765,10725,1,2,831195,9072,0,0,718040,831195,51.612,5,2,8724,10592,718040,2,13,2,2011-05-16,4,4,11,2,7,2,3,3
1333,2012,31.84373,-101.420765,10648,4,7,0,8394,831195,0,831195,831195,42.14,4,7,10368,10532,141230,3,27,2,2012-04-28,3,3,6,2,1,2,3,11
1334,2011,31.83699,-101.420765,11370,1,1,0,0,831195,0,831195,831195,49.24,8,1,8170,11120,831195,1,10,2,2011-08-27,4,4,13,3,1,3,3,6
1335,2011,31.8464,-101.420765,11395,1,1,0,0,831195,0,735000,831195,36.508,8,1,8155,11045,735000,1,10,2,2011-08-21,4,3,13,3,1,3,3,6
1336,2011,31.81792,-101.420765,11361,1,1,0,0,831195,0,831195,831195,55.99784856,8,1,8140,11180,831195,1,10,2,2011-08-27,4,1,13,3,1,3,3,6
1338,2011,31.91252,-101.420765,10330,1,2,0,19500,0,831195,737270,831195,36.408,6,2,8313,10160,737270,4,22,2,2011-06-11,3,3,25,5,6,3,3,8
1340,2011,31.70339,-101.420765,11700,12,13,0,10,831195,0,716157,831195,1.072,7,13,11264,11368,0,2,5,2,2011-07-09,4,3,21,5,1,3,1,1
1341,2012,31.83242,-101.420765,10735,4,8,0,13500,831195,0,831195,831195,107.22,2,8,10485,10617,439946,3,27,2,2012-02-19,3,3,6,2,1,4,3,11
1343,2011,31.82971,-101.420765,10644,1,1,831195,0,0,0,644499,831195,34.168,7,1,8806,10354,644499,1,14,2,2011-07-17,1,4,11,2,7,3,3,3
1345,2011,31.81433,-101.420765,10645,1,1,831195,0,0,0,698959,831195,73.48365573,8,1,8666,10424,698959,1,14,2,2011-08-05,4,5,11,2,7,3,3,3
1346,2012,31.75685,-101.420765,10304,1,2,0,5040,460572,0,306130,465612,65.18104683,1,2,9350,10181,306130,1,13,2,2012-01-25,4,2,26,5,7,4,3,6
1347,2011,31.74176,-101.420765,10724,1,2,831195,10584,0,0,701470,831195,23.404,5,2,8791,10650,701470,1,13,2,2011-05-30,4,4,11,2,7,2,3,3
1348,2012,31.90527,-101.420765,10396,3,6,0,10560,831195,0,831195,831195,54.004,2,6,9185,10266,587837,3,27,2,2012-02-04,3,3,18,3,7,4,3,11
1350,2012,31.92121,-101.420765,10517,4,8,0,12000,831195,0,831195,831195,167.716,3,8,10265,10355,149186,4,27,2,2012-03-24,1,3,13,3,1,2,3,11
1351,2012,31.84887,-101.420765,10855,6,18,44658.6,1961.400032,831195,0,687241,831195,51.71401936,2,18,10707,10785,100090,1,9,2,2012-02-04,5,6,17,3,6,4,3,11
1352,2012,31.83923,-101.420765,10971,7,22,62328,1716,831195,0,808814,831195,52.05450267,2,22,10580,10842,NA,1,9,2,2012-02-06,5,3,13,3,1,4,2,9
1354,2012,31.82874,-101.420765,11147,4,8,0,15000,831195,0,831195,831195,69,4,8,10872,11038,116528,3,27,2,2012-04-29,5,3,14,3,3,2,3,11
1355,2012,31.90127,-101.420765,11600,1,1,831195,0,0,0,831195,831195,63.7,7,1,9022,11438,831195,3,25,2,2012-07-29,4,3,24,5,4,3,3,3
1356,2012,31.89578,-101.420765,11600,1,1,831195,0,0,0,831195,831195,118.444,1,1,8152,11434,831195,3,25,2,2012-01-09,3,3,9,2,4,4,3,3
1359,2011,31.85458,-101.420765,10877,4,8,0,15000,831195,0,831195,831195,101.708,12,8,10620,10757,135334,3,27,2,2011-12-10,3,6,10,2,6,4,3,11
1360,2011,31.83288,-101.420765,10879,4,8,0,15000,831195,0,831195,831195,24.292,12,8,10600,10732,141723,3,27,2,2011-12-16,3,1,13,3,1,4,3,11
1361,2012,31.82346,-101.420765,11135,5,10,0,12000,831195,0,831195,831195,90.432,3,10,10888,11022,136011,3,27,2,2012-03-13,3,1,6,2,1,2,3,11
1363,2012,31.84708,-101.420765,10683,4,8,0,15000,831195,0,831195,831195,131.648,6,8,10396,10526,150208,3,27,2,2012-06-27,3,2,13,3,1,3,3,11
1366,2011,31.83423,-101.420765,10574,1,1,831195,0,0,0,805680,831195,43.248,8,1,8693,10386,805680,1,14,2,2011-08-17,4,4,11,2,7,3,3,3
1367,2011,31.8189,-101.420765,10574,1,1,831195,0,0,0,831195,831195,99.244,10,1,8690,10436,831195,1,14,2,2011-10-11,3,5,11,2,7,1,3,3
1369,2011,31.81772,-101.420765,10652,1,1,831195,0,0,0,800014,831195,124.096,10,1,8699,10440,800014,1,14,2,2011-10-24,1,5,11,2,7,1,3,3
1372,2011,31.6767,-101.420765,12330,1,1,831195,0,0,0,831195,831195,33.984,9,1,9312,12128,831195,2,3,2,2011-09-29,3,3,27,5,8,1,3,3
1375,2012,31.84216,-101.420765,10637,4,8,0,15000,831195,0,831195,831195,89.4,6,8,10366,10534,149466,3,27,2,2012-06-27,3,2,13,3,1,3,3,11
1376,2011,31.82752,-101.420765,11288,1,1,0,0,831195,0,831195,831195,71.07859197,8,1,8130,11130,831195,1,10,2,2011-08-14,4,4,13,3,1,3,3,6
1377,2011,31.7301,-101.420765,11059,12,12,0,0,756582,0,831195,756582,11.188,8,12,10928,10950,5760,1,5,2,2011-08-19,3,3,21,5,1,3,3,11
1379,2011,31.71924,-101.420765,11125,12,12,0,0,721350,0,450707,721350,21.736,9,12,10830,10870,38523,1,5,2,2011-09-24,3,4,21,5,1,1,3,6
1381,2011,31.85988,-101.420765,11105,1,1,0,0,831195,0,831195,831195,105.98,12,1,7965,10910,831195,1,10,2,2011-12-08,3,1,13,3,1,4,3,6
1382,2011,31.81845,-101.420765,11835,1,1,0,0,831195,0,808500,831195,50.444,11,1,7870,10665,808500,1,10,2,2011-11-05,4,4,13,3,1,1,3,6
1383,2011,31.6993,-101.420765,11731,15,15,0,0,804672,0,613084,804672,0.292,8,15,11520,11600,1500,2,5,2,2011-08-14,4,3,6,2,1,3,3,6
1386,2011,31.7101882,-101.420765,11830,13,13,0,0,740292,0,764714,740292,0.248,12,13,11340,11410,36583,2,5,2,2011-12-04,3,6,21,5,1,4,3,11
1388,2011,31.96047,-101.420765,10349,1,1,0,0,821688,0,774294,821688,46.928,10,1,6796,10102,774294,4,35,2,2011-10-22,4,3,5,1,7,1,3,11
1389,2012,31.83024,-101.420765,10730,4,8,0,10500,831195,0,831195,831195,98.776,2,8,10474,10606,382202,3,27,2,2012-02-19,3,2,6,2,1,4,3,11
1390,2012,31.92667,-101.420765,10429,3,6,0,10500,831195,0,831195,831195,14.904,1,6,9010,10243,488537,3,27,2,2012-01-28,4,4,18,3,7,4,3,11
1391,2011,31.84239,-101.420765,10152,1,3,545500,11000,0,0,509500,556500,36.676,11,3,7961,9998,509500,1,12,2,2011-11-23,4,1,18,3,7,1,3,9
1392,2011,31.93711,-101.420765,10428,3,3,0,0,831195,0,831195,831195,42.116,12,4,7271,10245,0,3,27,2,2011-12-01,3,3,18,3,7,4,1,1
1393,2011,31.84726,-101.420765,10140,1,3,534500,11000,0,0,500000,545500,34.888,9,3,7952,10030,500000,1,12,2,2011-09-21,3,3,18,3,7,1,3,9
1394,2012,31.84936,-101.420765,10719,4,8,0,15000,831195,0,831195,831195,49.028,4,8,10428,10526,150467,3,27,2,2012-04-14,3,4,17,3,6,2,3,11
1395,2011,31.87439,-101.420765,11501,1,1,781200,0,0,0,831195,781200,74.232,10,1,8550,11386,831195,1,11,2,2011-10-21,1,6,6,2,1,1,3,3
1396,2012,31.86447,-101.420765,11510,1,1,831195,0,0,0,831195,831195,164.344,4,1,8560,11360,831195,1,11,2,2012-04-18,1,6,6,2,1,2,3,3
1398,2012,31.91885,-101.420765,11267,4,8,0,14000,831195,0,831195,831195,56.644,1,8,10624,10740,136678,3,27,2,2012-01-06,5,5,4,1,6,4,3,11
1400,2012,31.92027,-101.420765,10445,3,6,0,16500,831195,0,831195,831195,56.468,2,6,8804,10263,661055,3,27,2,2012-02-27,4,3,18,3,7,4,3,11
1403,2011,31.8371,-101.420765,10980,1,1,0,0,831195,0,821000,831195,83.38,11,1,7850,10870,821000,1,10,2,2011-11-16,3,1,13,3,1,1,3,6
1405,2011,31.94907,-101.420765,10452,4,8,0,16500,831195,0,831195,831195,19.98,11,8,10250,10310,135996,4,27,2,2011-11-20,4,2,4,1,6,1,3,11
1406,2012,31.87772,-101.420765,10771,4,8,0,0,831195,0,831195,831195,64.344,2,8,10606,10686,135306,3,27,2,2012-02-19,2,6,17,3,6,4,3,11
1407,2011,31.95106,-101.420765,10446,3,6,0,20200,831195,0,831195,831195,73.664,12,6,10248,10354,128456,3,27,2,2011-12-03,4,3,4,1,6,4,3,11
1408,2012,31.88474,-101.420765,11202,4,8,0,10250,831195,0,831195,831195,70.3,5,8,10674,10880,150759,3,27,2,2012-05-02,3,6,1,1,1,2,3,11
1409,2012,31.85802,-101.420765,10606,3,6,0,15000,831195,0,831195,831195,132.544,2,6,10323,10466,318855,3,27,2,2012-02-19,1,3,10,2,6,4,3,11
1411,2011,31.74347,-101.420765,10514,1,1,831195,0,0,0,717041,831195,89.508,11,1,7847,10250,717041,1,32,2,2011-11-28,4,4,18,3,7,1,3,3
1412,2011,31.75734,-101.420765,10555,1,1,831195,0,0,0,830181,831195,84.592,10,1,7950,10420,830181,1,32,2,2011-10-21,1,3,17,3,6,1,3,3
1413,2012,31.83808,-101.420765,10803,4,8,0,16500,831195,0,831195,831195,56.772,4,8,10612,10729,161491,3,27,2,2012-04-14,3,1,13,3,1,2,3,11
1414,2012,31.83466,-101.420765,10890,4,8,0,12000,831195,0,831195,831195,44.212,6,8,10436,10576,150725,3,27,2,2012-06-09,3,4,17,3,6,3,3,11
1416,2011,31.67881,-101.420765,11375,1,1,0,0,831195,0,107600,831195,5.083,11,1,7950,11212,107600,2,3,2,2011-11-06,4,3,13,3,1,1,3,11
1417,2011,31.65171,-101.420765,11630,1,2,0,4200,112560,0,100000,116760,45.42,10,2,7690,11409,100000,2,3,2,2011-10-17,1,3,1,1,1,1,3,6
1418,2011,31.8131,-101.420765,11445,1,1,0,0,831195,0,782000,831195,57.208,12,1,8055,11210,782000,1,10,2,2011-12-02,4,5,13,3,1,4,3,6
1420,2012,31.83429,-101.420765,10977,1,1,0,0,831195,0,831195,831195,36.652,2,1,7960,10720,831195,1,10,2,2012-02-10,4,3,13,3,1,4,3,6
1421,2012,31.81556,-101.420765,11207,1,1,0,0,831195,0,831195,831195,66.948,3,1,7985,10710,831195,1,10,2,2012-03-20,4,3,13,3,1,2,3,6
1423,2012,31.84494,-101.420765,11005,1,1,0,0,831195,0,831195,831195,67.568,2,1,7990,10850,831195,1,10,2,2012-02-21,4,3,13,3,1,4,3,6
1425,2011,31.71062,-101.420765,10952,1,2,0,13000,418800,0,530100,431800,4.528,11,2,9130,10880,530100,2,23,2,2011-11-08,3,4,25,5,6,1,3,11
1426,2011,31.70005,-101.420765,10715,1,2,0,8064,76440,0,264370,84504,4.216,12,2,9350,10660,264370,2,13,2,2011-12-16,4,4,26,5,7,4,3,6
1430,2012,31.83539,-101.420765,11175,3,6,0,13500,831195,0,831195,831195,131.848,1,6,9467,10985,736263,3,27,2,2012-01-28,3,1,6,2,1,4,3,11
1432,2012,31.85412,-101.420765,10849,4,8,0,12000,831195,0,831195,831195,51.136,3,8,10628,10748,150024,3,27,2,2012-03-13,3,4,6,2,1,2,3,11
1434,2012,31.85652,-101.420765,10875,4,7,0,12000,831195,0,831195,831195,64.804,4,7,10610,10782,149994,3,27,2,2012-04-27,3,1,6,2,1,2,3,11
1435,2012,31.80908,-101.420765,11350,1,2,0,11088,831195,0,798120,831195,54.692,2,2,8819,11256,798120,1,13,2,2012-02-25,3,5,6,2,1,4,3,6
1439,2012,31.85245,-101.420765,10992,5,10,0,15000,831195,0,831195,831195,88.68,8,10,10816,10884,143627,3,27,2,2012-08-06,3,4,6,2,1,3,3,11
1441,2012,31.91622,-101.420765,10385,3,6,0,52500,831195,0,831195,831195,48.14,3,6,8860,10218,660716,3,27,2,2012-03-26,3,2,18,3,7,2,3,11
1442,2012,31.88041,-101.420765,10810,4,8,0,13500,831195,0,831195,831195,95.82,3,8,10608,10676,135712,3,27,2,2012-03-13,3,6,17,3,6,2,3,11
1447,2012,31.67797,-101.420765,11655,1,1,0,0,831195,0,50000,831195,19.41496207,1,1,9225,11357,50000,2,3,2,2012-01-24,1,3,21,5,1,4,3,11
1451,2012,31.93864,-101.420765,10503,4,8,0,13500,831195,0,831195,831195,95.916,3,8,10274,10358,135010,3,27,2,2012-03-02,4,2,17,3,6,2,3,11
1453,2012,31.84558,-101.420765,11118,1,1,0,0,831195,0,819500,831195,67.14,3,1,7955,10540,819500,1,10,2,2012-03-15,3,2,13,3,1,2,3,6
1458,2012,31.77932,-101.420765,10548,3,6,0,9000,831195,0,831195,831195,58.508,6,6,9464,10420,616823,1,27,2,2012-06-06,3,3,18,3,7,3,3,11
1461,2011,31.69311,-101.420765,11773,11,22,0,16000,831195,0,609809,831195,7.608,12,22,11446,11610,952,2,5,2,2011-12-26,5,3,21,5,1,4,3,6
1462,2012,31.76356,-101.420765,10939,4,7,0,7500,831195,0,831195,831195,66.956,5,7,10711,10860,135013,1,27,2,2012-05-02,4,3,6,2,1,2,3,11
1463,2012,31.65588,-101.420765,11707,1,1,189000,0,0,0,130000,189000,38.888,1,1,9173,11434,130000,2,3,2,2012-01-18,3,3,21,5,1,4,3,3
1465,2012,31.73963,-101.420765,10943,4,8,0,12000,831195,0,831195,831195,47.492,7,8,10776,10874,151188,1,27,2,2012-07-12,3,3,10,2,6,3,3,11
1466,2012,31.66521,-101.420765,11462,1,1,0,0,124000,0,120000,124000,5.604,1,1,8451,11322,120000,2,3,2,2012-01-18,3,3,6,2,1,4,3,11
1469,2012,31.89295,-101.420765,11236,5,10,0,13500,831195,0,831195,831195,133.616,7,10,10941,11102,134848,1,27,2,2012-07-08,3,6,13,3,1,3,3,11
1471,2012,31.84901,-101.420765,11110,1,1,0,0,831195,0,831195,831195,84.272,3,1,7960,10785,831195,1,10,2,2012-03-08,3,3,13,3,1,2,3,6
1473,2012,31.76732,-101.420765,10509,3,6,0,10500,831195,0,831195,831195,78.02,6,6,9632,10367,459930,1,27,2,2012-06-06,3,4,5,1,7,3,3,11
1474,2012,31.88235,-101.420765,11004,4,8,0,12000,831195,0,831195,831195,101.8054469,5,8,10698,10910,150110,1,27,2,2012-05-02,3,6,13,3,1,2,3,11
1475,2012,31.85604,-101.420765,10664,4,8,0,12000,831195,0,831195,831195,55.836,8,8,10352,10480,61382,3,27,2,2012-08-14,1,3,10,2,6,3,3,11
1477,2012,31.76925,-101.420765,10924,4,8,0,10500,831195,0,831195,831195,51.928,6,8,10730,10822,150241,1,27,2,2012-06-08,4,3,13,3,1,3,3,11
1478,2012,31.83369,-101.420765,10741,4,8,0,12000,831195,0,831195,831195,131.648,6,8,10442,10596,150465,3,27,2,2012-06-27,3,2,13,3,1,3,3,11
1479,2012,31.92695,-101.420765,10428,3,6,0,13500,831195,0,831195,831195,123.4073116,5,6,8710,10193,753542,3,27,2,2012-05-08,3,3,18,3,7,2,3,11
1480,2012,31.69135,-101.420765,11895,10,20,0,12000,827484,0,831195,831195,23.292,4,20,11440,11463,90000,2,5,2,2012-04-14,3,6,21,5,1,2,3,11
1487,2012,31.81496,-101.420765,11475,1,1,0,0,831195,0,801000,831195,70.35833286,3,1,8170,11235,801000,1,10,2,2012-03-20,3,5,13,3,1,2,3,6
1488,2012,31.95364,-101.420765,11503,9,18,0,12000,831195,0,831195,831195,57.16,4,18,10848,10958,35000,4,5,2,2012-04-24,3,3,24,5,4,2,3,6
1491,2012,31.84783,-101.420765,10726,4,8,0,12000,831195,0,831195,831195,78.66,5,8,10445,10605,149635,3,27,2,2012-05-30,3,4,13,3,1,2,3,11
1492,2012,31.79764,-101.420765,11279,5,10,0,15000,831195,0,831195,831195,120.0347822,6,10,10632,11040,95707,3,27,2,2012-06-03,4,2,13,3,1,3,3,11
1493,2012,31.95324,-101.420765,10526,3,6,0,12000,831195,0,831195,831195,87.08,5,6,8877,10213,300256,3,27,2,2012-05-29,1,2,18,3,7,2,3,11
1496,2012,31.73586,-101.420765,10395,1,1,831195,0,0,0,787968,831195,166.34,4,1,7845,10286,787968,1,32,2,2012-04-09,1,4,18,3,7,2,3,3
1499,2012,31.73356,-101.420765,11350,1,2,0,15000,831195,0,123000,831195,86.52,4,2,8933,11146,123000,1,3,2,2012-04-15,2,2,6,2,1,2,3,11
1500,2012,31.6533,-101.420765,12020,1,1,405048,0,0,0,304380,405048,286.748,7,1,10857,11894,304380,2,25,2,2012-07-21,4,3,20,4,1,3,3,3
1501,2012,31.65193,-101.420765,12205,1,1,831195,0,0,0,831195,831195,87.928,5,1,9364,11976,831195,2,25,2,2012-05-26,4,4,21,5,1,2,3,3
1502,2012,31.72844,-101.420765,11167,4,6,0,7500,831195,0,831195,831195,89.104,8,6,10860,11042,150643,2,27,2,2012-08-01,3,3,6,2,1,3,3,11
1503,2012,31.79508,-101.420765,10908,1,2,0,16500,831195,0,789550,831195,70.092,7,2,7964,10730,789550,1,10,2,2012-07-18,4,3,13,3,1,3,3,6
1505,2012,31.84474,-101.420765,11245,1,2,0,12000,831195,0,496525,831195,70.06,7,2,9305,10800,496525,1,10,2,2012-07-25,4,6,21,5,1,3,3,6
1506,2012,31.85546,-101.420765,11028,1,2,0,22000,831195,0,831195,831195,76.764,7,2,7955,10845,831195,1,10,2,2012-07-31,3,4,13,3,1,3,3,6
1507,2012,31.6826,-101.420765,11460,1,2,0,17000,831195,0,120000,831195,8.412,5,2,8152,11321,120000,2,3,2,2012-05-05,3,3,13,3,1,2,3,11
1509,2012,31.77747,-101.420765,11509,1,1,440916,0,0,0,831195,440916,159.2121528,6,1,8410,11400,831195,1,7,2,2012-06-04,4,4,6,2,1,3,3,3
1510,2012,31.70352,-101.420765,11360,1,2,NA,NA,NA,NA,NA,NA,64.176,5,2,8206,11265,831195,1,3,2,2012-05-29,3,2,13,3,1,2,3,3
1513,2012,31.72785,-101.420765,10667,1,1,831195,0,0,0,802974,831195,125.6,6,1,8007,10440,802974,1,32,2,2012-06-27,4,3,18,3,7,3,3,3
1517,2003,31.62843,-101.420765,8590,3,6,0,1500,193946,1500,668600,196946,26.152,4,6,6882,7050,334300,5,27,3,2003-04-17,5,3,16,3,5,2,3,11
1519,2003,31.6031,-101.420765,8540,3,8,0,45500,831195,500,472550,831195,32.70993787,4,3,6827,7004,137550,5,27,3,2003-04-23,3,3,16,3,5,2,3,6
1520,2003,31.56464,-101.420765,8660,3,8,0,5000,195972,0,307850,200972,59.67281149,3,3,6913,7062,134850,5,27,3,2003-03-26,5,3,18,3,7,2,3,11
1521,2003,31.63317,-101.420765,8355,3,8,0,5000,197316,0,311100,202316,36.28399577,3,3,6604,6934,138100,5,27,3,2003-03-26,1,3,16,3,5,2,3,11
1523,2003,31.54523,-101.420765,8198,3,8,0,5000,202337,0,470740,207337,35.02434343,4,3,6458,6633,135740,5,27,3,2003-04-10,4,3,16,3,5,2,3,11
1524,2003,31.53781,-101.420765,8210,3,8,0,5000,196980,0,468860,201980,29.088,4,3,6413,6590,122328,5,27,3,2003-04-17,4,3,3,1,5,2,3,11
1525,2003,31.54521,-101.420765,8112,3,6,0,3500,197736,0,470760,201236,38.48,5,6,6308,6468,133607,6,27,3,2003-05-15,4,3,5,1,7,2,3,11
1526,2003,31.55151,-101.420765,8120,3,8,0,5000,192595,0,472560,197595,28.91222461,5,8,6321,6653,0,6,27,3,2003-05-14,3,3,5,1,7,2,1,1
1527,2003,31.48016,-101.420765,8218,1,1,0,0,260484,0,482040,260484,48.13532361,1,1,6378,8074,482040,5,2,3,2003-01-15,4,3,18,3,7,4,3,6
1528,2003,31.45684,-101.420765,8245,1,1,0,0,209197,0,290050,209197,55.292,3,1,6342,8004,290050,5,2,3,2003-03-23,2,3,18,3,7,2,3,6
1529,2003,31.49233,-101.420765,8225,1,1,0,0,140135,0,284000,140135,33.27003426,1,1,6467,7450,284000,5,2,3,2003-01-17,3,3,16,3,5,4,3,6
1530,2003,31.55065,-101.420765,8135,3,8,0,5000,207501,0,487320,212501,56.83181047,5,8,6368,6508,0,6,27,3,2003-05-15,3,3,18,3,7,2,1,1
1531,2003,31.47572,-101.420765,8258,1,1,0,0,243264,0,290750,243264,42.468,4,1,6382,8046,290750,5,2,3,2003-04-12,3,3,18,3,7,2,3,6
1532,2003,31.47291,-101.420765,8235,1,1,0,0,181546,0,290390,181546,44.50083322,3,1,6352,8016,290390,5,2,3,2003-03-09,3,3,18,3,7,2,3,6
1533,2003,31.46918,-101.420765,8250,1,1,0,0,138440,0,290080,138440,17.685,6,1,6327,7992,290080,5,2,3,2003-06-10,3,2,18,3,7,3,3,6
1536,2003,31.47097,-101.420765,8225,1,1,0,0,185517,0,292190,185517,27.41962381,1,1,6403,8078,292190,5,2,3,2003-01-30,3,3,18,3,7,4,3,6
1537,2003,31.47761,-101.420765,8225,1,1,0,0,222222,0,289940,222222,26.20745867,3,1,6345,8004,289940,5,2,3,2003-03-21,3,3,18,3,7,2,3,6
1538,2003,31.48299,-101.420765,8225,1,1,0,0,186984,0,290030,186984,34.33198681,3,1,6404,8077,290030,5,2,3,2003-03-06,2,3,18,3,7,2,3,6
1541,2003,31.49026,-101.420765,8225,1,1,0,0,192696,0,290230,192696,21.03030391,1,1,6440,8127,290230,5,2,3,2003-01-26,2,3,18,3,7,4,3,6
1543,2003,31.46139,-101.420765,8238,1,1,0,0,189966,0,291891,189966,35.07129045,2,1,6354,8022,291891,5,2,3,2003-02-26,2,3,18,3,7,4,3,6
1544,2003,31.45887,-101.420765,8225,1,1,0,0,185136,0,290180,185136,40.292,2,1,6328,7992,290180,5,2,3,2003-02-05,3,3,18,3,7,4,3,6
1546,2003,31.4544,-101.420765,8225,1,1,0,0,212226,0,290950,212226,31.19237239,3,1,6322,7982,290950,5,2,3,2003-03-23,3,3,18,3,7,2,3,6
1547,2003,31.48383,-101.420765,8270,1,1,0,0,113000,0,284000,113000,41.02,5,1,6305,8136,284000,5,2,3,2003-05-02,3,3,18,3,7,2,3,6
1549,2003,31.54763,-101.420765,8237,1,1,0,0,193372,0,290360,193372,39.96278973,3,1,6605,8175,290360,5,2,3,2003-03-23,2,3,18,3,7,2,3,6
