WellID,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Completion.Month,Number,Depth.Top,Depth.Base,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Date,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Top_Zone,Deepest_Zone2,Completion.Season,Type,Fluid.Units,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type
1361,2012,31.82346,-101.420765,11135,5,10,0,12000,831195,0,831195,831195,90.432,3,10,10888,11022,193710,136011,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-03-13,40,160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1363,2012,31.84708,-101.420765,10683,4,8,0,15000,831195,0,831195,831195,131.648,6,8,10396,10526,203080,150208,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-27,40,20,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1366,2011,31.83423,-101.420765,10574,1,1,831195,0,0,0,805680,831195,43.248,8,1,8693,10386,831195,805680,A,ENERGEN RESOURCES CORPORATION,MIDLAND,2011-08-17,80,80,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
1367,2011,31.8189,-101.420765,10574,1,1,831195,0,0,0,831195,831195,99.244,10,1,8690,10436,831195,831195,A,ENERGEN RESOURCES CORPORATION,MIDLAND,2011-10-11,40,Over 160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,FLUD,LB,SAND
1369,2011,31.81772,-101.420765,10652,1,1,831195,0,0,0,800014,831195,124.096,10,1,8699,10440,831195,800014,A,ENERGEN RESOURCES CORPORATION,MIDLAND,2011-10-24,160,Over 160,WFMP,SPBR_L --> WFMP,SPBR_L,WFMP,autumm,FRAC,GAL,FLUD,LB,SAND
1372,2011,31.6767,-101.420765,12330,1,1,831195,0,0,0,831195,831195,33.984,9,1,9312,12128,831195,831195,B,ATHLON ENERGY OPERATING LLC,MIDLAND,2011-09-29,40,40,WOOD,WFMP --> WOOD,WFMP,WOOD,autumm,FRAC,GAL,FLUD,LB,SAND
1375,2012,31.84216,-101.420765,10637,4,8,0,15000,831195,0,831195,831195,89.4,6,8,10366,10534,218696,149466,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-27,40,20,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1376,2011,31.82752,-101.420765,11288,1,1,0,0,831195,0,831195,831195,71.07859197,8,1,8130,11130,831195,831195,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2011-08-14,80,80,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,GEL,LB,SAND
1377,2011,31.7301,-101.420765,11059,12,12,0,0,756582,0,831195,756582,11.188,8,12,10928,10950,104748,5760,A,BERRY OIL COMPANY,MIDLAND,2011-08-19,40,40,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1379,2011,31.71924,-101.420765,11125,12,12,0,0,721350,0,450707,721350,21.736,9,12,10830,10870,104286,38523,A,BERRY OIL COMPANY,MIDLAND,2011-09-24,40,80,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,autumm,FRAC,GAL,GEL,LB,SAND
1381,2011,31.85988,-101.420765,11105,1,1,0,0,831195,0,831195,831195,105.98,12,1,7965,10910,831195,831195,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2011-12-08,40,160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,winter,FRAC,GAL,GEL,LB,SAND
1382,2011,31.81845,-101.420765,11835,1,1,0,0,831195,0,808500,831195,50.444,11,1,7870,10665,831195,808500,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2011-11-05,80,80,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,autumm,FRAC,GAL,GEL,LB,SAND
1383,2011,31.6993,-101.420765,11731,15,15,0,0,804672,0,613084,804672,0.292,8,15,11520,11600,34042,1500,B,BERRY OIL COMPANY,MIDLAND,2011-08-14,80,40,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,summer,FRAC,GAL,GEL,LB,SAND
1386,2011,31.7101882,-101.420765,11830,13,13,0,0,740292,0,764714,740292,0.248,12,13,11340,11410,76230,36583,B,BERRY OIL COMPANY,MIDLAND,2011-12-04,40,Sub 20,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,winter,FRAC,GAL,X-LINKGEL,LB,CER
1388,2011,31.96047,-101.420765,10349,1,1,0,0,821688,0,774294,821688,46.928,10,1,6796,10102,821688,774294,D,TRILOGY OPERATING INCORPORATED,MIDLAND,2011-10-22,80,40,WFMP,CLFK --> WFMP,CLFK,WFMP,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
1389,2012,31.83024,-101.420765,10730,4,8,0,10500,831195,0,831195,831195,98.776,2,8,10474,10606,597534,382202,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-02-19,40,20,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1390,2012,31.92667,-101.420765,10429,3,6,0,10500,831195,0,831195,831195,14.904,1,6,9010,10243,685788,488537,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-01-28,80,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1391,2011,31.84239,-101.420765,10152,1,3,545500,11000,0,0,509500,556500,36.676,11,3,7961,9998,545000,509500,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2011-11-23,80,160,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,W,LB,SAND
1393,2011,31.84726,-101.420765,10140,1,3,534500,11000,0,0,5e+05,545500,34.888,9,3,7952,10030,534000,5e+05,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2011-09-21,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,W,LB,SAND
1394,2012,31.84936,-101.420765,10719,4,8,0,15000,831195,0,831195,831195,49.028,4,8,10428,10526,212004,150467,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-04-14,40,80,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1395,2011,31.87439,-101.420765,11501,1,1,781200,0,0,0,831195,781200,74.232,10,1,8550,11386,781200,831195,A,CROWNQUEST OPERATING LLC,MIDLAND,2011-10-21,160,Sub 20,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,autumm,FRAC,GAL,FLUD,LB,SAND
1396,2012,31.86447,-101.420765,11510,1,1,831195,0,0,0,831195,831195,164.344,4,1,8560,11360,831195,831195,A,CROWNQUEST OPERATING LLC,MIDLAND,2012-04-18,160,Sub 20,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,spring,FRAC,GAL,FLUD,LB,SAND
1398,2012,31.91885,-101.420765,11267,4,8,0,14000,831195,0,831195,831195,56.644,1,8,10624,10740,179401,136678,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-01-06,Over 160,Over 160,STRAWN,CLFK --> STRAWN,CLFK,STRAWN,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1400,2012,31.92027,-101.420765,10445,3,6,0,16500,831195,0,831195,831195,56.468,2,6,8804,10263,831195,661055,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-02-27,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1403,2011,31.8371,-101.420765,10980,1,1,0,0,831195,0,821000,831195,83.38,11,1,7850,10870,831195,821000,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2011-11-16,40,160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,autumm,FRAC,GAL,GEL,LB,SAND
1405,2011,31.94907,-101.420765,10452,4,8,0,16500,831195,0,831195,831195,19.98,11,8,10250,10310,192260,135996,D,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2011-11-20,80,20,STRAWN,CLFK --> STRAWN,CLFK,STRAWN,autumm,FRAC,GAL,X-LINKGEL,LB,SAND
1406,2012,31.87772,-101.420765,10771,4,8,0,0,831195,0,831195,831195,64.344,2,8,10606,10686,195043,135306,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-02-19,20,Sub 20,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1407,2011,31.95106,-101.420765,10446,3,6,0,20200,831195,0,831195,831195,73.664,12,6,10248,10354,187532,128456,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2011-12-03,80,40,STRAWN,CLFK --> STRAWN,CLFK,STRAWN,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1408,2012,31.88474,-101.420765,11202,4,8,0,10250,831195,0,831195,831195,70.3,5,8,10674,10880,179880,150759,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-05-02,40,Sub 20,ATOKA,CLFK --> ATOKA,CLFK,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1409,2012,31.85802,-101.420765,10606,3,6,0,15000,831195,0,831195,831195,132.544,2,6,10323,10466,371118,318855,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-02-19,160,40,STRAWN,SPBR_L --> STRAWN,SPBR_L,STRAWN,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1411,2011,31.74347,-101.420765,10514,1,1,831195,0,0,0,717041,831195,89.508,11,1,7847,10250,831195,717041,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,2011-11-28,80,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,autumm,FRAC,GAL,FLUD,LB,SAND
1412,2011,31.75734,-101.420765,10555,1,1,831195,0,0,0,830181,831195,84.592,10,1,7950,10420,831195,830181,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,2011-10-21,160,40,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,autumm,FRAC,GAL,FLUD,LB,SAND
1413,2012,31.83808,-101.420765,10803,4,8,0,16500,831195,0,831195,831195,56.772,4,8,10612,10729,216876,161491,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-04-14,40,160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1414,2012,31.83466,-101.420765,10890,4,8,0,12000,831195,0,831195,831195,44.212,6,8,10436,10576,223302,150725,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-09,40,80,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1416,2011,31.67881,-101.420765,11375,1,1,0,0,831195,0,107600,831195,5.083,11,1,7950,11212,831195,107600,B,ATHLON ENERGY OPERATING LLC,MIDLAND,2011-11-06,80,40,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,autumm,FRAC,GAL,X-LINKGEL,LB,SANDRCSD
1417,2011,31.65171,-101.420765,11630,1,2,0,4200,112560,0,1e+05,116760,45.42,10,2,7690,11409,112560,1e+05,B,ATHLON ENERGY OPERATING LLC,MIDLAND,2011-10-17,160,40,ATOKA,CLFK --> ATOKA,CLFK,ATOKA,autumm,FRAC,GAL,GEL,LB,SAND
1418,2011,31.8131,-101.420765,11445,1,1,0,0,831195,0,782000,831195,57.208,12,1,8055,11210,831195,782000,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2011-12-02,80,Over 160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,winter,FRAC,GAL,GEL,LB,SAND
1420,2012,31.83429,-101.420765,10977,1,1,0,0,831195,0,831195,831195,36.652,2,1,7960,10720,831195,831195,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-02-10,80,40,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,winter,FRAC,GAL,GEL,LB,SAND
1421,2012,31.81556,-101.420765,11207,1,1,0,0,831195,0,831195,831195,66.948,3,1,7985,10710,831195,831195,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-03-20,80,40,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,spring,FRAC,GAL,GEL,LB,SAND
1423,2012,31.84494,-101.420765,11005,1,1,0,0,831195,0,831195,831195,67.568,2,1,7990,10850,831195,831195,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-02-21,80,40,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,winter,FRAC,GAL,GEL,LB,SAND
1425,2011,31.71062,-101.420765,10952,1,2,0,13000,418800,0,530100,431800,4.528,11,2,9130,10880,418800,530100,B,MIDENERGY OPERATING LLC,MIDLAND,2011-11-08,40,80,STRAWN,WFMP --> STRAWN,WFMP,STRAWN,autumm,FRAC,GAL,X-LINKGEL,LB,SANDCER
1426,2011,31.70005,-101.420765,10715,1,2,0,8064,76440,0,264370,84504,4.216,12,2,9350,10660,76440,264370,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2011-12-16,80,80,WFMP,WFMP --> WFMP,WFMP,WFMP,winter,FRAC,GAL,GEL,LB,SAND
1430,2012,31.83539,-101.420765,11175,3,6,0,13500,831195,0,831195,831195,131.848,1,6,9467,10985,831195,736263,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-01-28,40,160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1432,2012,31.85412,-101.420765,10849,4,8,0,12000,831195,0,831195,831195,51.136,3,8,10628,10748,173978,150024,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-03-13,40,80,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1434,2012,31.85652,-101.420765,10875,4,7,0,12000,831195,0,831195,831195,64.804,4,7,10610,10782,202996,149994,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-04-27,40,160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1435,2012,31.80908,-101.420765,11350,1,2,0,11088,831195,0,798120,831195,54.692,2,2,8819,11256,831195,798120,A,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2012-02-25,40,Over 160,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,winter,FRAC,GAL,GEL,LB,SAND
1439,2012,31.85245,-101.420765,10992,5,10,0,15000,831195,0,831195,831195,88.68,8,10,10816,10884,187920,143627,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-08-06,40,80,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1441,2012,31.91622,-101.420765,10385,3,6,0,52500,831195,0,831195,831195,48.14,3,6,8860,10218,747588,660716,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-03-26,40,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1442,2012,31.88041,-101.420765,10810,4,8,0,13500,831195,0,831195,831195,95.82,3,8,10608,10676,182723,135712,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-03-13,40,Sub 20,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1447,2012,31.67797,-101.420765,11655,1,1,0,0,831195,0,50000,831195,19.41496207,1,1,9225,11357,831195,50000,B,ATHLON ENERGY OPERATING LLC,MIDLAND,2012-01-24,160,40,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1451,2012,31.93864,-101.420765,10503,4,8,0,13500,831195,0,831195,831195,95.916,3,8,10274,10358,185684,135010,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-03-02,80,20,STRAWN,SPBR_U --> STRAWN,SPBR_U,STRAWN,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1453,2012,31.84558,-101.420765,11118,1,1,0,0,831195,0,819500,831195,67.14,3,1,7955,10540,831195,819500,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-03-15,40,20,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,spring,FRAC,GAL,GEL,LB,SAND
1458,2012,31.77932,-101.420765,10548,3,6,0,9000,831195,0,831195,831195,58.508,6,6,9464,10420,742705,616823,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-06,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1461,2011,31.69311,-101.420765,11773,11,22,0,16000,831195,0,609809,831195,7.608,12,22,11446,11610,27636,952,B,BERRY OIL COMPANY,MIDLAND,2011-12-26,Over 160,40,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,winter,FRAC,GAL,GEL,LB,CER
1462,2012,31.76356,-101.420765,10939,4,7,0,7500,831195,0,831195,831195,66.956,5,7,10711,10860,197196,135013,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-05-02,80,40,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1463,2012,31.65588,-101.420765,11707,1,1,189000,0,0,0,130000,189000,38.888,1,1,9173,11434,189000,130000,B,ATHLON ENERGY OPERATING LLC,MIDLAND,2012-01-18,40,40,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,winter,FRAC,GAL,FLUD,LB,SAND
1465,2012,31.73963,-101.420765,10943,4,8,0,12000,831195,0,831195,831195,47.492,7,8,10776,10874,184581,151188,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-07-12,40,40,STRAWN,SPBR_L --> STRAWN,SPBR_L,STRAWN,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1466,2012,31.66521,-101.420765,11462,1,1,0,0,124000,0,120000,124000,5.604,1,1,8451,11322,124000,120000,B,ATHLON ENERGY OPERATING LLC,MIDLAND,2012-01-18,40,40,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,winter,FRAC,GAL,X-LINKGEL,LB,SAND
1469,2012,31.89295,-101.420765,11236,5,10,0,13500,831195,0,831195,831195,133.616,7,10,10941,11102,203757,134848,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-07-08,40,Sub 20,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1471,2012,31.84901,-101.420765,11110,1,1,0,0,831195,0,831195,831195,84.272,3,1,7960,10785,831195,831195,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-03-08,40,40,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,spring,FRAC,GAL,GEL,LB,SAND
1473,2012,31.76732,-101.420765,10509,3,6,0,10500,831195,0,831195,831195,78.02,6,6,9632,10367,594815,459930,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-06,40,80,WFMP,CLFK --> WFMP,CLFK,WFMP,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1474,2012,31.88235,-101.420765,11004,4,8,0,12000,831195,0,831195,831195,101.8054469,5,8,10698,10910,223070,150110,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-05-02,40,Sub 20,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1475,2012,31.85604,-101.420765,10664,4,8,0,12000,831195,0,831195,831195,55.836,8,8,10352,10480,212673,61382,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-08-14,160,40,STRAWN,SPBR_L --> STRAWN,SPBR_L,STRAWN,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1477,2012,31.76925,-101.420765,10924,4,8,0,10500,831195,0,831195,831195,51.928,6,8,10730,10822,215112,150241,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-08,80,40,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1478,2012,31.83369,-101.420765,10741,4,8,0,12000,831195,0,831195,831195,131.648,6,8,10442,10596,209045,150465,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-27,40,20,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1479,2012,31.92695,-101.420765,10428,3,6,0,13500,831195,0,831195,831195,123.4073116,5,6,8710,10193,831195,753542,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-05-08,40,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1480,2012,31.69135,-101.420765,11895,10,20,0,12000,827484,0,831195,831195,23.292,4,20,11440,11463,130662,90000,B,BERRY OIL COMPANY,MIDLAND,2012-04-14,40,Sub 20,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,CER
1487,2012,31.81496,-101.420765,11475,1,1,0,0,831195,0,801000,831195,70.35833286,3,1,8170,11235,831195,801000,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-03-20,40,Over 160,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,spring,FRAC,GAL,GEL,LB,SAND
1488,2012,31.95364,-101.420765,11503,9,18,0,12000,831195,0,831195,831195,57.16,4,18,10848,10958,106176,35000,D,BERRY OIL COMPANY,MIDLAND,2012-04-24,40,40,SIL_DEV,WFMP --> SIL_DEV,WFMP,SIL_DEV,spring,FRAC,GAL,GEL,LB,CER
1491,2012,31.84783,-101.420765,10726,4,8,0,12000,831195,0,831195,831195,78.66,5,8,10445,10605,218724,149635,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-05-30,40,80,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1492,2012,31.79764,-101.420765,11279,5,10,0,15000,831195,0,831195,831195,120.0347822,6,10,10632,11040,130878,95707,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-03,80,20,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1493,2012,31.95324,-101.420765,10526,3,6,0,12000,831195,0,831195,831195,87.08,5,6,8877,10213,662647,300256,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-05-29,160,20,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1496,2012,31.73586,-101.420765,10395,1,1,831195,0,0,0,787968,831195,166.34,4,1,7845,10286,831195,787968,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,2012-04-09,160,80,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,FLUD,LB,SAND
1499,2012,31.73356,-101.420765,11350,1,2,0,15000,831195,0,123000,831195,86.52,4,2,8933,11146,831195,123000,A,ATHLON ENERGY OPERATING LLC,MIDLAND,2012-04-15,20,20,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,SANDRCSD
1500,2012,31.6533,-101.420765,12020,1,1,405048,0,0,0,304380,405048,286.748,7,1,10857,11894,405048,304380,B,PARSLEY ENERGY OPERATIONS LLC,MIDLAND,2012-07-21,80,40,ATOKA,STRAWN --> ATOKA,STRAWN,ATOKA,summer,FRAC,GAL,FLUD,LB,SAND
1501,2012,31.65193,-101.420765,12205,1,1,831195,0,0,0,831195,831195,87.928,5,1,9364,11976,831195,831195,B,PARSLEY ENERGY OPERATIONS LLC,MIDLAND,2012-05-26,80,80,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,spring,FRAC,GAL,FLUD,LB,SAND
1502,2012,31.72844,-101.420765,11167,4,6,0,7500,831195,0,831195,831195,89.104,8,6,10860,11042,216792,150643,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-08-01,40,40,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,summer,FRAC,GAL,X-LINKGEL,LB,SAND
1503,2012,31.79508,-101.420765,10908,1,2,0,16500,831195,0,789550,831195,70.092,7,2,7964,10730,831195,789550,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-07-18,80,40,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,GEL,LB,SAND
1505,2012,31.84474,-101.420765,11245,1,2,0,12000,831195,0,496525,831195,70.06,7,2,9305,10800,831195,496525,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-07-25,80,Sub 20,ATOKA,WFMP --> ATOKA,WFMP,ATOKA,summer,FRAC,GAL,GEL,LB,SAND
1506,2012,31.85546,-101.420765,11028,1,2,0,22000,831195,0,831195,831195,76.764,7,2,7955,10845,831195,831195,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-07-31,40,80,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,summer,FRAC,GAL,GEL,LB,SAND
1507,2012,31.6826,-101.420765,11460,1,2,0,17000,831195,0,120000,831195,8.412,5,2,8152,11321,831195,120000,B,ATHLON ENERGY OPERATING LLC,MIDLAND,2012-05-05,40,40,ATOKA,SPBR_U --> ATOKA,SPBR_U,ATOKA,spring,FRAC,GAL,X-LINKGEL,LB,SANDRCSD
1509,2012,31.77747,-101.420765,11509,1,1,440916,0,0,0,831195,440916,159.2121528,6,1,8410,11400,440916,831195,A,BREITBURN OPERATING LIMITED PARTNERSHIP,MIDLAND,2012-06-04,80,80,ATOKA,SPBR_L --> ATOKA,SPBR_L,ATOKA,summer,FRAC,GAL,FLUD,LB,SAND
1513,2012,31.72785,-101.420765,10667,1,1,831195,0,0,0,802974,831195,125.6,6,1,8007,10440,831195,802974,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,2012-06-27,80,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,summer,FRAC,GAL,FLUD,LB,SAND
1517,2003,31.62843,-101.420765,8590,3,6,0,1500,193946,1500,668600,196946,26.152,4,6,6882,7050,60060,334300,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-17,Over 160,40,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,spring,FRAC,GAL,X-LINKGEL,LB,SAND
1519,2003,31.6031,-101.420765,8540,3,8,0,45500,831195,500,472550,831195,32.70993787,4,3,6827,7004,831195,137550,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-23,40,40,SPBR_L,SPBR_U --> SPBR_L,SPBR_U,SPBR_L,spring,FRAC,GAL,GEL,LB,SAND
1520,2003,31.56464,-101.420765,8660,3,8,0,5000,195972,0,307850,200972,59.67281149,3,3,6913,7062,47376,134850,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-03-26,Over 160,40,WFMP,SPBR_U --> WFMP,SPBR_U,WFMP,spring,FRAC,GAL,X-LINKGEL,LB,SAND
