EUR_o..Mstb.,Subarea,Operator,County,Completion.Year,Surface.Latitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Top_Zone,Deepest_Zone,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Fluid...Total..lbs.,Type,Depth.Top,Fluid.Amount,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Type,Additive,Mesh.Size,BEND..KHW.
36.676,1,12,2,2011,31.84239,10152,4,1,3,7,1,3,509500,556500,3,7961,545000,9,509500,3,13.0037517617,6.2664760377,10905.94
42.116,3,27,2,2011,31.93711,10428,3,3,3,7,3,3,1423739,1052798,1,7271,5173,1,0,6,11,7.5178425953,10486.71
34.888,1,12,2,2011,31.84726,10140,3,3,3,7,1,3,500000,545500,3,7952,534000,9,500000,3,9,6.6074467547,10947.77
49.028,3,27,2,2012,31.84936,10719,3,4,3,6,4,8,1347700,1403199,3,10428,212004,11,150467,3,20,9,10636.06
74.232,1,11,2,2011,31.87439,11501,1,6,2,1,1,1,866400,781200,3,8550,781200,3,866400,3,14.0426364816,8.0921897235,10923.61
164.344,1,11,2,2012,31.86447,11510,1,6,2,1,1,1,970400,897120,3,8560,897120,3,970400,3,12.8164244792,7.9031434065,10920.8
56.644,3,27,2,2012,31.91885,11267,5,5,1,6,4,8,1058922,1098116,3,10624,179401,11,136678,3,3,9,10848.51
56.468,3,27,2,2012,31.92027,10445,4,3,3,7,3,6,1423437,1349935,3,8804,925239,11,661055,3,3,8.1118731336,10476.48
83.38,1,10,2,2011,31.8371,10980,3,1,3,1,1,1,821000,1312584,3,7850,1312584,6,821000,3,9,6.100276904,10513.7
19.98,4,27,2,2011,31.94907,10452,4,2,1,6,4,8,1573985,1460609,3,10250,192260,11,135996,3,4,9,10422.69
64.344,3,27,2,2012,31.87772,10771,2,6,3,6,4,8,1415768,1234173,3,10606,195043,11,135306,3,3,9,10843.25
73.664,3,27,2,2011,31.95106,10446,4,3,1,6,3,6,1238775,1408227,3,10248,187532,11,128456,3,6,9,10434.28
70.3,3,27,2,2012,31.88474,11202,3,6,1,1,4,8,1399220,1118038,3,10674,179880,11,150759,3,20,9,10888.33
132.544,3,27,2,2012,31.85802,10606,1,3,2,6,3,6,1445816,1192926,3,10323,371118,11,318855,3,9,9,10537.75
89.508,1,32,2,2011,31.74347,10514,4,4,3,7,1,1,717041,1015350,3,7847,1015350,3,717041,3,13.5701063972,6.7169745389,10718.85
84.592,1,32,2,2011,31.75734,10555,1,3,3,6,1,1,830181,1314264,3,7950,1314264,3,830181,3,13.2263060382,7.8093159946,10902.43
56.772,3,27,2,2012,31.83808,10803,3,1,3,1,4,8,1423712,1389341,3,10612,216876,11,161491,3,20,9,10755.01
44.212,3,27,2,2012,31.83466,10890,3,4,3,6,4,8,1461359,1451288,3,10436,223302,11,150725,3,20,9,10751.74
5.083,2,3,2,2011,31.67881,11375,4,3,3,1,1,1,107600,1351602,3,7950,1351602,11,107600,5,15.5179786718,6.6861457999,10739.86
45.42,2,3,2,2011,31.65171,11630,1,3,1,1,1,2,100000,116760,3,7690,112560,6,100000,3,9,6,10875.24
57.208,1,10,2,2011,31.8131,11445,4,5,3,1,1,1,782000,1169910,3,8055,1169910,6,782000,3,9,7.3272805398,10961.12
36.652,1,10,2,2012,31.83429,10977,4,3,3,1,1,1,888500,1409520,3,7960,1409520,6,888500,3,9.7797480026,7.2365399649,10512.5
66.948,1,10,2,2012,31.81556,11207,4,3,3,1,1,1,929580,1363320,3,7985,1363320,6,929580,3,9,7.8819629119,10534.79
67.568,1,10,2,2012,31.84494,11005,4,3,3,1,1,1,926180,1445514,3,7990,1445514,6,926180,3,9.7890411157,7.1070782405,10516.97
4.528,2,23,2,2011,31.71062,10952,3,4,5,6,1,2,530100,431800,3,9130,418800,11,530100,4,20,6.2811237353,10923.38
4.216,2,13,2,2011,31.70005,10715,4,4,5,7,1,2,264370,84504,3,9350,76440,6,264370,3,9,6.1186325416,11029.22
131.848,3,27,2,2012,31.83539,11175,3,1,2,1,3,6,1376898,1445226,3,9467,1019088,11,736263,3,7,9,10842.76
51.136,3,27,2,2012,31.85412,10849,3,4,2,1,4,8,1437569,1131650,3,10628,173978,11,150024,3,20,9,10809.94
64.804,3,27,2,2012,31.85652,10875,3,1,2,1,4,7,1224984,1212862,3,10610,202996,11,149994,3,20,9,10816
54.692,1,13,2,2012,31.80908,11350,3,5,2,1,1,2,798120,943152,3,8819,932064,6,798120,3,9,8.114324146,10874.53
88.68,3,27,2,2012,31.85245,10992,3,4,2,1,5,10,1377555,1463328,3,10816,187920,11,143627,3,17,9,10811
48.14,3,27,2,2012,31.91622,10385,3,2,3,7,3,6,1458884,1252408,3,8860,747588,11,660716,3,3,8.1858978022,10462.54
95.82,3,27,2,2012,31.88041,10810,3,6,3,6,4,8,1506739,1375652,3,10608,182723,11,135712,3,20,9,10818.88
19.41496207,2,3,2,2012,31.67797,11655,1,3,5,1,1,1,50000,6053124,3,9225,6053124,11,50000,3,20,6.4545708235,10992.25
95.916,3,27,2,2012,31.93864,10503,4,2,3,6,4,8,1449098,1429125,3,10274,185684,11,135010,3,9,9,10429.94
67.14,1,10,2,2012,31.84558,11118,3,2,3,1,1,1,819500,1256850,3,7955,1256850,6,819500,3,9,8.0725610895,10344.73
58.508,1,27,2,2012,31.77932,10548,3,3,3,7,3,6,1250497,1029771,3,9464,742705,11,616823,3,20,6.6047312133,11132.36
7.608,2,5,2,2011,31.69311,11773,5,3,5,1,11,22,609809,858000,3,11446,27636,6,952,1,9,6,10912.79
66.956,1,27,2,2012,31.76356,10939,4,3,2,1,4,7,1337138,1335326,3,10711,197196,11,135013,3,20,8.2192798299,10896.34
38.888,2,3,2,2012,31.65588,11707,3,3,5,1,1,1,130000,189000,3,9173,189000,3,130000,3,13.617917719,6.3438136743,10952.48
47.492,1,27,2,2012,31.73963,10943,3,3,2,6,4,8,1381241,1335581,3,10776,184581,11,151188,3,20,9,10972.88
5.604,2,3,2,2012,31.66521,11462,3,3,2,1,1,1,120000,124000,3,8451,124000,11,120000,3,17,6.4387499093,10912.59
133.616,1,27,2,2012,31.89295,11236,3,6,3,1,5,10,1528015,1407711,3,10941,203757,11,134848,3,20,9,10881.78
84.272,1,10,2,2012,31.84901,11110,3,3,3,1,1,1,846000,1353282,3,7960,1353282,6,846000,3,9,7.9830692379,10374.02
78.02,1,27,2,2012,31.76732,10509,3,4,1,7,3,6,1154722,947669,3,9632,594815,11,459930,3,20,6.6804149539,11102.97
101.8054469,1,27,2,2012,31.88235,11004,3,6,3,1,4,8,1447742,1434357,3,10698,223070,11,150110,3,20,9,10912.81
55.836,3,27,2,2012,31.85604,10664,1,3,2,6,4,8,1320008,1221621,3,10352,212673,11,61382,3,20,6,10548.05
51.928,1,27,2,2012,31.76925,10924,4,3,3,1,4,8,1408928,1396392,3,10730,215112,11,150241,3,20,6,10908.46
131.648,3,27,2,2012,31.83369,10741,3,2,3,1,4,8,1388203,1212845,3,10442,209045,11,150465,3,20,6,10621.75
123.4073116,3,27,2,2012,31.92695,10428,3,3,3,7,3,6,1444110,1392470,3,8710,983084,11,753542,3,20,7.4539341799,10448.38
23.292,2,5,2,2012,31.69135,11895,3,6,5,1,10,20,936440,839484,3,11440,130662,11,90000,1,20,6,10970.63
70.35833286,1,10,2,2012,31.81496,11475,3,5,3,1,1,1,801000,1278690,3,8170,1278690,6,801000,3,9,8.5026989675,10931.73
57.16,4,5,2,2012,31.95364,11503,3,3,5,4,9,18,996200,902106,3,10848,106176,6,35000,1,9,6,10318.07
78.66,3,27,2,2012,31.84783,10726,3,4,3,1,4,8,1345603,1363808,3,10445,218724,11,149635,3,20,6,10641.95
120.0347822,3,27,2,2012,31.79764,11279,4,2,3,1,5,10,1551766,1489446,3,10632,130878,11,95707,3,17,6,10613.6
87.08,3,27,2,2012,31.95324,10526,1,2,3,7,3,6,995147,1121640,3,8877,662647,11,300256,3,20,6,10471.1
166.34,1,32,2,2012,31.73586,10395,1,4,3,7,1,1,787968,1121190,3,7845,1121190,3,787968,3,13.9063507085,7.0305539065,10703.83
86.52,1,3,2,2012,31.73356,11350,2,2,2,1,1,2,123000,1541994,3,8933,1526994,11,123000,5,16.1106994206,6.5283927713,10736.7
286.748,2,25,2,2012,31.6533,12020,4,3,4,1,1,1,304380,405048,3,10857,405048,3,304380,3,13.4311935059,6.8648705259,11031.23
87.928,2,25,2,2012,31.65193,12205,4,4,5,1,1,1,1245440,1539006,3,9364,1539006,3,1112000,3,13.8626305261,7.4211282487,11083.87
89.104,2,27,2,2012,31.72844,11167,3,3,2,1,4,6,1045651,1206378,3,10860,216792,11,150643,3,20,6,10957.52
70.092,1,10,2,2012,31.79508,10908,4,3,3,1,1,2,789550,1236810,3,7964,1220310,6,789550,3,9,7.7981299066,10524.57
70.06,1,10,2,2012,31.84474,11245,4,6,5,1,1,2,496525,988889,3,9305,976889,6,496525,3,9,7.3781378081,10534.91
76.764,1,10,2,2012,31.85546,11028,3,4,3,1,1,2,843000,1295608,3,7955,1273608,6,843000,3,9,6.9845378213,10500.37
8.412,2,3,2,2012,31.6826,11460,3,3,3,1,1,2,120000,1603634,3,8152,1586634,11,120000,5,17,6.5315794892,10857.13
159.2121528,1,7,2,2012,31.77747,11509,4,4,2,1,1,1,936100,440916,3,8410,440916,3,936100,3,14.2192445457,6.6630426732,10944.49
64.176,1,3,2,2012,31.70352,11360,3,2,3,1,1,2,954450.177836721,1183802.07878861,3,8206,1520526,3,994337,5,8,6.3187972901,10775.12
125.6,1,32,2,2012,31.72785,10667,4,3,3,7,1,1,802974,1161972,3,8007,1161972,3,802974,3,11.6105991171,7.5328563925,10701.71
26.152,5,27,3,2003,31.62843,8590,5,3,3,5,3,6,668600,196946,3,6882,60060,11,334300,3,16.7448867881,6,10640.84
32.70993787,5,27,3,2003,31.6031,8540,3,3,3,5,3,8,472550,2541052,3,6827,2337300,6,137550,3,15.5840260829,6,10580.05
59.67281149,5,27,3,2003,31.56464,8660,5,3,3,7,3,8,307850,200972,3,6913,47376,11,134850,3,15.4867173979,6,10632.08
36.28399577,5,27,3,2003,31.63317,8355,1,3,3,5,3,8,311100,202316,3,6604,61320,11,138100,3,15.758700391,6,10451.44
35.02434343,5,27,3,2003,31.54523,8198,4,3,3,5,3,8,470740,207337,3,6458,55356,11,135740,3,13.0374750118,6,10376.21
29.088,5,27,3,2003,31.53781,8210,4,3,1,5,3,8,468860,201980,3,6413,51492,11,122328,3,10.6120979185,6,10367.06
38.48,6,27,3,2003,31.54521,8112,4,3,1,7,3,6,470760,201236,3,6308,56910,11,133607,3,11,6,10338.57
28.91222461,6,27,3,2003,31.55151,8120,3,3,1,7,3,8,472560,197595,1,6321,500,1,0,6,11,5.9696254898,10331.08
48.13532361,5,2,3,2003,31.48016,8218,4,3,3,7,1,1,482040,260484,3,6378,260484,6,482040,3,10.3946950879,6,10361.91
55.292,5,2,3,2003,31.45684,8245,2,3,3,7,1,1,290050,209197,3,6342,209197,6,290050,3,9,6,10360.3630934937
33.27003426,5,2,3,2003,31.49233,8225,3,3,3,5,1,1,284000,140135,3,6467,140135,6,284000,3,11.2359545602,6,10371.11
56.83181047,6,27,3,2003,31.55065,8135,3,3,3,7,3,8,487320,212501,1,6368,500,1,0,6,11.4590952788,5.9912785668,10344.59
42.468,5,2,3,2003,31.47572,8258,3,3,3,7,1,1,290750,243264,3,6382,243264,6,290750,3,9,6,10367.15
44.50083322,5,2,3,2003,31.47291,8235,3,3,3,7,1,1,290390,181546,3,6352,181546,6,290390,3,9.4200689343,6,10363.8393698512
17.685,5,2,3,2003,31.46918,8250,3,2,3,7,1,1,290080,138440,3,6327,138440,6,290080,3,9.4807892814,6,10331.289207594
27.41962381,5,2,3,2003,31.47097,8225,3,3,3,7,1,1,292190,185517,3,6403,185517,6,292190,3,9.4797630529,6,10369.36
26.20745867,5,2,3,2003,31.47761,8225,3,3,3,7,1,1,289940,222222,3,6345,222222,6,289940,3,10.1400320099,6,10340.8719989647
34.33198681,5,2,3,2003,31.48299,8225,2,3,3,7,1,1,290030,186984,3,6404,186984,6,290030,3,9,6,10362.43
21.03030391,5,2,3,2003,31.49026,8225,2,3,3,7,1,1,290230,192696,3,6440,192696,6,290230,3,10.5563344244,6,10367.77
35.07129045,5,2,3,2003,31.46139,8238,2,3,3,7,1,1,291891,189966,3,6354,189966,6,291891,3,10.0312414281,6,10342.0952550065
40.292,5,2,3,2003,31.45887,8225,3,3,3,7,1,1,290180,185136,3,6328,185136,6,290180,3,10.5140603014,6,10325.1569265681
31.19237239,5,2,3,2003,31.4544,8225,3,3,3,7,1,1,290950,212226,3,6322,212226,6,290950,3,10.4621742896,6,10337.7298058344
41.02,5,2,3,2003,31.48383,8270,3,3,3,7,1,1,284000,113000,3,6305,113000,6,284000,3,11.0463122949,6,10289.2552431252
39.96278973,5,2,3,2003,31.54763,8237,2,3,3,7,1,1,290360,193372,3,6605,193372,6,290360,3,9,6,10430.53
43.108,5,2,3,2003,31.47219,8243,3,3,3,7,1,1,291310,197292,3,6308,197292,6,291310,3,11.5891468147,6,10295.9693605636
13.363,5,2,3,2003,31.5389,8246,3,3,3,7,1,1,291000,154000,3,6602,154000,6,291000,3,9,6,10432.75
15.7871887,5,2,3,2003,31.4905,8252,4,3,1,7,1,1,289760,172536,3,6472,172536,6,289760,3,10.5827743415,6,10360.01
21.976,5,27,3,2003,31.59362,8700,5,3,1,7,3,8,454404,212020,3,6874,65900,11,127716,3,16.5191518184,6,10654.52
23.639,5,27,3,2003,31.46657,9315,4,2,3,7,5,10,508120,348454,3,9090,67351,6,16200,3,13.3440923693,6,10441.75
45.448,5,27,3,2003,31.60893,8690,1,3,1,7,3,8,470980,200760,3,6830,50650,11,138529,3,15.3747122782,6,10607.26
36.91160307,6,2,3,2003,31.64331,8300,4,3,1,7,4,8,504000,286770,3,8062,99400,9,30700,3,13.9298910267,6,10206.85
34.89567384,6,2,3,2003,31.6183,8047,3,2,3,5,3,6,460600,175200,3,6266,43500,6,130000,3,9,6,10199.99
25.408,6,2,3,2003,31.61,8000,4,3,3,5,3,6,463200,175000,3,6316,43000,6,132000,3,9,6,10255.59
65.90859364,6,2,3,2003,31.60975,8450,4,4,3,7,4,8,498500,271200,1,7901,3000,1,0,6,11,6.0372374123,10185.1585950197
36.51621832,5,2,3,2003,31.54204,8237,3,3,1,7,1,1,291500,187216,3,6548,187216,6,291500,3,12.5554907086,6,10400.76
29.19716485,5,2,3,2003,31.54827,8227,3,3,3,7,1,1,289640,189533,3,6521,189533,6,289640,3,10.7424869916,6,10397.67
40.412,5,27,3,2003,31.61882,8590,1,3,1,7,3,6,472100,194042,3,6820,53718,11,136274,3,13.1262207562,6,10603.19
25.76,5,27,3,2003,31.47368,9300,1,4,1,7,5,10,507061,356901,3,9080,73458,6,13602,3,14.3770132987,6,10431.24
33.312,5,27,3,2003,31.46127,9250,4,2,3,7,3,8,471451,204202,1,6580,500,1,0,6,11,5.9510278962,10464.19
24.501905,5,27,3,2003,31.58599,8620,1,3,1,7,3,7,472280,197649,1,6802,500,1,0,6,11,5.9999999829,10596.14
25.01447869,5,27,3,2003,31.57456,8630,4,2,1,5,3,8,471640,206138,1,6810,500,1,0,6,11,5.9999999785,10590.47
37.176,5,27,3,2003,31.59868,8550,5,3,1,7,3,8,473380,138854,1,6732,500,1,0,6,11,5.9999999773,10524.52
26.95602748,5,2,3,2003,31.47996,8276,3,3,3,7,1,1,289330,220500,3,6317,220500,6,289330,3,9,6,10314.6651243049
16.66110048,5,2,3,2003,31.52689,8240,3,3,3,7,1,1,290200,197782,3,6495,197782,6,290200,3,9,6,10368.86
44.124,5,27,3,2003,31.61728,8577,3,3,1,7,3,7,470820,193546,1,6760,500,1,0,6,11,5.9999999788,10561.11
31.38,5,27,3,2003,31.58893,8540,5,3,1,7,3,7,472120,190354,1,6722,500,1,0,6,11,5.9999999755,10551.38
21.748,5,27,3,2003,31.64919,8440,4,3,1,7,3,7,471640,218452,1,6626,500,1,0,6,11,5.9215951299,10463.86
42.688,5,27,3,2003,31.61864,8345,1,3,3,7,3,6,472920,192976,3,6594,48872,11,130750,3,13.5819456076,6,10441.57
33.07515132,6,2,3,2003,31.63937,8050,1,3,3,5,3,6,461800,177200,3,6360,43500,6,131200,3,9,6,10253.53
23.428,6,27,3,2003,31.63724,8430,1,3,3,7,3,6,471410,145309,3,7916,19290,11,155000,3,20,6,10400.57
39.0632123,5,2,3,2003,31.4242,8246,3,2,1,7,1,1,289000,166295,3,6200,166295,6,289000,3,11.2472781577,6,10249.0062688665
24.752,5,2,3,2003,31.4866,8280,4,3,1,7,1,1,288550,141194,3,6316,141194,6,288550,3,9,6,10334.8521134191
22.30126664,5,2,3,2003,31.45166,8200,1,3,3,7,1,1,290310,153212,3,6494,153212,6,290310,3,9,6,10430.21
17.03591569,5,2,3,2004,31.44537,8154,3,2,1,7,2,2,350000,220506,3,7677,92916,11,135000,3,9,6,10364.1755719708
40.66573967,5,2,3,2003,31.42677,8295,3,2,3,7,1,1,290310,153212,3,6278,153212,6,290310,3,9,6,10347.1763550983
44.39708554,5,2,3,2003,31.43175,8266,3,3,3,7,1,1,290560,149834,3,6270,149834,6,290560,3,10.5436857546,6,10357.0089325974
49.95212264,5,2,3,2003,31.42459,8200,3,3,3,7,1,1,135000,90365,3,6330,90365,6,135000,3,9.9819531478,6,10361.3163650219
17.94,5,2,3,2004,31.51953,8306,3,3,1,7,2,2,350000,220506,3,7934,92916,6,135000,3,15.2128750938,6,10409.22
36.78123071,5,2,3,2003,31.52899,8310,2,3,1,5,1,1,290680,134832,3,6625,134832,6,290680,3,13.2066328557,5.9391739743,10457.87
11.52,5,2,3,2003,31.43354,8184,3,3,1,7,1,1,135000,90365,3,6364,90365,6,135000,3,9,6,10378.587093521
17.30257449,5,2,3,2003,31.45807,8208,3,3,1,7,1,1,135000,90365,3,6257,90365,6,135000,3,12.5480994667,6,10257.2408103934
44.38544029,5,2,3,2003,31.46217,8200,3,3,1,7,1,1,135000,90365,3,6361,90365,6,135000,3,11.9931860708,6,10369.73
39.324,5,2,3,2003,31.45611,8200,3,3,3,7,1,1,135000,90365,3,6387,90365,6,135000,3,11.0607550653,6,10366.76
32.644,5,27,3,2004,31.46399,9304,4,3,1,7,4,8,490570,285938,3,8678,79572,6,17640,3,14.5030896118,6,10466.13
39.388,6,27,3,2003,31.59617,8180,1,2,3,7,3,6,470460,195096,3,6381,49182,11,130557,3,12.6504208804,6,10327.79
24.1,5,27,3,2003,31.56325,8355,4,3,1,7,3,6,470290,191715,3,6515,51068,11,127823,3,13.4480228713,6,10430.31
57.10141561,5,27,3,2005,31.57271,8662,4,2,1,7,3,6,475750,224198,3,6814,74256,11,138890,3,17.2262676887,6,10606.12
40.932,5,27,3,2004,31.57651,8545,2,3,1,7,3,6,470640,208204,3,6714,60396,11,135240,3,15.468213873,6,10546.64
34.48819999,5,27,3,2004,31.61293,8520,2,3,1,7,3,6,472400,203324,3,6688,52038,11,135187,3,15.086855324,6,10544.61
44.144,5,27,3,2004,31.47672,9245,3,3,3,7,4,8,511630,367554,3,8702,156720,6,36340,3,15.0220372299,6,10371.98
33.608,5,27,3,2004,31.45627,9208,3,3,1,7,4,8,510150,351969,3,8676,142842,6,35480,3,13.5420737322,6,10420.85
34.24012514,5,27,3,2004,31.46258,9118,1,3,1,7,4,8,507210,349712,3,8685,140850,6,35260,3,15.218059638,6,10404.35
34.904,5,27,3,2004,31.44973,9300,1,3,1,7,5,10,524210,384756,3,9000,81270,5,17377,3,16.6176913541,6,10478.19
29.856,5,2,3,2004,31.46986,8300,3,3,3,7,2,2,350000,220506,3,7661,92916,6,135000,3,9,6,10320.0595344277
36.2429405,5,2,3,2004,31.45046,8229,3,2,3,7,2,2,350000,220080,3,6354,130326,11,215000,3,9,6,10370.431683998
35.576,5,2,3,2004,31.46737,8250,3,3,1,7,1,1,350000,159000,3,6430,159000,6,350000,3,12.1695159474,6,10374.43
15.1832191,5,2,3,2004,31.4719,8260,2,3,3,7,1,1,350000,220506,3,6420,220506,6,350000,3,11.4929313857,6,10375.21
45.068,5,2,3,2004,31.50376,8300,2,3,3,7,1,1,35000,220506,3,6507,220506,6,35000,3,13.1718790062,6,10380.26
23.852,5,2,3,2004,31.52338,8337,3,3,1,7,2,2,350000,220506,3,6480,127590,6,215000,3,9,6,10369.45
20.72,5,2,3,2004,31.53006,8300,3,3,3,7,2,2,350000,220506,3,7872,92916,6,135000,3,9,6,10371.02
19.024,5,2,3,2004,31.49518,8206,3,3,3,7,2,2,351130,183782,3,7710,70894,6,135000,3,11.2944427907,6,10323.4611081839
25.4,5,2,3,2004,31.48406,8290,3,3,3,7,2,2,350000,220506,3,7643,92916,6,135000,3,9,6,10232.6677112178
25.66,5,2,3,2004,31.47781,8210,3,4,3,7,2,2,350000,220506,3,7647,92916,6,135000,3,9,6,10238.5856451525
20.668,5,2,3,2004,31.50933,8237,4,3,3,7,2,2,350000,220506,3,6432,127590,6,215000,3,9,6,10362.45
26.52292632,5,2,3,2004,31.50218,8300,4,3,3,7,2,2,350000,220506,3,7761,92916,6,135000,3,9,6,10368.39
55.96,5,27,3,2004,31.56653,8610,3,3,1,7,3,6,471020,204458,3,6784,56196,11,133882,3,15.5961123942,6,10584.76
44.236,6,27,3,2004,31.59831,8116,1,3,1,7,3,6,470270,212988,3,6325,63844,11,134547,3,12.834038274,6,10315.44
38.304,5,27,3,2004,31.5407,8270,4,3,1,5,3,6,471420,194756,3,6441,54768,11,136548,3,10.8968710697,6,10379.09
29.62307158,5,2,3,2004,31.50822,8312,2,3,1,7,2,2,350000,220506,3,7847,92916,11,135000,3,9,6,10379.68
29.15185689,5,2,3,2004,31.44684,8174,3,2,3,7,2,2,350000,220506,3,7721,92916,6,135000,3,9,6,10363.5558326218
41.124,5,2,3,2005,31.53,8327,3,3,3,7,2,2,100450,383200,3,7933,131800,9,49250,3,17,6,10401.02
42.43844071,5,2,3,2004,31.55144,8336,3,3,3,7,2,2,362000,367506,3,7895,139916,6,139000,3,9,6,10399.02
22.39416894,5,2,3,2005,31.44406,8282,3,3,3,7,2,2,100450,383200,3,7602,131800,9,49250,3,14.8707744824,6,10227.1022461628
39.86164692,5,2,3,2004,31.44229,8260,4,6,3,7,2,2,360000,367506,3,7831,139916,6,140000,3,9,6,10397.27
18.52846714,5,2,3,2004,31.51985,8340,3,2,1,7,2,2,362000,367506,3,7849,139916,6,139000,3,11.2824554551,6,10371.29
45.8702266,5,27,3,2004,31.63272,8710,5,3,1,7,3,6,472660,200174,3,6896,54558,11,135440,3,16.7464793948,6,10676.23
43.07231771,5,27,3,2004,31.5967,8350,4,3,1,5,3,6,473480,201098,3,6530,54222,11,129403,3,12.9862221554,6,10425.85
28.67926976,5,27,3,2004,31.53355,8205,4,3,3,7,3,6,473390,200262,3,6441,56532,11,138234,3,12.1247646305,6,10373.8
32.59924597,5,27,3,2004,31.59139,8345,3,3,1,7,3,6,475894,201224,3,6541,55818,11,138234,3,15.8717548349,6,10424.73
32.49670036,5,27,3,2004,31.58082,8615,1,3,1,7,3,6,471060,200636,3,6740,54180,11,137740,3,15.2216221287,6,10541.96
34.12554949,5,27,3,2004,31.57116,8532,4,2,1,7,3,6,471970,199292,3,6742,54474,11,134280,3,15.1788588981,6,10556.84
50.176,6,27,3,2004,31.5498,8188,4,3,1,5,3,6,471820,199292,3,6295,55524,11,134578,3,12.3399942267,6,10330.96
29.992,5,2,3,2004,31.4549,8140,3,3,1,7,2,2,360000,367506,3,7713,139916,6,140000,3,12.6911548237,6,10347.6498828248
21.0058,5,2,3,2004,31.51869,8307,3,2,3,7,2,2,362000,367506,3,7959,139916,6,139000,3,9,6,10403.61
15.47732057,5,2,3,2004,31.46065,8204,2,3,3,7,2,2,362000,367506,3,7655,139916,6,139000,3,11.7709672128,6,10261.1119225172
27.77576071,5,2,3,2004,31.43709,8231,3,3,3,7,2,2,360000,367506,3,7747,139916,6,140000,3,9,6,10389.62001127
21.748,5,27,3,2005,31.46522,9254,4,3,1,7,5,10,509510,330452,3,8949,67410,6,17560,3,12.6632040873,6,10399.16
36.86935873,5,27,3,2005,31.46773,9270,3,2,1,7,6,12,530458,429998,3,8964,75642,6,16852,3,15.6290557461,6,10425.21
29.26563545,5,27,3,2005,31.47835,9274,4,3,3,7,5,10,509190,345278,3,9000,74802,6,14866,3,12.6295416976,6,10394.86
13.54044625,5,27,3,2005,31.56019,8270,4,3,3,5,3,6,471400,202494,3,6552,57246,11,135300,3,15.0942641598,6,10422.44
40.528,6,27,3,2004,31.55403,8150,3,3,1,5,3,6,472270,200552,3,6346,56112,11,132071,3,11.5717391983,6,10337.4
32.723344,5,2,3,2004,31.51931,8418,3,3,3,7,2,2,360000,367506,3,8001,139916,6,140000,3,16.2456281985,6,10412.44
39.92984664,5,2,3,2004,31.53486,8329,3,3,3,7,2,2,360000,367506,3,7910,139916,6,140000,3,9,6,10396.96
8.388,5,2,3,2004,31.43409,8267,3,3,3,7,2,2,360000,367506,3,7680,139916,6,140000,3,9,6,10351.2299498717
32.42348826,5,2,3,2004,31.46022,8284,4,3,3,7,2,2,360000,367506,3,7800,139916,6,140000,3,9,6,10369.19
20.312,5,2,3,2005,31.51264,8360,3,3,1,7,2,2,100450,383200,3,7875,131800,11,49250,3,9,6,10379.72
35.592,5,27,3,2005,31.48515,9315,4,3,3,7,5,10,508200,354812,3,9018,78960,6,18955,3,11.986839951,6,10365.9
32.712,5,27,3,2005,31.48419,9260,1,3,2,7,5,10,386631,376598,3,8948,73080,6,15300,3,15.1453338927,6,10390.26
28.35819288,5,27,3,2005,31.49829,9319,3,2,3,7,5,10,508260,345782,3,8976,69468,6,18375,3,14.5778066218,6,10398.56
26.428,5,27,3,2005,31.45886,9350,4,2,3,7,5,10,511960,361616,3,8998,74802,6,15355,3,13.8753355014,6,10471.17
19.968,5,2,3,2005,31.54337,8374,3,3,1,7,2,2,100450,383200,3,7123,131800,9,49250,3,17,6,10424.19
20.695,5,2,3,2005,31.44672,8259,4,3,3,7,2,2,100450,383200,3,7830,131800,9,49250,3,17,6,10387.67
19.688,5,2,3,2005,31.48903,8229,4,3,3,7,2,2,100450,383200,3,7740,131800,6,49250,3,9,6,10364.26
13.56,5,2,3,2005,31.49751,8287,4,3,3,7,2,2,100450,383200,3,7751,131800,6,49250,3,9,6,10367.38
26.992,5,2,3,2005,31.49934,8314,4,3,3,7,2,2,100450,383200,3,7863,131800,6,49250,3,9,6,10376.18
33.524,5,2,3,2005,31.49672,8298,4,3,3,7,2,2,100450,383200,3,7844,131800,6,49250,3,9,6,10374.98
28.088,5,2,3,2005,31.49853,8280,4,3,3,7,2,2,100450,383200,3,7814,131800,6,49250,3,9,6,10369.88
18.928,5,2,3,2005,31.51191,8283,3,3,3,7,2,2,100450,383200,3,7849,131800,6,49250,3,9,6,10369.43
33.756,5,2,3,2005,31.50115,8326,3,3,3,7,2,2,100450,383200,3,7849,131800,6,49250,3,9,6,10374.35
37.72,5,2,3,2005,31.52303,8310,3,3,1,7,2,2,100450,383200,3,7945,131800,9,49250,3,17,6,10376.54
29.104,5,2,3,2005,31.52521,8314,3,3,3,7,2,2,100450,383200,3,7931,131800,9,49250,3,17,6,10401.1
17.676,5,2,3,2005,31.50804,8360,3,4,3,7,2,2,100450,383200,3,7946,131800,9,49250,3,17,6,10392.29
17.352,5,2,3,2005,31.52115,8370,4,3,3,7,2,2,100450,383200,3,7977,131800,9,49250,3,17,6,10406.1
49.3320329,5,2,3,2005,31.52373,8359,3,3,3,7,2,2,100450,383200,3,7993,131800,9,49250,3,17,6,10413.54
