Subarea,Operator,County,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
3,27,2,2007,31.87597,-101.96966,9986,3,7,7,3,5,10,522660,336925,33.036
3,27,2,2007,31.86507,-101.90324,9075,2,3,7,1,3,6,480600,180716,18.192
2,27,2,2007,31.66201,-101.9811,10460,1,1,7,5,4,8,130040,405279,28.532
2,13,2,2007,31.70771,-101.99648,10871,5,5,7,2,1,1,651880,528276,50.2
2,13,2,2007,31.70324,-101.99955,10865,4,2,7,2,1,1,500122,732564,72.94253599
2,13,2,2007,31.70581,-102.00464,10790,5,5,7,2,1,1,710520,686490,49.632
1,13,2,2007,31.82613,-102.2432,11265,4,6,7,2,1,1,555860,690144,25.432
3,27,2,2007,31.79949,-101.77634,8695,2,4,5,3,3,6,293152,184579,30.91732865
3,27,2,2007,31.79768,-101.78441,8967,2,4,5,3,3,6,473620,201993,30.988
1,13,2,2007,31.73338,-102.04957,10650,4,5,7,2,1,1,749500,648102,47.03003331
4,2,2,2007,31.93394,-101.78352,8826,5,4,7,1,1,2,168500,485562,35.52561313
3,27,2,2007,31.83189,-101.96414,10243,4,2,7,2,6,12,404060,424314,65.584
2,13,2,2007,31.6619,-101.99707,10632,4,4,7,3,1,1,747800,602322,55.72469755
3,27,2,2007,31.81951,-101.96856,10240,4,5,7,2,6,12,406660,426162,33.04
3,27,2,2007,31.87692,-101.96556,10101,4,7,7,2,5,11,388540,350034,33.952
1,27,2,2007,31.79894,-102.18641,10532,1,1,7,5,5,10,520740,775052,33.424
1,27,2,2007,31.80603,-102.1887,10537,1,1,7,5,6,12,478126,700230,50.89287072
1,27,2,2007,31.79489,-102.20301,10510,5,6,7,5,7,14,405560,711813,32.612
1,27,2,2007,31.80201,-102.20502,10503,4,6,7,5,4,8,369480,584673,29.7
1,13,2,2007,31.792,-102.18387,11005,5,5,1,2,1,2,602860,604380,71.452
1,13,2,2008,31.78995,-102.19231,10996,5,5,6,2,1,1,605250,615510,28.148
2,27,2,2007,31.65738,-102.00221,10488,5,4,7,2,6,12,560060,418546,108.724
3,13,2,2007,31.84788,-101.96065,10910,4,3,6,2,1,1,654960,595686,52.67011824
1,27,2,2007,31.76434,-102.18843,10752,1,1,7,5,4,8,110139,316905,37.03210804
1,12,2,2007,31.82424,-102.06513,10117,4,5,7,3,1,2,292800,522000,42.448
1,12,2,2007,31.83192,-102.08158,10143,2,5,7,3,1,2,316750,547500,46.41027426
1,27,2,2008,31.77192,-102.20403,10746,1,1,7,5,5,10,295300,408076,16.99490709
1,27,2,2008,31.76883,-102.18548,10715,1,1,7,5,4,8,111520,297889,15.003
3,13,2,2007,31.85618,-101.94104,10941,4,3,1,3,1,1,749860,586278,30.68
1,2,2,2007,31.69855,-102.1625,10083,5,4,7,3,6,12,528357,409977,1.224
1,2,2,2007,31.6848,-102.17563,10104,4,3,7,3,5,10,559262,487560,38.48073554
1,2,2,2007,31.71654,-102.18229,10111,5,4,7,3,6,12,592184,450221,27.816
1,27,2,2007,31.77798,-102.17963,10692,1,1,7,5,4,8,140871,376388,38.15611142
1,2,2,2007,31.73066,-102.18653,10111,5,4,7,3,6,12,524440,407788,24.856
1,2,2,2007,31.69502,-102.19268,10082,5,4,7,3,7,14,539746,475458,31.008
3,27,2,2008,31.7889,-101.95037,10548,3,2,7,2,6,12,430179,386500,66.664
3,27,2,2008,31.78892,-101.95455,10538,4,2,7,2,6,12,577240,387303,43.384
1,2,2,2008,31.77988,-102.17143,10249,4,4,7,3,5,10,495179,386704,35.972
3,27,2,2007,31.78086,-101.95682,10550,4,2,7,2,6,12,576520,441745,41.824
3,27,2,2008,31.8109,-101.95727,10259,4,4,7,2,6,12,480360,545474,49.94
3,27,2,2008,31.80739,-101.95612,10252,4,5,7,2,6,12,538540,564510,32.316
3,13,2,2008,31.85329,-101.96239,11040,4,4,1,2,1,2,897700,303492,71.68747308
1,13,2,2007,31.83971,-102.21262,11186,5,6,1,2,1,2,491380,655116,31.828
1,13,2,2007,31.7231,-102.0774,10571,5,2,6,2,1,1,803710,819294,59.852
3,13,2,2008,31.85843,-101.96404,10947,4,3,1,3,1,2,800960,789222,29.731
2,27,2,2008,31.66348,-102.00862,10481,5,4,7,2,5,10,500445,392187,26.62828616
1,12,2,2008,31.82227,-102.07407,10119,5,5,7,3,1,2,309000,244500,34.504
3,13,2,2008,31.86388,-101.95663,11022,4,7,7,3,1,2,775280,1487724,51.82
3,13,2,2008,31.86833,-101.95369,11009,4,7,1,3,1,2,799860,685650,72.27541308
1,13,2,2008,31.813,-101.98058,10217,5,5,7,2,1,1,744410,304248,21.632
1,12,2,2008,31.84612,-102.08383,10125,5,2,7,3,1,2,355500,601600,29.88130148
3,2,2,2008,31.78624,-101.78524,8954,5,4,7,3,2,2,288000,300887,19.07999174
1,2,2,2008,31.77739,-102.16622,10378,5,4,7,3,8,16,653420,515056,31.68
1,2,2,2008,31.78196,-102.163,10400,5,4,7,3,7,14,587256,361370,47.496
1,10,2,2008,31.81662,-102.16098,10480,4,2,6,3,1,1,598889,980043,51.64466495
2,27,2,2008,31.65638,-101.97487,10513,5,4,7,2,6,12,751509,707777,53.684
3,2,2,2008,31.75036,-101.77816,9905,4,4,7,3,7,14,626140,610283,7.68
3,27,2,2008,31.82494,-101.96168,10249,4,5,7,2,6,12,532452,609456,33.668
1,2,2,2008,31.79067,-102.15701,9902,5,4,7,3,6,12,638540,497377,49.64048366
1,2,2,2008,31.80153,-102.16052,9898,2,4,7,3,6,12,593420,533688,12.869
1,2,2,2008,31.79744,-102.17711,9991,2,4,7,3,6,12,492240,446516,18.56291316
1,2,2,2008,31.7689,-102.15437,10380,5,4,7,3,6,12,583403,431283,15.08381372
1,2,2,2009,31.75534,-102.16317,10388,5,4,7,3,7,14,655300,506153,29.752
1,2,2,2009,31.80102,-102.08491,10504,2,4,7,1,5,10,532860,457464,30.86
1,2,2,2008,31.77075,-102.16407,10402,2,5,7,3,7,14,587140,553766,35.40801779
1,2,2,2008,31.82823,-102.09806,10282,6,4,7,3,6,12,437140,470788,46.732
1,2,2,2008,31.79339,-102.16256,10005,5,4,7,1,5,10,564100,534815,37.72997991
3,27,2,2009,31.91716,-101.88929,9650,4,4,7,3,6,12,650040,640140,27.901
1,3,2,2008,31.77224,-102.06153,10187,5,4,7,1,8,16,538500,22400,45.716
2,3,2,2008,31.68191,-102.01018,10220,1,1,7,5,3,5,233100,NA,32.796
1,2,2,2008,31.8212,-102.0958,10320,2,4,7,3,7,14,800820,589657,28.252
1,2,2,2008,31.82661,-102.08886,10300,2,4,7,3,6,12,582080,497735,29.636
1,2,2,2009,31.79404,-102.0827,10485,2,4,7,3,5,10,542416,426334,55.82033012
1,2,2,2008,31.72217,-102.20576,10092,5,4,7,3,7,14,680379,629151,56.996
1,2,2,2009,31.71155,-102.20256,10083,5,4,7,3,6,12,590620,562701,12.528
1,2,2,2009,31.7112,-102.18869,10090,2,4,7,3,6,12,404360,432764,11.38
1,2,2,2008,31.73671,-102.19262,10205,4,4,7,2,7,14,508180,648880,47.458
1,2,2,2008,31.73623,-102.17925,10207,2,4,7,3,7,14,561380,595426,34.07126625
1,2,2,2008,31.72616,-102.18947,10108,5,4,7,2,5,10,444940,417373,45.416
1,2,2,2009,31.72836,-102.18108,10105,5,4,7,3,4,8,427820,323358,35.288
1,2,2,2008,31.71912,-102.18716,10096,5,4,7,3,6,12,637460,579565,32.66
1,2,2,2008,31.72568,-102.1758,10104,5,4,7,3,6,12,602400,548832,40.388
1,10,2,2008,31.68939,-102.19964,10350,4,5,7,3,1,2,750000,827800,70.14
2,3,2,2008,31.66928,-102.09523,10055,2,4,7,3,8,16,815400,964596,16.964
2,3,2,2010,31.65527,-102.09061,10070,3,4,7,3,6,11,642000,689552,13.39959831
2,3,2,2008,31.68374,-102.05087,10265,1,1,7,3,5,10,849000,10000,28.04
2,3,2,2010,31.69394,-102.07219,10175,4,4,7,3,6,12,713000,612920,11.7
3,27,2,2008,31.91074,-101.94972,9418,6,6,7,2,6,12,878020,373872,35.70501952
3,27,2,2009,31.73796,-101.82474,8915,4,3,5,1,4,8,546640,224433,24.6
3,27,2,2008,31.73613,-101.83289,9082,4,3,7,1,3,6,456640,174603,16.264
3,27,2,2008,31.73717,-101.82889,9086,4,3,7,3,5,10,630812,404136,42.724
3,13,2,2009,31.86541,-101.96618,11030,5,7,1,2,1,2,848110,1158444,48.39886208
3,13,2,2009,31.87247,-101.96851,10990,4,7,1,2,1,3,761600,605094,76.10923649
1,27,2,2008,31.79245,-102.19753,10554,4,2,7,2,9,18,763170,682611,61.028
3,13,2,2009,31.86993,-101.96326,10890,5,7,1,2,1,2,597980,738906,49.59876072
3,27,2,2009,31.71281,-101.78596,8880,5,3,7,3,4,8,550360,227880,28.488
5,27,2,2009,31.69924,-101.79477,8872,4,3,7,3,3,6,420186,159664,27.54
3,27,2,2009,31.70992,-101.78092,8887,5,3,5,3,4,8,555180,231756,36.652
3,27,2,2009,31.70798,-101.78876,8897,4,3,7,3,4,8,547660,201020,20.196
1,12,2,2008,31.83922,-102.08248,10143,5,2,7,3,1,2,478000,517000,33.5106793
3,20,2,2009,31.89466,-101.91771,10672,4,5,7,3,1,2,996000,1194000,66.556
2,27,2,2008,31.67222,-102.02027,10500,2,4,7,3,7,14,688562,721611,42.5222477
3,27,2,2009,31.76145,-101.90322,9188,2,4,5,3,4,8,550040,221636,14.988
3,27,2,2009,31.92418,-101.89152,9670,5,5,7,2,6,12,567060,531478,79.56669217
1,12,2,2008,31.77672,-102.05858,10291,5,4,7,3,1,2,431000,463150,42.052
4,13,2,2009,31.96177,-101.77902,10480,5,5,1,3,1,2,878070,861546,71.876
1,3,2,2010,31.73704,-102.05005,10245,4,5,7,3,6,12,718000,727010,31.08
1,3,2,2010,31.71104,-102.09558,10200,4,4,7,3,6,12,710000,684468,39.1
1,12,2,2009,31.76776,-102.06448,10089,4,4,7,3,1,3,433600,586200,22.104
1,33,2,2009,31.7434,-102.2128,10500,2,6,6,1,7,14,NA,2224656,60.824
1,12,2,2009,31.83664,-102.07725,10150,5,5,7,3,1,3,456500,505900,57.436
1,3,2,2009,31.76519,-102.05924,10150,4,4,7,3,4,4,482000,NA,15.84545683
1,12,2,2010,31.85388,-102.05201,10152,5,4,7,3,1,3,488000,560750,62.456
1,12,2,2009,31.84703,-102.04974,10155,4,5,7,3,1,3,451000,545000,43.372
1,27,2,2009,31.79952,-102.19981,10500,4,6,7,2,7,15,857919,863123,39.612
1,13,2,2010,31.71836,-102.08099,10575,5,5,7,2,1,2,828220,880194,48.46
2,27,2,2010,31.72803,-101.92556,10565,4,5,7,3,10,20,1032200,992922,42.016
2,27,2,2010,31.72936,-101.93595,10895,4,4,7,2,9,18,897850,872874,39.588
1,10,2,2011,31.79605,-102.11882,11140,2,4,1,3,1,2,700740,1028438,60.616
1,12,2,2010,31.84541,-102.03526,10170,5,7,7,3,1,2,436450,509300,43.112
1,12,2,2010,31.84877,-102.04194,10164,4,7,7,3,1,3,508046,558237,50.06
4,3,2,2010,31.94021,-101.80586,10506,4,3,6,1,1,2,559956,59240,25.856
3,29,2,2010,31.92395,-101.82149,10600,2,3,1,2,3,5,486000,753318,63.75034099
1,10,2,2010,31.85677,-102.1505,11100,4,2,1,3,1,2,978251,23016,72.36
1,12,2,2010,31.67964,-102.19577,10194,5,4,7,3,1,2,526500,605000,41.076
1,12,2,2010,31.76113,-102.02638,10162,4,4,7,3,1,2,486000,516600,31.588
3,27,2,2010,31.84686,-101.95102,10635,4,5,6,2,7,14,754572,907248,45.164
3,27,2,2010,31.83735,-101.95706,10575,4,2,7,3,7,14,614501,892846,45.956
3,27,2,2011,31.82675,-101.92212,10590,4,4,6,2,4,8,1007299,981497,112.904
3,27,2,2010,31.83274,-101.92852,10610,4,4,7,2,3,6,907957,919964,44.276
3,27,2,2010,31.85077,-101.93441,10580,4,3,7,2,7,14,768442,933312,72.46
3,27,2,2010,31.84879,-101.94282,10596,4,5,7,2,6,12,775966,777462,46.992
3,27,2,2010,31.84488,-101.95944,10652,4,5,7,2,6,12,661222,921264,78.22
4,6,2,2010,31.96226,-101.7926,10500,5,4,6,2,1,2,86743,100823,33.272
1,10,2,2010,31.85003,-102.16187,11028,4,4,1,3,1,1,946000,1480827.633,72.924
1,12,2,2010,31.76512,-102.0453,10174,4,4,7,3,1,2,508690,561230,35.488
2,3,2,2010,31.67656,-102.09761,10240,5,4,7,3,6,12,698000,1000944,32.612
2,3,2,2010,31.66229167,-102.0929306,10180,5,4,7,3,6,12,750000,1184988,16.628
2,3,2,2010,31.6799,-102.01884,10415,2,4,7,3,6,12,783000,1011990,10.352
2,3,2,2010,31.69346,-102.05813,10190,4,4,7,3,5,10,864000,671790,25.18
1,13,2,2010,31.72054,-102.072,10576,5,2,7,2,1,2,793130,895120,42.65727819
2,10,2,2010,31.6554,-102.13486,10750,2,4,1,5,1,1,471540,12012,45.344
1,20,2,2010,31.74272,-102.19934,10618,4,2,7,3,4,8,895000,1028770,162.696
1,20,2,2010,31.73556,-102.19671,10499,4,2,6,3,1,1,831000,1049664,98.26
1,20,2,2011,31.73124,-102.19965,10784,5,4,1,3,1,1,996000,23700,45.344
2,10,2,2010,31.66946,-102.13948,10538,2,4,1,5,1,2,473900,12012,64.6
1,10,2,2010,31.82487,-102.12739,11110,2,4,1,2,1,2,947000,18984,64.762
1,12,2,2010,31.8457931,-102.0676864,10124,4,2,7,3,1,2,534000,597000,40.952
3,27,2,2011,31.83718,-101.92557,10745,4,3,6,2,4,8,930948,708488,87.176
3,27,2,2011,31.84301,-101.93189,10740,4,4,6,2,4,7,1251542,1166157,44.324
4,5,2,2010,31.9502,-101.78044,10555,4,4,6,3,1,2,3528616,780182,57.41172984
3,27,2,2011,31.84843,-101.92482,10754,1,1,6,2,3,6,871003,848178,93.952
1,12,2,2010,31.8297,-102.07229,10130,5,3,7,3,1,2,477600,530350,28.75787777
2,3,2,2010,31.70563,-102.02224,10420,5,4,7,3,5,10,802000,701474,5.434086014
3,27,2,2011,31.83978,-101.97666,10875,1,1,6,2,3,6,942201,912874,94.484
3,27,2,2011,31.84243,-101.96747,10905,4,5,6,2,4,8,869716,980743,76.81494263
1,10,2,2010,31.82052,-102.17548,11280,5,5,1,3,1,2,723000,18480,82.656
1,10,2,2011,31.81322,-102.14197,11035,5,4,1,3,1,2,934001,18480,76.504
1,10,2,2011,31.81163,-102.15056,11094,5,4,1,1,1,1,851000,1273818,76.292
1,3,2,2010,31.74012,-102.0202,10475,4,4,7,3,6,12,880000,735444,24.024
1,10,2,2010,31.83231,-102.18893,11300,5,4,1,3,1,1,689958,1143576,55.472
1,3,2,2010,31.72688,-102.02899,10423,4,4,7,3,6,12,940000,733936,27.424
1,10,2,2011,31.81065,-102.12352,11105,5,3,1,3,1,2,1125600,22512,195.747454
1,10,2,2011,31.82106,-102.15827,11085,4,2,1,3,1,1,834020,1147440,60.876
1,10,2,2011,31.80936,-102.11338,11270,4,5,1,1,1,1,839400,1380582,153.076
3,27,2,2011,31.91757,-101.83021,10642,5,3,6,1,2,4,1285393,1171426,68.996
3,27,2,2011,31.91579,-101.83796,10626,5,3,6,3,3,6,1020569,840142,60.336
1,5,2,2010,31.75393,-102.04231,11250,4,5,1,2,10,10,896780,799722,8.092
3,27,2,2011,31.83316,-101.97452,10860,1,1,6,2,2,4,1027250,1140396,116.928
3,27,2,2011,31.92492,-101.8558,10448,5,4,7,3,3,6,1224380,1029524,60.828
3,27,2,2011,31.93642,-101.85482,10430,5,5,7,3,3,6,600924,942246,72.232
3,27,2,2011,31.85775,-101.9676,10843,4,5,6,2,4,8,1223434,1049823,48.756
3,27,2,2011,31.79476,-101.93707,10795,5,5,6,3,3,3,1355647,1311460,41.696
1,5,2,2011,31.75186,-102.0514,11175,4,5,1,2,10,10,967108,622146,23.3
1,5,2,2011,31.753,-102.04641,11195,4,4,1,2,10,10,1064281,809681,9.188
4,29,2,2011,31.88029,-101.79477,10863,6,3,1,2,1,2,970718,1071000,79.352
1,32,2,2011,31.75062,-102.13583,10609,5,5,7,3,1,2,859990,1100652,124.768
2,5,2,2011,31.6885,-101.9494,11850,4,4,1,5,10,11,752647,836522,8.03
1,20,2,2011,31.73831,-102.20196,10800,4,2,1,2,1,1,600000,840000,165.852
1,14,2,2011,31.80574,-102.21909,10675,4,6,7,2,1,1,656568,1041167.367,57.64
1,10,2,2011,31.82989,-102.1831,11470,5,2,1,3,1,1,751000,1247568,59.28813167
1,10,2,2011,31.84246,-102.14601,11105,5,5,1,3,1,1,682000,1033494,123.6427928
2,5,2,2011,31.6955,-101.95164,11892,5,4,1,2,11,11,978294,773088,7.548
1,27,2,2011,31.80353,-102.20111,10354,4,6,7,1,3,6,1308120,1251750,70.588
1,10,2,2011,31.85195,-102.15367,11042,4,5,1,3,1,1,965380,1476930,51.354
1,10,2,2011,31.85225,-102.1671,10990,4,4,1,3,1,1,956000,1533924,68.68
1,27,2,2011,31.87898,-102.01972,10929,4,7,6,3,4,8,1411688,1307592,73.992
3,27,2,2011,31.79941,-101.95801,10709,4,2,7,2,3,6,1127263,969365,52.44
3,27,2,2011,31.79699,-101.95311,10697,5,2,7,2,3,6,941476,907353,51.432
1,27,2,2012,31.76297,-102.1924,10497,4,5,7,3,3,6,1197571,1349339,28.744
2,23,2,2011,31.70779,-101.93308,10873,4,4,7,3,1,2,892456,638902,64.704
2,23,2,2011,31.70621,-101.92425,10955,5,5,6,5,1,2,693800,410700,8.604
3,27,2,2012,31.84087,-101.95817,10754,4,2,6,2,4,8,1228603,1233576,60.576
3,27,2,2011,31.94914,-101.83684,10581,4,4,1,3,4,8,1475648,1371521,18.89
3,27,2,2012,31.9465,-101.8381,10577,4,3,1,3,4,4,1563055,1231488,204.808
3,27,2,2011,31.82771,-101.91802,10617,4,3,6,3,4,8,1460529,1446150,202.956
3,27,2,2011,31.83431,-101.93788,10619,5,3,6,3,4,8,1437820,1274164,94.432
1,5,2,2012,31.75449,-102.05632,11212,4,5,1,5,12,24,797429,839510,28.19693786
4,5,2,2011,31.95453,-101.77674,10633,4,3,6,5,4,4,296375,560322,14.964
1,10,2,2011,31.80471,-102.11693,11208,5,4,1,3,1,1,858500,1401666,62.216
1,10,2,2011,31.81771,-102.12579,11094,5,4,1,3,1,1,756280,1179780,95.96
1,27,2,2011,31.7607,-102.20104,10432,4,2,7,3,3,6,1312915,975840,90.7
2,5,2,2011,31.71384,-101.93991,11761,4,4,1,2,11,11,1056441,867836,1.372
2,5,2,2011,31.71082,-101.95281,11732,2,4,1,5,13,13,1000630,735066,0.7
2,13,2,2011,31.70723,-102.03156,10725,5,5,7,2,1,2,718040,1041684,51.612
3,27,2,2012,31.84373,-101.91381,10648,4,4,1,2,4,7,942338,1495768,42.14
1,10,2,2011,31.83699,-102.18537,11370,5,5,1,3,1,1,849973,1421574,49.24
1,10,2,2011,31.8464,-102.193,11395,5,4,1,3,1,1,735000,1042944,36.508
1,10,2,2011,31.81792,-102.17023,11361,5,2,1,3,1,1,978500,1524138,55.99784856
4,22,2,2011,31.91252,-101.77672,10330,4,4,6,5,1,2,737270,1422888,36.408
2,5,2,2011,31.70339,-101.93527,11700,5,4,1,5,12,13,716157,856582,1.072
3,27,2,2012,31.83242,-101.94599,10735,4,4,1,2,4,8,1128780,1280136,107.22
1,14,2,2011,31.82971,-102.21763,10644,2,5,7,2,1,1,644499,931392,34.168
1,14,2,2011,31.81433,-102.21871,10645,5,6,7,2,1,1,698959,1080156,73.48365573
1,13,2,2012,31.75685,-102.013,10304,5,3,7,5,1,2,306130,465612,65.18104683
1,13,2,2011,31.74176,-102.02954,10724,5,5,7,2,1,2,701470,983976,23.404
3,27,2,2012,31.90527,-101.90791,10396,4,4,7,3,3,6,1395150,1301559,54.004
4,27,2,2012,31.92121,-101.79205,10517,2,4,1,3,4,8,1438523,1499780,167.716
1,9,2,2012,31.84887,-102.00542,10855,6,7,6,3,6,18,687241,915948.5918,51.71401936
1,9,2,2012,31.83923,-101.99788,10971,6,4,1,3,7,22,808814,924544,52.05450267
3,27,2,2012,31.82874,-101.79834,11147,6,4,3,3,4,8,1509415,1688884,69
3,25,2,2012,31.90127,-101.91037,11600,5,4,4,5,1,1,1135680,1675674,63.7
3,25,2,2012,31.89578,-101.91425,11600,4,4,4,2,1,1,846620,958398,118.444
3,27,2,2011,31.85458,-101.98048,10877,4,7,6,2,4,8,1409144,1379498,101.708
3,27,2,2011,31.83288,-101.96005,10879,4,2,1,3,4,8,1417665,1456477,24.292
3,27,2,2012,31.82346,-101.96595,11135,4,2,1,2,5,10,1347850,1499424,90.432
3,27,2,2012,31.84708,-101.91557,10683,4,3,1,3,4,8,1389239,1355128,131.648
1,14,2,2011,31.83423,-102.19834,10574,5,5,7,2,1,1,805680,1157520,43.248
1,14,2,2011,31.8189,-102.2109,10574,4,6,7,2,1,1,855350,1209306,99.244
1,14,2,2011,31.81772,-102.20188,10652,2,6,7,2,1,1,800014,1283142,124.096
2,3,2,2011,31.6767,-102.04877,12330,4,4,8,5,1,1,841390,1049370,33.984
3,27,2,2012,31.84216,-101.90455,10637,4,3,1,3,4,8,1395880,1420266,89.4
1,10,2,2011,31.82752,-102.1777,11288,5,5,1,3,1,1,978500,1523424,71.07859197
1,5,2,2011,31.7301,-102.09704,11059,4,4,1,5,12,12,844910,756582,11.188
1,5,2,2011,31.71924,-102.09364,11125,4,5,1,5,12,12,450707,721350,21.736
1,10,2,2011,31.85988,-102.14896,11105,4,2,1,3,1,1,851126,1565760,105.98
1,10,2,2011,31.81845,-102.15355,11835,5,5,1,3,1,1,808500,1335348,50.444
2,5,2,2011,31.6993,-101.94911,11731,5,4,1,2,15,15,613084,804672,0.292
2,5,2,2011,31.7101882,-101.9393206,11830,4,7,1,5,13,13,764714,740292,0.248
4,35,2,2011,31.96047,-101.78676,10349,5,4,7,1,1,1,774294,821688,46.928
3,27,2,2012,31.83024,-101.92327,10730,4,3,1,2,4,8,1192763,1291432,98.776
3,27,2,2012,31.92667,-101.89737,10429,5,5,7,3,3,6,1299161,1101776,14.904
1,12,2,2011,31.84239,-102.04882,10152,5,2,7,3,1,3,509500,556500,36.676
3,27,2,2011,31.93711,-101.88581,10428,4,4,7,3,3,3,1423739,1052798,42.116
1,12,2,2011,31.84726,-102.04626,10140,4,4,7,3,1,3,500000,545500,34.888
3,27,2,2012,31.84936,-101.93807,10719,4,5,6,3,4,8,1347700,1403199,49.028
1,11,2,2011,31.87439,-102.00925,11501,2,7,1,2,1,1,866400,781200,74.232
1,11,2,2012,31.86447,-102.01949,11510,2,7,1,2,1,1,970400,897120,164.344
3,27,2,2012,31.91885,-101.99661,11267,6,6,6,1,4,8,1058922,1098116,56.644
3,27,2,2012,31.92027,-101.85936,10445,5,4,7,3,3,6,1423437,1349935,56.468
1,10,2,2011,31.8371,-102.15379,10980,4,2,1,3,1,1,821000,1312584,83.38
4,27,2,2011,31.94907,-101.82352,10452,5,3,6,1,4,8,1573985,1460609,19.98
3,27,2,2012,31.87772,-101.97023,10771,3,7,6,3,4,8,1415768,1234173,64.344
3,27,2,2011,31.95106,-101.82864,10446,5,4,6,1,3,6,1238775,1408227,73.664
3,27,2,2012,31.88474,-101.99461,11202,4,7,1,1,4,8,1399220,1118038,70.3
3,27,2,2012,31.85802,-101.90099,10606,2,4,6,2,3,6,1445816,1192926,132.544
1,32,2,2011,31.74347,-102.11874,10514,5,5,7,3,1,1,717041,1015350,89.508
1,32,2,2011,31.75734,-102.14178,10555,2,4,6,3,1,1,830181,1314264,84.592
3,27,2,2012,31.83808,-101.95273,10803,4,2,1,3,4,8,1423712,1389341,56.772
3,27,2,2012,31.83466,-101.92032,10890,4,5,6,3,4,8,1461359,1451288,44.212
2,3,2,2011,31.67881,-102.10276,11375,5,4,1,3,1,1,107600,1351602,5.083
2,3,2,2011,31.65171,-102.05837,11630,2,4,1,1,1,2,100000,116760,45.42
1,10,2,2011,31.8131,-102.17307,11445,5,6,1,3,1,1,782000,1169910,57.208
1,10,2,2012,31.83429,-102.135,10977,5,4,1,3,1,1,888500,1409520,36.652
1,10,2,2012,31.81556,-102.11977,11207,5,4,1,3,1,1,929580,1363320,66.948
1,10,2,2012,31.84494,-102.15148,11005,5,4,1,3,1,1,926180,1445514,67.568
2,23,2,2011,31.71062,-101.93136,10952,4,5,6,5,1,2,530100,431800,4.528
2,13,2,2011,31.70005,-102.02924,10715,5,5,7,5,1,2,264370,84504,4.216
3,27,2,2012,31.83539,-101.96525,11175,4,2,1,2,3,6,1376898,1445226,131.848
3,27,2,2012,31.85412,-101.96623,10849,4,5,1,2,4,8,1437569,1131650,51.136
3,27,2,2012,31.85652,-101.97209,10875,4,2,1,2,4,7,1224984,1212862,64.804
1,13,2,2012,31.80908,-102.22015,11350,4,6,1,2,1,2,798120,943152,54.692
3,27,2,2012,31.85245,-101.97501,10992,4,5,1,2,5,10,1377555,1463328,88.68
3,27,2,2012,31.91622,-101.8934,10385,4,3,7,3,3,6,1458884,1252408,48.14
3,27,2,2012,31.88041,-101.9667,10810,4,7,6,3,4,8,1506739,1375652,95.82
3,27,2,2012,31.93864,-101.83344,10503,5,3,6,3,4,8,1449098,1429125,95.916
1,10,2,2012,31.84558,-102.16502,11118,4,3,1,3,1,1,819500,1256850,67.14
1,27,2,2012,31.77932,-102.17599,10548,4,4,7,3,3,6,1250497,1029771,58.508
2,5,2,2011,31.69311,-101.92723,11773,6,4,1,5,11,22,609809,858000,7.608
1,27,2,2012,31.76356,-101.95537,10939,5,4,1,2,4,7,1337138,1335326,66.956
2,3,2,2012,31.65588,-102.04129,11707,4,4,1,5,1,1,130000,189000,38.888
1,27,2,2012,31.73963,-101.97045,10943,4,4,6,2,4,8,1381241,1335581,47.492
2,3,2,2012,31.66521,-102.08433,11462,4,4,1,2,1,1,120000,124000,5.604
1,27,2,2012,31.89295,-102.01074,11236,4,7,1,3,5,10,1528015,1407711,133.616
1,10,2,2012,31.84901,-102.1662,11110,4,4,1,3,1,1,846000,1353282,84.272
1,27,2,2012,31.76732,-102.17618,10509,4,5,7,1,3,6,1154722,947669,78.02
1,27,2,2012,31.88235,-102.00738,11004,4,7,1,3,4,8,1447742,1434357,101.8054469
3,27,2,2012,31.85604,-101.90967,10664,2,4,6,2,4,8,1320008,1221621,55.836
1,27,2,2012,31.76925,-101.95716,10924,5,4,1,3,4,8,1408928,1396392,51.928
3,27,2,2012,31.83369,-101.92442,10741,4,3,1,3,4,8,1388203,1212845,131.648
3,27,2,2012,31.92695,-101.84699,10428,4,4,7,3,3,6,1444110,1392470,123.4073116
2,5,2,2012,31.69135,-101.95096,11895,4,7,1,5,10,20,936440,839484,23.292
1,10,2,2012,31.81496,-102.18312,11475,4,6,1,3,1,1,801000,1278690,70.35833286
4,5,2,2012,31.95364,-101.78102,11503,4,4,4,5,9,18,996200,902106,57.16
3,27,2,2012,31.84783,-101.94692,10726,4,5,1,3,4,8,1345603,1363808,78.66
3,27,2,2012,31.79764,-101.79802,11279,5,3,1,3,5,10,1551766,1489446,120.0347822
3,27,2,2012,31.95324,-101.85144,10526,2,3,7,3,3,6,995147,1121640,87.08
1,32,2,2012,31.73586,-102.11627,10395,2,5,7,3,1,1,787968,1121190,166.34
1,3,2,2012,31.73356,-102.08893,11350,3,3,1,2,1,2,123000,1541994,86.52
2,25,2,2012,31.6533,-102.00592,12020,5,4,1,4,1,1,304380,405048,286.748
2,25,2,2012,31.65193,-101.99097,12205,5,5,1,5,1,1,1245440,1539006,87.928
