WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
1392,3,27,2,11/29/2011 00:00:00,2011,31.93711,-101.88581,10428,4,4,7,3,18,3,3,0,0,1052798,0,1423739,1052798,42.116
1393,1,12,2,09/19/2011 00:00:00,2011,31.84726,-102.04626,10140,4,4,7,3,18,1,3,534500,11000,0,0,500000,545500,34.888
1394,3,27,2,04/12/2012 00:00:00,2012,31.84936,-101.93807,10719,4,5,6,3,17,4,8,0,15000,1388199,0,1347700,1403199,49.028
1395,1,11,2,10/19/2011 00:00:00,2011,31.87439,-102.00925,11501,2,7,1,2,6,1,1,781200,0,0,0,866400,781200,74.232
1396,1,11,2,04/16/2012 00:00:00,2012,31.86447,-102.01949,11510,2,7,1,2,6,1,1,897120,0,0,0,970400,897120,164.344
1398,3,27,2,01/04/2012 00:00:00,2012,31.91885,-101.99661,11267,6,6,6,1,4,4,8,0,14000,1084116,0,1058922,1098116,56.644
1400,3,27,2,02/25/2012 00:00:00,2012,31.92027,-101.85936,10445,5,4,7,3,18,3,6,0,16500,1333435,0,1423437,1349935,56.468
1403,1,10,2,11/14/2011 00:00:00,2011,31.8371,-102.15379,10980,4,2,1,3,13,1,1,0,0,1312584,0,821000,1312584,83.38
1405,4,27,2,11/18/2011 00:00:00,2011,31.94907,-101.82352,10452,5,3,6,1,4,4,8,0,16500,1444109,0,1573985,1460609,19.98
1406,3,27,2,02/17/2012 00:00:00,2012,31.87772,-101.97023,10771,3,7,6,3,17,4,8,0,0,1234173,0,1415768,1234173,64.344
1407,3,27,2,12/01/2011 00:00:00,2011,31.95106,-101.82864,10446,5,4,6,1,4,3,6,0,20200,1388027,0,1238775,1408227,73.664
1408,3,27,2,04/30/2012 00:00:00,2012,31.88474,-101.99461,11202,4,7,1,1,1,4,8,0,10250,1107788,0,1399220,1118038,70.3
1409,3,27,2,02/17/2012 00:00:00,2012,31.85802,-101.90099,10606,2,4,6,2,10,3,6,0,15000,1177926,0,1445816,1192926,132.544
1411,1,32,2,11/26/2011 00:00:00,2011,31.74347,-102.11874,10514,5,5,7,3,18,1,1,1015350,0,0,0,717041,1015350,89.508
1412,1,32,2,10/19/2011 00:00:00,2011,31.75734,-102.14178,10555,2,4,6,3,17,1,1,1314264,0,0,0,830181,1314264,84.592
1413,3,27,2,04/12/2012 00:00:00,2012,31.83808,-101.95273,10803,4,2,1,3,13,4,8,0,16500,1372841,0,1423712,1389341,56.772
1414,3,27,2,06/07/2012 00:00:00,2012,31.83466,-101.92032,10890,4,5,6,3,17,4,8,0,12000,1439288,0,1461359,1451288,44.212
1416,2,3,2,11/04/2011 00:00:00,2011,31.67881,-102.10276,11375,5,4,1,3,13,1,1,0,0,1351602,0,107600,1351602,5.083
1417,2,3,2,10/15/2011 00:00:00,2011,31.65171,-102.05837,11630,2,4,1,1,1,1,2,0,4200,112560,0,100000,116760,45.42
1418,1,10,2,11/30/2011 00:00:00,2011,31.8131,-102.17307,11445,5,6,1,3,13,1,1,0,0,1169910,0,782000,1169910,57.208
1420,1,10,2,02/08/2012 00:00:00,2012,31.83429,-102.135,10977,5,4,1,3,13,1,1,0,0,1409520,0,888500,1409520,36.652
1421,1,10,2,03/18/2012 00:00:00,2012,31.81556,-102.11977,11207,5,4,1,3,13,1,1,0,0,1363320,0,929580,1363320,66.948
1423,1,10,2,02/19/2012 00:00:00,2012,31.84494,-102.15148,11005,5,4,1,3,13,1,1,0,0,1445514,0,926180,1445514,67.568
1425,2,23,2,11/06/2011 00:00:00,2011,31.71062,-101.93136,10952,4,5,6,5,25,1,2,0,13000,418800,0,530100,431800,4.528
1426,2,13,2,12/14/2011 00:00:00,2011,31.70005,-102.02924,10715,5,5,7,5,26,1,2,0,8064,76440,0,264370,84504,4.216
1430,3,27,2,01/26/2012 00:00:00,2012,31.83539,-101.96525,11175,4,2,1,2,6,3,6,0,13500,1431726,0,1376898,1445226,131.848
1432,3,27,2,03/11/2012 00:00:00,2012,31.85412,-101.96623,10849,4,5,1,2,6,4,8,0,12000,1119650,0,1437569,1131650,51.136
1434,3,27,2,04/25/2012 00:00:00,2012,31.85652,-101.97209,10875,4,2,1,2,6,4,7,0,12000,1200862,0,1224984,1212862,64.804
1435,1,13,2,02/23/2012 00:00:00,2012,31.80908,-102.22015,11350,4,6,1,2,6,1,2,0,11088,932064,0,798120,943152,54.692
1439,3,27,2,08/04/2012 00:00:00,2012,31.85245,-101.97501,10992,4,5,1,2,6,5,10,0,15000,1448328,0,1377555,1463328,88.68
1441,3,27,2,03/24/2012 00:00:00,2012,31.91622,-101.8934,10385,4,3,7,3,18,3,6,0,52500,1199908,0,1458884,1252408,48.14
1442,3,27,2,03/11/2012 00:00:00,2012,31.88041,-101.9667,10810,4,7,6,3,17,4,8,0,13500,1362152,0,1506739,1375652,95.82
1451,3,27,2,02/29/2012 00:00:00,2012,31.93864,-101.83344,10503,5,3,6,3,17,4,8,0,13500,1415625,0,1449098,1429125,95.916
1453,1,10,2,03/13/2012 00:00:00,2012,31.84558,-102.16502,11118,4,3,1,3,13,1,1,0,0,1256850,0,819500,1256850,67.14
1458,1,27,2,06/04/2012 00:00:00,2012,31.77932,-102.17599,10548,4,4,7,3,18,3,6,0,9000,1020771,0,1250497,1029771,58.508
1461,2,5,2,12/24/2011 00:00:00,2011,31.69311,-101.92723,11773,6,4,1,5,21,11,22,0,16000,842000,0,609809,858000,7.608
1462,1,27,2,04/30/2012 00:00:00,2012,31.76356,-101.95537,10939,5,4,1,2,6,4,7,0,7500,1327826,0,1337138,1335326,66.956
1463,2,3,2,01/16/2012 00:00:00,2012,31.65588,-102.04129,11707,4,4,1,5,21,1,1,189000,0,0,0,130000,189000,38.888
1465,1,27,2,07/10/2012 00:00:00,2012,31.73963,-101.97045,10943,4,4,6,2,10,4,8,0,12000,1323581,0,1381241,1335581,47.492
1466,2,3,2,01/16/2012 00:00:00,2012,31.66521,-102.08433,11462,4,4,1,2,6,1,1,0,0,124000,0,120000,124000,5.604
1469,1,27,2,07/06/2012 00:00:00,2012,31.89295,-102.01074,11236,4,7,1,3,13,5,10,0,13500,1394211,0,1528015,1407711,133.616
1471,1,10,2,03/06/2012 00:00:00,2012,31.84901,-102.1662,11110,4,4,1,3,13,1,1,0,0,1353282,0,846000,1353282,84.272
1473,1,27,2,06/04/2012 00:00:00,2012,31.76732,-102.17618,10509,4,5,7,1,5,3,6,0,10500,937169,0,1154722,947669,78.02
1474,1,27,2,04/30/2012 00:00:00,2012,31.88235,-102.00738,11004,4,7,1,3,13,4,8,0,12000,1422357,0,1447742,1434357,101.8054469
1475,3,27,2,08/12/2012 00:00:00,2012,31.85604,-101.90967,10664,2,4,6,2,10,4,8,0,12000,1209621,0,1320008,1221621,55.836
1477,1,27,2,06/06/2012 00:00:00,2012,31.76925,-101.95716,10924,5,4,1,3,13,4,8,0,10500,1385892,0,1408928,1396392,51.928
1478,3,27,2,06/25/2012 00:00:00,2012,31.83369,-101.92442,10741,4,3,1,3,13,4,8,0,12000,1200845,0,1388203,1212845,131.648
1479,3,27,2,05/06/2012 00:00:00,2012,31.92695,-101.84699,10428,4,4,7,3,18,3,6,0,13500,1378970,0,1444110,1392470,123.4073116
1480,2,5,2,04/12/2012 00:00:00,2012,31.69135,-101.95096,11895,4,7,1,5,21,10,20,0,12000,827484,0,936440,839484,23.292
1487,1,10,2,03/18/2012 00:00:00,2012,31.81496,-102.18312,11475,4,6,1,3,13,1,1,0,0,1278690,0,801000,1278690,70.35833286
1488,4,5,2,04/22/2012 00:00:00,2012,31.95364,-101.78102,11503,4,4,4,5,24,9,18,0,12000,890106,0,996200,902106,57.16
1491,3,27,2,05/28/2012 00:00:00,2012,31.84783,-101.94692,10726,4,5,1,3,13,4,8,0,12000,1351808,0,1345603,1363808,78.66
1492,3,27,2,06/01/2012 00:00:00,2012,31.79764,-101.79802,11279,5,3,1,3,13,5,10,0,15000,1474446,0,1551766,1489446,120.0347822
1493,3,27,2,05/27/2012 00:00:00,2012,31.95324,-101.85144,10526,2,3,7,3,18,3,6,0,12000,1109640,0,995147,1121640,87.08
1496,1,32,2,04/07/2012 00:00:00,2012,31.73586,-102.11627,10395,2,5,7,3,18,1,1,1121190,0,0,0,787968,1121190,166.34
1499,1,3,2,04/13/2012 00:00:00,2012,31.73356,-102.08893,11350,3,3,1,2,6,1,2,0,15000,1526994,0,123000,1541994,86.52
1500,2,25,2,07/19/2012 00:00:00,2012,31.6533,-102.00592,12020,5,4,1,4,20,1,1,405048,0,0,0,304380,405048,286.748
1501,2,25,2,05/24/2012 00:00:00,2012,31.65193,-101.99097,12205,5,5,1,5,21,1,1,1539006,0,0,0,1245440,1539006,87.928
1502,2,27,2,07/30/2012 00:00:00,2012,31.72844,-101.95356,11167,4,4,1,2,6,4,6,0,7500,1198878,0,1045651,1206378,89.104
1503,1,10,2,07/16/2012 00:00:00,2012,31.79508,-102.12732,10908,5,4,1,3,13,1,2,0,16500,1220310,0,789550,1236810,70.092
1505,1,10,2,07/23/2012 00:00:00,2012,31.84474,-102.12422,11245,5,7,1,5,21,1,2,0,12000,976889,0,496525,988889,70.06
1506,1,10,2,07/29/2012 00:00:00,2012,31.85546,-102.15482,11028,4,5,1,3,13,1,2,0,22000,1273608,0,843000,1295608,76.764
1507,2,3,2,05/03/2012 00:00:00,2012,31.6826,-102.07353,11460,4,4,1,3,13,1,2,0,17000,1586634,0,120000,1603634,8.412
1509,1,7,2,06/02/2012 00:00:00,2012,31.77747,-102.00503,11509,5,5,1,2,6,1,1,440916,0,0,0,936100,440916,159.2121528
1510,1,3,2,05/27/2012 00:00:00,2012,31.70352,-102.08026,11360,4,3,1,3,13,1,2,NA,NA,NA,NA,NA,NA,64.176
1513,1,32,2,06/25/2012 00:00:00,2012,31.72785,-102.14918,10667,5,4,7,3,18,1,1,1161972,0,0,0,802974,1161972,125.6
1517,5,27,3,04/15/2003 00:00:00,2003,31.62843,-101.74845,8590,6,4,5,3,16,3,6,0,1500,193946,1500,668600,196946,26.152
1519,5,27,3,04/21/2003 00:00:00,2003,31.6031,-101.74503,8540,4,4,5,3,16,3,8,0,45500,2495052,500,472550,2541052,32.70993787
1520,5,27,3,03/24/2003 00:00:00,2003,31.56464,-101.76736,8660,6,4,7,3,18,3,8,0,5000,195972,0,307850,200972,59.67281149
1521,5,27,3,03/24/2003 00:00:00,2003,31.63317,-101.65242,8355,2,4,5,3,16,3,8,0,5000,197316,0,311100,202316,36.28399577
1523,5,27,3,04/08/2003 00:00:00,2003,31.54523,-101.62044,8198,5,4,5,3,16,3,8,0,5000,202337,0,470740,207337,35.02434343
1524,5,27,3,04/15/2003 00:00:00,2003,31.53781,-101.6181,8210,5,4,5,1,3,3,8,0,5000,196980,0,468860,201980,29.088
1525,6,27,3,05/13/2003 00:00:00,2003,31.54521,-101.58526,8112,5,4,7,1,5,3,6,0,3500,197736,0,470760,201236,38.48
1526,6,27,3,05/12/2003 00:00:00,2003,31.55151,-101.59197,8120,4,4,7,1,5,3,8,0,5000,192595,0,472560,197595,28.91222461
1527,5,2,3,01/13/2003 00:00:00,2003,31.48016,-101.63969,8218,5,4,7,3,18,1,1,0,0,260484,0,482040,260484,48.13532361
1528,5,2,3,03/21/2003 00:00:00,2003,31.45684,-101.64135,8245,3,4,7,3,18,1,1,0,0,209197,0,290050,209197,55.292
1529,5,2,3,01/15/2003 00:00:00,2003,31.49233,-101.65237,8225,4,4,5,3,16,1,1,0,0,140135,0,284000,140135,33.27003426
1530,6,27,3,05/13/2003 00:00:00,2003,31.55065,-101.59574,8135,4,4,7,3,18,3,8,0,5000,207501,0,487320,212501,56.83181047
1531,5,2,3,04/10/2003 00:00:00,2003,31.47572,-101.64258,8258,4,4,7,3,18,1,1,0,0,243264,0,290750,243264,42.468
1532,5,2,3,03/07/2003 00:00:00,2003,31.47291,-101.63801,8235,4,4,7,3,18,1,1,0,0,181546,0,290390,181546,44.50083322
1533,5,2,3,06/08/2003 00:00:00,2003,31.46918,-101.63631,8250,4,3,7,3,18,1,1,0,0,138440,0,290080,138440,17.685
1536,5,2,3,01/28/2003 00:00:00,2003,31.47097,-101.64569,8225,4,4,7,3,18,1,1,0,0,185517,0,292190,185517,27.41962381
1537,5,2,3,03/19/2003 00:00:00,2003,31.47761,-101.63429,8225,4,4,7,3,18,1,1,0,0,222222,0,289940,222222,26.20745867
1538,5,2,3,03/04/2003 00:00:00,2003,31.48299,-101.64487,8225,3,4,7,3,18,1,1,0,0,186984,0,290030,186984,34.33198681
1541,5,2,3,01/24/2003 00:00:00,2003,31.49026,-101.64712,8225,3,4,7,3,18,1,1,0,0,192696,0,290230,192696,21.03030391
1543,5,2,3,02/24/2003 00:00:00,2003,31.46139,-101.63917,8238,3,4,7,3,18,1,1,0,0,189966,0,291891,189966,35.07129045
1544,5,2,3,02/03/2003 00:00:00,2003,31.45887,-101.63308,8225,4,4,7,3,18,1,1,0,0,185136,0,290180,185136,40.292
1546,5,2,3,03/21/2003 00:00:00,2003,31.4544,-101.63619,8225,4,4,7,3,18,1,1,0,0,212226,0,290950,212226,31.19237239
1547,5,2,3,04/30/2003 00:00:00,2003,31.48383,-101.62316,8270,4,4,7,3,18,1,1,0,0,113000,0,284000,113000,41.02
1549,5,2,3,03/21/2003 00:00:00,2003,31.54763,-101.67463,8237,3,4,7,3,18,1,1,0,0,193372,0,290360,193372,39.96278973
1550,5,2,3,01/23/2003 00:00:00,2003,31.47219,-101.62448,8243,4,4,7,3,18,1,1,0,0,197292,0,291310,197292,43.108
1552,5,2,3,04/24/2003 00:00:00,2003,31.5389,-101.68047,8246,4,4,7,3,18,1,1,0,0,154000,0,291000,154000,13.363
1553,5,2,3,05/12/2003 00:00:00,2003,31.4905,-101.66057,8252,5,4,7,1,5,1,1,0,0,172536,0,289760,172536,15.7871887
1554,5,27,3,12/09/2003 00:00:00,2003,31.59362,-101.76857,8700,6,4,7,1,5,3,8,0,5000,207020,0,454404,212020,21.976
1555,5,27,3,12/08/2003 00:00:00,2003,31.46657,-101.73258,9315,5,3,7,3,18,5,10,0,11000,337454,0,508120,348454,23.639
1558,5,27,3,04/22/2003 00:00:00,2003,31.60893,-101.75121,8690,2,4,7,1,5,3,8,0,5000,195760,0,470980,200760,45.448
1561,6,2,3,05/02/2003 00:00:00,2003,31.64331,-101.55852,8300,5,4,7,1,5,4,8,99400,6000,181370,0,504000,286770,36.91160307
1563,6,2,3,06/02/2003 00:00:00,2003,31.6183,-101.54685,8047,4,3,5,3,16,3,6,0,3000,172200,0,460600,175200,34.89567384
1564,6,2,3,06/02/2003 00:00:00,2003,31.61,-101.56592,8000,5,4,5,3,16,3,6,0,3000,172000,0,463200,175000,25.408
1565,6,2,3,05/06/2003 00:00:00,2003,31.60975,-101.51736,8450,5,5,7,3,18,4,8,85000,6000,180200,0,498500,271200,65.90859364
1567,5,2,3,03/04/2003 00:00:00,2003,31.54204,-101.64998,8237,4,4,7,1,5,1,1,0,0,187216,0,291500,187216,36.51621832
1568,5,2,3,03/23/2003 00:00:00,2003,31.54827,-101.63901,8227,4,4,7,3,18,1,1,0,0,189533,0,289640,189533,29.19716485
1569,5,27,3,04/21/2003 00:00:00,2003,31.61882,-101.7411,8590,2,4,7,1,5,3,6,0,5000,189042,0,472100,194042,40.412
1570,5,27,3,07/08/2003 00:00:00,2003,31.47368,-101.73479,9300,2,5,7,1,5,5,10,0,5000,351901,0,507061,356901,25.76
1571,5,27,3,07/08/2003 00:00:00,2003,31.46127,-101.72219,9250,5,3,7,3,18,3,8,0,4000,200202,0,471451,204202,33.312
1573,5,27,3,09/25/2003 00:00:00,2003,31.58599,-101.73897,8620,2,4,7,1,5,3,7,0,4000,193649,0,472280,197649,24.501905
1574,5,27,3,09/25/2003 00:00:00,2003,31.57456,-101.7398,8630,5,3,5,1,3,3,8,0,5000,201138,0,471640,206138,25.01447869
1575,5,27,3,07/08/2003 00:00:00,2003,31.59868,-101.73058,8550,6,4,7,1,5,3,8,0,5000,133854,0,473380,138854,37.176
1576,5,2,3,04/23/2003 00:00:00,2003,31.47996,-101.62649,8276,4,4,7,3,18,1,1,0,0,220500,0,289330,220500,26.95602748
1577,5,2,3,03/31/2003 00:00:00,2003,31.52689,-101.6323,8240,4,4,7,3,18,1,1,0,0,197782,0,290200,197782,16.66110048
1578,5,27,3,04/22/2003 00:00:00,2003,31.61728,-101.73197,8577,4,4,7,1,5,3,7,1000,3000,189546,0,470820,193546,44.124
1579,5,27,3,07/08/2003 00:00:00,2003,31.58893,-101.70911,8540,6,4,7,1,5,3,7,0,4000,186354,0,472120,190354,31.38
1581,5,27,3,05/13/2003 00:00:00,2003,31.64919,-101.66118,8440,5,4,7,1,5,3,7,0,4000,214452,0,471640,218452,21.748
1583,5,27,3,08/05/2003 00:00:00,2003,31.61864,-101.64783,8345,2,4,7,3,18,3,6,0,5000,187976,0,472920,192976,42.688
1585,6,2,3,05/23/2003 00:00:00,2003,31.63937,-101.57493,8050,2,4,5,3,16,3,6,0,3000,174200,0,461800,177200,33.07515132
1586,6,27,3,08/05/2003 00:00:00,2003,31.63724,-101.63155,8430,2,4,7,3,18,3,6,0,5000,140309,0,471410,145309,23.428
1592,5,2,3,04/30/2003 00:00:00,2003,31.4242,-101.63561,8246,4,3,7,1,5,1,1,0,0,166295,0,289000,166295,39.0632123
1593,5,2,3,05/27/2003 00:00:00,2003,31.4866,-101.62778,8280,5,4,7,1,5,1,1,0,0,141194,0,288550,141194,24.752
1595,5,2,3,06/24/2003 00:00:00,2003,31.45166,-101.68412,8200,2,4,7,3,18,1,1,0,0,153212,0,290310,153212,22.30126664
1596,5,2,3,08/13/2004 00:00:00,2004,31.44537,-101.64218,8154,4,3,7,1,5,2,2,0,0,220506,0,350000,220506,17.03591569
1597,5,2,3,08/14/2003 00:00:00,2003,31.42677,-101.64079,8295,4,3,7,3,18,1,1,0,0,153212,0,290310,153212,40.66573967
1598,5,2,3,07/23/2003 00:00:00,2003,31.43175,-101.63797,8266,4,4,7,3,18,1,1,0,0,149834,0,290560,149834,44.39708554
1599,5,2,3,10/02/2003 00:00:00,2003,31.42459,-101.64939,8200,4,4,7,3,18,1,1,0,0,90365,0,135000,90365,49.95212264
1600,5,2,3,07/21/2004 00:00:00,2004,31.51953,-101.66523,8306,4,4,7,1,5,2,2,0,0,220506,0,350000,220506,17.94
1604,5,2,3,08/06/2003 00:00:00,2003,31.52899,-101.6904,8310,3,4,5,1,3,1,1,0,0,134832,0,290680,134832,36.78123071
1605,5,2,3,08/31/2003 00:00:00,2003,31.43354,-101.66084,8184,4,4,7,1,5,1,1,0,0,90365,0,135000,90365,11.52
1607,5,2,3,09/11/2003 00:00:00,2003,31.45807,-101.61982,8208,4,4,7,1,5,1,1,0,0,90365,0,135000,90365,17.30257449
1608,5,2,3,09/11/2003 00:00:00,2003,31.46217,-101.6522,8200,4,4,7,1,5,1,1,0,0,90365,0,135000,90365,44.38544029
1609,5,2,3,10/02/2003 00:00:00,2003,31.45611,-101.65859,8200,4,4,7,3,18,1,1,0,0,90365,0,135000,90365,39.324
1610,5,27,3,03/31/2004 00:00:00,2004,31.46399,-101.72739,9304,5,4,7,1,5,4,8,0,8000,277938,0,490570,285938,32.644
1612,6,27,3,12/08/2003 00:00:00,2003,31.59617,-101.59249,8180,2,3,7,3,18,3,6,0,5000,190096,0,470460,195096,39.388
1613,5,27,3,12/17/2003 00:00:00,2003,31.56325,-101.65698,8355,5,4,7,1,5,3,6,0,5000,186715,0,470290,191715,24.1
1614,5,27,3,01/25/2005 00:00:00,2005,31.57271,-101.74805,8662,5,3,7,1,5,3,6,0,5000,219198,0,475750,224198,57.10141561
1615,5,27,3,08/27/2004 00:00:00,2004,31.57651,-101.71405,8545,3,4,7,1,5,3,6,0,4000,204204,0,470640,208204,40.932
1616,5,27,3,08/27/2004 00:00:00,2004,31.61293,-101.70325,8520,3,4,7,1,5,3,6,0,5000,198324,0,472400,203324,34.48819999
1617,5,27,3,05/06/2004 00:00:00,2004,31.47672,-101.70483,9245,4,4,7,3,18,4,8,0,11000,356554,0,511630,367554,44.144
1620,5,27,3,05/13/2004 00:00:00,2004,31.45627,-101.69414,9208,4,4,7,1,5,4,8,0,11000,340969,0,510150,351969,33.608
1621,5,27,3,06/15/2004 00:00:00,2004,31.46258,-101.68286,9118,2,4,7,1,5,4,8,0,11000,338712,0,507210,349712,34.24012514
1624,5,27,3,08/06/2004 00:00:00,2004,31.44973,-101.72305,9300,2,4,7,1,5,5,10,0,11000,215607,158149,524210,384756,34.904
1625,5,2,3,04/18/2004 00:00:00,2004,31.46986,-101.61883,8300,4,4,7,3,18,2,2,0,0,220506,0,350000,220506,29.856
1626,5,2,3,05/12/2004 00:00:00,2004,31.45046,-101.65288,8229,4,3,7,3,18,2,2,0,0,220080,0,350000,220080,36.2429405
1627,5,2,3,04/01/2004 00:00:00,2004,31.46737,-101.66234,8250,4,4,7,1,5,1,1,0,0,159000,0,350000,159000,35.576
1628,5,2,3,04/26/2004 00:00:00,2004,31.4719,-101.65937,8260,3,4,7,3,18,1,1,0,0,220506,0,350000,220506,15.1832191
1629,5,2,3,04/07/2004 00:00:00,2004,31.50376,-101.65152,8300,3,4,7,3,18,1,1,0,0,220506,0,35000,220506,45.068
1634,5,2,3,06/21/2004 00:00:00,2004,31.52338,-101.63121,8337,4,4,7,1,5,2,2,0,0,220506,0,350000,220506,23.852
1636,5,2,3,06/01/2004 00:00:00,2004,31.53006,-101.6333,8300,4,4,7,3,18,2,2,0,0,220506,0,350000,220506,20.72
1637,5,2,3,05/16/2004 00:00:00,2004,31.49518,-101.62236,8206,4,4,7,3,18,2,2,0,0,183782,0,351130,183782,19.024
1639,5,2,3,06/12/2004 00:00:00,2004,31.48406,-101.61861,8290,4,4,7,3,18,2,2,0,0,220506,0,350000,220506,25.4
1641,5,2,3,07/20/2004 00:00:00,2004,31.47781,-101.61691,8210,4,5,7,3,18,2,2,0,0,220506,0,350000,220506,25.66
1643,5,2,3,07/21/2004 00:00:00,2004,31.50933,-101.62683,8237,5,4,7,3,18,2,2,0,0,220506,0,350000,220506,20.668
1645,5,2,3,06/18/2004 00:00:00,2004,31.50218,-101.62458,8300,5,4,7,3,18,2,2,0,0,220506,0,350000,220506,26.52292632
1647,5,27,3,08/02/2004 00:00:00,2004,31.56653,-101.74174,8610,4,4,7,1,5,3,6,0,5000,199458,0,471020,204458,55.96
1648,6,27,3,09/13/2004 00:00:00,2004,31.59831,-101.58431,8116,2,4,7,1,5,3,6,0,5000,207988,0,470270,212988,44.236
1650,5,27,3,09/28/2004 00:00:00,2004,31.5407,-101.62262,8270,5,4,5,1,3,3,6,0,5000,189756,0,471420,194756,38.304
1653,5,2,3,08/16/2004 00:00:00,2004,31.50822,-101.6484,8312,3,4,7,1,5,2,2,0,0,220506,0,350000,220506,29.62307158
1654,5,2,3,08/28/2004 00:00:00,2004,31.44684,-101.6528,8174,4,3,7,3,18,2,2,0,0,220506,0,350000,220506,29.15185689
1656,5,2,3,04/04/2005 00:00:00,2005,31.53,-101.65522,8327,4,4,7,3,18,2,2,383200,0,0,0,100450,383200,41.124
1657,5,2,3,10/12/2004 00:00:00,2004,31.55144,-101.64,8336,4,4,7,3,18,2,2,0,0,367506,0,362000,367506,42.43844071
1661,5,2,3,03/08/2005 00:00:00,2005,31.44406,-101.61534,8282,4,4,7,3,18,2,2,383200,0,0,0,100450,383200,22.39416894
1662,5,2,3,10/29/2004 00:00:00,2004,31.44229,-101.6726,8260,5,7,7,3,18,2,2,0,0,367506,0,360000,367506,39.86164692
1665,5,2,3,09/10/2004 00:00:00,2004,31.51985,-101.63012,8340,4,3,7,1,5,2,2,0,0,367506,0,362000,367506,18.52846714
1666,5,27,3,09/27/2004 00:00:00,2004,31.63272,-101.76269,8710,6,4,7,1,5,3,6,0,5000,195174,0,472660,200174,45.8702266
1667,5,27,3,10/12/2004 00:00:00,2004,31.5967,-101.64135,8350,5,4,5,1,3,3,6,0,5000,196098,0,473480,201098,43.07231771
1669,5,27,3,11/04/2004 00:00:00,2004,31.53355,-101.62035,8205,5,4,7,3,18,3,6,0,4500,195762,0,473390,200262,28.67926976
1671,5,27,3,11/04/2004 00:00:00,2004,31.59139,-101.64819,8345,4,4,7,1,5,3,6,0,5000,196224,0,475894,201224,32.59924597
1672,5,27,3,11/16/2004 00:00:00,2004,31.58082,-101.72859,8615,2,4,7,1,5,3,6,0,5000,195636,0,471060,200636,32.49670036
1673,5,27,3,11/16/2004 00:00:00,2004,31.57116,-101.72116,8532,5,3,7,1,5,3,6,0,5000,194292,0,471970,199292,34.12554949
1674,6,27,3,11/09/2004 00:00:00,2004,31.5498,-101.58232,8188,5,4,5,1,3,3,6,0,5000,194292,0,471820,199292,50.176
1676,5,2,3,10/31/2004 00:00:00,2004,31.4549,-101.64987,8140,4,4,7,1,5,2,2,0,0,367506,0,360000,367506,29.992
1678,5,2,3,09/22/2004 00:00:00,2004,31.51869,-101.66894,8307,4,3,7,3,18,2,2,0,0,367506,0,362000,367506,21.0058
1679,5,2,3,09/13/2004 00:00:00,2004,31.46065,-101.62497,8204,3,4,7,3,18,2,2,0,0,367506,0,362000,367506,15.47732057
1680,5,2,3,12/05/2004 00:00:00,2004,31.43709,-101.66175,8231,4,4,7,3,18,2,2,0,0,367506,0,360000,367506,27.77576071
1682,5,27,3,01/09/2005 00:00:00,2005,31.46522,-101.70543,9254,5,4,7,1,5,5,10,0,11000,319452,0,509510,330452,21.748
1684,5,27,3,01/25/2005 00:00:00,2005,31.46773,-101.71091,9270,4,3,7,1,5,6,12,0,14000,415998,0,530458,429998,36.86935873
1685,5,27,3,01/10/2005 00:00:00,2005,31.47835,-101.71422,9274,5,4,7,3,18,5,10,0,11000,334278,0,509190,345278,29.26563545
1686,5,27,3,01/08/2005 00:00:00,2005,31.56019,-101.65163,8270,5,4,5,3,16,3,6,0,3750,198744,0,471400,202494,13.54044625
1687,6,27,3,11/11/2004 00:00:00,2004,31.55403,-101.5968,8150,4,4,5,1,3,3,6,0,5000,195552,0,472270,200552,40.528
1688,5,2,3,11/11/2004 00:00:00,2004,31.51931,-101.68288,8418,4,4,7,3,18,2,2,0,0,367506,0,360000,367506,32.723344
1690,5,2,3,11/13/2004 00:00:00,2004,31.53486,-101.64796,8329,4,4,7,3,18,2,2,0,0,367506,0,360000,367506,39.92984664
1691,5,2,3,11/12/2004 00:00:00,2004,31.43409,-101.64222,8267,4,4,7,3,18,2,2,0,0,367506,0,360000,367506,8.388
1694,5,2,3,12/28/2004 00:00:00,2004,31.46022,-101.6608,8284,5,4,7,3,18,2,2,0,0,367506,0,360000,367506,32.42348826
1695,5,2,3,02/07/2005 00:00:00,2005,31.51264,-101.64542,8360,4,4,7,1,5,2,2,0,0,383200,0,100450,383200,20.312
1697,5,27,3,02/13/2005 00:00:00,2005,31.48515,-101.69561,9315,5,4,7,3,18,5,10,0,11000,343812,0,508200,354812,35.592
1698,5,27,3,01/25/2005 00:00:00,2005,31.48419,-101.67185,9260,2,4,7,2,11,5,10,0,12500,364098,0,386631,376598,32.712
1699,5,27,3,03/06/2005 00:00:00,2005,31.49829,-101.67627,9319,4,3,7,3,18,5,10,0,11000,334782,0,508260,345782,28.35819288
1700,5,27,3,02/14/2005 00:00:00,2005,31.45886,-101.71693,9350,5,3,7,3,18,5,10,0,11000,350616,0,511960,361616,26.428
