WellID,Subarea,Operator Numeric,County Numeric,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,DeepestZoneNumeric,Frac.Stages,Treatment.Records,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.
910,B,13,2,38857,2006,31.69336,-102.00948,11260,40,80,7,1,1,650550,594300,48.112
912,A,24,2,39141,2007,31.77678,-101.99141,10993,80,80,1,1,2,560000,845000,41.71620714
914,B,13,2,39073,2006,31.6993,-102.065,10670,80,80,7,1,1,600900,569772,56.71657701
917,D,13,2,38981,2006,31.96385,-101.80206,10516,160,Sub 20,1,1,1,362004,535458,23.49
918,A,13,2,39147,2007,31.78917,-102.0534,10841,80,160,1,3,4,603020,628698,77.77491575
922,C,2,2,38868,2006,31.74599,-101.78104,9973,40,40,7,6,12,523240,437483,27.264
923,A,13,2,38930,2006,31.76389,-102.17477,11247,40,80,7,1,1,601900,563976,45.81984815
930,A,27,2,39050,2006,31.89491,-102.00225,10185,40,Sub 20,7,6,11,520620,450120,42.824
931,A,27,2,39042,2006,31.88585,-102.00849,10164,40,Sub 20,7,5,10,678677,345789,55.956
932,A,27,2,38859,2006,31.87435,-102.05805,10285,40,160,7,6,12,522980,447122,56.73353027
933,A,2,2,38953,2006,31.69046,-102.19558,10067,40,40,7,6,12,445620,468844,56.172
934,A,2,2,38937,2006,31.69759,-102.1976,10500,40,40,7,5,10,432298,354603,33.84
940,C,2,2,38958,2006,31.75463,-101.7927,9865,80,40,7,7,14,561279,533918,21.25904119
941,A,27,2,38978,2006,31.8939,-102.00664,10184,40,Sub 20,7,7,14,675047,532444,37.38
943,C,2,2,39041,2006,31.77573,-101.78187,9900,80,40,7,6,12,521720,431475,30.31831686
946,B,13,2,39072,2006,31.7148,-101.9988,10750,80,80,7,1,1,648830,548394,47.248
948,A,9,2,39006,2006,31.82658,-102.02105,10450,80,80,7,4,7,426034,253336,42.972
949,A,9,2,39052,2006,31.82392,-102.01581,10521,80,80,7,3,5,349486,344764,36.5817199
950,A,9,2,39080,2006,31.82209,-102.02402,9960,80,160,7,8,8,1036124,1304488,54.64
951,A,9,2,39005,2006,31.82184,-102.01087,10460,80,80,7,5,6,549375,312000,78.06
952,A,9,2,39067,2006,31.82916,-102.02629,10440,40,80,7,4,4,358656,72450,39.04780219
953,A,9,2,39076,2006,31.81951,-102.01878,10455,80,80,7,5,5,405930,472542,49.91380818
954,A,12,2,38943,2006,31.84784,-102.07614,10143,80,160,7,1,1,319000,430550,102.2865487
956,C,27,2,39021,2006,31.84716,-101.96459,10243,40,80,7,6,12,412940,487816,48.948
958,C,27,2,39042,2006,31.83481,-101.95186,10106,40,80,7,6,12,406880,447203,34.792
959,C,27,2,39097,2007,31.84285,-101.94974,10085,40,160,7,6,12,404260,424754,58.592
961,C,27,2,39104,2007,31.84574,-101.93744,10040,40,80,7,6,12,407780,541875,45.612
962,C,27,2,39070,2006,31.83933,-101.94861,10093,40,80,7,6,12,414280,441148,67.74792166
965,C,27,2,39137,2007,31.75643,-101.94885,10450,40,80,7,6,12,400930,413313,36.708
968,A,13,2,39136,2007,31.77364,-102.0888,10389,40,160,7,1,1,751230,980028,65.28148434
969,A,13,2,39204,2007,31.77759,-102.08616,10410,40,160,7,1,1,700324,613662,62.78514382
970,B,13,2,39148,2007,31.6561,-101.9881,10626,40,80,7,1,1,704120,580314,25.508
971,B,13,2,39072,2006,31.6541,-101.9841,10718,40,80,7,1,1,258000,328986,35.08
972,A,13,2,39182,2007,31.7509,-102.0242,10680,80,80,7,1,1,500200,511350,40.396
976,C,27,2,39141,2007,31.79486,-101.92934,10474,80,40,7,6,12,405740,463499,36.072
979,B,27,2,39098,2007,31.7213,-101.93785,10578,40,80,7,6,12,412380,471508,33.67536258
981,B,27,2,39080,2006,31.66763,-101.98048,10392,,,7,4,8,595424,388265,38.603443
982,C,27,2,39191,2007,31.93387,-101.84956,9575,80,40,7,6,12,524100,389233,35.6
983,C,27,2,39105,2007,31.87597,-101.96966,9986,20,Sub 20,7,5,10,522660,336925,33.036
984,C,27,2,39174,2007,31.86507,-101.90324,9075,160,20,7,3,6,480600,180716,18.192
989,B,27,2,39250,2007,31.66201,-101.9811,10460,,,7,4,8,130040,405279,28.532
991,B,13,2,39334,2007,31.70771,-101.99648,10871,80,80,7,1,1,651880,528276,50.2
992,B,13,2,39281,2007,31.70324,-101.99955,10865,40,160,7,1,1,500122,732564,72.94253599
993,B,13,2,39425,2007,31.70581,-102.00464,10790,80,80,7,1,1,710520,686490,49.632
994,A,13,2,39310,2007,31.82613,-102.2432,11265,40,Over 160,7,1,1,555860,690144,25.432
995,C,27,2,39195,2007,31.79949,-101.77634,8695,160,40,5,3,6,293152,184579,30.91732865
996,C,27,2,39140,2007,31.79768,-101.78441,8967,160,40,5,3,6,473620,201993,30.988
1000,A,13,2,39362,2007,31.73338,-102.04957,10650,40,80,7,1,1,749500,648102,47.03003331
1004,D,2,2,39154,2007,31.93394,-101.78352,8826,80,40,7,1,2,168500,485562,35.52561313
1005,C,27,2,39159,2007,31.83189,-101.96414,10243,40,160,7,6,12,404060,424314,65.584
1007,B,13,2,39331,2007,31.6619,-101.99707,10632,40,40,7,1,1,747800,602322,55.72469755
1008,C,27,2,39328,2007,31.81951,-101.96856,10240,40,80,7,6,12,406660,426162,33.04
1010,C,27,2,39254,2007,31.87692,-101.96556,10101,40,Sub 20,7,5,11,388540,350034,33.952
1012,A,27,2,39336,2007,31.79894,-102.18641,10532,,,7,5,10,520740,775052,33.424
1014,A,27,2,39291,2007,31.80603,-102.1887,10537,,,7,6,12,478126,700230,50.89287072
1016,A,27,2,39292,2007,31.79489,-102.20301,10510,80,Over 160,7,7,14,405560,711813,32.612
1017,A,27,2,39316,2007,31.80201,-102.20502,10503,40,Over 160,7,4,8,369480,584673,29.7
1019,A,13,2,39369,2007,31.792,-102.18387,11005,80,80,1,1,2,602860,604380,71.452
1021,A,13,2,39473,2008,31.78995,-102.19231,10996,80,80,6,1,1,605250,615510,28.148
1025,B,27,2,39239,2007,31.65738,-102.00221,10488,80,40,7,6,12,560060,418546,108.724
1026,C,13,2,39439,2007,31.84788,-101.96065,10910,40,20,6,1,1,654960,595686,52.67011824
1027,A,27,2,39412,2007,31.76434,-102.18843,10752,,,7,4,8,110139,316905,37.03210804
1029,A,12,2,39287,2007,31.82424,-102.06513,10117,40,80,7,1,2,292800,522000,42.448
1030,A,12,2,39342,2007,31.83192,-102.08158,10143,160,80,7,1,2,316750,547500,46.41027426
1031,A,27,2,39493,2008,31.77192,-102.20403,10746,,,7,5,10,295300,408076,16.99490709
1034,A,27,2,39459,2008,31.76883,-102.18548,10715,,,7,4,8,111520,297889,15.003
1037,C,13,2,39416,2007,31.85618,-101.94104,10941,40,20,1,1,1,749860,586278,30.68
1039,A,2,2,39413,2007,31.69855,-102.1625,10083,80,40,7,6,12,528357,409977,1.224
1040,A,2,2,39397,2007,31.6848,-102.17563,10104,40,20,7,5,10,559262,487560,38.48073554
1042,A,2,2,39325,2007,31.71654,-102.18229,10111,80,40,7,6,12,592184,450221,27.816
1044,A,27,2,39431,2007,31.77798,-102.17963,10692,,,7,4,8,140871,376388,38.15611142
1048,A,2,2,39433,2007,31.73066,-102.18653,10111,80,40,7,6,12,524440,407788,24.856
1049,A,2,2,39425,2007,31.69502,-102.19268,10082,80,40,7,7,14,539746,475458,31.008
1051,C,27,2,39470,2008,31.7889,-101.95037,10548,20,160,7,6,12,430179,386500,66.664
1053,C,27,2,39493,2008,31.78892,-101.95455,10538,40,160,7,6,12,577240,387303,43.384
1054,A,2,2,39491,2008,31.77988,-102.17143,10249,40,40,7,5,10,495179,386704,35.972
1056,C,27,2,39429,2007,31.78086,-101.95682,10550,40,160,7,6,12,576520,441745,41.824
1058,C,27,2,39580,2008,31.8109,-101.95727,10259,40,40,7,6,12,480360,545474,49.94
1059,C,27,2,39580,2008,31.80739,-101.95612,10252,40,80,7,6,12,538540,564510,32.316
1060,C,13,2,39529,2008,31.85329,-101.96239,11040,40,40,1,1,2,897700,303492,71.68747308
1062,A,13,2,39388,2007,31.83971,-102.21262,11186,80,Over 160,1,1,2,491380,655116,31.828
1064,A,13,2,39432,2007,31.7231,-102.0774,10571,80,160,6,1,1,803710,819294,59.852
1065,C,13,2,39736,2008,31.85843,-101.96404,10947,40,20,1,1,2,800960,789222,29.731
1066,B,27,2,39452,2008,31.66348,-102.00862,10481,80,40,7,5,10,500445,392187,26.62828616
1070,A,12,2,39542,2008,31.82227,-102.07407,10119,80,80,7,1,2,309000,244500,34.504
1071,C,13,2,39610,2008,31.86388,-101.95663,11022,40,Sub 20,7,1,2,775280,1487724,51.82
1072,C,13,2,39564,2008,31.86833,-101.95369,11009,40,Sub 20,1,1,2,799860,685650,72.27541308
1076,A,13,2,39489,2008,31.813,-101.98058,10217,80,80,7,1,1,744410,304248,21.632
1078,A,12,2,39548,2008,31.84612,-102.08383,10125,80,160,7,1,2,355500,601600,29.88130148
1080,C,2,2,39618,2008,31.78624,-101.78524,8954,80,40,7,2,2,288000,300887,19.07999174
1084,A,2,2,39564,2008,31.77739,-102.16622,10378,80,40,7,8,16,653420,515056,31.68
1085,A,2,2,39598,2008,31.78196,-102.163,10400,80,40,7,7,14,587256,361370,47.496
1086,A,10,2,39572,2008,31.81662,-102.16098,10480,40,160,6,1,1,598889,980043,51.64466495
1087,B,27,2,39701,2008,31.65638,-101.97487,10513,80,40,7,6,12,751509,707777,53.684
1089,C,2,2,39804,2008,31.75036,-101.77816,9905,40,40,7,7,14,626140,610283,7.68
1090,C,27,2,39621,2008,31.82494,-101.96168,10249,40,80,7,6,12,532452,609456,33.668
1092,A,2,2,39607,2008,31.79067,-102.15701,9902,80,40,7,6,12,638540,497377,49.64048366
1093,A,2,2,39693,2008,31.80153,-102.16052,9898,160,40,7,6,12,593420,533688,12.869
1095,A,2,2,39665,2008,31.79744,-102.17711,9991,160,40,7,6,12,492240,446516,18.56291316
1096,A,2,2,39726,2008,31.7689,-102.15437,10380,80,40,7,6,12,583403,431283,15.08381372
1097,A,2,2,39866,2009,31.75534,-102.16317,10388,80,40,7,7,14,655300,506153,29.752
1098,A,2,2,39873,2009,31.80102,-102.08491,10504,160,40,7,5,10,532860,457464,30.86
1099,A,2,2,39697,2008,31.77075,-102.16407,10402,160,80,7,7,14,587140,553766,35.40801779
1100,A,2,2,39721,2008,31.82823,-102.09806,10282,Over 160,40,7,6,12,437140,470788,46.732
1101,A,2,2,39800,2008,31.79339,-102.16256,10005,80,40,7,5,10,564100,534815,37.72997991
1104,C,27,2,39819,2009,31.91716,-101.88929,9650,40,40,7,6,12,650040,640140,27.901
1106,A,3,2,39808,2008,31.77224,-102.06153,10187,80,40,7,8,16,538500,22400,45.716
1107,B,3,2,39690,2008,31.68191,-102.01018,10220,,,7,3,5,233100,NA,32.796
1108,A,2,2,39744,2008,31.8212,-102.0958,10320,160,40,7,7,14,800820,589657,28.252
1109,A,2,2,39775,2008,31.82661,-102.08886,10300,160,40,7,6,12,582080,497735,29.636
1110,A,2,2,39903,2009,31.79404,-102.0827,10485,160,40,7,5,10,542416,426334,55.82033012
1116,A,2,2,39775,2008,31.72217,-102.20576,10092,80,40,7,7,14,680379,629151,56.996
1119,A,2,2,39887,2009,31.71155,-102.20256,10083,80,40,7,6,12,590620,562701,12.528
1122,A,2,2,39886,2009,31.7112,-102.18869,10090,160,40,7,6,12,404360,432764,11.38
1123,A,2,2,39668,2008,31.73671,-102.19262,10205,40,40,7,7,14,508180,648880,47.458
1124,A,2,2,39667,2008,31.73623,-102.17925,10207,160,40,7,7,14,561380,595426,34.07126625
1125,A,2,2,39795,2008,31.72616,-102.18947,10108,80,40,7,5,10,444940,417373,45.416
1126,A,2,2,39892,2009,31.72836,-102.18108,10105,80,40,7,4,8,427820,323358,35.288
1127,A,2,2,39801,2008,31.71912,-102.18716,10096,80,40,7,6,12,637460,579565,32.66
1128,A,2,2,39772,2008,31.72568,-102.1758,10104,80,40,7,6,12,602400,548832,40.388
1130,A,10,2,39660,2008,31.68939,-102.19964,10350,40,80,7,1,2,750000,827800,70.14
1131,B,3,2,39797,2008,31.66928,-102.09523,10055,160,40,7,8,16,815400,964596,16.964
1132,B,3,2,40248,2010,31.65527,-102.09061,10070,20,40,7,6,11,642000,689552,13.39959831
1133,B,3,2,39794,2008,31.68374,-102.05087,10265,,,7,5,10,849000,10000,28.04
1134,B,3,2,40284,2010,31.69394,-102.07219,10175,40,40,7,6,12,713000,612920,11.7
1135,C,27,2,39731,2008,31.91074,-101.94972,9418,Over 160,Over 160,7,6,12,878020,373872,35.70501952
1136,C,27,2,39886,2009,31.73796,-101.82474,8915,40,20,5,4,8,546640,224433,24.6
1137,C,27,2,39797,2008,31.73613,-101.83289,9082,40,20,7,3,6,456640,174603,16.264
1138,C,27,2,39797,2008,31.73717,-101.82889,9086,40,20,7,5,10,630812,404136,42.724
1139,C,13,2,39949,2009,31.86541,-101.96618,11030,80,Sub 20,1,1,2,848110,1158444,48.39886208
1140,C,13,2,39863,2009,31.87247,-101.96851,10990,40,Sub 20,1,1,3,761600,605094,76.10923649
1141,A,27,2,39720,2008,31.79245,-102.19753,10554,40,160,7,9,18,763170,682611,61.028
1142,C,13,2,40098,2009,31.86993,-101.96326,10890,80,Sub 20,1,1,2,597980,738906,49.59876072
1143,C,27,2,39863,2009,31.71281,-101.78596,8880,80,20,7,4,8,550360,227880,28.488
1145,E,27,2,39932,2009,31.69924,-101.79477,8872,40,20,7,3,6,420186,159664,27.54
1146,C,27,2,39863,2009,31.70992,-101.78092,8887,80,20,5,4,8,555180,231756,36.652
1147,C,27,2,39924,2009,31.70798,-101.78876,8897,40,20,7,4,8,547660,201020,20.196
1148,A,12,2,39782,2008,31.83922,-102.08248,10143,80,160,7,1,2,478000,517000,33.5106793
1150,C,20,2,39834,2009,31.89466,-101.91771,10672,40,80,7,1,2,996000,1194000,66.556
1151,B,27,2,39737,2008,31.67222,-102.02027,10500,160,40,7,7,14,688562,721611,42.5222477
1155,C,27,2,39883,2009,31.76145,-101.90322,9188,160,40,5,4,8,550040,221636,14.988
1158,C,27,2,39901,2009,31.92418,-101.89152,9670,80,80,7,6,12,567060,531478,79.56669217
1159,A,12,2,39767,2008,31.77672,-102.05858,10291,80,40,7,1,2,431000,463150,42.052
1161,D,13,2,39860,2009,31.96177,-101.77902,10480,80,80,1,1,2,878070,861546,71.876
1164,A,3,2,40360,2010,31.73704,-102.05005,10245,40,80,7,6,12,718000,727010,31.08
1165,A,3,2,40358,2010,31.71104,-102.09558,10200,40,40,7,6,12,710000,684468,39.1
1168,A,12,2,39835,2009,31.76776,-102.06448,10089,40,40,7,1,3,433600,586200,22.104
1169,A,33,2,40147,2009,31.7434,-102.2128,10500,160,Over 160,6,7,14,NA,2224656,60.824
1175,A,12,2,40074,2009,31.83664,-102.07725,10150,80,80,7,1,3,456500,505900,57.436
1177,A,3,2,40127,2009,31.76519,-102.05924,10150,40,40,7,4,4,482000,NA,15.84545683
1178,A,12,2,40270,2010,31.85388,-102.05201,10152,80,40,7,1,3,488000,560750,62.456
1179,A,12,2,40083,2009,31.84703,-102.04974,10155,40,80,7,1,3,451000,545000,43.372
1182,A,27,2,40142,2009,31.79952,-102.19981,10500,40,Over 160,7,7,15,857919,863123,39.612
1183,A,13,2,40228,2010,31.71836,-102.08099,10575,80,80,7,1,2,828220,880194,48.46
1184,B,27,2,40333,2010,31.72803,-101.92556,10565,40,80,7,10,20,1032200,992922,42.016
1186,B,27,2,40333,2010,31.72936,-101.93595,10895,40,40,7,9,18,897850,872874,39.588
1189,A,10,2,40609,2011,31.79605,-102.11882,11140,160,40,1,1,2,700740,1028438,60.616
1191,A,12,2,40279,2010,31.84541,-102.03526,10170,80,Sub 20,7,1,2,436450,509300,43.112
1192,A,12,2,40296,2010,31.84877,-102.04194,10164,40,Sub 20,7,1,3,508046,558237,50.06
1194,D,3,2,40298,2010,31.94021,-101.80586,10506,40,20,6,1,2,559956,59240,25.856
1196,C,29,2,40346,2010,31.92395,-101.82149,10600,160,20,1,3,5,486000,753318,63.75034099
1197,A,10,2,40511,2010,31.85677,-102.1505,11100,40,160,1,1,2,978251,23016,72.36
1199,A,12,2,40334,2010,31.67964,-102.19577,10194,80,40,7,1,2,526500,605000,41.076
1200,A,12,2,40322,2010,31.76113,-102.02638,10162,40,40,7,1,2,486000,516600,31.588
1201,C,27,2,40396,2010,31.84686,-101.95102,10635,40,80,6,7,14,754572,907248,45.164
1202,C,27,2,40343,2010,31.83735,-101.95706,10575,40,160,7,7,14,614501,892846,45.956
1203,C,27,2,40633,2011,31.82675,-101.92212,10590,40,40,6,4,8,1007299,981497,112.904
1204,C,27,2,40532,2010,31.83274,-101.92852,10610,40,40,7,3,6,907957,919964,44.276
1206,C,27,2,40505,2010,31.85077,-101.93441,10580,40,20,7,7,14,768442,933312,72.46
1207,C,27,2,40423,2010,31.84879,-101.94282,10596,40,80,7,6,12,775966,777462,46.992
1208,C,27,2,40401,2010,31.84488,-101.95944,10652,40,80,7,6,12,661222,921264,78.22
1209,D,6,2,40350,2010,31.96226,-101.7926,10500,80,40,6,1,2,86743,100823,33.272
1211,A,10,2,40465,2010,31.85003,-102.16187,11028,40,40,1,1,1,946000,1480827.633,72.924
1214,A,12,2,40373,2010,31.76512,-102.0453,10174,40,40,7,1,2,508690,561230,35.488
1215,B,3,2,40420,2010,31.67656,-102.09761,10240,80,40,7,6,12,698000,1000944,32.612
1216,B,3,2,40388,2010,31.66229167,-102.0929306,10180,80,40,7,6,12,750000,1184988,16.628
1217,B,3,2,40478,2010,31.6799,-102.01884,10415,160,40,7,6,12,783000,1011990,10.352
1218,B,3,2,40467,2010,31.69346,-102.05813,10190,40,40,7,5,10,864000,671790,25.18
1219,A,13,2,40359,2010,31.72054,-102.072,10576,80,160,7,1,2,793130,895120,42.65727819
1220,B,10,2,40481,2010,31.6554,-102.13486,10750,160,40,1,1,1,471540,12012,45.344
1222,A,20,2,40504,2010,31.74272,-102.19934,10618,40,160,7,4,8,895000,1028770,162.696
1223,A,20,2,40542,2010,31.73556,-102.19671,10499,40,160,6,1,1,831000,1049664,98.26
1224,A,20,2,40553,2011,31.73124,-102.19965,10784,80,40,1,1,1,996000,23700,45.344
1225,B,10,2,40531,2010,31.66946,-102.13948,10538,160,40,1,1,2,473900,12012,64.6
1227,A,10,2,40517,2010,31.82487,-102.12739,11110,160,40,1,1,2,947000,18984,64.762
1228,A,12,2,40513,2010,31.8457931,-102.0676864,10124,40,160,7,1,2,534000,597000,40.952
1230,C,27,2,40662,2011,31.83718,-101.92557,10745,40,20,6,4,8,930948,708488,87.176
1231,C,27,2,40799,2011,31.84301,-101.93189,10740,40,40,6,4,7,1251542,1166157,44.324
1235,D,5,2,40518,2010,31.9502,-101.78044,10555,40,40,6,1,2,3528616,780182,57.41172984
1238,C,27,2,40697,2011,31.84843,-101.92482,10754,,,6,3,6,871003,848178,93.952
1240,A,12,2,40488,2010,31.8297,-102.07229,10130,80,20,7,1,2,477600,530350,28.75787777
1243,B,3,2,40508,2010,31.70563,-102.02224,10420,80,40,7,5,10,802000,701474,5.434086014
1244,C,27,2,40745,2011,31.83978,-101.97666,10875,,,6,3,6,942201,912874,94.484
1245,C,27,2,40716,2011,31.84243,-101.96747,10905,40,80,6,4,8,869716,980743,76.81494263
1247,A,10,2,40524,2010,31.82052,-102.17548,11280,80,80,1,1,2,723000,18480,82.656
1248,A,10,2,40546,2011,31.81322,-102.14197,11035,80,40,1,1,2,934001,18480,76.504
1249,A,10,2,40653,2011,31.81163,-102.15056,11094,80,40,1,1,1,851000,1273818,76.292
1250,A,3,2,40521,2010,31.74012,-102.0202,10475,40,40,7,6,12,880000,735444,24.024
1252,A,10,2,40514,2010,31.83231,-102.18893,11300,80,40,1,1,1,689958,1143576,55.472
1253,A,3,2,40514,2010,31.72688,-102.02899,10423,40,40,7,6,12,940000,733936,27.424
1255,A,10,2,40572,2011,31.81065,-102.12352,11105,80,20,1,1,2,1125600,22512,195.747454
1256,A,10,2,40607,2011,31.82106,-102.15827,11085,40,160,1,1,1,834020,1147440,60.876
1257,A,10,2,40671,2011,31.80936,-102.11338,11270,40,80,1,1,1,839400,1380582,153.076
1260,C,27,2,40662,2011,31.91757,-101.83021,10642,80,20,6,2,4,1285393,1171426,68.996
1261,C,27,2,40662,2011,31.91579,-101.83796,10626,80,20,6,3,6,1020569,840142,60.336
1263,A,5,2,40526,2010,31.75393,-102.04231,11250,40,80,1,10,10,896780,799722,8.092
1265,C,27,2,40669,2011,31.83316,-101.97452,10860,,,6,2,4,1027250,1140396,116.928
1266,C,27,2,40719,2011,31.92492,-101.8558,10448,80,40,7,3,6,1224380,1029524,60.828
1267,C,27,2,40773,2011,31.93642,-101.85482,10430,80,80,7,3,6,600924,942246,72.232
1270,C,27,2,40745,2011,31.85775,-101.9676,10843,40,80,6,4,8,1223434,1049823,48.756
1272,C,27,2,40738,2011,31.79476,-101.93707,10795,80,80,6,3,3,1355647,1311460,41.696
1274,A,5,2,40644,2011,31.75186,-102.0514,11175,40,80,1,10,10,967108,622146,23.3
1275,A,5,2,40644,2011,31.753,-102.04641,11195,40,40,1,10,10,1064281,809681,9.188
1276,D,29,2,40615,2011,31.88029,-101.79477,10863,Over 160,20,1,1,2,970718,1071000,79.352
1278,A,32,2,40571,2011,31.75062,-102.13583,10609,80,80,7,1,2,859990,1100652,124.768
1279,B,5,2,40603,2011,31.6885,-101.9494,11850,40,40,1,10,11,752647,836522,8.03
1282,A,20,2,40602,2011,31.73831,-102.20196,10800,40,160,1,1,1,600000,840000,165.852
1283,A,14,2,40653,2011,31.80574,-102.21909,10675,40,Over 160,7,1,1,656568,1041167.367,57.64
1285,A,10,2,40674,2011,31.82989,-102.1831,11470,80,160,1,1,1,751000,1247568,59.28813167
1289,A,10,2,40756,2011,31.84246,-102.14601,11105,80,80,1,1,1,682000,1033494,123.6427928
1291,B,5,2,40744,2011,31.6955,-101.95164,11892,80,40,1,11,11,978294,773088,7.548
1292,A,27,2,40673,2011,31.80353,-102.20111,10354,40,Over 160,7,3,6,1308120,1251750,70.588
1297,A,10,2,40749,2011,31.85195,-102.15367,11042,40,80,1,1,1,965380,1476930,51.354
1298,A,10,2,40774,2011,31.85225,-102.1671,10990,40,40,1,1,1,956000,1533924,68.68
1300,A,27,2,40833,2011,31.87898,-102.01972,10929,40,Sub 20,6,4,8,1411688,1307592,73.992
1301,C,27,2,40758,2011,31.79941,-101.95801,10709,40,160,7,3,6,1127263,969365,52.44
1302,C,27,2,40738,2011,31.79699,-101.95311,10697,80,160,7,3,6,941476,907353,51.432
1304,A,27,2,41115,2012,31.76297,-102.1924,10497,40,80,7,3,6,1197571,1349339,28.744
1307,B,23,2,40632,2011,31.70779,-101.93308,10873,40,40,7,1,2,892456,638902,64.704
1310,B,23,2,40834,2011,31.70621,-101.92425,10955,80,80,6,1,2,693800,410700,8.604
1312,C,27,2,40917,2012,31.84087,-101.95817,10754,40,160,6,4,8,1228603,1233576,60.576
1313,C,27,2,40892,2011,31.94914,-101.83684,10581,40,40,1,4,8,1475648,1371521,18.89
1315,C,27,2,40915,2012,31.9465,-101.8381,10577,40,20,1,4,4,1563055,1231488,204.808
1318,C,27,2,40885,2011,31.82771,-101.91802,10617,40,20,6,4,8,1460529,1446150,202.956
1319,C,27,2,40861,2011,31.83431,-101.93788,10619,80,20,6,4,8,1437820,1274164,94.432
1320,A,5,2,40931,2012,31.75449,-102.05632,11212,40,80,1,12,24,797429,839510,28.19693786
1321,D,5,2,40698,2011,31.95453,-101.77674,10633,40,20,6,4,4,296375,560322,14.964
1323,A,10,2,40734,2011,31.80471,-102.11693,11208,80,40,1,1,1,858500,1401666,62.216
1326,A,10,2,40738,2011,31.81771,-102.12579,11094,80,40,1,1,1,756280,1179780,95.96
1328,A,27,2,40798,2011,31.7607,-102.20104,10432,40,160,7,3,6,1312915,975840,90.7
1329,B,5,2,40663,2011,31.71384,-101.93991,11761,40,40,1,11,11,1056441,867836,1.372
1330,B,5,2,40707,2011,31.71082,-101.95281,11732,160,40,1,13,13,1000630,735066,0.7
1331,B,13,2,40677,2011,31.70723,-102.03156,10725,80,80,7,1,2,718040,1041684,51.612
1333,C,27,2,41025,2012,31.84373,-101.91381,10648,40,40,1,4,7,942338,1495768,42.14
1334,A,10,2,40780,2011,31.83699,-102.18537,11370,80,80,1,1,1,849973,1421574,49.24
1335,A,10,2,40774,2011,31.8464,-102.193,11395,80,40,1,1,1,735000,1042944,36.508
1336,A,10,2,40780,2011,31.81792,-102.17023,11361,80,160,1,1,1,978500,1524138,55.99784856
1338,D,21,2,40703,2011,31.91252,-101.77672,10330,40,40,6,1,2,737270,1422888,36.408
1340,B,5,2,40731,2011,31.70339,-101.93527,11700,80,40,1,12,13,716157,856582,1.072
1341,C,27,2,40956,2012,31.83242,-101.94599,10735,40,40,1,4,8,1128780,1280136,107.22
1343,A,14,2,40739,2011,31.82971,-102.21763,10644,160,80,7,1,1,644499,931392,34.168
1345,A,14,2,40758,2011,31.81433,-102.21871,10645,80,Over 160,7,1,1,698959,1080156,73.48365573
1346,A,13,2,40931,2012,31.75685,-102.013,10304,80,20,7,1,2,306130,465612,65.18104683
1347,A,13,2,40691,2011,31.74176,-102.02954,10724,80,80,7,1,2,701470,983976,23.404
1348,C,27,2,40941,2012,31.90527,-101.90791,10396,40,40,7,3,6,1395150,1301559,54.004
1350,D,27,2,40990,2012,31.92121,-101.79205,10517,160,40,1,4,8,1438523,1499780,167.716
1351,A,9,2,40941,2012,31.84887,-102.00542,10855,Over 160,Sub 20,6,6,18,687241,915948.5918,51.71401936
1352,A,9,2,40943,2012,31.83923,-101.99788,10971,Over 160,40,1,7,22,808814,924544,52.05450267
1354,C,27,2,41026,2012,31.82874,-101.79834,11147,Over 160,40,3,4,8,1509415,1688884,69
1355,C,25,2,41117,2012,31.90127,-101.91037,11600,80,40,4,1,1,1135680,1675674,63.7
1356,C,25,2,40915,2012,31.89578,-101.91425,11600,40,40,4,1,1,846620,958398,118.444
1359,C,27,2,40885,2011,31.85458,-101.98048,10877,40,Sub 20,6,4,8,1409144,1379498,101.708
1360,C,27,2,40891,2011,31.83288,-101.96005,10879,40,160,1,4,8,1417665,1456477,24.292
1361,C,27,2,40979,2012,31.82346,-101.96595,11135,40,160,1,5,10,1347850,1499424,90.432
1363,C,27,2,41085,2012,31.84708,-101.91557,10683,40,20,1,4,8,1389239,1355128,131.648
1366,A,14,2,40770,2011,31.83423,-102.19834,10574,80,80,7,1,1,805680,1157520,43.248
1367,A,14,2,40825,2011,31.8189,-102.2109,10574,40,Over 160,7,1,1,855350,1209306,99.244
1369,A,14,2,40838,2011,31.81772,-102.20188,10652,160,Over 160,7,1,1,800014,1283142,124.096
1372,B,3,2,40813,2011,31.6767,-102.04877,12330,40,40,8,1,1,841390,1049370,33.984
1375,C,27,2,41085,2012,31.84216,-101.90455,10637,40,20,1,4,8,1395880,1420266,89.4
1376,A,10,2,40767,2011,31.82752,-102.1777,11288,80,80,1,1,1,978500,1523424,71.07859197
1377,A,5,2,40772,2011,31.7301,-102.09704,11059,40,40,1,12,12,844910,756582,11.188
1379,A,5,2,40808,2011,31.71924,-102.09364,11125,40,80,1,12,12,450707,721350,21.736
1381,A,10,2,40883,2011,31.85988,-102.14896,11105,40,160,1,1,1,851126,1565760,105.98
1382,A,10,2,40850,2011,31.81845,-102.15355,11835,80,80,1,1,1,808500,1335348,50.444
1383,B,5,2,40767,2011,31.6993,-101.94911,11731,80,40,1,15,15,613084,804672,0.292
