Subarea,Operator,County,Completion.Year,Depth.Total.Driller..ft.,Deepest_Zone,Top_Zone,Frac.Stages,Number,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size,EUR_o..Mstb.
2,11,3,2008,10480,7,4,1,1,8050,7,4,1,1,51.644665
7,19,4,2008,8715,8,4,7,7,7960,2,7,12,1,29.132
4,3,2,2008,9876,8,2,6,12,6931,12,4,1,7,42.252561
4,28,3,2008,10259,8,3,6,12,8280,12,4,1,7,49.94
4,28,3,2008,10252,8,3,6,12,8248,12,4,1,7,32.316
6,3,4,2008,8326,8,4,2,2,7984,10,4,18,7,25.776
6,3,4,2008,8264,8,2,2,2,7989,10,4,18,7,29.356
3,6,5,2008,10376,8,6,1,2,9321,10,4,18,1,83.18
3,28,5,2008,10528,8,2,10,20,7566,12,4,1,7,73.2
2,3,3,2008,10400,8,4,7,14,8069,12,4,1,7,47.496
3,29,5,2008,10050,8,4,5,5,9652,10,4,18,7,58.388
2,3,3,2008,9902,8,4,6,12,8044,12,4,1,7,49.640484
3,6,5,2008,10628,8,4,1,2,8268,4,4,18,7,61.572
4,14,3,2008,11022,8,4,1,2,7986,4,4,10,1,51.82
3,29,5,2008,10033,8,4,4,4,9446,10,4,18,7,26.56
7,28,4,2008,8201,6,4,4,8,6411,12,4,1,7,27.38
5,23,2,2008,9535,8,6,4,8,9254,2,7,12,1,35.256
6,3,4,2008,8271,8,4,2,2,7929,10,4,18,7,21.948
6,3,4,2008,8415,8,2,2,2,8084,10,4,18,7,16.276
4,3,3,2008,8954,8,4,2,2,8355,10,4,18,7,19.079992
6,3,4,2008,8428,8,4,2,2,8096,10,4,18,7,25.85189
4,28,3,2008,10249,8,3,6,12,8289,12,4,1,7,33.668
7,3,4,2008,8234,8,2,2,2,7699,10,4,18,7,8.544
5,28,2,2008,9983,8,2,7,14,6427,12,4,1,7,21.947991
6,28,4,2008,8610,8,4,6,12,6183,12,4,1,7,22.748
3,28,5,2008,10540,8,4,8,16,7446,12,4,1,7,46.491317
3,29,5,2008,9991,8,4,3,3,9112,10,4,18,7,48.028
7,19,4,2008,8700,8,4,3.548077,7,8250,2,7,12,1,26.296
7,19,4,2008,8723,8,4,7,7,8008,2,7,12,1,29.396
3,29,5,2008,10033,8,4,3,3,9101,10,4,18,10,36.356
7,3,4,2008,8534,8,2,3,3,7850,10,4,18,7,21.292
3,29,5,2008,10013,8,4,3,3,9127,10,4,18,7,36.436
6,3,4,2008,8276,8,4,2,2,7943,10,4,18,10,12.592
6,3,4,2008,8212,6,4,2,2,7858,10,4,18,7,47.165392
3,6,5,2008,10459,8,3,1,2,8314,10,4,18,7,49.93943
6,28,4,2008,8615,8,4,7,14,6197,12,4,1,7,22.696
7,19,4,2008,8710,8,4,7,7,7960,2,7,12,1,36.12
3,18,5,2008,10550,8,2,7,7,10083,12,4,1,7,44.856
3,18,5,2008,11000,2,2,1,1,7116,1,1,1,1,67.911909
6,28,4,2008,8600,8,4,6,12,6184,12,4,1,7,30.744
3,6,5,2008,10605,8,4,1,2,7702,4,4,18,7,69.55068
6,3,4,2008,8220,8,4,2,2,7843,10,4,18,7,25.54
2,11,3,2008,10350,8,4,1,2,7846,12,4,21,1,70.14
2,3,3,2008,9991,8,4,6,12,8061,7,4,10,7,18.562913
6,3,4,2008,8254,8,4,2,2,7943,10,4,18,7,19.764
6,3,4,2008,8278,8,4,2,2,7930,10,4,18,10,21.152
6,3,4,2008,8208,8,4,2,2,7873,10,4,18,7,15.181755
2,3,3,2008,10207,8,4,7,14,8027,12,4,1,7,34.071266
3,29,5,2008,10027,8,4,3,3,9126,10,4,18,1,41.136
2,3,3,2008,10205,8,3,7,14,8852,12,4,21,7,47.458
6,3,4,2008,8186,8,4,2,2,7831,10,4,18,7,14.376
7,19,4,2008,8707,8,3,3.548077,5,8022,2,7,1,1,20.288
6,3,4,2008,8156,8,4,2,2,7785,10,4,18,7,15.656
6,3,4,2008,8177,8,4,2,2,7809,10,4,18,7,15.931794
7,19,4,2008,8715,8,2,3.548077,7,8274,2,7,12,1,49.432
6,3,4,2008,8179,8,4,2,2,7788,10,4,18,7,13.434927
6,28,4,2008,8554,6,4,4,8,6803,12,4,21,7,69.093923
5,14,2,2008,10511,2,2,1,2,6556,7,4,10,1,45.376
3,4,3,2008,10220,8,6,3,5,9990,1,2,1,7,32.796
2,3,3,2008,9898,8,4,6,12,8012,12,4,21,7,12.869
7,19,4,2008,8725,8,4,3.548077,7,8296,2,7,12,1,16.450079
6,28,4,2008,10657,8,6,5,12,8636,12,4,21,7,13.824
2,3,3,2008,10402,8,4,7,14,8065,12,4,1,7,35.408018
3,28,3,2008,10513,8,3,6,12,8395,12,4,21,7,53.684
6,28,4,2008,8564,6,4,4,8,6777,12,4,21,7,33.728
7,19,4,2008,8700,8,4,3.548077,7,8124,2,7,12,1,20.176
6,28,4,2008,8515,6,4,4,8,6727,12,4,21,7,17.184
7,19,4,2008,8695,8,4,3.548077,7,8242,2,7,12,1,20.872
2,28,3,2008,10554,8,3,9,18,8866,12,4,21,7,61.028
2,3,3,2008,10282,8,4,6,12,8008,12,4,21,7,46.732
2,3,3,2008,10380,8,4,6,12,8020,12,4,21,7,15.083814
5,28,2,2008,10430,8,4,6,12,6423,12,4,21,7,27.776
4,28,3,2008,9418,8,3,6,12,8040,12,4,21,7,35.70502
4,14,3,2008,10947,2,4,1,2,8068,7,4,1,1,29.731
3,28,3,2008,10500,8,4,7,14,7695,12,4,21,7,42.522248
5,23,2,2008,9500,8,3,3.548077,1,7450,1,1,1,1,68.408058
2,3,3,2008,10320,8,4,7,14,7910,12,4,21,7,28.252
6,28,4,2008,8526,6,2,4,8,6731,12,4,21,7,46.016
3,11,5,2008,10505,8,4,1,2,7741,12,4,1,1,83.504
7,19,4,2008,8693,8,4,7,7,8216,2,7,12,1,20.18
5,28,2,2008,9976,8,3,11,22,7267,12,4,21,7,17.38
2,13,3,2008,10291,8,4,1,2,7900,4,4,21,1,42.052
4,3,2,2008,9882,8,4,7,14,7082,12,4,21,7,11.188
2,3,3,2008,10104,8,4,6,12,7998,12,4,21,7,40.388
4,3,2,2008,9876,8,4,7,14,6990,12,4,1,7,25.425123
2,3,3,2008,10300,8,4,6,12,7847,12,4,21,7,29.636
2,3,3,2008,10092,8,4,7,14,8016,12,4,21,7,56.996
4,3,2,2008,9886,8,4,7,14,6997,12,4,1,7,16.768
3,28,5,2008,10624,8,4,10,20,7412,12,4,21,7,49.468
5,28,2,2008,10568,8,4,7,14,6463,12,4,21,7,19.249183
5,28,2,2008,10404,2,6,4,9,8442,12,4,21,7,62.135881
2,13,3,2008,10143,8,4,1,2,7988,4,4,21,1,33.510679
3,3,5,2008,10403,8,4,3,3,9177,10,4,18,7,28.505894
3,3,5,2008,10081,8,2,3,3,9174,10,4,18,7,36.451969
7,5,2,2008,10200,2,6,5,10,9742,12,4,21,7,28.724
3,4,3,2008,10265,8,4,5,10,9376,1,4,1,7,28.04
2,3,3,2008,10108,8,3,5,10,8546,12,4,21,7,45.416
3,4,3,2008,10055,8,4,8,16,9596,1,4,1,7,16.964
4,28,3,2008,9082,8,2,3,6,7133,12,4,21,7,16.264
4,28,3,2008,9086,8,4,5,10,7135,12,4,21,7,42.724
3,28,5,2008,10658,8,4,8,16,7368,12,4,21,7,34.365502
2,3,3,2008,10005,8,2,5,10,8021,12,4,21,7,37.72998
2,3,3,2008,10096,8,4,6,12,8025,12,4,21,7,32.66
4,3,3,2008,9905,8,4,7,14,7016,12,4,1,7,7.68
2,4,3,2008,10187,8,2,8,16,9675,1,4,1,1,45.716
4,28,3,2009,9650,8,4,6,12,7296,12,4,21,7,27.901
6,3,4,2009,8270,8,4,2,2,7553,10,4,18,1,23.846
7,3,4,2009,8500,8,4,2,2,7297,10,4,18,1,20.560596
7,3,4,2009,8527,8,4,2,2,7595,10,4,18,1,23.773088
6,3,4,2009,10270,7,6,2,2,9410,10,4,1,1,36.584
5,28,2,2009,9996,8,6,6,12,8006,12,4,21,7,55.764
3,29,5,2009,10000,8,4,1,1,9892,10,4,18,7,51.286913
3,3,5,2009,10316,8,4,3,3,9209,10,4,18,7,37.076022
6,3,4,2009,8157,8,4,2,2,7482,4,4,18,1,33.416
4,21,3,2009,10672,8,4,1,2,7394,10,4,1,1,66.556
2,13,3,2009,10089,8,4,1,3,7870,4,4,21,1,22.104
5,28,2,2009,10488,7,4,5,13,6473,12,4,21,7,16.288
5,28,2,2009,10108,8,4,6,12,6522,12,4,21,7,30.744
5,28,2,2009,10091,8,4,6,12,6559,12,4,21,7,55.758
5,14,3,2009,10480,2,4,1,2,6939,12,4,21,1,71.876
4,14,3,2009,10990,2,3,1,3,8136,12,4,21,1,76.109236
4,28,3,2009,8880,8,4,4,8,7028,12,4,21,7,28.488
4,28,3,2009,8887,6,4,4,8,6994,12,4,21,7,36.652
2,3,3,2009,10388,8,4,7,14,8018,12,4,21,7,29.752
6,3,4,2009,8177,6,4,2,2,7455,10,4,18,7,17.038175
6,3,4,2009,8153,8,4,2,2,7438,10,4,18,7,40.768
2,3,3,2009,10504,8,2,5,10,7803,12,4,21,7,30.86
7,14,4,2009,8515,8,4,1,2,6094,7,4,10,1,63.157888
4,28,3,2009,9188,6,4,4,8,7397,12,4,21,7,14.988
5,28,2,2009,10034,8,3,6,12,7609,12,4,21,7,71.54
2,3,3,2009,10090,8,4,6,12,7854,12,4,21,7,11.38
4,28,3,2009,8915,6,2,4,8,7076,12,4,21,7,24.6
2,3,3,2009,10083,8,4,6,12,7975,12,4,21,7,12.528
3,11,5,2009,10410,8,4,1,2,7764,12,4,21,1,53.768
5,28,2,2009,10017,8,6,8,16,7684,12,4,21,7,55.332
2,3,3,2009,10105,8,4,4,8,7978,12,4,21,7,35.288
4,28,3,2009,9670,8,3,6,12,8059,12,4,21,7,79.566692
2,3,3,2009,10485,8,4,5,10,7886,12,4,21,7,55.82033
3,11,5,2009,10539,8,4,1,2,7751,12,4,21,1,67.692
4,28,3,2009,8897,8,4,4,8,7053,12,4,21,7,20.196
6,28,3,2009,8872,8,4,3,6,7057,12,4,21,7,27.54
5,28,2,2009,10161,8,4,6,12,6555,12,4,21,7,39.945391
5,28,2,2009,10006,8,4,7,14,6429,12,4,21,7,18.724
4,14,3,2009,11030,2,3,1,2,8110,12,4,21,1,48.398862
7,19,4,2009,8197,8,4,7,7,7950,1,1,12,1,13.256
5,28,2,2009,10030,8,6,6,12,7818,12,4,21,7,14.116661
5,28,2,2009,9582,8,3,6,12,7591,12,4,21,7,36.490854
7,19,4,2009,8275,8,4,3.548077,7,7940,2,7,12,1,16.496
7,19,4,2009,8225,8,4,6,6,7864,2,7,12,1,18.776
7,19,4,2009,8195,8,4,6,6,7838,2,7,12,1,21.412
7,19,4,2009,8121,8,4,3.548077,1,5826,1,1,1,1,20.812
7,19,4,2009,8296,8,4,3.548077,2,7832,2,7,12,1,22.484
7,19,4,2009,8326,8,4,7,7,7856,2,7,1,1,20.272
2,13,3,2009,10150,8,4,1,3,8030,4,4,10,1,57.436
6,3,4,2009,8282,6,4,2,2,6595,9,4,18,1,46.251666
2,13,3,2009,10155,8,4,1,3,8005,12,4,1,1,43.372
3,11,5,2009,10312,8,6,1,1,9090,7,4,1,1,26.595811
7,19,4,2009,8250,8,4,7,7,7812,2,7,13,1,26.532
4,14,3,2009,10890,2,3,1,2,8099,12,4,1,1,49.598761
5,6,2,2009,10300,7,3,1,2,7388,7,4,10,7,34.697844
3,11,5,2009,10226,8,6,1,1,9200,7,4,1,1,46.908
3,11,5,2009,10416,8,6,1,1,9204,7,4,1,1,77.250849
3,11,5,2009,10670,8,4,1,2,7639,12,4,1,1,82.477064
5,6,2,2009,10262,2,3,1,2,7864,10,4,1,7,26.556
7,19,4,2009,8306,8,4,7,7,7796,2,7,13,1,39.328
2,4,3,2009,10150,8,4,4,4,9847,1,4,1,7,15.845457
5,14,2,2009,10560,2,4,1,3,6879,12,4,1,1,69.756
7,19,4,2009,8208,8,4,7,7,7822,2,7,12,1,23.48
2,28,3,2009,10500,8,3,7,15,8642,12,4,21,7,39.612
7,19,4,2009,8532,8,4,8,8,8156,2,7,12,1,44.296
7,28,4,2009,9098,8,4,8,16,5734,12,4,21,7,37.532
2,34,3,2009,10500,7,2,7,14,7858,4,1,1,1,60.824
7,19,4,2009,8504,8,4,3.548077,8,8170,2,7,12,1,33.488
7,9,4,2009,8817,8,4,1,1,6013,4,4,1,1,55.988
3,3,5,2009,10300,8,4,3,3,9138,9,4,18,1,76.856
3,3,5,2009,10324,8,2,3,3,9141,9,4,18,1,68.756
3,28,5,2010,10892,8,2,9,18,7648,12,4,21,7,48.844
7,19,4,2010,8564,8,3,1,1,7292,2,7,12,1,20.196
3,3,5,2010,10325,8,4,3,3,9149,9,4,18,1,71.092
7,19,4,2010,8374,8,4,8,8,7948,2,7,12,1,44.404
7,19,4,2010,8417,8,4,8,8,8030,2,7,12,1,36.188
7,19,4,2010,8392,8,4,3.548077,8,8008,2,7,12,1,45.952
1,1,1,2008.021932,9882.913456,1,1,3.548077,5.815056,8300.485172,1,1,1,1,46.098146
7,19,4,2010,8527,8,4,7,7,8160,2,7,12,1,23.716
3,3,5,2010,10345,8,2,3,3,9201,9,4,18,1,64.331606
7,19,4,2010,8545,8,4,3.548077,8,8156,2,7,12,1,38.752
7,19,4,2010,8572,8,4,8,8,8184,2,7,12,1,43.756
3,28,5,2010,10904,8,3,8,16,8250,12,4,21,7,60.556
3,28,5,2010,10880,8,4,9,18,7670,12,4,21,7,56.568
7,19,4,2010,8428,8,4,3.548077,7,8070,2,7,12,1,36.128
2,14,3,2010,10575,8,3,1,2,8358,12,4,21,1,48.46
7,19,4,2010,8532,8,4,8,8,8152,2,7,12,1,27.556
6,28,4,2010,8587,8,4,4,8,6865,12,4,21,7,38.91903
3,28,5,2010,10910,8,4,9,18,7626,12,4,21,7,75.438244
7,19,4,2010,8518,8,4,8,8,8096,2,7,12,1,30.128
3,18,5,2010,10900,8,2,9,18,10510,12,4,1,1,81.380808
3,18,5,2010,10885,7,4,10,20,10642,12,4,21,1,68.288
6,28,4,2010,8589,6,4,4,8,6850,12,4,21,7,52.884014
6,28,4,2010,8598,8,4,4,8,6896,12,4,21,7,43.201165
3,18,5,2010,10840,8,2,8,16,10349,12,4,6,1,73.564
7,19,4,2010,8475,8,4,7,7,8060,2,7,12,1,59.376
3,4,3,2010,10070,8,4,6,11,9760,12,4,21,7,13.399598
6,31,4,2010,8298,8,4,3,3,7970,12,4,21,7,31.208475
7,28,4,2010,8593,8,4,7,14,5770,12,4,21,7,23.88
3,11,5,2010,10790,8,4,1,2,7830,1,4,1,1,51.888
7,19,4,2010,8510,8,4,3.548077,1,5836,2,7,12,1,44.716
7,19,4,2010,8462,8,3,3.548077,1,6414,2,7,12,1,71.048
3,11,5,2010,10563,8,4,1,2,7960,1,4,1,1,71.148
2,13,3,2010,10152,8,4,1,3,7944,4,4,10,1,62.456
3,4,5,2010,10300,8,4,1,2,7850,4,4,1,7,41.364
5,6,2,2010,10850,9,6,1,2,9752,1,4,1,3,73.936
7,19,4,2010,8510,8,4,8,8,8098,2,7,12,1,30.7
2,13,3,2010,10170,8,4,1,2,8026,4,4,1,1,43.112
6,2,4,2010,8121,8,4,1,2,6231,7,4,21,7,20.104
3,26,5,2010,10972,7,3,1,2,8288,12,4,1,1,69.34
3,4,3,2010,10175,8,4,6,12,9740,12,4,21,7,11.7
7,19,4,2010,8720,8,4,8,8,8278,2,7,12,1,23.924
6,2,4,2010,8111,8,4,1,2,6246,7,4,21,1,26.276
7,14,4,2010,8510,8,4,1,2,6156,12,4,1,1,36.019646
7,19,4,2010,8737,8,4,8,8,8270,2,7,12,1,23.696
7,19,4,2010,8547,8,4,3.548077,1,5844,2,7,12,1,39.816
2,13,3,2010,10164,8,4,1,3,7974,12,4,1,1,50.06
5,4,3,2010,10506,7,2,1,2,6972,12,4,21,7,25.856
7,19,4,2010,8432,8,4,8,8,8006,2,7,12,1,21.52
7,19,4,2010,8775,8,3,7,7,8338,2,7,12,1,27.572
6,28,4,2010,10675,7,4,10,20,6810,12,4,21,7,67.295196
3,3,5,2010,10837,7,4,3,3,8999,9,4,1,1,57.16
6,28,4,2010,8660,6,4,4,8,6881,12,4,21,7,42.767914
6,28,4,2010,8656,8,4,4,8,6932,12,4,21,7,51.744107
3,11,5,2010,10550,8,4,1,1,8365,7,4,1,1,71.56
7,19,4,2010,8770,8,4,8,8,8314,2,7,12,1,32.252
6,28,4,2010,8630,8,4,4,8,6866,12,4,21,7,26.236
7,19,4,2010,8737,8,4,7,7,8336,2,7,12,1,28.812
7,19,4,2010,8780,8,4,8,8,8318,2,7,12,1,45.84
2,13,3,2010,10162,8,4,1,2,7828,4,4,1,1,31.588
7,19,4,2010,8695,8,3,7,7,8294,2,7,12,1,49.684
7,19,4,2010,8355,8,4,8,8,7934,2,7,12,1,37.14
3,3,5,2010,10790,2,4,3,3,9154,9,4,1,1,53.86
3,11,5,2010,10508,8,4,1,2,8350,4,1,1,1,62.008
7,19,4,2010,8547,8,4,8,8,8114,2,7,12,1,39.416
3,28,3,2010,10565,8,4,10,20,7472,12,4,21,7,42.016
3,28,3,2010,10895,8,3,9,18,8080,12,4,21,7,39.588
2,13,3,2010,10194,8,4,1,2,7912,4,4,1,1,41.076
7,19,4,2010,8248,8,4,7,7,7862,2,7,12,1,48.448
6,28,4,2010,8665,6,4,4,8,6898,12,4,21,7,19.544
6,28,4,2010,8580,6,4,4,8,6842,12,4,21,7,38.064
7,19,4,2010,8520,8,4,8,8,8112,2,7,12,1,38.759371
7,19,4,2010,8293,8,4,7,7,7894,2,7,12,1,20.028
6,28,4,2010,8700,6,4,4,8,6846,12,4,21,7,14.336
3,3,5,2010,10839,7,4,3,3,9152,7,4,1,1,90.412
4,28,3,2010,10575,8,4,7,14,7888,12,1,1,1,45.956
5,28,2,2010,10095,8,4,8,16,6662,12,4,21,7,25.224
4,30,3,2010,10600,2,3,3,5,10154,7,2,1,2,63.750341
7,19,4,2010,8549,8,4,8,8,8174,2,7,12,1,28.78
7,19,4,2010,8680,8,4,8,8,8262,2,7,12,1,43.016
5,7,3,2010,10500,7,3,1,2,7560,7,4,1,1,33.272
7,19,4,2010,8515,8,4,8,8,8124,2,7,12,1,21.844
6,28,4,2010,10705,7,4,10,20,6827,12,4,21,7,41.483747
6,28,4,2010,10710,7,4,10,20,6796,12,4,21,7,49.108
7,15,2,2010,9905,2,3,1,1,7042,10,4,10,1,19.788
2,4,3,2010,10200,8,4,6,12,9940,12,4,21,7,39.1
2,14,3,2010,10576,8,3,1,2,8319,7,4,10,1,42.657278
2,4,3,2010,10245,8,4,6,12,9950,12,4,21,7,31.08
3,26,5,2010,11000,7,4,1,2,7708,7,4,1,1,118.884
3,4,5,2010,10140,8,4,6,12,9916,12,4,21,7,35.896
3,11,5,2010,10618,8,4,1,2,8330,1,4,1,1,33.11299
7,19,4,2010,8260,8,4,7,7,7814,2,7,12,1,41.536
7,14,4,2010,8524,8,4,1,2,6102,12,4,1,1,42.036
7,19,4,2010,8545,8,4,8,8,8114,2,7,12,1,77.724
2,13,3,2010,10174,8,4,1,2,7872,10,4,10,1,35.488
7,14,4,2010,8480,8,4,1,2,6182,7,4,10,1,26.412
7,14,4,2010,8480,8,4,1,2,6124,7,4,10,1,30.318612
3,26,5,2010,11000,7,3,9,17,10950,12,4,21,1,163.868
3,4,3,2010,10180,8,4,6,12,9780,12,4,21,7,16.628
7,14,4,2010,10115,2,3,1,2,6474,7,4,1,1,60.988
3,11,5,2010,10630,8,4,1,2,7900,1,4,1,1,34.192
5,15,2,2010,10901,5,2,10,20,10650,7,4,10,7,41.77
7,19,4,2010,8648,8,2,8,8,8270,2,7,12,1,31.16
3,14,5,2010,12700,5,6,1,2,9182,7,4,10,12,21.748
7,19,4,2010,8337,8,4,8,8,7950,2,7,12,1,16.411334
4,28,3,2010,10635,7,3,7,14,8095,12,4,21,7,45.164
7,19,4,2010,8585,8,4,8,8,8164,2,7,12,1,90.868
3,3,5,2010,10786,7,4,3,3,8992,4,4,18,1,22.884
5,28,2,2010,10100,8,4,7,14,6480,12,4,21,7,63.824
4,28,3,2010,10652,8,3,6,12,8320,12,4,21,7,78.22
7,14,4,2010,9710,8,4,1,2,6161,7,4,10,1,46.948327
7,14,4,2010,8525,8,2,1,2,5502,4,4,10,1,17.524
7,14,4,2010,9915,8,4,1,2,6077,4,4,10,1,66.52
3,28,5,2010,10735,8,3,9,18,8246,12,4,21,7,97.788
5,15,2,2010,10771,5,2,7,13,10500,2,7,12,1,47.484
7,19,4,2010,8318,8,4,7,7,7867,2,7,12,1,23.408
3,11,5,2010,10600,8,4,1,2,7830,1,4,1,1,96.684
7,14,4,2010,10100,2,3,1,2,6788,7,4,10,1,40.828
7,19,4,2010,8478,8,4,8,8,8030,2,7,12,1,29.072
3,4,5,2010,10110,8,4,6,12,9828,12,4,21,7,5.68
3,4,3,2010,10240,8,4,6,12,9836,12,4,21,7,32.612
7,19,4,2010,8675,8,4,8,8,8316,2,7,12,1,47.356
7,14,4,2010,10100,2,4,1,2,5971,7,4,10,1,98.172
4,28,3,2010,10596,8,3,6,12,8034,12,4,21,7,46.992
7,19,4,2010,8586,8,4,8,8,8188,2,7,12,1,33.034
7,19,4,2010,8651,8,4,8,8,8200,2,7,12,1,12.893418
7,15,2,2010,9990,7,2,1,1,6046,10,4,10,1,61.804348
7,19,4,2010,8710,8,4,8,8,8304,2,7,12,1,46.318725
5,15,2,2010,10856,5,2,8,16,10060,2,7,12,1,36.072
7,19,4,2010,8403,8,4,8,8,7962,2,7,12,1,14.672
7,14,4,2010,10130,2,4,1,2,5926,7,4,10,1,39.044
3,11,5,2010,10595,8,4,1,1,8255,4,4,1,1,46.432
7,19,4,2010,8605,8,4,8,8,8190,2,7,12,1,15.34
7,19,4,2010,8635,8,4,8,8,8186,2,7,12,1,20.868
7,19,4,2010,8495,8,4,8,8,8094,2,7,12,1,33.96
7,19,4,2010,8275,8,4,7,7,7842,2,7,12,1,137.964
7,19,4,2010,8600,8,4,8,8,8224,2,7,12,1,58.608
5,28,2,2010,10235,8,4,8,16,6750,12,4,21,2,49.828
3,6,5,2010,11327,2,3,9,9,10744,4,4,1,1,37.424
7,19,4,2010,8660,8,4,8,8,8227,2,7,12,1,45.516
7,19,4,2010,8745,8,4,8,8,8344,2,7,12,1,44.784
7,19,4,2010,8612,8,4,8,8,8200,2,7,12,1,13.324
7,19,4,2010,8760,8,4,8,8,8396,2,7,12,1,11.228
7,14,2,2010,10230,7,6,1,2,7857,7,4,10,1,28.372
2,11,3,2010,11028,2,4,1,1,7980,7,4,1,1,72.924
3,17,5,2010,10565,8,4,1,1,7831,4,4,1,1,50.188
3,4,3,2010,10190,8,4,5,10,9870,12,4,21,7,25.18
3,17,5,2010,10575,8,4,1,1,7805,4,4,1,1,58.968
7,19,4,2010,8670,8,4,8,8,8210,2,7,12,1,30.188
7,14,4,2010,10100,2,4,1,2,5915,7,4,10,1,38.652
7,19,4,2010,8468,8,4,8,8,7999,2,7,12,1,76.612
3,28,5,2010,10921,7,4,11,22,7780,5,4,21,7,60.408
5,28,2,2010,10752,8,4,8,16,6967,12,4,21,2,37.350493
3,4,3,2010,10415,8,4,6,12,9940,12,4,21,7,10.352
3,28,5,2010,10745,8,4,10,20,7626,12,4,21,2,94.936
3,28,5,2010,10801,7,4,10,20,7618,12,4,21,2,64.64
3,11,3,2010,10750,2,6,1,1,9052,2,4,1,1,45.344
3,28,5,2010,10772,2,4,7,14,7612,12,4,21,2,17.686
3,28,5,2010,10919,8,4,9,18,7773,12,4,21,7,56.768
7,19,4,2010,8776,8,4,7,7,8330,2,7,12,1,26.68
7,19,4,2010,8780,8,4,7,7,8362,2,7,12,1,34.624
2,13,3,2010,10130,8,4,1,2,8034,10,4,1,1,28.757878
3,3,5,2010,10829,7,2,4,4,10081,7,4,1,1,13.406
7,19,4,2010,8434,8,4,7,7,8012,2,7,12,1,53.604
7,20,2,2010,10025,2,6,5,10,9709,10,4,1,1,90.188
3,11,5,2010,10590,8,2,1,2,7430,1,4,1,1,93.748
5,5,2,2010,10579,2,3,5,13,10024,1,4,1,1,32.963707
2,21,3,2010,10618,8,4,4,8,9844,10,4,10,1,162.696
7,19,4,2010,8247,8,4,7,7,7866,2,7,12,1,30.632
3,26,5,2010,11015,2,6,1,1,9262,7,4,1,1,44.958421
4,28,3,2010,10580,8,3,7,14,8030,12,4,21,2,72.46
3,4,3,2010,10420,8,4,5,10,9890,12,4,21,7,5.434086
2,11,3,2010,11100,2,4,1,2,7972,1,4,1,1,72.36
3,3,5,2010,10800,8,4,3,3,9176,7,1,1,1,66.76
3,28,5,2010,10872,2,4,4,8,10564,7,4,10,10,89.88
5,5,2,2010,10415,2,6,6,12,9934,1,4,1,1,13.372
3,23,5,2010,10312,8,3,1,1,8220,10,4,1,1,43.112
2,13,3,2010,10124,8,4,1,2,8007,10,4,10,1,40.952
3,11,5,2010,10745,2,6,1,2,9164,1,4,1,1,39.636
2,11,3,2010,11300,2,4,1,1,8000,7,4,1,1,55.472
2,4,3,2010,10423,8,4,6,12,9860,12,4,21,7,27.424
7,19,4,2010,8500,8,4,8,8,8077,2,7,12,1,31.888
7,19,4,2010,8770,8,4,7,7,8350,2,7,12,1,19.884
2,11,3,2010,11110,2,3,1,2,8508,1,4,1,1,64.762
1,1,1,2008.021932,9882.913456,1,1,3.548077,5.815056,8300.485172,1,1,1,1,46.098146
5,6,3,2010,10555,7,4,1,2,6954,12,4,21,1,57.41173
7,19,4,2010,8528,8,4,8,8,8172,2,7,12,1,30.508
7,19,4,2010,8725,8,4,7,7,8310,2,7,12,1,19.036
7,19,4,2010,8532,8,4,8,8,8123,2,7,12,1,32.952
2,4,3,2010,10475,8,4,6,12,10162,12,4,21,7,24.024
3,28,5,2010,10950,7,2,5,5,9882,7,4,10,10,96.344
7,19,4,2010,8700,8,4,7,7,8336,2,7,12,1,24.244
2,11,3,2010,11280,2,4,1,2,8152,1,4,1,1,82.656
2,6,3,2010,11250,2,3,10,10,11008,12,4,21,7,8.092
7,20,2,2010,10080,2,6,6,12,9746,9,4,18,1,98.231867
3,11,3,2010,10538,2,6,1,2,9010,1,4,1,1,64.6
4,28,3,2010,10610,8,3,3,6,9015,7,4,10,1,44.276
7,19,4,2010,8487,8,4,8,8,8120,2,7,12,1,24.12
3,3,5,2010,10825,7,2,7,7,10450,12,4,21,7,11.04
3,3,5,2010,10830,2,4,4,4,10456,7,4,1,1,58.5
2,21,3,2010,10499,7,4,1,1,8182,10,4,10,1,98.26
3,3,5,2010,10898,2,2,5,5,10462,12,4,21,1,56.358
3,11,5,2010,11540,2,4,1,2,7805,1,4,1,1,106.66
2,11,3,2011,11035,2,4,1,2,7985,1,4,1,1,76.504
7,19,4,2011,8530,8,4,7,7,8134,2,7,12,1,27.724
3,28,5,2011,10933,8,4,3,6,9363,7,4,10,7,59.936
7,19,4,2011,8530,8,4,8,8,8116,2,7,12,1,28.208
5,14,2,2011,10510,2,4,1,2,6602,4,4,10,1,53.388
3,14,5,2011,12684,5,6,1,2,9191,7,4,10,1,53.870312
2,21,3,2011,10784,2,4,1,1,8130,12,4,21,7,45.344
7,19,4,2011,8585,8,4,7,7,8179,2,7,12,1,30.608
7,19,4,2011,8764,8,4,7,7,8384,2,7,12,1,30.764
7,14,2,2011,10540,4,3,1,2,6906,7,4,10,1,58.952
7,19,4,2011,8500,8,4,8,8,8056,2,7,12,1,27.749338
3,11,5,2011,10500,8,4,1,1,7770,4,4,1,1,100.196
5,6,2,2011,10992,4,6,1,2,8350,12,5,21,1,75.576
3,11,5,2011,10610,8,4,1,1,7851,4,4,1,1,43.176
