WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Top_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,EUR_o..Mstb.
116,C,APACHE CORPORATION,GLASSCOCK,2008-11-22,2008,31.71538,-101.76703,9876,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,7,14,0,20000,676928,0,648070,696928,6041,6942,7506,8530,8820,9241,10121.81,10425.36,10576.94,10640.77,10785.34,11142.8,11256.4,11353.72,14,FRAC,6990,7060,52794,GAL,X-LINKGEL,134130,LB,SAND,NA,NA,,20/40,25.4251233
1109,A,APACHE CORPORATION,MIDLAND,2008-11-23,2008,31.82661,-102.08886,10300,160,40,WFMP,SPBR_U,SPBR_U --> WFMP,6,12,0,10500,487235,0,582080,497735,6981,7840,8414,9302,9595,9962,10368.83,10571.44,10776.56,10866.68,11102.91,11629.19,11767.24,11949.31,12,FRAC,7847,8045,62442,GAL,X-LINKGEL,156658,LB,SAND,NA,NA,XLNK,20/40,29.636
1116,A,APACHE CORPORATION,MIDLAND,2008-11-23,2008,31.72217,-102.20576,10092,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,7,14,0,12000,617151,0,680379,629151,7104,7869,8382,9154,9539,9878,9827.7,10050.18,10268.91,10521.3,10694.7,11245.3,11463.75,11582.64,14,FRAC,8016,8033,67927,GAL,X-LINKGEL,169359,LB,SAND,NA,NA,XLNK,20/40,56.996
118,C,APACHE CORPORATION,GLASSCOCK,2008-11-24,2008,31.71336,-101.77513,9886,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,7,14,0,19000,570219,0,621902,589219,6081,6980,7542,8536,8841,9242,10140.9,10439.03,10591.36,10655.03,10803.3,11164.41,11282.96,11367.9,14,FRAC,6997,7068,48079,GAL,X-LINKGEL,141147,LB,SAND,NA,NA,,20/40,16.768
2385,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2008-11-24,2008,31.51676,-101.95502,10624,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,10,20,0,16500,972301,0,923020,988801,6521.52,7387.78,8037.88,8950.13,9292.46,9460.77,10419.92,10696.29,10553.45,10627.02,10850.87,11239.89,11311.02,11399.43,20,FRAC,7412,7577,54050,GAL,X-LINKGEL,147647,LB,SAND,NA,NA,XLNK,20/40,49.468
131,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2008-11-25,2008,31.76686,-101.61135,10568,40,80,WFMP,SPBR_U,SPBR_U --> WFMP,7,14,0,12000,755718,0,672071,767718,5454,6445,6998,8063,8341,8872,9738,10043,10181,10283.2,10348,10521.5,10647.2,10701.53,14,FRAC,6463,6493,57414,GAL,X-LINKGEL,122013,LB,SAND,NA,NA,XLNK,20/40,19.24918288
132,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2008-11-25,2008,31.77082,-101.59428,10404,40,160,ATOKA,WFMP,WFMP --> ATOKA,4,9,0,12500,460671,0,257881,473171,5309,6412,6928,8003,8271,8778,9727,10024,10152,10234.47,10307.41,10454.49,10577.01,10626.2,9,FRAC,8442,8456,51236,GAL,X-LINKGEL,41265,LB,SAND,NA,NA,XLNK,20/40,62.13588059
1148,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2008-11-30,2008,31.83922,-102.08248,10143,80,160,WFMP,SPBR_U,SPBR_U --> WFMP,1,2,502000,15000,0,0,478000,517000,6961.16,7804.93,8366.25,9285.49,9635.32,9790.26,10317.97,10553.77,10780.44,10863.75,11127.37,11617.84,11771.56,11947.75,2,FRAC,7988,10000,502000,GAL,FLUD,478000,LB,SAND,NA,NA,XLNK,,33.5106793
2380,B,APACHE CORPORATION,UPTON,2008-12-01,2008,31.51928,-102.02449,10403,40,160,WFMP,SPBR_U,SPBR_U --> WFMP,3,3,546000,0,0,0,36500,546000,6715,7566.93,8155.33,9092.79,9419.54,9733.57,10430.1,10706.78,10761.22,10708.61,10996.51,11392.06,11478.03,11587.56,3,FRAC,9177,10330,257500,GAL,W,19750,LB,SAND,NA,NA,SFAC,20/40,28.50589361
2392,B,APACHE CORPORATION,UPTON,2008-12-01,2008,31.51385,-102.03133,10081,40,160,WFMP,CLFK,CLFK --> WFMP,3,3,516000,0,0,0,36500,516000,6730,7580.73,8189.49,9166,9442,9743.96,10462.55,10687.65,10774.88,10750.86,11021.33,11379.49,11469.4,11566.24,3,FRAC,9174,10027,224000,GAL,W,19750,LB,SAND,NA,NA,SFAC,20/40,36.45196917
129,F,ATHLON FE OPERATING LLC,GLASSCOCK,2008-12-09,2008,31.70944,-101.48711,10200,160,Over 160,ATOKA,WFMP,WFMP --> ATOKA,5,10,0,12080,474075,0,318295,486155,5019,6016.19,6543.34,7660.16,8084.61,8228.5,9362,9740,9819,9963.17,9983.66,10091.85,10250.11,10333.86,10,FRAC,9742,9942,84620,GAL,X-LINKGEL,40104,LB,SAND,NA,NA,XLNK,20/40,28.724
1133,B,ATHLON ENERGY OPERATING LLC,MIDLAND,2008-12-12,2008,31.68374,-102.05087,10265,,,WFMP,SPBR_U,SPBR_U --> WFMP,5,10,0,10000,0,0,849000,10000,6911,7770,8402,9263,9654,9998,10441.58,10754.16,10983.68,10931.95,11159.45,11961.99,12116.93,12188.84,10,FRAC,9376,9444,NA,,,485000,LB,SAND,NA,NA,,20/40,28.04
1125,A,APACHE CORPORATION,MIDLAND,2008-12-13,2008,31.72616,-102.18947,10108,80,40,WFMP,SPBR_L,SPBR_L --> WFMP,5,10,0,9000,408373,0,444940,417373,7188,7961,8484,9340,9748,9907.4,10184.93,10335.71,10478.91,10657.2,10792.41,11284.4,11504.73,11636.25,10,FRAC,8546,8656,54021,GAL,X-LINKGEL,135548,LB,SAND,NA,NA,XLNK,20/40,45.416
1131,B,ATHLON ENERGY OPERATING LLC,MIDLAND,2008-12-15,2008,31.66928,-102.09523,10055,160,40,WFMP,SPBR_U,SPBR_U --> WFMP,8,16,0,964596,0,0,815400,964596,6907,7757,8311,9186,9514,9971,10271.92,10489.29,10800.74,10887.19,11219.25,11745.66,11922.72,12014.38,16,FRAC,9596,9700,NA,,,77000,LB,SAND,NA,NA,,20/40,16.964
1137,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2008-12-15,2008,31.73613,-101.83289,9082,40,20,WFMP,CLFK,CLFK --> WFMP,3,6,0,4500,170103,0,456640,174603,6232.99,7128,7714,8700,9000,9287.95,10253.49,10499.7,10648.25,10695.06,10865.43,11254.83,11443.8,11528.46,6,FRAC,7133,7321,48190,GAL,X-LINKGEL,132292,LB,SAND,NA,NA,XLNK,20/40,16.264
1138,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2008-12-15,2008,31.73717,-101.82889,9086,40,20,WFMP,SPBR_U,SPBR_U --> WFMP,5,10,0,7500,396636,0,630812,404136,6218,7111,7694,8687,8989,9266.75,10240.52,10488.35,10635.36,10680.29,10850.1,11249.03,11425.5,11512.5,10,FRAC,7135,7306,62508,GAL,X-LINKGEL,144000,LB,SAND,NA,NA,XLNK,20/40,42.724
2387,B,PIONEER NATURAL RESOURCES USA INC,UPTON,2008-12-15,2008,31.49853,-101.97049,10658,40,80,WFMP,SPBR_U,SPBR_U --> WFMP,8,16,0,13500,804106,0,883105,817606,6482,7341,7937,8877,9235,9453.13,10353,10592.63,10481.14,10677.9,10799.71,11081.75,11165.25,11249.55,16,FRAC,7368,7542,57669,GAL,X-LINKGEL,163932,LB,SAND,NA,NA,XLNK,20/40,34.36550187
1101,A,APACHE CORPORATION,MIDLAND,2008-12-18,2008,31.79339,-102.16256,10005,80,40,WFMP,CLFK,CLFK --> WFMP,5,10,0,7500,527315,0,564100,534815,7180,8028.64,8596.66,9419.17,9876.28,9887.08,10397.56,10734.56,10885.42,11138.39,11442.54,11652.52,11857.31,11976.98,10,FRAC,8021,8215,62803,GAL,X-LINKGEL,155278,LB,SAND,NA,NA,XLNK,20/40,37.72997991
1127,A,APACHE CORPORATION,MIDLAND,2008-12-19,2008,31.71912,-102.18716,10096,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,6,12,0,10500,569065,0,637460,579565,7124,7882,8441,9250,9653,10001,10228.06,10314.73,10486.77,10664.37,10786.65,11301.22,11517.83,11641.08,12,FRAC,8025,8093,52125,GAL,X-LINKGEL,124624,LB,SAND,NA,NA,XLNK,20/40,32.66
1089,C,APACHE CORPORATION,MIDLAND,2008-12-22,2008,31.75036,-101.77816,9905,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,7,14,0,12000,598283,0,626140,610283,5991,6953,7564,8534,8807,9269,10145.58,10445.58,10587.89,10627.93,10767.29,11205.56,11272.56,11361.66,14,FRAC,7016,7169,47374,GAL,X-LINKGEL,138835,LB,SAND,NA,NA,,20/40,7.68
1106,A,ATHLON ENERGY OPERATING LLC,MIDLAND,2008-12-26,2008,31.77224,-102.06153,10187,80,40,WFMP,CLFK,CLFK --> WFMP,8,16,0,22400,0,0,538500,22400,6846,7705,8278,9212,9570,9881,10378.58,10649.59,10796.13,10910.53,11196.1,11723.02,11938.48,12027.95,16,FRAC,9675,9858,NA,,,107300,LB,SAND,NA,NA,,,45.716
1104,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2009-01-06,2009,31.91716,-101.88929,9650,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,6,12,0,12000,628140,0,650040,640140,6368,7223,7922,8788,9068,9457,10000.49,10257.4,10399.32,10459.05,10583.57,10934.5,11220.62,11325.17,12,FRAC,7296,7428,52529,GAL,X-LINKGEL,145941,LB,SAND,NA,NA,XLNK,20/40,27.901
2048,E,APACHE CORPORATION,REAGAN,2009-01-06,2009,31.50461,-101.66499,8270,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,388750,0,0,0,46150,388750,5564.74,6516.84,7082.98,8102.59,8334.98,8668.01,9823.18,10220.4,10287.94,10375.58,10528.83,10658.55,10792.22,10835.1,2,FRAC,7553,8171,210000,GAL,W,24600,LB,SAND,NA,NA,SFAC,,23.846
2016,F,APACHE CORPORATION,REAGAN,2009-01-07,2009,31.62538,-101.53113,8500,40,80,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,502250,0,0,0,64750,502250,5092.49,6173.45,6724.79,7793.06,8098.65,8421.63,9588.1,9943.37,10051.97,10152.8,10103.82,10441.08,10512.3,10547.44,2,FRAC,7297,8412,325500,GAL,W,43600,LB,SAND,NA,NA,SFAC,,20.56059578
2018,F,APACHE CORPORATION,REAGAN,2009-01-09,2009,31.59294,-101.52539,8527,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,448250,0,0,0,63350,448250,4923,6149.84,6688.8,7754.22,7982.66,8367.51,9515.69,9927.42,10022.3,NA,10076.93,10387.1,10469.82,10504.11,2,FRAC,7595,8392,266500,GAL,W,41200,LB,SAND,NA,NA,SFAC,,23.77308795
2051,E,APACHE CORPORATION,REAGAN,2009-01-10,2009,31.47608,-101.60758,10270,80,40,STRAWN,WFMP,WFMP --> STRAWN,2,2,449500,0,0,0,137000,449500,5285.99,6203.14,6769.84,7770.62,8117.93,8486.86,9687.56,10008.36,10113.99,NA,10307.16,10401.21,10550.96,10595.62,2,FRAC,9410,10093,255500,GAL,W,125000,LB,SAND,NA,NA,,,36.584
125,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2009-01-13,2009,31.97545,-101.66831,9996,40,Over 160,WFMP,WFMP,WFMP --> WFMP,6,12,0,14000,864409,0,449794,878409,5494,6336,6850,7868,8173,8515,9533,9846,10004.21,10103.34,10124.88,10272.73,10508.12,10548.28,12,FRAC,8006,8030,195873,GAL,X-LINKGEL,136963,LB,SAND,NA,NA,XLNK,20/40,55.764
2403,B,PRIME OPERATING COMPANY,UPTON,2009-01-13,2009,31.55044,-101.98988,10000,80,20,WFMP,SPBR_U,SPBR_U --> WFMP,1,2,138000,0,0,0,74000,138000,6620,7484,8069.55,9101,9391,9682.09,10407.4,10717.99,10763.89,10761.36,11068.67,11522.31,11608.71,11707.38,1,FRAC,9892,10000,138000,GAL,W,74000,LB,SAND,NA,NA,SFAC,20/40,51.28691275
2381,B,APACHE CORPORATION,UPTON,2009-01-19,2009,31.52448,-102.03477,10316,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,3,3,472500,0,0,0,418000,472500,6753,7629,8218.35,9199,9480,9739.06,10434.92,10710.5,10824.66,10811.45,11111.78,11437.14,11543.34,11639.65,3,FRAC,9209,10184,261000,GAL,W,144000,LB,SAND,NA,NA,SFAC,20/40,37.07602193
2056,E,APACHE CORPORATION,REAGAN,2009-01-20,2009,31.43794,-101.67541,8157,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,291500,0,0,0,362375,291500,5508.84,6450.43,7018.21,8031.04,8333.96,8609.94,9903.54,10241.33,10362.93,10404.33,10554.03,10801.62,10941.73,10975.57,2,FRAC,7482,8024,158500,GAL,FLUD,181250,LB,SAND,NA,NA,SFAC,,33.416
1150,C,LEGACY RESERVES OPERATING LP,MIDLAND,2009-01-21,2009,31.89466,-101.91771,10672,40,80,WFMP,SPBR_U,SPBR_U --> WFMP,1,2,1176000,18000,0,0,996000,1194000,6501,7339,8053,8927,9266,9708,10113,10374,10499.37,10552.45,10696.02,11076.9,11329.5,11443.07,2,FRAC,7394,10300,1176000,GAL,W,996000,LB,SAND,NA,NA,,,66.556
1168,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,2009-01-22,2009,31.76776,-102.06448,10089,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,1,3,458200,128000,0,0,433600,586200,6822,7706,8245,9189,9537,9859,10338.12,10612.5,10746.24,10867.05,11151.87,11687.6,11903.22,11993.16,3,FRAC,7870,9911,457700,GAL,FLUD,433600,LB,SAND,NA,NA,XLNK,,22.104
138,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2009-01-23,2009,31.77052,-101.6114,10488,40,40,STRAWN,SPBR_U,SPBR_U --> STRAWN,5,13,0,141527,321339,57594,516840,520460,5453,6437,7000,8069,8343,8882,9765,10054,10199,10282.27,10352.78,10523.1,10650.5,10706.56,13,FRAC,6473,6767,51408,GAL,X-LINKGEL,131780,LB,SAND,NA,NA,XLNK,20/40,16.288
145,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2009-01-28,2009,31.76546,-101.61875,10108,80,80,WFMP,SPBR_U,SPBR_U --> WFMP,6,12,0,10500,514797,0,562960,525297,5479,6489,7052,8108,8385,8907,9794,10063.76,10199.14,10305.63,10372.13,10545.79,10670.89,10733.33,12,FRAC,6522,6668,38661,GAL,X-LINKGEL,115720,LB,SAND,NA,NA,XLNK,20/40,30.744
143,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2009-02-12,2009,31.76336,-101.62769,10091,160,40,WFMP,SPBR_U,SPBR_U --> WFMP,6,12,0,10500,418005,0,563980,428505,5540,6534,7097,8143,8421,8942,9808,10086.87,10221.72,10332.99,10402.44,10571.66,10703.89,10773.2,12,FRAC,6559,6564,59934,GAL,X-LINKGEL,112994,LB,SAND,NA,NA,XLNK,20/40,55.758
1161,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2009-02-16,2009,31.96177,-101.77902,10480,80,80,ATOKA,SPBR_U,SPBR_U --> ATOKA,1,2,0,22092,839454,0,878070,861546,5845,6935.46,7453.14,8426.37,8696.05,9096.85,9864.41,10215.93,10328.49,10305.87,10328.17,10634.95,10911.58,10971.3,2,FRAC,6939,10337,839454,GAL,X-LINKGEL,878070,LB,SAND,NA,NA,XLNK,,71.876
1140,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2009-02-19,2009,31.87247,-101.96851,10990,40,Sub 20,ATOKA,SPBR_L,SPBR_L --> ATOKA,1,3,28728,15036,561330,0,761600,605094,6651.21,7527.35,8098.37,9114.1,9443.62,9805.35,10335.86,10612.18,10769.49,10837.89,10926.55,11324.87,11567.58,11679.96,3,FRAC,8136,10879,561330,GAL,X-LINKGEL,761600,LB,SAND,NA,NA,XLNK,,76.10923649
1143,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2009-02-19,2009,31.71281,-101.78596,8880,80,20,WFMP,SPBR_U,SPBR_U --> WFMP,4,8,0,5500,222380,0,550360,227880,6125,7016,7586,8579,8853.66,9280.57,10162.4,10452.8,10606.41,10664.42,10815.52,11188.09,11315.08,11402.75,8,FRAC,7028,7209,56789,GAL,X-LINKGEL,136575,LB,SAND,NA,NA,XLNK,20/40,28.488
1146,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2009-02-19,2009,31.70992,-101.78092,8887,80,20,SPBR_L,SPBR_U,SPBR_U --> SPBR_L,4,8,0,5000,226756,0,555180,231756,6086,6982,7566,8550,8822.42,9245.22,10137.48,10432.83,10586.52,10649.18,10799.38,11160.17,11287.33,11373.3,8,FRAC,6994,7172,56070,GAL,X-LINKGEL,141815,LB,SAND,NA,NA,XLNK,20/40,36.652
1097,A,APACHE CORPORATION,MIDLAND,2009-02-22,2009,31.75534,-102.16317,10388,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,7,14,0,12000,494153,0,655300,506153,7175,7993,8569,9397,9796,10089,10301.45,10723.9,10739.84,11174.21,10988.53,11475.13,11695.51,11823.6,14,FRAC,8018,8068,68556,GAL,X-LINKGEL,158640,LB,SAND,NA,NA,XLNK,20/40,29.752
2071,E,APACHE CORPORATION,REAGAN,2009-02-23,2009,31.48339,-101.65834,8177,20,40,SPBR_L,SPBR_U,SPBR_U --> SPBR_L,2,2,297000,0,0,0,268625,297000,5491.53,6434.63,7001.57,8023.3,8301.89,8637.27,9818.68,10187.39,10277.67,10372.74,10506.35,10644.28,10784.4,10827.23,2,FRAC,7455,8016,159000,GAL,W,87500,LB,SAND,NA,NA,SFAC,20/40,17.03817508
2072,E,APACHE CORPORATION,REAGAN,2009-02-23,2009,31.45584,-101.66299,8153,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,2,2,292000,0,0,0,268625,292000,5465.41,6412.05,6977.32,7979.45,8297.53,8609.33,9845.51,10185.09,10296.05,10373.27,10508.01,10691.82,10833.65,10868.84,2,FRAC,7438,7988,159000,GAL,W,87500,LB,SAND,NA,NA,SFAC,20/40,40.768
1098,A,APACHE CORPORATION,MIDLAND,2009-03-01,2009,31.80102,-102.08491,10504,160,40,WFMP,CLFK,CLFK --> WFMP,5,10,0,9000,448464,0,532860,457464,6936,7798,8371,9274,9654,9938,10331.04,10548.8,10710.95,10888.86,11142.73,11616.94,11830.96,11938.93,10,FRAC,7803,7886,63966,GAL,X-LINKGEL,135022,LB,SAND,NA,NA,XLNK,20/40,30.86
2068,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,2009-03-08,2009,31.58313,-101.50473,8515,40,40,WFMP,SPBR_U,SPBR_U --> WFMP,1,2,0,6552,629538,0,845640,636090,4910,6078.73,6639.4,7707.22,7904.71,8323.35,9459.44,9872.02,9962,NA,10003.76,10300.64,10393.31,10428.33,2,FRAC,6094,8347,629538,GAL,GEL,845640,LB,SAND,NA,NA,GELA,,63.15788804
1155,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2009-03-11,2009,31.76145,-101.90322,9188,160,40,SPBR_L,SPBR_U,SPBR_U --> SPBR_L,4,8,0,6840,214796,0,550040,221636,6530,7387,7991,8968,9348.74,9720.46,10426.54,10677.18,10813.5,10885.53,11069.96,11525.36,11746.25,11758.14,8,FRAC,7397,7587,47947,GAL,X-LINKGEL,133337,LB,SAND,NA,NA,XLNK,20/40,14.988
147,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2009-03-12,2009,31.79046,-101.60914,10034,Over 160,40,WFMP,SPBR_L,SPBR_L --> WFMP,6,12,0,10000,487524,0,413620,497524,5344,6398,6974,8040,8312,8865,9765,10021.16,10148.37,10261.78,10384.48,10491.26,10628.24,10683.67,12,FRAC,7609,7667,67150,GAL,X-LINKGEL,157957,LB,SAND,NA,NA,XLNK,20/40,71.54
1122,A,APACHE CORPORATION,MIDLAND,2009-03-14,2009,31.7112,-102.18869,10090,160,40,WFMP,SPBR_U,SPBR_U --> WFMP,6,12,0,10500,422264,0,404360,432764,7076,7824,8466,9193,9584,9929,10035.06,10346.71,10501.63,10669.54,10769.99,11330.29,11544.22,11664.99,12,FRAC,7854,8027,54495,GAL,X-LINKGEL,130880,LB,SAND,NA,NA,XLNK,20/40,11.38
1136,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2009-03-14,2009,31.73796,-101.82474,8915,40,20,SPBR_L,CLFK,CLFK --> SPBR_L,4,8,0,6000,218433,0,546640,224433,6165,7067,7632,8641,8958.88,9255.5,10226.74,10476.41,10620.66,10666.3,10835.18,11248.01,11406.93,11495.74,8,FRAC,7076,7265,54402,GAL,X-LINKGEL,130000,LB,SAND,NA,NA,XLNK,20/40,24.6
1119,A,APACHE CORPORATION,MIDLAND,2009-03-15,2009,31.71155,-102.20256,10083,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,6,12,0,10500,552201,0,590620,562701,7122,7904,8366,9232,9629,9721.62,9842.56,10088.22,10305.02,10613.27,10681.9,11271.95,11485.1,11606.31,12,FRAC,7975,8074,67654,GAL,X-LINKGEL,139640,LB,SAND,NA,NA,XLNK,20/40,12.528
2412,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2009-03-16,2009,31.51367,-102.10995,10410,40,Over 160,WFMP,SPBR_U,SPBR_U --> WFMP,1,2,0,12500,815335,0,675000,827835,6900,7744.18,8364,9121,9503,9799,10283.43,10567.8,10726.18,10884.12,11311.71,11599.47,11951.57,12049.21,2,FRAC,7764,10282,815335,GAL,X-LINKGEL,675000,LB,SAND,NA,NA,XLNK,,53.768
136,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2009-03-17,2009,31.97958,-101.652,10017,160,Over 160,WFMP,WFMP,WFMP --> WFMP,8,16,0,13500,979212,0,744620,992712,5386,6299,6815,7787,8050,8532,9541,9852,9978.24,10089.71,10115.56,10253.64,10490.12,10547.61,16,FRAC,7684,7777,74676,GAL,X-LINKGEL,180500,LB,SAND,NA,NA,XLNK,20/40,55.332
1126,A,APACHE CORPORATION,MIDLAND,2009-03-20,2009,31.72836,-102.18108,10105,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,4,8,0,7500,315858,0,427820,323358,7169,7937,8489,9333,9715,10033.25,10336.52,10460.79,10620.19,10771.57,10842.8,11320.84,11539.94,11676.83,8,FRAC,7978,8090,50148,GAL,X-LINKGEL,117358,LB,SAND,NA,NA,XLNK,20/40,35.288
1158,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2009-03-29,2009,31.92418,-101.89152,9670,80,80,WFMP,SPBR_L,SPBR_L --> WFMP,6,12,0,9500,521978,0,567060,531478,6375,7234,7810,8789,9050,9503,10002.92,10266.29,10411.38,10461.71,10574.25,10954.44,11229.24,11335.06,12,FRAC,8059,8126,57708,GAL,X-LINKGEL,150785,LB,SAND,NA,NA,XLNK,20/40,79.56669217
1110,A,APACHE CORPORATION,MIDLAND,2009-03-31,2009,31.79404,-102.0827,10485,160,40,WFMP,SPBR_U,SPBR_U --> WFMP,5,10,0,9000,417334,0,542416,426334,6972,7819,8400,9337,9682,9990,10383,10580.63,10735.58,10923.22,11178.43,11660.08,11881.02,11982.24,10,FRAC,7886,8039,44016,GAL,X-LINKGEL,106740,LB,SAND,NA,NA,XLNK,20/40,55.82033012
2413,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,2009-04-13,2009,31.50343,-102.08967,10539,40,Over 160,WFMP,SPBR_U,SPBR_U --> WFMP,1,2,0,12500,813283,0,660000,825783,6885,7734,8366,9184,9521,9810,10308,10658.21,10829.69,10994.57,11402.83,11662.75,11931.91,12009.93,2,FRAC,7751,10353,813283,GAL,X-LINKGEL,660000,LB,SAND,NA,NA,XLNK,,67.692
1147,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2009-04-21,2009,31.70798,-101.78876,8897,40,20,WFMP,SPBR_U,SPBR_U --> WFMP,4,8,0,5000,196020,0,547660,201020,6143,7005,7595,8590,8846.47,9296.8,10166.42,10458.48,10613.66,10671.33,10822.76,11187.91,11327.06,11414.56,8,FRAC,7053,7215,36168,GAL,X-LINKGEL,131660,LB,SAND,NA,NA,XLNK,20/40,20.196
1145,E,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2009-04-29,2009,31.69924,-101.79477,8872,40,20,WFMP,SPBR_U,SPBR_U --> WFMP,3,6,0,4250,155414,0,420186,159664,6167,7032,7605,8606,8849.03,9330.78,10173.35,10469.9,10626.24,10682.97,10837.5,11191.92,11351.54,11438.41,6,FRAC,7057,7223,49404,GAL,X-LINKGEL,133580,LB,SAND,NA,NA,XLNK,20/40,27.54
142,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2009-05-12,2009,31.79265,-101.63186,10161,160,80,WFMP,SPBR_U,SPBR_U --> WFMP,6,12,0,10000,443297,0,554580,453297,5476,6510,7088,8129,8399,8957,9810,10105,10218.55,10319.64,10418.07,10557.4,10700.02,10760.81,12,FRAC,6555,6560,68764,GAL,X-LINKGEL,183892,LB,SAND,NA,NA,XLNK,20/40,39.94539112
150,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2009-05-12,2009,31.75976,-101.59489,10006,80,Over 160,WFMP,SPBR_U,SPBR_U --> WFMP,7,14,0,10000,605580,0,666840,615580,5337,6409,6948,8012,8296,8797,9703,10027.12,10147.57,10246.88,10323.46,10473.18,10584.83,10629.68,14,FRAC,6429,6553,50568,GAL,X-LINKGEL,156657,LB,SAND,NA,NA,XLNK,20/40,18.724
1139,C,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,2009-05-16,2009,31.86541,-101.96618,11030,80,Sub 20,ATOKA,SPBR_L,SPBR_L --> ATOKA,1,2,0,17052,1141392,0,848110,1158444,6668.98,7512.01,8069.64,9095.22,9420.45,9812.57,10336.14,10605.93,10749.99,10839.04,10942.84,11311.47,11555.92,11669.35,2,FRAC,8110,10932,1141392,GAL,X-LINKGEL,848110,LB,SAND,NA,NA,XLNK,,48.39886208
2065,F,LAREDO PETROLEUM - DALLAS INCORPORATED,REAGAN,2009-05-21,2009,31.60025,-101.45459,8197,80,40,WFMP,SPBR_U,SPBR_U --> WFMP,7,7,NA,NA,NA,NA,NA,NA,4799,5956.46,6487.16,7582.57,7888.42,8239.28,9292.12,9695.53,9792.81,NA,9858.89,10076.5,10178.82,10214.01,7,FRAC,7950,8058,NA,,,NA,,,NA,NA,HCL,,13.256
124,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,2009-05-24,2009,31.99172,-101.66464,10030,160,Over 160,WFMP,WFMP,WFMP --> WFMP,6,12,0,10500,563526,0,224088,574026,5661,6651,7045,7884,8262,8469.54,9577,9898.82,10041.31,NA,10161.91,10299.24,10565.94,10620.19,12,FRAC,7818,7828,27231,GAL,X-LINKGEL,16598,LB,SAND,NA,NA,XLNK,20/40,14.11666124
