Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Type,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
0,0,463554,463554,350660,1,13,2,2005,4,4,1,0,29.26985004,2,7,3,8294,11,3,17,6
665322,0,665322,665322,613250,1,13,2,2006,4,3,1,0,43.964,2,7,3,8356,9,3,11,NA
0,10000,330415,72793,29955,2,13,2,2005,4,3,4,0,33.832,2,7,3,10252,6,3,9,NA
0,6000,441500,435500,496700,1,24,2,2006,3,1,1,0,41.82115739,2,1,3,8278,6,3,9,6
0,10000,293385,73684,30409,1,13,2,2005,4,4,4,0,41.208,2,7,3,10289,6,3,9,NA
569856,9000,578856,569856,601330,2,13,2,2006,3,1,1,0,32.128,3,7,3,8208,9,3,NA,NA
0,10000,298653,81757,30149,1,13,2,2005,3,3,4,0,57.032,2,7,3,10262,6,3,9,NA
0,13944,538146,65814,30600,1,13,2,2005,4,4,6,0,43.372,2,7,3,9938,6,3,NA,NA
414750,0,414750,414750,396520,1,13,2,2005,4,4,1,0,37.848,3,7,3,8121,9,3,NA,NA
606396,0,606396,606396,550420,1,13,2,2006,4,5,1,0,39.916,2,7,3,8577,3,3,17,6
611730,0,611730,611730,630500,1,13,2,2006,3,3,1,0,25.465,3,7,3,8249,3,3,NA,NA
505386,0,505386,505386,497280,1,13,2,2005,4,4,1,0,42.156,2,7,3,8632,9,3,NA,NA
579726,0,579726,579726,600100,1,13,2,2006,4,1,1,0,20.72,2,7,3,8721,3,3,20,6
0,15960,474264,49980,7900,1,13,2,2005,4,1,6,0,55.664,2,7,3,9998,6,3,NA,NA
0,14112,459354,74718,231940,1,13,2,2005,4,4,6,0,21.948,2,7,3,8173,6,3,NA,NA
0,12000,457406,23277.5,NA,3,27,2,2006,NA,NA,4,0,23.084,5,7,6,9264,7,NA,15,NA
0,17000,509531,70619,79021,3,27,2,2005,3,1,6,0,58.856,2,7,3,9982,11,3,NA,6
0,19500,451860,45988,31008,3,27,2,2006,3,3,6,0,27.448,2,7,3,10095,11,3,NA,6
0,15500,550581,94222,107963,3,27,2,2005,3,1,6,0,71.588,2,7,3,9989,11,3,NA,6
510972,0,510972,510972,589080,1,13,2,2006,4,1,1,0,21.7819457,2,6,3,8262,3,3,17,6
0,6500,277793,55136,136020,3,27,2,2006,5,2,4,0,17.98007424,3,7,3,7551,11,3,NA,6
0,14250,407413,63760,71950,1,27,2,2006,3,6,5,0,34.48,2,7,3,9766,6,3,NA,6
0,10000,356404,80304,17682,1,27,2,2005,3,6,5,0,39.184,3,7,3,9704,6,3,NA,6
0,11000,411032,99077,147198,1,27,2,2006,3,6,5,0,33.2316135,3,7,3,9780,11,3,NA,6
0,15500,444134,79469,16036,1,27,2,2006,3,6,6,0,44.904,3,7,3,9957,6,3,NA,6
481000,19250,500250,481000,289000,1,12,2,2005,4,6,1,0,67.94976138,3,7,3,7944,9,3,NA,NA
0,15500,496458,78539,16505,3,27,2,2006,3,3,6,0,40.26411279,2,7,3,9711,11,3,NA,6
0,26000,553119,107325,136000,3,27,2,2006,3,4,5,0,59.18129168,2,7,3,9616,11,3,NA,6
503000,9250,512250,503000,307000,1,12,2,2005,4,1,1,0,32.93505397,3,7,3,7819,9,3,NA,NA
0,16000,466247,65360,71459,3,27,2,2006,3,1,6,0,28.836,2,7,3,10010,11,3,NA,6
0,12750,463018,80417,16773,3,27,2,2006,3,4,6,0,52.692,2,7,3,9834,6,3,NA,6
0,15750,466099,80698,17493,3,27,2,2006,3,1,6,0,37.752,2,7,3,9838,11,3,NA,6
0,5000,572900,567900,550300,1,24,2,2006,3,2,1,0,35.284,2,1,3,8210,11,3,17,6
13294,0,153212,23277.5,538660,1,13,2,2006,3,4,1,0,32.14,3,6,3,8317,9,3,NA,NA
0,17750,507816,78961,16866,3,27,2,2006,3,4,5,0,48.764,2,7,3,10171,6,3,NA,6
586068,8060,594128,586068,580100,1,13,2,2006,4,3,1,0,32.8,2,6,3,8395,9,3,NA,6
634452,0,634452,634452,598760,1,13,2,2006,3,4,1,0,49.28139875,2,6,3,8380,3,3,17,6
0,17750,475791,81050,17851,3,27,2,2006,3,4,6,0,55.772,2,7,3,10003,6,3,NA,6
0,15750,467623,81895,17179,3,27,2,2006,3,1,6,0,47.92,2,7,3,10234,6,3,NA,6
0,26000,530520,82802,17580,3,27,2,2006,3,4,6,0,71.968,2,7,3,10133,6,3,NA,6
0,17500,455114,81229,17291,3,27,2,2006,3,1,6,0,37.688,2,7,3,9928,6,3,NA,6
0,13750,466922,80943,17185,3,27,2,2006,3,1,6,0,50.748,2,7,3,10136,11,3,NA,6
555702,0,555702,555702,746360,1,13,2,2006,3,1,1,0,39.92,1,7,3,7845,3,3,9,6
734454,0,734454,734454,869407,1,13,2,2007,4,1,1,0,57.34912221,1,7,3,7823,3,3,11,NA
0,17750,1408201.2,81665,18412,3,27,2,2006,4,3,6,0,57.444,2,7,3,9804,6,3,NA,6
0,0,655250,655250,319000,1,12,2,2006,3,1,1,0,73.06722001,3,7,3,7941,6,3,18,NA
0,10000,371080,55985,135840,1,27,2,2006,3,6,5,0,22.82628719,1,7,3,7736,11,3,NA,6
0,11000,366635,58382,135040,3,27,2,2006,3,6,5,0,34.49935258,3,7,3,7639,11,3,NA,6
0,15500,442545,58652,135197,1,27,2,2006,3,6,6,0,31.912,3,7,3,7745,11,3,NA,6
655956,0,655956,655956,700800,1,13,2,2006,4,1,1,0,48.14260508,3,1,3,7839,3,3,11,NA
0,21500,552316,60085,177463,3,27,2,2007,3,4,6,0,42.728,2,7,3,8362,11,3,NA,6
0,15750,462114,72737,177382,2,27,2,2006,3,4,6,0,65.428,2,7,3,8268,11,3,NA,6
0,14750,477059,79330,180906,2,27,2,2006,3,3,6,0,26.9138779,2,7,3,8299,11,3,NA,6
0,15750,457646,55714,139879,2,27,2,2007,3,3,7,0,51.112,3,7,3,7806,11,3,NA,6
351000,9500,360500,351000,105000,1,12,2,2006,3,4,1,0,16.55643722,2,7,3,8565,3,3,NA,6
588168,0,588168,588168,715960,1,13,2,2006,3,4,1,0,61.528,2,6,3,8193,3,3,17,NA
581616,0,581616,581616,639520,2,13,2,2006,3,3,1,0,36.552,2,7,3,8277,3,3,17,6
0,15750,445234,77348,16977,3,27,2,2006,3,3,6,0,40.77282225,2,7,3,9605,6,3,NA,6
0,15750,473472,80859,17502,3,27,2,2006,3,3,6,0,86.956,2,7,3,9554,11,3,NA,6
0,9500,322923,101444,137829,1,27,2,2006,3,1,4,0,19.24822649,2,7,3,9793,11,3,NA,6
0,12050,388394,81086,17122,1,27,2,2006,3,6,5,0,55.80805367,2,7,3,9868,6,3,NA,6
1046220,0,1046220,1046220,800581,2,13,2,2007,3,3,1,0,82.8613699,1,7,3,7756,3,3,11,NA
1075580.1,0,1191414,1191414,901480,2,13,2,2007,4,4,1,0,77.98311204,1,7,3,7746,3,3,11,NA
0,13250,444639,58118,137100,1,27,2,2006,3,6,6,0,47.436,3,7,3,7722,11,3,NA,6
594300,0,594300,594300,650550,2,13,2,2006,3,4,1,0,48.112,3,7,3,8153,3,3,17,6
827000,18000,845000,827000,560000,1,24,2,2007,4,4,1,0,41.71620714,2,1,3,8176,9,3,20,NA
569772,0,569772,569772,600900,2,13,2,2006,4,4,1,0,56.71657701,2,7,3,8371,3,3,NA,NA
535458,0,535458,535458,362004,4,13,2,2006,1,6,1,0,23.49,3,1,3,7054,3,3,17,6
628698,0,628698,NA,3e+05,1,13,2,2007,4,1,3,0,77.77491575,2,1,3,8333,NA,3,NA,10
0,14250,437483,80145,17013,3,2,2,2006,3,3,6,0,27.264,3,7,3,9476,6,3,NA,6
563976,0,563976,563976,601900,1,13,2,2006,3,4,1,0,45.81984815,2,7,3,8630,3,3,17,6
0,12750,450120,55398,131658,1,27,2,2006,3,6,6,0,42.824,3,7,3,7814,11,3,NA,6
0,13250,345789,57845,134592,1,27,2,2006,3,6,5,0,55.956,3,7,3,7852,11,3,16,6
0,14250,447122,81471,17920,1,27,2,2006,3,1,6,0,56.73353027,3,7,3,9911,6,3,NA,6
0,15000,468844,85198,33337,1,2,2,2006,3,3,6,0,56.172,3,7,3,9817,6,3,NA,6
0,11250,354603,84353,33047,1,2,2,2006,3,3,5,0,33.84,3,7,3,9719,6,3,NA,6
0,18250,533918,57296,153300,3,2,2,2006,4,3,7,0,21.25904119,1,7,3,7034,11,3,NA,6
0,17250,532444,85208,154247,1,27,2,2006,3,6,7,0,37.38,3,7,3,9716,11,3,NA,6
0,14250,431475,71434,17306,3,2,2,2006,4,3,6,0,30.31831686,3,7,3,8904,6,3,NA,6
548394,0,548394,548394,648830,2,13,2,2006,4,4,1,0,47.248,2,7,3,8269,3,3,NA,NA
0,8500,253336,NA,60900,1,9,2,2006,4,4,4,0,42.972,3,7,3,7874,NA,3,NA,6
318070,10000,344764,62790,92000,1,9,2,2006,4,4,3,0,36.5817199,3,7,3,8001,3,3,NA,6
1075580.1,0,1304488,80094,127500,1,9,2,2006,4,1,8,0,54.64,3,7,3,NA,3,3,NA,6
0,0,312000,81000,132000,1,9,2,2006,4,4,5,0,78.06,3,7,3,8012,6,3,NA,6
72450,0,153212,72450,117600,1,9,2,2006,3,4,4,0,39.04780219,3,7,3,7956,3,3,NA,6
155148,0,472542,74886,122900,1,9,2,2006,4,4,5,0,49.91380818,3,7,3,7822,3,3,NA,6
430550,0,430550,430550,319000,1,12,2,2006,4,1,1,0,102.2865487,3,7,3,7954,3,3,NA,6
0,17750,487816,92801,186168,3,27,2,2006,3,4,6,0,48.948,2,7,3,8280,11,3,16,6
0,15750,447203,73054,178766,3,27,2,2006,3,4,6,0,34.792,2,7,3,8227,11,3,16,6
0,15750,424754,70782,176222,3,27,2,2007,3,1,6,0,58.592,2,7,3,8258,11,3,16,6
0,26000,541875,74431,179539,3,27,2,2007,3,4,6,0,45.612,2,7,3,8209,11,3,16,6
0,15750,441148,63193,166358,3,27,2,2006,3,4,6,0,67.74792166,2,7,3,8259,11,3,16,6
0,18750,413313,62760,171653,3,27,2,2007,3,4,6,0,36.708,2,7,3,8338,11,3,16,6
980028,0,980028,980028,751230,1,13,2,2007,3,1,1,0,65.28148434,1,7,3,7857,3,3,11,NA
613662,0,613662,613662,700324,1,13,2,2007,3,1,1,0,62.78514382,3,7,3,7833,9,3,11,NA
580314,0,580314,580314,704120,2,13,2,2007,3,4,1,0,25.508,3,7,3,7629,3,3,NA,NA
328986,0,328986,328986,258000,2,13,2,2006,3,4,1,0,35.08,3,7,3,7617,3,3,NA,6
511350,0,511350,511350,500200,1,13,2,2007,4,4,1,0,40.396,2,7,3,8506,3,3,11,NA
0,15750,463499,71402,176630,3,27,2,2007,4,3,6,0,36.072,2,7,3,8231,11,3,16,6
0,15050,471508,75707,183946,2,27,2,2007,3,4,6,0,33.67536258,2,7,3,8319,11,3,16,6
0,12000,388265,99149,173507,2,27,2,2006,NA,NA,4,0,38.603443,5,7,3,9293,11,3,NA,6
0,14250,389233,53197,135960,3,27,2,2007,4,3,6,0,35.6,3,7,3,7162,11,3,16,6
0,11250,336925,54004,148302,3,27,2,2007,2,6,5,0,33.036,3,7,3,7690,11,3,16,6
0,5000,180716,55650,144940,3,27,2,2007,1,2,3,0,18.192,1,7,3,7248,11,3,16,6
0,12000,405279,105273,35858,2,27,2,2007,NA,NA,4,0,28.532,5,7,3,9307,11,3,NA,6
0,0,528276,528276,651880,2,13,2,2007,4,4,1,0,50.2,2,7,3,8237,11,3,11,NA
732564,0,732564,732564,500122,2,13,2,2007,3,1,1,0,72.94253599,2,7,3,8261,9,3,17,NA
686490,0,686490,686490,710520,2,13,2,2007,4,4,1,0,49.632,2,7,3,8261,3,3,11,NA
0,0,690144,690144,555860,1,13,2,2007,3,5,1,0,25.432,2,7,3,8869,11,3,17,11
0,5750,184579,42865,119012,3,27,2,2007,1,3,3,0,30.91732865,3,5,3,6927,11,3,16,6
0,5250,201993,54079,135546,3,27,2,2007,1,3,3,0,30.988,3,5,3,6960,11,3,NA,6
0,0,648102,648102,749500,1,13,2,2007,3,4,1,0,47.03003331,2,7,3,8567,11,3,11,NA
485562,0,485562,237216,107000,4,2,2,2007,4,3,1,0,35.52561313,1,7,1,6882,9,3,8,6
0,15750,424314,66080,176133,3,27,2,2007,3,1,6,0,65.584,2,7,3,8360,11,3,16,6
0,0,602322,602322,747800,2,13,2,2007,3,3,1,0,55.72469755,3,7,3,8233,11,3,20,NA
0,15750,426162,75351,182155,3,27,2,2007,3,4,6,0,33.04,2,7,3,8392,11,3,NA,6
0,12750,350034,70770,184296,3,27,2,2007,3,6,5,0,33.952,2,7,3,8376,11,3,16,6
0,13000,775052,169471,171130,1,27,2,2007,NA,NA,5,0,33.424,5,7,3,9396,6,3,NA,6
0,15900,700230,88873,66512,1,27,2,2007,NA,NA,6,0,50.89287072,5,7,3,9460,6,3,NA,6
0,21000,711813,98150,85417,1,27,2,2007,4,5,7,0,32.612,5,7,3,9391,6,3,NA,6
0,12000,584673,145208,92763,1,27,2,2007,3,5,4,0,29.7,5,7,3,9416,6,3,NA,6
0,16044,604380,588336,602860,1,13,2,2007,4,4,1,0,71.452,2,1,3,8693,11,3,17,NA
615510,0,615510,615510,605250,1,13,2,2008,4,4,1,0,28.148,2,6,3,8689,3,3,11,NA
0,15750,418546,67004,180504,2,27,2,2007,4,3,6,0,108.724,2,7,3,8486,11,3,16,6
0,0,595686,595686,654960,3,13,2,2007,3,2,1,0,52.67011824,2,6,3,8278,11,3,11,NA
0,17000,316905,44772,15749,1,27,2,2007,NA,NA,4,0,37.03210804,5,7,3,9486,6,3,NA,6
509500,12500,522000,509500,292800,1,12,2,2007,3,4,1,0,42.448,3,7,3,7937,9,3,20,6
535000,12500,547500,535000,316750,1,12,2,2007,1,4,1,0,46.41027426,3,7,3,8046,3,3,NA,6
0,22000,408076,84715,35150,1,27,2,2008,NA,NA,5,0,16.99490709,5,7,3,9443,6,3,NA,6
0,17000,297889,46621,22525,1,27,2,2008,NA,NA,4,0,15.003,5,7,3,9500,6,3,NA,6
586278,0,586278,586278,749860,3,13,2,2007,3,2,1,0,30.68,3,1,3,8008,3,3,11,NA
0,17000,409977,47606,129371,1,2,2,2007,4,3,6,0,1.224,3,7,3,7768,11,3,NA,6
0,21500,487560,49933,138809,1,2,2,2007,3,2,5,0,38.48073554,3,7,3,7798,11,3,NA,6
0,21500,450221,57987,135443,1,2,2,2007,4,3,6,0,27.816,3,7,3,8010,11,3,16,6
0,15000,376388,108553,42658,1,27,2,2007,NA,NA,4,0,38.15611142,5,7,3,9482,6,3,NA,6
0,14250,407788,46583,132916,1,2,2,2007,4,3,6,0,24.856,3,7,3,8023,11,3,NA,6
0,17250,475458,49071,138931,1,2,2,2007,4,3,7,0,31.008,3,7,3,7984,11,3,NA,6
0,20000,386500,68162,181950,3,27,2,2008,2,1,6,0,66.664,2,7,3,8239,11,3,NA,6
0,18750,387303,65366,184455,3,27,2,2008,3,1,6,0,43.384,2,7,3,8252,11,3,NA,6
0,14250,386704,44398,134284,1,2,2,2008,3,3,5,0,35.972,3,7,3,8052,11,3,NA,6
0,15000,441745,75411,183520,3,27,2,2007,3,1,6,0,41.824,2,7,3,8293,11,3,NA,6
0,16700,545474,51780,135704,3,27,2,2008,3,3,6,0,49.94,2,7,3,8280,11,3,NA,6
0,16500,564510,46010,134064,3,27,2,2008,3,4,6,0,32.316,2,7,3,8248,11,3,NA,6
0,17052,303492,286440,897700,3,13,2,2008,3,3,1,0,71.68747308,2,1,3,8079,11,3,NA,NA
629034,26000,655116,629034,491380,1,13,2,2007,4,5,1,0,31.828,2,1,3,8682,3,3,9,NA
819294,0,819294,819294,803710,1,13,2,2007,4,1,1,0,59.852,2,6,3,8329,3,3,11,NA
0,20076,789222,769146,800960,3,13,2,2008,3,2,1,0,29.731,3,1,3,8068,6,3,NA,NA
0,11250,392187,71780,189940,2,27,2,2008,4,3,5,0,26.62828616,2,7,3,8467,11,3,NA,6
235000,9500,244500,235000,309000,1,12,2,2008,4,4,1,0,34.504,3,7,3,7932,3,3,9,6
1075580.1,21084,1408201.2,1231011.6,775280,3,13,2,2008,3,6,1,0,51.82,3,7,3,7986,3,3,9,NA
0,17052,685650,668598,799860,3,13,2,2008,3,6,1,0,72.27541308,3,1,3,8090,11,3,20,NA
304248,0,304248,304248,744410,1,13,2,2008,4,4,1,0,21.632,2,7,3,8198,3,3,11,NA
588000,13600,601600,588000,355500,1,12,2,2008,4,1,1,0,29.88130148,3,7,3,7982,3,3,20,6
300887,0,300887,161593,120625,3,2,2,2008,4,3,2,0,19.07999174,3,7,3,8355,9,3,17,6
0,13500,515056,58789,154824,1,2,2,2008,4,3,8,0,31.68,3,7,3,8061,11,3,NA,6
0,12000,361370,52889,150412,1,2,2,2008,4,3,7,0,47.496,3,7,3,8069,11,3,NA,6
0,0,980043,980043,598889,1,10,2,2008,3,1,1,0,51.64466495,3,6,3,8050,6,3,NA,NA
0,10500,707777,69639,186904,2,27,2,2008,4,3,6,0,53.684,2,7,3,8395,11,3,20,6
0,12000,610283,47374,138835,3,2,2,2008,3,3,7,0,7.68,3,7,3,7016,11,3,NA,6
0,17000,609456,56928,172207,3,27,2,2008,3,4,6,0,33.668,2,7,3,8289,11,3,NA,6
0,10500,497377,40422,107440,1,2,2,2008,4,3,6,0,49.64048366,3,7,3,8044,11,3,NA,6
0,9500,533688,53347,153365,1,2,2,2008,1,3,6,0,12.869,3,7,3,8012,11,3,20,6
0,9000,446516,41698,114711,1,2,2,2008,1,3,6,0,18.56291316,3,7,3,8061,6,3,9,6
0,10500,431283,52725,137433,1,2,2,2008,4,3,6,0,15.08381372,3,7,3,8020,11,3,20,6
0,12000,506153,68556,158640,1,2,2,2009,4,3,7,0,29.752,3,7,3,8018,11,3,20,6
0,9000,457464,63966,135022,1,2,2,2009,1,3,5,0,30.86,1,7,3,7803,11,3,20,6
0,12000,553766,55743,153784,1,2,2,2008,1,4,7,0,35.40801779,3,7,3,8065,11,3,NA,6
0,10500,470788,44218,118940,1,2,2,2008,5,3,6,0,46.732,3,7,3,8008,11,3,20,6
0,7500,534815,62803,155278,1,2,2,2008,4,3,5,0,37.72997991,1,7,3,8021,11,3,20,6
0,12000,640140,52529,145941,3,27,2,2009,3,3,6,0,27.901,3,7,3,7296,11,3,20,6
0,22400,153212,NA,107300,1,3,2,2008,4,3,8,0,45.716,1,7,3,9675,NA,3,NA,NA
NA,NA,NA,NA,66500,2,3,2,2008,NA,NA,3,NA,32.796,5,7,3,9990,NA,1,NA,6
0,12000,589657,50173,120116,1,2,2,2008,1,3,7,0,28.252,3,7,3,7910,11,3,20,6
0,10500,497735,62442,156658,1,2,2,2008,1,3,6,0,29.636,3,7,3,7847,11,3,20,6
0,9000,426334,44016,106740,1,2,2,2009,1,3,5,0,55.82033012,3,7,3,7886,11,3,20,6
0,12000,629151,67927,169359,1,2,2,2008,4,3,7,0,56.996,3,7,3,8016,11,3,20,6
0,10500,562701,67654,139640,1,2,2,2009,4,3,6,0,12.528,3,7,3,7975,11,3,20,6
0,10500,432764,54495,130880,1,2,2,2009,1,3,6,0,11.38,3,7,3,7854,11,3,20,6
0,12000,648880,49597,138510,1,2,2,2008,3,3,7,0,47.458,2,7,3,8852,11,3,20,6
0,12000,595426,45686,120907,1,2,2,2008,1,3,7,0,34.07126625,3,7,3,8027,11,3,NA,6
0,9000,417373,54021,135548,1,2,2,2008,4,3,5,0,45.416,2,7,3,8546,11,3,20,6
0,7500,323358,50148,117358,1,2,2,2009,4,3,4,0,35.288,3,7,3,7978,11,3,20,6
0,10500,579565,52125,124624,1,2,2,2008,4,3,6,0,32.66,3,7,3,8025,11,3,20,6
0,10500,548832,75642,192371,1,2,2,2008,4,3,6,0,40.388,3,7,3,7998,11,3,20,6
0,16500,827800,811300,750000,1,10,2,2008,3,4,1,0,70.14,3,7,3,7846,11,3,20,NA
0,26000,964596,NA,77000,2,3,2,2008,1,3,8,0,16.964,3,7,3,9596,NA,3,NA,6
0,11000,689552,157206,120000,2,3,2,2010,2,3,6,0,13.39959831,3,7,3,9760,11,3,20,6
0,10000,153212,NA,485000,2,3,2,2008,NA,NA,5,0,28.04,3,7,3,9376,NA,3,NA,6
0,14000,612920,139986,120000,2,3,2,2010,3,3,6,0,11.7,3,7,3,9740,11,3,20,6
0,10500,373872,41244,103400,3,27,2,2008,5,5,6,0,35.70501952,2,7,3,8040,11,3,20,6
0,6000,224433,54402,130000,3,27,2,2009,3,2,4,0,24.6,1,5,3,7076,11,3,20,6
0,4500,174603,48190,132292,3,27,2,2008,3,2,3,0,16.264,1,7,3,7133,11,3,20,6
0,7500,404136,62508,144000,3,27,2,2008,3,2,5,0,42.724,3,7,3,7135,11,3,20,6
0,17052,1158444,1141392,848110,3,13,2,2009,4,6,1,0,48.39886208,2,1,3,8110,11,3,20,NA
28728,15036,605094,561330,761600,3,13,2,2009,3,6,1,0,76.10923649,2,1,3,8136,11,3,20,NA
0,15000,682611,41832,217545,1,27,2,2008,3,1,9,0,61.028,2,7,3,8866,11,3,20,6
0,15036,738906,723870,597980,3,13,2,2009,4,6,1,0,49.59876072,2,1,3,8099,11,3,NA,NA
0,5500,227880,56789,136575,3,27,2,2009,4,2,4,0,28.488,3,7,3,7028,11,3,20,6
0,4250,159664,49404,133580,5,27,2,2009,3,2,3,0,27.54,3,7,3,7057,11,3,20,6
0,5000,231756,56070,141815,3,27,2,2009,4,2,4,0,36.652,3,5,3,6994,11,3,20,6
0,5000,201020,36168,131660,3,27,2,2009,3,2,4,0,20.196,3,7,3,7053,11,3,20,6
502000,15000,517000,502000,478000,1,12,2,2008,4,1,1,0,33.5106793,3,7,3,7988,3,3,20,NA
1075580.1,18000,1194000,1176000,927236,3,20,2,2009,3,4,1,0,66.556,3,7,3,7394,9,3,NA,NA
0,12000,721611,51411,127802,2,27,2,2008,1,3,7,0,42.5222477,3,7,3,7695,11,3,20,6
0,6840,221636,47947,133337,3,27,2,2009,1,3,4,0,14.988,3,5,3,7397,11,3,20,6
0,9500,531478,57708,150785,3,27,2,2009,4,4,6,0,79.56669217,2,7,3,8059,11,3,20,6
451000,12150,463150,451000,431000,1,12,2,2008,4,3,1,0,42.052,3,7,3,7900,3,3,20,NA
0,22092,861546,839454,878070,4,13,2,2009,4,4,1,0,71.876,3,1,3,6939,11,3,20,NA
0,17000,727010,142002,120000,1,3,2,2010,3,4,6,0,31.08,3,7,3,9950,11,3,20,6
0,16500,684468,122010,80000,1,3,2,2010,3,3,6,0,39.1,3,7,3,9940,11,3,20,6
458200,26000,586200,457700,433600,1,12,2,2009,3,3,1,0,22.104,3,7,3,7870,3,3,20,NA
1075580.1,26000,1408201.2,356496,NA,1,33,2,2009,1,5,7,0,60.824,1,6,3,7858,3,NA,NA,NA
492900,13000,505900,492400,456500,1,12,2,2009,4,4,1,0,57.436,3,7,3,8030,3,3,9,NA
NA,NA,NA,NA,92000,1,3,2,2009,3,3,4,NA,15.84545683,3,7,3,9847,NA,3,NA,6
549250,11500,560750,548750,488000,1,12,2,2010,4,3,1,0,62.456,3,7,3,7944,3,3,9,NA
65000,13000,545000,467000,451000,1,12,2,2009,3,4,1,0,43.372,3,7,3,8005,11,3,NA,NA
0,12000,863123,35729,125000,1,27,2,2009,3,5,7,0,39.612,2,7,5,8642,11,3,20,6
0,8568,880194,871626,828220,1,13,2,2010,4,4,1,0,48.46,2,7,3,8358,11,3,20,NA
0,16500,992922,50232,116460,2,27,2,2010,3,4,10,0,42.016,3,7,3,7472,11,3,20,6
0,15000,872874,56238,144199,2,27,2,2010,3,3,9,0,39.588,2,7,3,8080,11,3,20,6
0,2000,1028438,23277.5,0,1,10,2,2011,1,3,1,0,60.616,3,1,1,10688,1,NA,NA,NA
498300,11000,509300,498300,436450,1,12,2,2010,4,6,1,0,43.112,3,7,3,8026,3,3,NA,NA
500,11500,558237,546237,508046,1,12,2,2010,3,6,1,0,50.06,3,7,3,7974,11,3,NA,NA
0,2750,153212,56490,559956,4,3,2,2010,3,2,1,0,25.856,1,6,3,6972,11,3,20,6
0,3421,753318,68000,60000,3,29,2,2010,1,2,3,0,63.75034099,2,1,3,10154,6,1,NA,1
0,23016,153212,NA,927236,1,10,2,2010,3,1,1,0,72.36,3,1,3,7972,NA,3,NA,NA
594500,10500,605000,594500,526500,1,12,2,2010,4,3,1,0,41.076,3,7,3,7912,3,3,NA,NA
502600,14000,516600,502600,486000,1,12,2,2010,3,3,1,0,31.588,3,7,3,7828,3,3,NA,NA
0,12000,907248,55482,107869,3,27,2,2010,3,4,7,0,45.164,2,6,3,8095,11,3,20,6
0,12000,892846,NA,NA,3,27,2,2010,3,1,7,0,45.956,3,7,3,7888,11,NA,NA,NA
0,15000,981497,722117,569723,3,27,2,2011,3,3,4,0,112.904,2,6,3,8899,6,3,9,NA
0,9000,919964,715572,458367,3,27,2,2010,3,3,3,0,44.276,2,7,3,9015,6,3,9,NA
0,12000,933312,59892,90802,3,27,2,2010,3,2,7,0,72.46,2,7,3,8030,11,3,20,1
0,10500,777462,63252,158043,3,27,2,2010,3,4,6,0,46.992,2,7,3,8034,11,3,20,6
0,10500,921264,76258,141963,3,27,2,2010,3,4,6,0,78.22,2,7,3,8320,11,3,20,6
0,18000,153212,82823,86743,4,6,2,2010,4,3,1,0,33.272,2,6,3,7560,6,3,NA,NA
0,0,1408201.2,1231011.6,927236,1,10,2,2010,3,3,1,0,72.924,3,1,3,7980,6,3,NA,NA
549730,11500,561230,549730,508690,1,12,2,2010,3,3,1,0,35.488,3,7,3,7872,9,3,9,NA
0,26000,1000944,147000,150000,2,3,2,2010,4,3,6,0,32.612,3,7,3,9836,11,3,20,6
0,26000,1184988,142002,120000,2,3,2,2010,4,3,6,0,16.628,3,7,3,9780,11,3,20,6
0,26000,1011990,158004,99000,2,3,2,2010,1,3,6,0,10.352,3,7,3,9940,11,3,20,6
0,26000,671790,149016,224000,2,3,2,2010,3,3,5,0,25.18,3,7,3,9870,11,3,20,6
0,8500,895120,886620,793130,1,13,2,2010,4,1,1,0,42.65727819,2,7,3,8319,6,3,9,NA
0,12012,153212,23277.5,471540,2,10,2,2010,1,3,1,0,45.344,5,1,3,9052,1,3,NA,NA
1021000,7770,1028770,105000,128000,1,20,2,2010,3,1,4,0,162.696,3,7,3,9844,9,3,9,NA
1049664,0,1049664,1049664,831000,1,20,2,2010,3,1,1,0,98.26,3,6,3,8182,9,3,9,NA
0,0,153212,23700,927236,1,20,2,2011,4,3,1,0,45.344,3,1,3,8130,11,3,20,6
0,12012,153212,NA,473900,2,10,2,2010,1,3,1,0,64.6,5,1,3,9010,NA,3,NA,NA
0,18984,153212,NA,927236,1,10,2,2010,1,3,1,0,64.762,2,1,3,8508,NA,3,NA,NA
586000,11000,597000,586000,534000,1,12,2,2010,3,1,1,0,40.952,3,7,3,8007,9,3,9,NA
0,0,708488,548624,315041,3,27,2,2011,3,2,4,0,87.176,2,6,3,9710,6,3,9,9
0,12000,1166157,169976,123841,3,27,2,2011,3,3,4,0,44.324,2,6,3,10419,11,3,9,6
0,24724,780182,755458,927236,4,5,2,2010,3,3,1,0,57.41172984,3,6,3,6954,11,3,20,NA
0,0,848178,519394,364858,3,27,2,2011,NA,NA,3,0,93.952,2,6,3,9289,6,3,9,9
519000,11350,530350,519000,477600,1,12,2,2010,4,2,1,0,28.75787777,3,7,3,8034,9,3,NA,NA
0,6500,701474,149016,150000,2,3,2,2010,4,3,5,0,5.434086014,3,7,3,9890,11,3,20,6
