Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Units,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size
0,5000,140309,471410,153212,23277.5,155000,1586,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-08-07,2003,31.63724,-101.63155,8430,160,40,SPBR_U --> WFMP,3,6,0,23.428,SPBR_U,WFMP,6,FRAC,7916,8184,GAL,X-LINKGEL,LB,SAND,NA,NA,XLNK,20/40
0,0,166295,289000,166295,166295,289000,1592,E,APACHE CORPORATION,REAGAN,2003-05-02,2003,31.4242,-101.63561,8246,40,20,CLFK --> WFMP,1,1,0,39.0632123,CLFK,WFMP,1,FRAC,6200,7888,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,141194,288550,153212,141194,288550,1593,E,APACHE CORPORATION,REAGAN,2003-05-29,2003,31.4866,-101.62778,8280,80,40,CLFK --> WFMP,1,1,0,24.752,CLFK,WFMP,1,FRAC,6316,7946,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,153212,290310,153212,153212,290310,1595,E,APACHE CORPORATION,REAGAN,2003-06-26,2003,31.45166,-101.68412,8200,160,40,SPBR_U --> WFMP,1,1,0,22.30126664,SPBR_U,WFMP,1,FRAC,6494,8154,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,220506,350000,220506,92916,135000,1596,E,APACHE CORPORATION,REAGAN,2004-08-15,2004,31.44537,-101.64218,8154,40,20,CLFK --> WFMP,2,2,0,17.03591569,CLFK,WFMP,2,FRAC,7677,7897,GAL,X-LINKGEL,LB,SAND,NA,NA,GELA,20/40
0,0,153212,290310,153212,153212,290310,1597,E,APACHE CORPORATION,REAGAN,2003-08-16,2003,31.42677,-101.64079,8295,40,20,SPBR_U --> WFMP,1,1,0,40.66573967,SPBR_U,WFMP,1,FRAC,6278,8034,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,149834,290560,153212,149834,290560,1598,E,APACHE CORPORATION,REAGAN,2003-07-25,2003,31.43175,-101.63797,8266,40,40,SPBR_U --> WFMP,1,1,0,44.39708554,SPBR_U,WFMP,1,FRAC,6270,7940,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,90365,135000,153212,90365,135000,1599,E,APACHE CORPORATION,REAGAN,2003-10-04,2003,31.42459,-101.64939,8200,40,40,SPBR_U --> WFMP,1,1,0,49.95212264,SPBR_U,WFMP,1,FRAC,6330,8017,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,220506,350000,220506,92916,135000,1600,E,APACHE CORPORATION,REAGAN,2004-07-23,2004,31.51953,-101.66523,8306,40,40,CLFK --> WFMP,2,2,0,17.94,CLFK,WFMP,2,FRAC,7934,8166,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,134832,290680,153212,134832,290680,1604,E,APACHE CORPORATION,REAGAN,2003-08-08,2003,31.52899,-101.6904,8310,20,40,CLFK --> SPBR_L,1,1,0,36.78123071,CLFK,SPBR_L,1,FRAC,6625,6806,GAL,GEL,LB,SAND,NA,NA,NA,NA
0,0,90365,135000,153212,90365,135000,1605,E,APACHE CORPORATION,REAGAN,2003-09-02,2003,31.43354,-101.66084,8184,40,40,CLFK --> WFMP,1,1,0,11.52,CLFK,WFMP,1,FRAC,6364,8093,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,90365,135000,153212,90365,135000,1607,E,APACHE CORPORATION,REAGAN,2003-09-13,2003,31.45807,-101.61982,8208,40,40,CLFK --> WFMP,1,1,0,17.30257449,CLFK,WFMP,1,FRAC,6257,8041,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,90365,135000,153212,90365,135000,1608,E,APACHE CORPORATION,REAGAN,2003-09-13,2003,31.46217,-101.6522,8200,40,40,CLFK --> WFMP,1,1,0,44.38544029,CLFK,WFMP,1,FRAC,6361,7988,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,90365,135000,153212,90365,135000,1609,E,APACHE CORPORATION,REAGAN,2003-10-04,2003,31.45611,-101.65859,8200,40,40,SPBR_U --> WFMP,1,1,0,39.324,SPBR_U,WFMP,1,FRAC,6387,8071,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,8000,277938,490570,285938,79572,17640,1610,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-04-02,2004,31.46399,-101.72739,9304,80,40,CLFK --> WFMP,4,8,0,32.644,CLFK,WFMP,8,FRAC,8678,8906,GAL,GEL,LB,SAND,NA,38,NA,20/40
0,5000,190096,470460,195096,49182,130557,1612,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-12-10,2003,31.59617,-101.59249,8180,160,20,SPBR_U --> WFMP,3,6,0,39.388,SPBR_U,WFMP,6,FRAC,6381,6701,GAL,X-LINKGEL,LB,SAND,NA,34,NA,20/40
0,5000,186715,470290,191715,51068,127823,1613,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-12-19,2003,31.56325,-101.65698,8355,80,40,CLFK --> WFMP,3,6,0,24.1,CLFK,WFMP,6,FRAC,6515,6718,GAL,X-LINKGEL,LB,SAND,NA,32,NA,20/40
0,5000,219198,475750,224198,74256,138890,1614,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-01-27,2005,31.57271,-101.74805,8662,80,20,CLFK --> WFMP,3,6,0,57.10141561,CLFK,WFMP,6,FRAC,6814,7008,GAL,X-LINKGEL,LB,SAND,NA,NA,NA,20/40
0,4000,204204,470640,208204,60396,135240,1615,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-08-29,2004,31.57651,-101.71405,8545,20,40,CLFK --> WFMP,3,6,0,40.932,CLFK,WFMP,6,FRAC,6714,6914,GAL,X-LINKGEL,LB,SAND,NA,30,NA,20/40
0,5000,198324,472400,203324,52038,135187,1616,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-08-29,2004,31.61293,-101.70325,8520,20,40,CLFK --> WFMP,3,6,0,34.48819999,CLFK,WFMP,6,FRAC,6688,6884,GAL,X-LINKGEL,LB,SAND,NA,30,NA,20/40
0,11000,356554,511630,367554,156720,36340,1617,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-05-08,2004,31.47672,-101.70483,9245,40,40,SPBR_U --> WFMP,4,8,0,44.144,SPBR_U,WFMP,8,FRAC,8702,8975,GAL,GEL,LB,SAND,NA,45.7,NA,20/40
0,11000,340969,510150,351969,142842,35480,1620,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-05-15,2004,31.45627,-101.69414,9208,40,40,CLFK --> WFMP,4,8,0,33.608,CLFK,WFMP,8,FRAC,8676,8922,GAL,GEL,LB,SAND,NA,35,NA,20/40
0,11000,338712,507210,349712,140850,35260,1621,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-06-17,2004,31.46258,-101.68286,9118,160,40,CLFK --> WFMP,4,8,0,34.24012514,CLFK,WFMP,8,FRAC,8685,8933,GAL,GEL,LB,SAND,NA,39,NA,20/40
0,11000,215607,524210,384756,81270,17377,1624,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-08-08,2004,31.44973,-101.72305,9300,160,40,CLFK --> WFMP,5,10,158149,34.904,CLFK,WFMP,10,FRAC,9000,9010,GAL,G,LB,SAND,NA,32.3,NA,20/40
0,0,220506,350000,220506,92916,135000,1625,E,APACHE CORPORATION,REAGAN,2004-04-20,2004,31.46986,-101.61883,8300,40,40,SPBR_U --> WFMP,2,2,0,29.856,SPBR_U,WFMP,2,FRAC,7661,8021,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,220080,350000,220080,130326,215000,1626,E,APACHE CORPORATION,REAGAN,2004-05-14,2004,31.45046,-101.65288,8229,40,20,SPBR_U --> WFMP,2,2,0,36.2429405,SPBR_U,WFMP,2,FRAC,6354,7339,GAL,X-LINKGEL,LB,SAND,NA,NA,GELA,20/40
0,0,159000,350000,159000,159000,350000,1627,E,APACHE CORPORATION,REAGAN,2004-04-03,2004,31.46737,-101.66234,8250,40,40,CLFK --> WFMP,1,1,0,35.576,CLFK,WFMP,1,FRAC,6430,8042,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,220506,350000,220506,220506,350000,1628,E,APACHE CORPORATION,REAGAN,2004-04-28,2004,31.4719,-101.65937,8260,20,40,SPBR_U --> WFMP,1,1,0,15.1832191,SPBR_U,WFMP,1,FRAC,6420,8068,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,220506,110277.1,220506,220506,35000,1629,E,APACHE CORPORATION,REAGAN,2004-04-09,2004,31.50376,-101.65152,8300,20,40,SPBR_U --> WFMP,1,1,0,45.068,SPBR_U,WFMP,1,FRAC,6507,8092,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,220506,350000,220506,127590,215000,1634,E,APACHE CORPORATION,REAGAN,2004-06-23,2004,31.52338,-101.63121,8337,40,40,CLFK --> WFMP,2,2,0,23.852,CLFK,WFMP,2,FRAC,6480,7446,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,220506,350000,220506,92916,135000,1636,E,APACHE CORPORATION,REAGAN,2004-06-03,2004,31.53006,-101.6333,8300,40,40,SPBR_U --> WFMP,2,2,0,20.72,SPBR_U,WFMP,2,FRAC,7872,8135,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,183782,351130,183782,70894,135000,1637,E,APACHE CORPORATION,REAGAN,2004-05-18,2004,31.49518,-101.62236,8206,40,40,SPBR_U --> WFMP,2,2,0,19.024,SPBR_U,WFMP,2,FRAC,7710,7968,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,220506,350000,220506,92916,135000,1639,E,APACHE CORPORATION,REAGAN,2004-06-14,2004,31.48406,-101.61861,8290,40,40,SPBR_U --> WFMP,2,2,0,25.4,SPBR_U,WFMP,2,FRAC,7643,7903,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,220506,350000,220506,92916,135000,1641,E,APACHE CORPORATION,REAGAN,2004-07-22,2004,31.47781,-101.61691,8210,40,80,SPBR_U --> WFMP,2,2,0,25.66,SPBR_U,WFMP,2,FRAC,7647,7948,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,220506,350000,220506,127590,215000,1643,E,APACHE CORPORATION,REAGAN,2004-07-23,2004,31.50933,-101.62683,8237,80,40,SPBR_U --> WFMP,2,2,0,20.668,SPBR_U,WFMP,2,FRAC,6432,7396,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,220506,350000,220506,92916,135000,1645,E,APACHE CORPORATION,REAGAN,2004-06-20,2004,31.50218,-101.62458,8300,80,40,SPBR_U --> WFMP,2,2,0,26.52292632,SPBR_U,WFMP,2,FRAC,7761,8011,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,5000,199458,471020,204458,56196,133882,1647,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-08-04,2004,31.56653,-101.74174,8610,40,40,CLFK --> WFMP,3,6,0,55.96,CLFK,WFMP,6,FRAC,6784,6976,GAL,X-LINKGEL,LB,SAND,NA,30,NA,20/40
0,5000,207988,470270,212988,63844,134547,1648,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-09-15,2004,31.59831,-101.58431,8116,160,40,CLFK --> WFMP,3,6,0,44.236,CLFK,WFMP,6,FRAC,6325,6671,GAL,X-LINKGEL,LB,SAND,NA,31.5,NA,20/40
0,5000,189756,471420,194756,54768,136548,1650,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-09-30,2004,31.5407,-101.62262,8270,80,40,CLFK --> SPBR_L,3,6,0,38.304,CLFK,SPBR_L,6,FRAC,6441,6619,GAL,X-LINKGEL,LB,SAND,NA,31.5,NA,20/40
0,0,220506,350000,220506,92916,135000,1653,E,APACHE CORPORATION,REAGAN,2004-08-18,2004,31.50822,-101.6484,8312,20,40,CLFK --> WFMP,2,2,0,29.62307158,CLFK,WFMP,2,FRAC,7847,8079,GAL,X-LINKGEL,LB,SAND,NA,NA,GELA,20/40
0,0,220506,350000,220506,92916,135000,1654,E,APACHE CORPORATION,REAGAN,2004-08-30,2004,31.44684,-101.6528,8174,40,20,SPBR_U --> WFMP,2,2,0,29.15185689,SPBR_U,WFMP,2,FRAC,7721,7944,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
383200,0,0,110277.1,383200,131800,49250,1656,E,APACHE CORPORATION,REAGAN,2005-04-06,2005,31.53,-101.65522,8327,40,40,SPBR_U --> WFMP,2,2,0,41.124,SPBR_U,WFMP,2,FRAC,7933,8165,GAL,W,LB,SAND,NA,NA,SFAC,20/40
0,0,367506,362000,367506,139916,139000,1657,E,APACHE CORPORATION,REAGAN,2004-10-14,2004,31.55144,-101.64,8336,40,40,SPBR_U --> WFMP,2,2,0,42.43844071,SPBR_U,WFMP,2,FRAC,7895,8117,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
383200,0,0,110277.1,383200,131800,49250,1661,E,APACHE CORPORATION,REAGAN,2005-03-10,2005,31.44406,-101.61534,8282,40,40,SPBR_U --> WFMP,2,2,0,22.39416894,SPBR_U,WFMP,2,FRAC,7602,7849,GAL,W,LB,SAND,NA,NA,NA,20/40
0,0,367506,360000,367506,139916,140000,1662,E,APACHE CORPORATION,REAGAN,2004-10-31,2004,31.44229,-101.6726,8260,80,Sub 20,SPBR_U --> WFMP,2,2,0,39.86164692,SPBR_U,WFMP,2,FRAC,7831,8053,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,367506,362000,367506,139916,139000,1665,E,APACHE CORPORATION,REAGAN,2004-09-12,2004,31.51985,-101.63012,8340,40,20,CLFK --> WFMP,2,2,0,18.52846714,CLFK,WFMP,2,FRAC,7849,8117,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,5000,195174,472660,200174,54558,135440,1666,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-09-29,2004,31.63272,-101.76269,8710,Over 160,40,CLFK --> WFMP,3,6,0,45.8702266,CLFK,WFMP,6,FRAC,6896,7088,GAL,X-LINKGEL,LB,SAND,NA,30,NA,20/40
0,5000,196098,473480,201098,54222,129403,1667,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-10-14,2004,31.5967,-101.64135,8350,80,40,CLFK --> SPBR_L,3,6,0,43.07231771,CLFK,SPBR_L,6,FRAC,6530,6694,GAL,X-LINKGEL,LB,SAND,NA,30.5,NA,20/40
0,4500,195762,473390,200262,56532,138234,1669,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-11-06,2004,31.53355,-101.62035,8205,80,40,SPBR_U --> WFMP,3,6,0,28.67926976,SPBR_U,WFMP,6,FRAC,6441,6591,GAL,X-LINKGEL,LB,SAND,NA,30,NA,20/40
0,5000,196224,475894,201224,55818,138234,1671,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-11-06,2004,31.59139,-101.64819,8345,40,40,CLFK --> WFMP,3,6,0,32.59924597,CLFK,WFMP,6,FRAC,6541,6710,GAL,X-LINKGEL,LB,SAND,NA,30,NA,20/40
0,5000,195636,471060,200636,54180,137740,1672,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-11-18,2004,31.58082,-101.72859,8615,160,40,CLFK --> WFMP,3,6,0,32.49670036,CLFK,WFMP,6,FRAC,6740,6928,GAL,X-LINKGEL,LB,SAND,NA,30,NA,20/40
0,5000,194292,471970,199292,54474,134280,1673,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-11-18,2004,31.57116,-101.72116,8532,80,20,CLFK --> WFMP,3,6,0,34.12554949,CLFK,WFMP,6,FRAC,6742,6930,GAL,X-LINKGEL,LB,SAND,NA,32,NA,20/40
0,5000,194292,471820,199292,55524,134578,1674,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-11-11,2004,31.5498,-101.58232,8188,80,40,CLFK --> SPBR_L,3,6,0,50.176,CLFK,SPBR_L,6,FRAC,6295,6439,GAL,X-LINKGEL,LB,SAND,NA,30,NA,20/40
0,0,367506,360000,367506,139916,140000,1676,E,APACHE CORPORATION,REAGAN,2004-11-02,2004,31.4549,-101.64987,8140,40,40,CLFK --> WFMP,2,2,0,29.992,CLFK,WFMP,2,FRAC,7713,7942,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,367506,362000,367506,139916,139000,1678,E,APACHE CORPORATION,REAGAN,2004-09-24,2004,31.51869,-101.66894,8307,40,20,SPBR_U --> WFMP,2,2,0,21.0058,SPBR_U,WFMP,2,FRAC,7959,8183,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,367506,362000,367506,139916,139000,1679,E,APACHE CORPORATION,REAGAN,2004-09-15,2004,31.46065,-101.62497,8204,20,40,SPBR_U --> WFMP,2,2,0,15.47732057,SPBR_U,WFMP,2,FRAC,7655,8053,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,367506,360000,367506,139916,140000,1680,E,APACHE CORPORATION,REAGAN,2004-12-07,2004,31.43709,-101.66175,8231,40,40,SPBR_U --> WFMP,2,2,0,27.77576071,SPBR_U,WFMP,2,FRAC,7747,8003,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,11000,319452,509510,330452,67410,17560,1682,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-01-11,2005,31.46522,-101.70543,9254,80,40,CLFK --> WFMP,5,10,0,21.748,CLFK,WFMP,10,FRAC,8949,8956,GAL,GEL,LB,SAND,NA,29,NA,20/40
0,14000,415998,530458,429998,75642,16852,1684,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-01-27,2005,31.46773,-101.71091,9270,40,20,CLFK --> WFMP,6,12,0,36.86935873,CLFK,WFMP,12,FRAC,8964,8974,GAL,GEL,LB,SAND,NA,30,NA,20/40
0,11000,334278,509190,345278,74802,14866,1685,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-01-12,2005,31.47835,-101.71422,9274,80,40,SPBR_U --> WFMP,5,10,0,29.26563545,SPBR_U,WFMP,10,FRAC,9000,9010,GAL,GEL,LB,SAND,NA,28,NA,20/40
0,3750,198744,471400,202494,57246,135300,1686,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-01-10,2005,31.56019,-101.65163,8270,80,40,SPBR_U --> SPBR_L,3,6,0,13.54044625,SPBR_U,SPBR_L,6,FRAC,6552,6719,GAL,X-LINKGEL,LB,SAND,NA,30,NA,20/40
0,5000,195552,472270,200552,56112,132071,1687,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-11-13,2004,31.55403,-101.5968,8150,40,40,CLFK --> SPBR_L,3,6,0,40.528,CLFK,SPBR_L,6,FRAC,6346,6541,GAL,X-LINKGEL,LB,SAND,NA,32,NA,20/40
0,0,367506,360000,367506,139916,140000,1688,E,APACHE CORPORATION,REAGAN,2004-11-13,2004,31.51931,-101.68288,8418,40,40,SPBR_U --> WFMP,2,2,0,32.723344,SPBR_U,WFMP,2,FRAC,8001,8220,GAL,GEL,LB,SAND,NA,NA,NA,20/40
0,0,367506,360000,367506,139916,140000,1690,E,APACHE CORPORATION,REAGAN,2004-11-15,2004,31.53486,-101.64796,8329,40,40,SPBR_U --> WFMP,2,2,0,39.92984664,SPBR_U,WFMP,2,FRAC,7910,8146,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,367506,360000,367506,139916,140000,1691,E,APACHE CORPORATION,REAGAN,2004-11-14,2004,31.43409,-101.64222,8267,40,40,SPBR_U --> WFMP,2,2,0,8.388,SPBR_U,WFMP,2,FRAC,7680,7896,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,367506,360000,367506,139916,140000,1694,E,APACHE CORPORATION,REAGAN,2004-12-30,2004,31.46022,-101.6608,8284,80,40,SPBR_U --> WFMP,2,2,0,32.42348826,SPBR_U,WFMP,2,FRAC,7800,8020,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,383200,110277.1,383200,131800,49250,1695,E,APACHE CORPORATION,REAGAN,2005-02-09,2005,31.51264,-101.64542,8360,40,40,CLFK --> WFMP,2,2,0,20.312,CLFK,WFMP,2,FRAC,7875,8135,GAL,X-LINKGEL,LB,SAND,NA,NA,GELA,20/40
0,11000,343812,508200,354812,78960,18955,1697,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-02-15,2005,31.48515,-101.69561,9315,80,40,SPBR_U --> WFMP,5,10,0,35.592,SPBR_U,WFMP,10,FRAC,9018,9024,GAL,GEL,LB,SAND,NA,30.5,NA,20/40
0,12500,364098,386631,376598,73080,15300,1698,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-01-27,2005,31.48419,-101.67185,9260,160,40,SPBR_L --> WFMP,5,10,0,32.712,SPBR_L,WFMP,10,FRAC,8948,8958,GAL,GEL,LB,SAND,NA,32,NA,20/40
0,11000,334782,508260,345782,69468,18375,1699,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-03-08,2005,31.49829,-101.67627,9319,40,20,SPBR_U --> WFMP,5,10,0,28.35819288,SPBR_U,WFMP,10,FRAC,8976,9006,GAL,GEL,LB,SAND,NA,30,NA,20/40
0,11000,350616,511960,361616,74802,15355,1700,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-02-16,2005,31.45886,-101.71693,9350,80,20,SPBR_U --> WFMP,5,10,0,26.428,SPBR_U,WFMP,10,FRAC,8998,9008,GAL,GEL,LB,SAND,NA,31,NA,20/40
383200,0,0,110277.1,383200,131800,49250,1701,E,APACHE CORPORATION,REAGAN,2005-03-24,2005,31.54337,-101.67703,8374,40,40,CLFK --> WFMP,2,2,0,19.968,CLFK,WFMP,2,FRAC,7123,8210,GAL,W,LB,SAND,NA,NA,SFAC,20/40
383200,0,0,110277.1,383200,131800,49250,1702,E,APACHE CORPORATION,REAGAN,2005-03-11,2005,31.44672,-101.66954,8259,80,40,SPBR_U --> WFMP,2,2,0,20.695,SPBR_U,WFMP,2,FRAC,7830,8046,GAL,W,LB,SAND,NA,NA,SFAC,20/40
0,0,383200,110277.1,383200,131800,49250,1703,E,APACHE CORPORATION,REAGAN,2005-01-11,2005,31.48903,-101.63363,8229,80,40,SPBR_U --> WFMP,2,2,0,19.688,SPBR_U,WFMP,2,FRAC,7740,7966,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,383200,110277.1,383200,131800,49250,1704,E,APACHE CORPORATION,REAGAN,2005-01-26,2005,31.49751,-101.62751,8287,80,40,SPBR_U --> WFMP,2,2,0,13.56,SPBR_U,WFMP,2,FRAC,7751,7975,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,383200,110277.1,383200,131800,49250,1705,E,APACHE CORPORATION,REAGAN,2005-02-09,2005,31.49934,-101.65454,8314,80,40,SPBR_U --> WFMP,2,2,0,26.992,SPBR_U,WFMP,2,FRAC,7863,8096,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,383200,110277.1,383200,131800,49250,1706,E,APACHE CORPORATION,REAGAN,2005-01-25,2005,31.49672,-101.64934,8298,80,40,SPBR_U --> WFMP,2,2,0,33.524,SPBR_U,WFMP,2,FRAC,7844,8071,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,383200,110277.1,383200,131800,49250,1707,E,APACHE CORPORATION,REAGAN,2005-01-25,2005,31.49853,-101.6409,8280,80,40,SPBR_U --> WFMP,2,2,0,28.088,SPBR_U,WFMP,2,FRAC,7814,8038,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,383200,110277.1,383200,131800,49250,1709,E,APACHE CORPORATION,REAGAN,2005-01-31,2005,31.51191,-101.63203,8283,40,40,SPBR_U --> WFMP,2,2,0,18.928,SPBR_U,WFMP,2,FRAC,7849,8113,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
0,0,383200,110277.1,383200,131800,49250,1710,E,APACHE CORPORATION,REAGAN,2005-02-01,2005,31.50115,-101.64613,8326,40,40,SPBR_U --> WFMP,2,2,0,33.756,SPBR_U,WFMP,2,FRAC,7849,8082,GAL,GEL,LB,SAND,NA,NA,GELA,20/40
383200,0,0,110277.1,383200,131800,49250,1711,E,APACHE CORPORATION,REAGAN,2005-03-26,2005,31.52303,-101.66633,8310,40,40,CLFK --> WFMP,2,2,0,37.72,CLFK,WFMP,2,FRAC,7945,8162,GAL,W,LB,SAND,NA,NA,SFAC,20/40
383200,0,0,110277.1,383200,131800,49250,1713,E,APACHE CORPORATION,REAGAN,2005-10-03,2005,31.52521,-101.65785,8314,40,40,SPBR_U --> WFMP,2,2,0,29.104,SPBR_U,WFMP,2,FRAC,7931,8157,GAL,W,LB,SAND,NA,NA,SFAC,20/40
383200,0,0,110277.1,383200,131800,49250,1714,E,APACHE CORPORATION,REAGAN,2005-04-04,2005,31.50804,-101.666,8360,40,80,SPBR_U --> WFMP,2,2,0,17.676,SPBR_U,WFMP,2,FRAC,7946,8180,GAL,W,LB,SAND,NA,NA,SFAC,20/40
383200,0,0,110277.1,383200,131800,49250,1715,E,APACHE CORPORATION,REAGAN,2005-06-05,2005,31.52115,-101.67469,8370,80,40,SPBR_U --> WFMP,2,2,0,17.352,SPBR_U,WFMP,2,FRAC,7977,8193,GAL,W,LB,SAND,NA,NA,SFAC,20/40
383200,0,0,110277.1,383200,131800,49250,1716,E,APACHE CORPORATION,REAGAN,2005-05-24,2005,31.52373,-101.67991,8359,40,40,SPBR_U --> WFMP,2,2,0,49.3320329,SPBR_U,WFMP,2,FRAC,7993,8219,GAL,W,LB,SAND,NA,NA,SFAC,20/40
0,11000,359560,506667,370560,23277.5,0,1719,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-04-07,2005,31.49004,-101.69573,9334,80,20,SPBR_U --> WFMP,5,10,0,44.232,SPBR_U,WFMP,10,ACID,8227,8275,GAL,A,NA,NA,NA,6,HCL,NA
0,12000,348664,501200,360664,80152,17595,1720,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-04-18,2005,31.48023,-101.70592,9250,160,40,SPBR_U --> WFMP,5,11,0,38.388,SPBR_U,WFMP,11,FRAC,8856,9016,GAL,GEL,LB,SAND,NA,42,NA,20/40
0,12000,345066,509690,357066,77815,17318,1723,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-04-13,2005,31.46632,-101.68399,9206,80,40,CLFK --> WFMP,5,11,0,51.59316437,CLFK,WFMP,11,FRAC,8936,8947,GAL,GEL,LB,SAND,NA,24,NA,20/40
0,11000,348487,506310,359487,74015,15000,1724,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-04-08,2005,31.47772,-101.70042,9270,40,40,SPBR_U --> WFMP,5,11,0,63.044,SPBR_U,WFMP,11,FRAC,8970,8981,GAL,GEL,LB,SAND,NA,32,NA,20/40
0,5000,158048,471560,163048,41383,134117,1725,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2005-08-31,2005,31.54317,-101.62832,8215,80,40,SPBR_U --> SPBR_L,3,6,0,34.848,SPBR_U,SPBR_L,6,FRAC,6480,6657,GAL,X-LINKGEL,LB,SAND,NA,31,NA,20/40
