WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size
1474,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-05-02,2012,31.88235,-102.00738,11004,40,Sub 20,SPBR_U --> ATOKA,4,8,0,12000,1422357,0,1447742,1434357,101.8054469,SPBR_U,ATOKA,8,FRAC,10698,10910,223070,GAL,X-LINKGEL,150110,LB,SAND,NA,NA,XLNK,30/50
1475,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-08-14,2012,31.85604,-101.90967,10664,160,40,SPBR_L --> STRAWN,4,8,0,12000,1209621,0,1320008,1221621,55.836,SPBR_L,STRAWN,8,FRAC,10352,10480,212673,GAL,X-LINKGEL,61382,LB,SAND,NA,NA,XLNK,20/40
1477,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-08,2012,31.76925,-101.95716,10924,80,40,SPBR_U --> ATOKA,4,8,0,10500,1385892,0,1408928,1396392,51.928,SPBR_U,ATOKA,8,FRAC,10730,10822,215112,GAL,X-LINKGEL,150241,LB,SAND,NA,NA,XLNK,20/40
1478,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-27,2012,31.83369,-101.92442,10741,40,20,SPBR_U --> ATOKA,4,8,0,12000,1200845,0,1388203,1212845,131.648,SPBR_U,ATOKA,8,FRAC,10442,10596,209045,GAL,X-LINKGEL,150465,LB,SAND,NA,NA,XLNK,20/40
1479,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-05-08,2012,31.92695,-101.84699,10428,40,40,SPBR_U --> WFMP,3,6,0,13500,1378970,0,1444110,1392470,123.4073116,SPBR_U,WFMP,6,FRAC,8710,10193,983084,GAL,X-LINKGEL,753542,LB,SAND,NA,NA,XLNK,
1480,B,BERRY OIL COMPANY,MIDLAND,2012-04-14,2012,31.69135,-101.95096,11895,40,Sub 20,WFMP --> ATOKA,10,20,0,12000,827484,0,936440,839484,23.292,WFMP,ATOKA,20,FRAC,11440,11463,130662,GAL,X-LINKGEL,90000,LB,CER,NA,NA,XLNK,20/40
1487,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-03-20,2012,31.81496,-102.18312,11475,40,Over 160,SPBR_U --> ATOKA,1,1,0,0,1278690,0,801000,1278690,70.35833286,SPBR_U,ATOKA,1,FRAC,8170,11235,1278690,GAL,GEL,801000,LB,SAND,NA,NA,GELA,
1488,D,BERRY OIL COMPANY,MIDLAND,2012-04-24,2012,31.95364,-101.78102,11503,40,40,WFMP --> SIL_DEV,9,18,0,12000,890106,0,996200,902106,57.16,WFMP,SIL_DEV,18,FRAC,10848,10958,106176,GAL,GEL,35000,LB,CER,NA,NA,GELA,20/40
1491,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-05-30,2012,31.84783,-101.94692,10726,40,80,SPBR_U --> ATOKA,4,8,0,12000,1351808,0,1345603,1363808,78.66,SPBR_U,ATOKA,8,FRAC,10445,10605,218724,GAL,X-LINKGEL,149635,LB,SAND,NA,NA,XLNK,20/40
1492,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-06-03,2012,31.79764,-101.79802,11279,80,20,SPBR_U --> ATOKA,5,10,0,15000,1474446,0,1551766,1489446,120.0347822,SPBR_U,ATOKA,10,FRAC,10632,11040,130878,GAL,X-LINKGEL,95707,LB,SAND,NA,NA,SFAC,20/40
1493,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-05-29,2012,31.95324,-101.85144,10526,160,20,SPBR_U --> WFMP,3,6,0,12000,1109640,0,995147,1121640,87.08,SPBR_U,WFMP,6,FRAC,8877,10213,662647,GAL,X-LINKGEL,300256,LB,SAND,NA,NA,XLNK,20/40
1496,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,2012-04-09,2012,31.73586,-102.11627,10395,160,80,SPBR_U --> WFMP,1,1,1121190,0,0,0,787968,1121190,166.34,SPBR_U,WFMP,1,FRAC,7845,10286,1121190,GAL,FLUD,787968,LB,SAND,NA,NA,,
1499,A,ATHLON ENERGY OPERATING LLC,MIDLAND,2012-04-15,2012,31.73356,-102.08893,11350,20,20,SPBR_L --> ATOKA,1,2,0,15000,1526994,0,123000,1541994,86.52,SPBR_L,ATOKA,2,FRAC,8933,11146,1526994,GAL,X-LINKGEL,123000,LB,SANDRCSD,NA,NA,,
1500,B,PARSLEY ENERGY OPERATIONS LLC,MIDLAND,2012-07-21,2012,31.6533,-102.00592,12020,80,40,STRAWN --> ATOKA,1,1,405048,0,0,0,304380,405048,286.748,STRAWN,ATOKA,1,FRAC,10857,11894,405048,GAL,FLUD,304380,LB,SAND,NA,NA,,
1501,B,PARSLEY ENERGY OPERATIONS LLC,MIDLAND,2012-05-26,2012,31.65193,-101.99097,12205,80,80,WFMP --> ATOKA,1,1,1539006,0,0,0,1245440,1539006,87.928,WFMP,ATOKA,1,FRAC,9364,11976,1539006,GAL,FLUD,1112000,LB,SAND,NA,NA,,
1502,B,PIONEER NATURAL RESOURCES USA INC,MIDLAND,2012-08-01,2012,31.72844,-101.95356,11167,40,40,SPBR_L --> ATOKA,4,6,0,7500,1198878,0,1045651,1206378,89.104,SPBR_L,ATOKA,6,FRAC,10860,11042,216792,GAL,X-LINKGEL,150643,LB,SAND,NA,NA,XLNK,20/40
1503,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-07-18,2012,31.79508,-102.12732,10908,80,40,SPBR_U --> ATOKA,1,2,0,16500,1220310,0,789550,1236810,70.092,SPBR_U,ATOKA,2,FRAC,7964,10730,1220310,GAL,GEL,789550,LB,SAND,NA,NA,GELA,
1505,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-07-25,2012,31.84474,-102.12422,11245,80,Sub 20,WFMP --> ATOKA,1,2,0,12000,976889,0,496525,988889,70.06,WFMP,ATOKA,2,FRAC,9305,10800,976889,GAL,GEL,496525,LB,SAND,NA,NA,GELA,
1506,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,2012-07-31,2012,31.85546,-102.15482,11028,40,80,SPBR_U --> ATOKA,1,2,0,22000,1273608,0,843000,1295608,76.764,SPBR_U,ATOKA,2,FRAC,7955,10845,1273608,GAL,GEL,843000,LB,SAND,NA,NA,GELA,
1507,B,ATHLON ENERGY OPERATING LLC,MIDLAND,2012-05-05,2012,31.6826,-102.07353,11460,40,40,SPBR_U --> ATOKA,1,2,0,17000,1586634,0,120000,1603634,8.412,SPBR_U,ATOKA,2,FRAC,8152,11321,1586634,GAL,X-LINKGEL,120000,LB,SANDRCSD,NA,NA,SFAC,
1509,A,BREITBURN OPERATING LIMITED PARTNERSHIP,MIDLAND,2012-06-04,2012,31.77747,-102.00503,11509,80,80,SPBR_L --> ATOKA,1,1,440916,0,0,0,936100,440916,159.2121528,SPBR_L,ATOKA,1,FRAC,8410,11400,440916,GAL,FLUD,936100,LB,SAND,NA,NA,,
1510,A,ATHLON ENERGY OPERATING LLC,MIDLAND,2012-05-29,2012,31.70352,-102.08026,11360,40,20,SPBR_U --> ATOKA,1,2,NA,NA,NA,NA,NA,NA,64.176,SPBR_U,ATOKA,2,FRAC,8206,11265,1520526,GAL,FLUD,994337,LB,SANDRCSD,NA,NA,FRDC,
1513,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,2012-06-27,2012,31.72785,-102.14918,10667,80,40,SPBR_U --> WFMP,1,1,1161972,0,0,0,802974,1161972,125.6,SPBR_U,WFMP,1,FRAC,8007,10440,1161972,GAL,FLUD,802974,LB,SAND,NA,NA,,
1517,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-17,2003,31.62843,-101.74845,8590,Over 160,40,SPBR_U --> SPBR_L,3,6,0,1500,193946,1500,668600,196946,26.152,SPBR_U,SPBR_L,6,FRAC,6882,7050,60060,GAL,X-LINKGEL,334300,LB,SAND,NA,NA,,20/40
1519,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-23,2003,31.6031,-101.74503,8540,40,40,SPBR_U --> SPBR_L,3,8,0,45500,2495052,500,472550,2541052,32.70993787,SPBR_U,SPBR_L,3,FRAC,6827,7004,2337300,GAL,GEL,137550,LB,SAND,NA,NA,,20/40
1520,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-03-26,2003,31.56464,-101.76736,8660,Over 160,40,SPBR_U --> WFMP,3,8,0,5000,195972,0,307850,200972,59.67281149,SPBR_U,WFMP,3,FRAC,6913,7062,47376,GAL,X-LINKGEL,134850,LB,SAND,NA,NA,,20/40
1521,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-03-26,2003,31.63317,-101.65242,8355,160,40,SPBR_U --> SPBR_L,3,8,0,5000,197316,0,311100,202316,36.28399577,SPBR_U,SPBR_L,3,FRAC,6604,6934,61320,GAL,X-LINKGEL,138100,LB,SAND,NA,NA,,20/40
1523,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-10,2003,31.54523,-101.62044,8198,80,40,SPBR_U --> SPBR_L,3,8,0,5000,202337,0,470740,207337,35.02434343,SPBR_U,SPBR_L,3,FRAC,6458,6633,55356,GAL,X-LINKGEL,135740,LB,SAND,NA,NA,,20/40
1524,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-17,2003,31.53781,-101.6181,8210,80,40,CLFK --> SPBR_L,3,8,0,5000,196980,0,468860,201980,29.088,CLFK,SPBR_L,3,FRAC,6413,6590,51492,GAL,X-LINKGEL,122328,LB,SAND,NA,NA,,20/40
1525,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-05-15,2003,31.54521,-101.58526,8112,80,40,CLFK --> WFMP,3,6,0,3500,197736,0,470760,201236,38.48,CLFK,WFMP,6,FRAC,6308,6468,56910,GAL,X-LINKGEL,133607,LB,SAND,NA,30,HCL,20/40
1526,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-05-14,2003,31.55151,-101.59197,8120,40,40,CLFK --> WFMP,3,8,0,5000,192595,0,472560,197595,28.91222461,CLFK,WFMP,8,ACID,6321,6653,500,GAL,A,0,undefined,undefined,NA,NA,HCL,
1527,E,APACHE CORPORATION,REAGAN,2003-01-15,2003,31.48016,-101.63969,8218,80,40,SPBR_U --> WFMP,1,1,0,0,260484,0,482040,260484,48.13532361,SPBR_U,WFMP,1,FRAC,6378,8074,260484,GAL,GEL,482040,LB,SAND,NA,NA,,20/40
1528,E,APACHE CORPORATION,REAGAN,2003-03-23,2003,31.45684,-101.64135,8245,20,40,SPBR_U --> WFMP,1,1,0,0,209197,0,290050,209197,55.292,SPBR_U,WFMP,1,FRAC,6342,8004,209197,GAL,GEL,290050,LB,SAND,NA,NA,GELA,20/40
1529,E,APACHE CORPORATION,REAGAN,2003-01-17,2003,31.49233,-101.65237,8225,40,40,SPBR_U --> SPBR_L,1,1,0,0,140135,0,284000,140135,33.27003426,SPBR_U,SPBR_L,1,FRAC,6467,7450,140135,GAL,GEL,284000,LB,SAND,NA,NA,,20/40
1530,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-05-15,2003,31.55065,-101.59574,8135,40,40,SPBR_U --> WFMP,3,8,0,5000,207501,0,487320,212501,56.83181047,SPBR_U,WFMP,8,ACID,6368,6508,500,GAL,A,0,undefined,undefined,NA,32,,
1531,E,APACHE CORPORATION,REAGAN,2003-04-12,2003,31.47572,-101.64258,8258,40,40,SPBR_U --> WFMP,1,1,0,0,243264,0,290750,243264,42.468,SPBR_U,WFMP,1,FRAC,6382,8046,243264,GAL,GEL,290750,LB,SAND,NA,NA,GELA,20/40
1532,E,APACHE CORPORATION,REAGAN,2003-03-09,2003,31.47291,-101.63801,8235,40,40,SPBR_U --> WFMP,1,1,0,0,181546,0,290390,181546,44.50083322,SPBR_U,WFMP,1,FRAC,6352,8016,181546,GAL,GEL,290390,LB,SAND,NA,NA,,20/40
1533,E,APACHE CORPORATION,REAGAN,2003-06-10,2003,31.46918,-101.63631,8250,40,20,SPBR_U --> WFMP,1,1,0,0,138440,0,290080,138440,17.685,SPBR_U,WFMP,1,FRAC,6327,7992,138440,GAL,GEL,290080,LB,SAND,NA,NA,,20/40
1536,E,APACHE CORPORATION,REAGAN,2003-01-30,2003,31.47097,-101.64569,8225,40,40,SPBR_U --> WFMP,1,1,0,0,185517,0,292190,185517,27.41962381,SPBR_U,WFMP,1,FRAC,6403,8078,185517,GAL,GEL,292190,LB,SAND,NA,NA,,20/40
1537,E,APACHE CORPORATION,REAGAN,2003-03-21,2003,31.47761,-101.63429,8225,40,40,SPBR_U --> WFMP,1,1,0,0,222222,0,289940,222222,26.20745867,SPBR_U,WFMP,1,FRAC,6345,8004,222222,GAL,GEL,289940,LB,SAND,NA,NA,,20/40
1538,E,APACHE CORPORATION,REAGAN,2003-03-06,2003,31.48299,-101.64487,8225,20,40,SPBR_U --> WFMP,1,1,0,0,186984,0,290030,186984,34.33198681,SPBR_U,WFMP,1,FRAC,6404,8077,186984,GAL,GEL,290030,LB,SAND,NA,NA,GELA,20/40
1541,E,APACHE CORPORATION,REAGAN,2003-01-26,2003,31.49026,-101.64712,8225,20,40,SPBR_U --> WFMP,1,1,0,0,192696,0,290230,192696,21.03030391,SPBR_U,WFMP,1,FRAC,6440,8127,192696,GAL,GEL,290230,LB,SAND,NA,NA,,20/40
1543,E,APACHE CORPORATION,REAGAN,2003-02-26,2003,31.46139,-101.63917,8238,20,40,SPBR_U --> WFMP,1,1,0,0,189966,0,291891,189966,35.07129045,SPBR_U,WFMP,1,FRAC,6354,8022,189966,GAL,GEL,291891,LB,SAND,NA,NA,,20/40
1544,E,APACHE CORPORATION,REAGAN,2003-02-05,2003,31.45887,-101.63308,8225,40,40,SPBR_U --> WFMP,1,1,0,0,185136,0,290180,185136,40.292,SPBR_U,WFMP,1,FRAC,6328,7992,185136,GAL,GEL,290180,LB,SAND,NA,NA,,20/40
1546,E,APACHE CORPORATION,REAGAN,2003-03-23,2003,31.4544,-101.63619,8225,40,40,SPBR_U --> WFMP,1,1,0,0,212226,0,290950,212226,31.19237239,SPBR_U,WFMP,1,FRAC,6322,7982,212226,GAL,GEL,290950,LB,SAND,NA,NA,,20/40
1547,E,APACHE CORPORATION,REAGAN,2003-05-02,2003,31.48383,-101.62316,8270,40,40,SPBR_U --> WFMP,1,1,0,0,113000,0,284000,113000,41.02,SPBR_U,WFMP,1,FRAC,6305,8136,113000,GAL,GEL,284000,LB,SAND,NA,NA,,20/40
1549,E,APACHE CORPORATION,REAGAN,2003-03-23,2003,31.54763,-101.67463,8237,20,40,SPBR_U --> WFMP,1,1,0,0,193372,0,290360,193372,39.96278973,SPBR_U,WFMP,1,FRAC,6605,8175,193372,GAL,GEL,290360,LB,SAND,NA,NA,GELA,20/40
1550,E,APACHE CORPORATION,REAGAN,2003-01-25,2003,31.47219,-101.62448,8243,40,40,SPBR_U --> WFMP,1,1,0,0,197292,0,291310,197292,43.108,SPBR_U,WFMP,1,FRAC,6308,7984,197292,GAL,GEL,291310,LB,SAND,NA,NA,,20/40
1552,E,APACHE CORPORATION,REAGAN,2003-04-26,2003,31.5389,-101.68047,8246,40,40,SPBR_U --> WFMP,1,1,0,0,154000,0,291000,154000,13.363,SPBR_U,WFMP,1,FRAC,6602,8218,154000,GAL,GEL,291000,LB,SAND,NA,NA,GELA,20/40
1553,E,APACHE CORPORATION,REAGAN,2003-05-14,2003,31.4905,-101.66057,8252,80,40,CLFK --> WFMP,1,1,0,0,172536,0,289760,172536,15.7871887,CLFK,WFMP,1,FRAC,6472,8122,172536,GAL,GEL,289760,LB,SAND,NA,NA,,20/40
1554,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-12-11,2003,31.59362,-101.76857,8700,Over 160,40,CLFK --> WFMP,3,8,0,5000,207020,0,454404,212020,21.976,CLFK,WFMP,3,FRAC,6874,7088,65900,GAL,X-LINKGEL,127716,LB,SAND,NA,NA,,20/40
1555,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-12-10,2003,31.46657,-101.73258,9315,80,20,SPBR_U --> WFMP,5,10,0,11000,337454,0,508120,348454,23.639,SPBR_U,WFMP,10,FRAC,9090,9100,67351,GAL,GEL,16200,LB,SAND,NA,24,,20/40
1558,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-24,2003,31.60893,-101.75121,8690,160,40,CLFK --> WFMP,3,8,0,5000,195760,0,470980,200760,45.448,CLFK,WFMP,3,FRAC,6830,7018,50650,GAL,X-LINKGEL,138529,LB,SAND,NA,NA,,20/40
1561,F,APACHE CORPORATION,REAGAN,2003-05-04,2003,31.64331,-101.55852,8300,80,40,CLFK --> WFMP,4,8,99400,6000,181370,0,504000,286770,36.91160307,CLFK,WFMP,8,FRAC,8062,8178,99400,GAL,W,30700,LB,SAND,NA,NA,,20/40
1563,F,APACHE CORPORATION,REAGAN,2003-06-04,2003,31.6183,-101.54685,8047,40,20,SPBR_U --> SPBR_L,3,6,0,3000,172200,0,460600,175200,34.89567384,SPBR_U,SPBR_L,6,FRAC,6266,6276,43500,GAL,GEL,130000,LB,SAND,NA,NA,GELA,20/40
1564,F,APACHE CORPORATION,REAGAN,2003-06-04,2003,31.61,-101.56592,8000,80,40,SPBR_U --> SPBR_L,3,6,0,3000,172000,0,463200,175000,25.408,SPBR_U,SPBR_L,6,FRAC,6316,6326,43000,GAL,GEL,132000,LB,SAND,NA,NA,GELA,20/40
1565,F,APACHE CORPORATION,REAGAN,2003-05-08,2003,31.60975,-101.51736,8450,80,80,SPBR_U --> WFMP,4,8,85000,6000,180200,0,498500,271200,65.90859364,SPBR_U,WFMP,8,ACID,7901,8387,3000,GAL,A,0,undefined,undefined,NA,NA,HCL,
1567,E,APACHE CORPORATION,REAGAN,2003-03-06,2003,31.54204,-101.64998,8237,40,40,CLFK --> WFMP,1,1,0,0,187216,0,291500,187216,36.51621832,CLFK,WFMP,1,FRAC,6548,8132,187216,GAL,GEL,291500,LB,SAND,NA,NA,,20/40
1568,E,APACHE CORPORATION,REAGAN,2003-03-25,2003,31.54827,-101.63901,8227,40,40,SPBR_U --> WFMP,1,1,0,0,189533,0,289640,189533,29.19716485,SPBR_U,WFMP,1,FRAC,6521,8153,189533,GAL,GEL,289640,LB,SAND,NA,NA,,20/40
1569,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-23,2003,31.61882,-101.7411,8590,160,40,CLFK --> WFMP,3,6,0,5000,189042,0,472100,194042,40.412,CLFK,WFMP,6,FRAC,6820,7010,53718,GAL,X-LINKGEL,136274,LB,SAND,NA,NA,,20/40
1570,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-07-10,2003,31.47368,-101.73479,9300,160,80,CLFK --> WFMP,5,10,0,5000,351901,0,507061,356901,25.76,CLFK,WFMP,10,FRAC,9080,9090,73458,GAL,GEL,13602,LB,SAND,NA,18,,20/40
1571,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-07-10,2003,31.46127,-101.72219,9250,80,20,SPBR_U --> WFMP,3,8,0,4000,200202,0,471451,204202,33.312,SPBR_U,WFMP,8,ACID,6580,6750,500,GAL,A,0,undefined,undefined,NA,30,HCL,
1573,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-09-27,2003,31.58599,-101.73897,8620,160,40,CLFK --> WFMP,3,7,0,4000,193649,0,472280,197649,24.501905,CLFK,WFMP,7,ACID,6802,6998,500,GAL,A,0,undefined,undefined,NA,NA,HCL,
1574,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-09-27,2003,31.57456,-101.7398,8630,80,20,CLFK --> SPBR_L,3,8,0,5000,201138,0,471640,206138,25.01447869,CLFK,SPBR_L,8,ACID,6810,6997,500,GAL,A,0,undefined,undefined,NA,NA,HCL,
1575,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-07-10,2003,31.59868,-101.73058,8550,Over 160,40,CLFK --> WFMP,3,8,0,5000,133854,0,473380,138854,37.176,CLFK,WFMP,8,ACID,6732,6926,500,GAL,A,0,undefined,undefined,NA,28,HCL,
1576,E,APACHE CORPORATION,REAGAN,2003-04-25,2003,31.47996,-101.62649,8276,40,40,SPBR_U --> WFMP,1,1,0,0,220500,0,289330,220500,26.95602748,SPBR_U,WFMP,1,FRAC,6317,7944,220500,GAL,GEL,289330,LB,SAND,NA,NA,GELA,20/40
1577,E,APACHE CORPORATION,REAGAN,2003-04-02,2003,31.52689,-101.6323,8240,40,40,SPBR_U --> WFMP,1,1,0,0,197782,0,290200,197782,16.66110048,SPBR_U,WFMP,1,FRAC,6495,8147,197782,GAL,GEL,290200,LB,SAND,NA,NA,GELA,20/40
1578,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-04-24,2003,31.61728,-101.73197,8577,40,40,CLFK --> WFMP,3,7,1000,3000,189546,0,470820,193546,44.124,CLFK,WFMP,7,ACID,6760,6938,500,GAL,A,0,undefined,undefined,NA,30,HCL,
1579,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-07-10,2003,31.58893,-101.70911,8540,Over 160,40,CLFK --> WFMP,3,7,0,4000,186354,0,472120,190354,31.38,CLFK,WFMP,7,ACID,6722,6803,500,GAL,A,0,undefined,undefined,NA,30,HCL,
1581,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-05-15,2003,31.64919,-101.66118,8440,80,40,CLFK --> WFMP,3,7,0,4000,214452,0,471640,218452,21.748,CLFK,WFMP,7,ACID,6626,6796,500,GAL,A,0,undefined,undefined,NA,NA,HCL,
1583,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-08-07,2003,31.61864,-101.64783,8345,160,40,SPBR_U --> WFMP,3,6,0,5000,187976,0,472920,192976,42.688,SPBR_U,WFMP,6,FRAC,6594,6942,48872,GAL,X-LINKGEL,130750,LB,SAND,NA,NA,,20/40
1585,F,APACHE CORPORATION,REAGAN,2003-05-25,2003,31.63937,-101.57493,8050,160,40,SPBR_U --> SPBR_L,3,6,0,3000,174200,0,461800,177200,33.07515132,SPBR_U,SPBR_L,6,FRAC,6360,6370,43500,GAL,GEL,131200,LB,SAND,NA,NA,GELA,20/40
1586,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-08-07,2003,31.63724,-101.63155,8430,160,40,SPBR_U --> WFMP,3,6,0,5000,140309,0,471410,145309,23.428,SPBR_U,WFMP,6,FRAC,7916,8184,19290,GAL,X-LINKGEL,155000,LB,SAND,NA,NA,XLNK,20/40
1592,E,APACHE CORPORATION,REAGAN,2003-05-02,2003,31.4242,-101.63561,8246,40,20,CLFK --> WFMP,1,1,0,0,166295,0,289000,166295,39.0632123,CLFK,WFMP,1,FRAC,6200,7888,166295,GAL,GEL,289000,LB,SAND,NA,NA,,20/40
1593,E,APACHE CORPORATION,REAGAN,2003-05-29,2003,31.4866,-101.62778,8280,80,40,CLFK --> WFMP,1,1,0,0,141194,0,288550,141194,24.752,CLFK,WFMP,1,FRAC,6316,7946,141194,GAL,GEL,288550,LB,SAND,NA,NA,GELA,20/40
1595,E,APACHE CORPORATION,REAGAN,2003-06-26,2003,31.45166,-101.68412,8200,160,40,SPBR_U --> WFMP,1,1,0,0,153212,0,290310,153212,22.30126664,SPBR_U,WFMP,1,FRAC,6494,8154,153212,GAL,GEL,290310,LB,SAND,NA,NA,GELA,20/40
1596,E,APACHE CORPORATION,REAGAN,2004-08-15,2004,31.44537,-101.64218,8154,40,20,CLFK --> WFMP,2,2,0,0,220506,0,350000,220506,17.03591569,CLFK,WFMP,2,FRAC,7677,7897,92916,GAL,X-LINKGEL,135000,LB,SAND,NA,NA,GELA,20/40
1597,E,APACHE CORPORATION,REAGAN,2003-08-16,2003,31.42677,-101.64079,8295,40,20,SPBR_U --> WFMP,1,1,0,0,153212,0,290310,153212,40.66573967,SPBR_U,WFMP,1,FRAC,6278,8034,153212,GAL,GEL,290310,LB,SAND,NA,NA,GELA,20/40
1598,E,APACHE CORPORATION,REAGAN,2003-07-25,2003,31.43175,-101.63797,8266,40,40,SPBR_U --> WFMP,1,1,0,0,149834,0,290560,149834,44.39708554,SPBR_U,WFMP,1,FRAC,6270,7940,149834,GAL,GEL,290560,LB,SAND,NA,NA,,20/40
1599,E,APACHE CORPORATION,REAGAN,2003-10-04,2003,31.42459,-101.64939,8200,40,40,SPBR_U --> WFMP,1,1,0,0,90365,0,135000,90365,49.95212264,SPBR_U,WFMP,1,FRAC,6330,8017,90365,GAL,GEL,135000,LB,SAND,NA,NA,,20/40
1600,E,APACHE CORPORATION,REAGAN,2004-07-23,2004,31.51953,-101.66523,8306,40,40,CLFK --> WFMP,2,2,0,0,220506,0,350000,220506,17.94,CLFK,WFMP,2,FRAC,7934,8166,92916,GAL,GEL,135000,LB,SAND,NA,NA,,20/40
1604,E,APACHE CORPORATION,REAGAN,2003-08-08,2003,31.52899,-101.6904,8310,20,40,CLFK --> SPBR_L,1,1,0,0,134832,0,290680,134832,36.78123071,CLFK,SPBR_L,1,FRAC,6625,6806,134832,GAL,GEL,290680,LB,SAND,NA,NA,,
1605,E,APACHE CORPORATION,REAGAN,2003-09-02,2003,31.43354,-101.66084,8184,40,40,CLFK --> WFMP,1,1,0,0,90365,0,135000,90365,11.52,CLFK,WFMP,1,FRAC,6364,8093,90365,GAL,GEL,135000,LB,SAND,NA,NA,GELA,20/40
1607,E,APACHE CORPORATION,REAGAN,2003-09-13,2003,31.45807,-101.61982,8208,40,40,CLFK --> WFMP,1,1,0,0,90365,0,135000,90365,17.30257449,CLFK,WFMP,1,FRAC,6257,8041,90365,GAL,GEL,135000,LB,SAND,NA,NA,,20/40
1608,E,APACHE CORPORATION,REAGAN,2003-09-13,2003,31.46217,-101.6522,8200,40,40,CLFK --> WFMP,1,1,0,0,90365,0,135000,90365,44.38544029,CLFK,WFMP,1,FRAC,6361,7988,90365,GAL,GEL,135000,LB,SAND,NA,NA,,20/40
1609,E,APACHE CORPORATION,REAGAN,2003-10-04,2003,31.45611,-101.65859,8200,40,40,SPBR_U --> WFMP,1,1,0,0,90365,0,135000,90365,39.324,SPBR_U,WFMP,1,FRAC,6387,8071,90365,GAL,GEL,135000,LB,SAND,NA,NA,,20/40
1610,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2004-04-02,2004,31.46399,-101.72739,9304,80,40,CLFK --> WFMP,4,8,0,8000,277938,0,490570,285938,32.644,CLFK,WFMP,8,FRAC,8678,8906,79572,GAL,GEL,17640,LB,SAND,NA,38,,20/40
1612,F,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-12-10,2003,31.59617,-101.59249,8180,160,20,SPBR_U --> WFMP,3,6,0,5000,190096,0,470460,195096,39.388,SPBR_U,WFMP,6,FRAC,6381,6701,49182,GAL,X-LINKGEL,130557,LB,SAND,NA,34,,20/40
1613,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,2003-12-19,2003,31.56325,-101.65698,8355,80,40,CLFK --> WFMP,3,6,0,5000,186715,0,470290,191715,24.1,CLFK,WFMP,6,FRAC,6515,6718,51068,GAL,X-LINKGEL,127823,LB,SAND,NA,32,,20/40
