Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Other..Gals.,EUR_o..Mstb.,Top_Zone,Deepest_Zone,Number,Type,Depth.Top,Depth.Base,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
958398,0,0,846620,958398,958398,846620,3,25,2,2012,31.89578,-101.91425,11600,3,3,9,1,1,0,118.444,2,4,1,3,8152,11434,3,3,NA,NA
0,15000,1338664.45,1398355.9,1379498,179710,135334,3,27,2,2011,31.85458,-101.98048,10877,3,6,10,4,8,0,101.708,2,6,8,3,10620,10757,11,3,20,9
0,15000,1338664.45,1398355.9,1408201.2,218778,141723,3,27,2,2011,31.83288,-101.96005,10879,3,1,13,4,8,0,24.292,3,1,8,3,10600,10732,11,3,9,9
0,12000,1338664.45,1347850,1408201.2,193710,136011,3,27,2,2012,31.82346,-101.96595,11135,3,1,6,5,10,0,90.432,2,1,10,3,10888,11022,11,3,NA,9
0,15000,1338664.45,1389239,1355128,203080,150208,3,27,2,2012,31.84708,-101.91557,10683,3,2,13,4,8,0,131.648,3,1,8,3,10396,10526,11,3,20,9
1075580.1,0,0,805680,1157520,1157520,805680,1,14,2,2011,31.83423,-102.19834,10574,4,4,11,1,1,0,43.248,2,7,1,3,8693,10386,3,3,NA,NA
1075580.1,0,0,855350,1209306,1209306,855350,1,14,2,2011,31.8189,-102.2109,10574,3,5,11,1,1,0,99.244,2,7,1,3,8690,10436,3,3,NA,NA
1075580.1,0,0,800014,1283142,1231011.6,800014,1,14,2,2011,31.81772,-102.20188,10652,1,5,11,1,1,0,124.096,2,7,1,3,8699,10440,3,3,NA,NA
1049370,0,0,841390,1049370,1049370,841390,2,3,2,2011,31.6767,-102.04877,12330,3,3,27,1,1,0,33.984,5,8,1,3,9312,12128,3,3,NA,6
0,15000,1338664.45,1395880,1408201.2,218696,149466,3,27,2,2012,31.84216,-101.90455,10637,3,2,13,4,8,0,89.4,3,1,8,3,10366,10534,11,3,20,9
0,0,1338664.45,978500,1408201.2,1231011.6,927236,1,10,2,2011,31.82752,-102.1777,11288,4,4,13,1,1,0,71.07859197,3,1,1,3,8130,11130,6,3,NA,NA
0,0,756582,844910,756582,104748,5760,1,5,2,2011,31.7301,-102.09704,11059,3,3,21,12,12,0,11.188,5,1,12,3,10928,10950,11,3,NA,6
0,0,721350,450707,721350,104286,38523,1,5,2,2011,31.71924,-102.09364,11125,3,4,21,12,12,0,21.736,5,1,12,3,10830,10870,6,3,9,6
0,0,1338664.45,851126,1408201.2,1231011.6,851126,1,10,2,2011,31.85988,-102.14896,11105,3,1,13,1,1,0,105.98,3,1,1,3,7965,10910,6,3,NA,NA
0,0,1335348,808500,1335348,1231011.6,808500,1,10,2,2011,31.81845,-102.15355,11835,4,4,13,1,1,0,50.444,3,1,1,3,7870,10665,6,3,NA,NA
0,0,804672,613084,804672,34042,1500,2,5,2,2011,31.6993,-101.94911,11731,4,3,6,15,15,0,0.292,2,1,15,3,11520,11600,6,3,9,6
0,0,740292,764714,740292,76230,36583,2,5,2,2011,31.7101882,-101.9393206,11830,3,6,21,13,13,0,0.248,5,1,13,3,11340,11410,11,1,20,6
0,0,821688,774294,821688,821688,774294,4,35,2,2011,31.96047,-101.78676,10349,4,3,5,1,1,0,46.928,1,7,1,3,6796,10102,11,3,NA,NA
0,10500,1280932,1192763,1291432,597534,382202,3,27,2,2012,31.83024,-101.92327,10730,3,2,6,4,8,0,98.776,2,1,8,3,10474,10606,11,3,9,9
0,10500,1091276,1299161,1101776,685788,488537,3,27,2,2012,31.92667,-101.89737,10429,4,4,18,3,6,0,14.904,3,7,6,3,9010,10243,11,3,3,9
545500,11000,0,509500,556500,545000,509500,1,12,2,2011,31.84239,-102.04882,10152,4,1,18,1,3,0,36.676,3,7,3,3,7961,9998,9,3,NA,NA
0,0,1052798,1398355.9,1052798,23277.5,0,3,27,2,2011,31.93711,-101.88581,10428,3,3,18,3,3,0,42.116,3,7,4,1,7271,10245,1,NA,11,NA
534500,11000,0,5e+05,545500,534000,5e+05,1,12,2,2011,31.84726,-102.04626,10140,3,3,18,1,3,0,34.888,3,7,3,3,7952,10030,9,3,9,NA
0,15000,1338664.45,1347700,1403199,212004,150467,3,27,2,2012,31.84936,-101.93807,10719,3,4,17,4,8,0,49.028,3,6,8,3,10428,10526,11,3,20,9
781200,0,0,866400,781200,781200,866400,1,11,2,2011,31.87439,-102.00925,11501,1,6,6,1,1,0,74.232,2,1,1,3,8550,11386,3,3,NA,NA
897120,0,0,970400,897120,897120,927236,1,11,2,2012,31.86447,-102.01949,11510,1,6,6,1,1,0,164.344,2,1,1,3,8560,11360,3,3,NA,NA
0,14000,1084116,1058922,1098116,179401,136678,3,27,2,2012,31.91885,-101.99661,11267,5,5,4,4,8,0,56.644,1,6,8,3,10624,10740,11,3,3,9
0,16500,1333435,1398355.9,1349935,925239,661055,3,27,2,2012,31.92027,-101.85936,10445,4,3,18,3,6,0,56.468,3,7,6,3,8804,10263,11,3,3,NA
0,0,1312584,821000,1312584,1231011.6,821000,1,10,2,2011,31.8371,-102.15379,10980,3,1,13,1,1,0,83.38,3,1,1,3,7850,10870,6,3,9,NA
0,16500,1338664.45,1398355.9,1408201.2,192260,135996,4,27,2,2011,31.94907,-101.82352,10452,4,2,4,4,8,0,19.98,1,6,8,3,10250,10310,11,3,4,9
0,0,1234173,1398355.9,1234173,195043,135306,3,27,2,2012,31.87772,-101.97023,10771,2,6,17,4,8,0,64.344,3,6,8,3,10606,10686,11,3,3,9
0,20200,1338664.45,1238775,1408201.2,187532,128456,3,27,2,2011,31.95106,-101.82864,10446,4,3,4,3,6,0,73.664,1,6,6,3,10248,10354,11,3,6,9
0,10250,1107788,1398355.9,1118038,179880,150759,3,27,2,2012,31.88474,-101.99461,11202,3,6,1,4,8,0,70.3,1,1,8,3,10674,10880,11,3,20,9
0,15000,1177926,1398355.9,1192926,371118,318855,3,27,2,2012,31.85802,-101.90099,10606,1,3,10,3,6,0,132.544,2,6,6,3,10323,10466,11,3,9,9
1015350,0,0,717041,1015350,1015350,717041,1,32,2,2011,31.74347,-102.11874,10514,4,4,18,1,1,0,89.508,3,7,1,3,7847,10250,3,3,NA,NA
1075580.1,0,0,830181,1314264,1231011.6,830181,1,32,2,2011,31.75734,-102.14178,10555,1,3,17,1,1,0,84.592,3,6,1,3,7950,10420,3,3,NA,NA
0,16500,1338664.45,1398355.9,1389341,216876,161491,3,27,2,2012,31.83808,-101.95273,10803,3,1,13,4,8,0,56.772,3,1,8,3,10612,10729,11,3,20,9
0,12000,1338664.45,1398355.9,1408201.2,223302,150725,3,27,2,2012,31.83466,-101.92032,10890,3,4,17,4,8,0,44.212,3,6,8,3,10436,10576,11,3,20,9
0,0,1338664.45,110277.1,1351602,1231011.6,107600,2,3,2,2011,31.67881,-102.10276,11375,4,3,13,1,1,0,5.083,3,1,1,3,7950,11212,11,5,NA,NA
0,4200,112560,110277.1,153212,112560,1e+05,2,3,2,2011,31.65171,-102.05837,11630,1,3,1,1,2,0,45.42,1,1,2,3,7690,11409,6,3,9,6
0,0,1169910,782000,1169910,1169910,782000,1,10,2,2011,31.8131,-102.17307,11445,4,5,13,1,1,0,57.208,3,1,1,3,8055,11210,6,3,9,NA
0,0,1338664.45,888500,1408201.2,1231011.6,888500,1,10,2,2012,31.83429,-102.135,10977,4,3,13,1,1,0,36.652,3,1,1,3,7960,10720,6,3,NA,NA
0,0,1338664.45,929580,1363320,1231011.6,927236,1,10,2,2012,31.81556,-102.11977,11207,4,3,13,1,1,0,66.948,3,1,1,3,7985,10710,6,3,9,NA
0,0,1338664.45,926180,1408201.2,1231011.6,926180,1,10,2,2012,31.84494,-102.15148,11005,4,3,13,1,1,0,67.568,3,1,1,3,7990,10850,6,3,NA,NA
0,13000,418800,530100,431800,418800,530100,2,23,2,2011,31.71062,-101.93136,10952,3,4,25,1,2,0,4.528,5,6,2,3,9130,10880,11,4,20,NA
0,8064,76440,264370,153212,76440,264370,2,13,2,2011,31.70005,-102.02924,10715,4,4,26,1,2,0,4.216,5,7,2,3,9350,10660,6,3,9,NA
0,13500,1338664.45,1376898,1408201.2,1019088,736263,3,27,2,2012,31.83539,-101.96525,11175,3,1,6,3,6,0,131.848,2,1,6,3,9467,10985,11,3,7,9
0,12000,1119650,1398355.9,1131650,173978,150024,3,27,2,2012,31.85412,-101.96623,10849,3,4,6,4,8,0,51.136,2,1,8,3,10628,10748,11,3,20,9
0,12000,1200862,1224984,1212862,202996,149994,3,27,2,2012,31.85652,-101.97209,10875,3,1,6,4,7,0,64.804,2,1,7,3,10610,10782,11,3,20,9
0,11088,932064,798120,943152,932064,798120,1,13,2,2012,31.80908,-102.22015,11350,3,5,6,1,2,0,54.692,2,1,2,3,8819,11256,6,3,9,NA
0,15000,1338664.45,1377555,1408201.2,187920,143627,3,27,2,2012,31.85245,-101.97501,10992,3,4,6,5,10,0,88.68,2,1,10,3,10816,10884,11,3,17,9
0,26000,1199908,1398355.9,1252408,747588,660716,3,27,2,2012,31.91622,-101.8934,10385,3,2,18,3,6,0,48.14,3,7,6,3,8860,10218,11,3,3,NA
0,13500,1338664.45,1398355.9,1375652,182723,135712,3,27,2,2012,31.88041,-101.9667,10810,3,6,17,4,8,0,95.82,3,6,8,3,10608,10676,11,3,20,9
0,0,1338664.45,110277.1,1408201.2,1231011.6,50000,2,3,2,2012,31.67797,-102.02717,11655,1,3,21,1,1,0,19.41496207,5,1,1,3,9225,11357,11,3,20,NA
0,13500,1338664.45,1398355.9,1408201.2,185684,135010,3,27,2,2012,31.93864,-101.83344,10503,4,2,17,4,8,0,95.916,3,6,8,3,10274,10358,11,3,9,9
0,0,1256850,819500,1256850,1231011.6,819500,1,10,2,2012,31.84558,-102.16502,11118,3,2,13,1,1,0,67.14,3,1,1,3,7955,10540,6,3,9,NA
0,9000,1020771,1250497,1029771,742705,616823,1,27,2,2012,31.77932,-102.17599,10548,3,3,18,3,6,0,58.508,3,7,6,3,9464,10420,11,3,20,NA
0,16000,842000,609809,858000,27636,952,2,5,2,2011,31.69311,-101.92723,11773,5,3,21,11,22,0,7.608,5,1,22,3,11446,11610,6,1,9,6
0,7500,1327826,1337138,1335326,197196,135013,1,27,2,2012,31.76356,-101.95537,10939,4,3,6,4,7,0,66.956,2,1,7,3,10711,10860,11,3,20,NA
189000,0,0,130000,189000,189000,130000,2,3,2,2012,31.65588,-102.04129,11707,3,3,21,1,1,0,38.888,5,1,1,3,9173,11434,3,3,NA,NA
0,12000,1323581,1381241,1335581,184581,151188,1,27,2,2012,31.73963,-101.97045,10943,3,3,10,4,8,0,47.492,2,6,8,3,10776,10874,11,3,20,9
0,0,124000,120000,153212,124000,120000,2,3,2,2012,31.66521,-102.08433,11462,3,3,6,1,1,0,5.604,2,1,1,3,8451,11322,11,3,17,NA
0,13500,1338664.45,1398355.9,1407711,203757,134848,1,27,2,2012,31.89295,-102.01074,11236,3,6,13,5,10,0,133.616,3,1,10,3,10941,11102,11,3,20,9
0,0,1338664.45,846000,1353282,1231011.6,846000,1,10,2,2012,31.84901,-102.1662,11110,3,3,13,1,1,0,84.272,3,1,1,3,7960,10785,6,3,9,NA
0,10500,937169,1154722,947669,594815,459930,1,27,2,2012,31.76732,-102.17618,10509,3,4,5,3,6,0,78.02,1,7,6,3,9632,10367,11,3,20,NA
0,12000,1338664.45,1398355.9,1408201.2,223070,150110,1,27,2,2012,31.88235,-102.00738,11004,3,6,13,4,8,0,101.8054469,3,1,8,3,10698,10910,11,3,20,9
0,12000,1209621,1320008,1221621,212673,61382,3,27,2,2012,31.85604,-101.90967,10664,1,3,10,4,8,0,55.836,2,6,8,3,10352,10480,11,3,20,6
0,10500,1338664.45,1398355.9,1396392,215112,150241,1,27,2,2012,31.76925,-101.95716,10924,4,3,13,4,8,0,51.928,3,1,8,3,10730,10822,11,3,20,6
0,12000,1200845,1388203,1212845,209045,150465,3,27,2,2012,31.83369,-101.92442,10741,3,2,13,4,8,0,131.648,3,1,8,3,10442,10596,11,3,20,6
0,13500,1338664.45,1398355.9,1392470,983084,753542,3,27,2,2012,31.92695,-101.84699,10428,3,3,18,3,6,0,123.4073116,3,7,6,3,8710,10193,11,3,20,NA
0,12000,827484,936440,839484,130662,90000,2,5,2,2012,31.69135,-101.95096,11895,3,6,21,10,20,0,23.292,5,1,20,3,11440,11463,11,1,20,6
0,0,1278690,801000,1278690,1231011.6,801000,1,10,2,2012,31.81496,-102.18312,11475,3,5,13,1,1,0,70.35833286,3,1,1,3,8170,11235,6,3,9,NA
0,12000,890106,996200,902106,106176,35000,4,5,2,2012,31.95364,-101.78102,11503,3,3,24,9,18,0,57.16,5,4,18,3,10848,10958,6,1,9,6
0,12000,1338664.45,1345603,1363808,218724,149635,3,27,2,2012,31.84783,-101.94692,10726,3,4,13,4,8,0,78.66,3,1,8,3,10445,10605,11,3,20,6
0,15000,1338664.45,1398355.9,1408201.2,130878,95707,3,27,2,2012,31.79764,-101.79802,11279,4,2,13,5,10,0,120.0347822,3,1,10,3,10632,11040,11,3,17,6
0,12000,1109640,995147,1121640,662647,300256,3,27,2,2012,31.95324,-101.85144,10526,1,2,18,3,6,0,87.08,3,7,6,3,8877,10213,11,3,20,6
1075580.1,0,0,787968,1121190,1121190,787968,1,32,2,2012,31.73586,-102.11627,10395,1,4,18,1,1,0,166.34,3,7,1,3,7845,10286,3,3,NA,NA
0,15000,1338664.45,123000,1408201.2,1231011.6,123000,1,3,2,2012,31.73356,-102.08893,11350,2,2,6,1,2,0,86.52,2,1,2,3,8933,11146,11,5,NA,NA
405048,0,0,304380,405048,405048,304380,2,25,2,2012,31.6533,-102.00592,12020,4,3,20,1,1,0,286.748,4,1,1,3,10857,11894,3,3,NA,NA
1075580.1,0,0,1245440,1408201.2,1231011.6,927236,2,25,2,2012,31.65193,-101.99097,12205,4,4,21,1,1,0,87.928,5,1,1,3,9364,11976,3,3,NA,NA
0,7500,1198878,1045651,1206378,216792,150643,2,27,2,2012,31.72844,-101.95356,11167,3,3,6,4,6,0,89.104,2,1,6,3,10860,11042,11,3,20,6
0,16500,1220310,789550,1236810,1220310,789550,1,10,2,2012,31.79508,-102.12732,10908,4,3,13,1,2,0,70.092,3,1,2,3,7964,10730,6,3,9,NA
0,12000,976889,496525,988889,976889,496525,1,10,2,2012,31.84474,-102.12422,11245,4,6,21,1,2,0,70.06,5,1,2,3,9305,10800,6,3,9,NA
0,22000,1273608,843000,1295608,1231011.6,843000,1,10,2,2012,31.85546,-102.15482,11028,3,4,13,1,2,0,76.764,3,1,2,3,7955,10845,6,3,9,NA
0,17000,1338664.45,120000,1408201.2,1231011.6,120000,2,3,2,2012,31.6826,-102.07353,11460,3,3,13,1,2,0,8.412,3,1,2,3,8152,11321,11,5,17,NA
440916,0,0,936100,440916,440916,927236,1,7,2,2012,31.77747,-102.00503,11509,4,4,6,1,1,0,159.2121528,2,1,1,3,8410,11400,3,3,NA,NA
NA,NA,NA,NA,NA,1231011.6,927236,1,3,2,2012,31.70352,-102.08026,11360,3,2,13,1,2,NA,64.176,3,1,2,3,8206,11265,3,5,8,NA
1075580.1,0,0,802974,1161972,1161972,802974,1,32,2,2012,31.72785,-102.14918,10667,4,3,18,1,1,0,125.6,3,7,1,3,8007,10440,3,3,NA,NA
0,1500,193946,668600,196946,60060,334300,5,27,3,2003,31.62843,-101.74845,8590,5,3,16,3,6,1500,26.152,3,5,6,3,6882,7050,11,3,NA,6
0,26000,1338664.45,472550,1408201.2,1231011.6,137550,5,27,3,2003,31.6031,-101.74503,8540,3,3,16,3,8,500,32.70993787,3,5,3,3,6827,7004,6,3,NA,6
0,5000,195972,307850,200972,47376,134850,5,27,3,2003,31.56464,-101.76736,8660,5,3,18,3,8,0,59.67281149,3,7,3,3,6913,7062,11,3,NA,6
0,5000,197316,311100,202316,61320,138100,5,27,3,2003,31.63317,-101.65242,8355,1,3,16,3,8,0,36.28399577,3,5,3,3,6604,6934,11,3,NA,6
0,5000,202337,470740,207337,55356,135740,5,27,3,2003,31.54523,-101.62044,8198,4,3,16,3,8,0,35.02434343,3,5,3,3,6458,6633,11,3,NA,6
0,5000,196980,468860,201980,51492,122328,5,27,3,2003,31.53781,-101.6181,8210,4,3,3,3,8,0,29.088,1,5,3,3,6413,6590,11,3,NA,6
0,3500,197736,470760,201236,56910,133607,6,27,3,2003,31.54521,-101.58526,8112,4,3,5,3,6,0,38.48,1,7,6,3,6308,6468,11,3,11,6
0,5000,192595,472560,197595,23277.5,0,6,27,3,2003,31.55151,-101.59197,8120,3,3,5,3,8,0,28.91222461,1,7,8,1,6321,6653,1,NA,11,NA
0,0,260484,482040,260484,260484,482040,5,2,3,2003,31.48016,-101.63969,8218,4,3,18,1,1,0,48.13532361,3,7,1,3,6378,8074,6,3,NA,6
0,0,209197,290050,209197,209197,290050,5,2,3,2003,31.45684,-101.64135,8245,2,3,18,1,1,0,55.292,3,7,1,3,6342,8004,6,3,9,6
0,0,140135,284000,153212,140135,284000,5,2,3,2003,31.49233,-101.65237,8225,3,3,16,1,1,0,33.27003426,3,5,1,3,6467,7450,6,3,NA,6
0,5000,207501,487320,212501,23277.5,0,6,27,3,2003,31.55065,-101.59574,8135,3,3,18,3,8,0,56.83181047,3,7,8,1,6368,6508,1,NA,NA,NA
0,0,243264,290750,243264,243264,290750,5,2,3,2003,31.47572,-101.64258,8258,3,3,18,1,1,0,42.468,3,7,1,3,6382,8046,6,3,9,6
0,0,181546,290390,181546,181546,290390,5,2,3,2003,31.47291,-101.63801,8235,3,3,18,1,1,0,44.50083322,3,7,1,3,6352,8016,6,3,NA,6
0,0,138440,290080,153212,138440,290080,5,2,3,2003,31.46918,-101.63631,8250,3,2,18,1,1,0,17.685,3,7,1,3,6327,7992,6,3,NA,6
0,0,185517,292190,185517,185517,292190,5,2,3,2003,31.47097,-101.64569,8225,3,3,18,1,1,0,27.41962381,3,7,1,3,6403,8078,6,3,NA,6
0,0,222222,289940,222222,222222,289940,5,2,3,2003,31.47761,-101.63429,8225,3,3,18,1,1,0,26.20745867,3,7,1,3,6345,8004,6,3,NA,6
0,0,186984,290030,186984,186984,290030,5,2,3,2003,31.48299,-101.64487,8225,2,3,18,1,1,0,34.33198681,3,7,1,3,6404,8077,6,3,9,6
0,0,192696,290230,192696,192696,290230,5,2,3,2003,31.49026,-101.64712,8225,2,3,18,1,1,0,21.03030391,3,7,1,3,6440,8127,6,3,NA,6
0,0,189966,291891,189966,189966,291891,5,2,3,2003,31.46139,-101.63917,8238,2,3,18,1,1,0,35.07129045,3,7,1,3,6354,8022,6,3,NA,6
0,0,185136,290180,185136,185136,290180,5,2,3,2003,31.45887,-101.63308,8225,3,3,18,1,1,0,40.292,3,7,1,3,6328,7992,6,3,NA,6
0,0,212226,290950,212226,212226,290950,5,2,3,2003,31.4544,-101.63619,8225,3,3,18,1,1,0,31.19237239,3,7,1,3,6322,7982,6,3,NA,6
0,0,113000,284000,153212,113000,284000,5,2,3,2003,31.48383,-101.62316,8270,3,3,18,1,1,0,41.02,3,7,1,3,6305,8136,6,3,NA,6
0,0,193372,290360,193372,193372,290360,5,2,3,2003,31.54763,-101.67463,8237,2,3,18,1,1,0,39.96278973,3,7,1,3,6605,8175,6,3,9,6
0,0,197292,291310,197292,197292,291310,5,2,3,2003,31.47219,-101.62448,8243,3,3,18,1,1,0,43.108,3,7,1,3,6308,7984,6,3,NA,6
0,0,154000,291000,154000,154000,291000,5,2,3,2003,31.5389,-101.68047,8246,3,3,18,1,1,0,13.363,3,7,1,3,6602,8218,6,3,9,6
0,0,172536,289760,172536,172536,289760,5,2,3,2003,31.4905,-101.66057,8252,4,3,5,1,1,0,15.7871887,1,7,1,3,6472,8122,6,3,NA,6
0,5000,207020,454404,212020,65900,127716,5,27,3,2003,31.59362,-101.76857,8700,5,3,5,3,8,0,21.976,1,7,3,3,6874,7088,11,3,NA,6
0,11000,337454,508120,348454,67351,16200,5,27,3,2003,31.46657,-101.73258,9315,4,2,18,5,10,0,23.639,3,7,10,3,9090,9100,6,3,NA,6
0,5000,195760,470980,200760,50650,138529,5,27,3,2003,31.60893,-101.75121,8690,1,3,5,3,8,0,45.448,1,7,3,3,6830,7018,11,3,NA,6
99400,6000,181370,504000,286770,99400,30700,6,2,3,2003,31.64331,-101.55852,8300,4,3,5,4,8,0,36.91160307,1,7,8,3,8062,8178,9,3,NA,6
0,3000,172200,460600,175200,43500,130000,6,2,3,2003,31.6183,-101.54685,8047,3,2,16,3,6,0,34.89567384,3,5,6,3,6266,6276,6,3,9,6
0,3000,172000,463200,175000,43000,132000,6,2,3,2003,31.61,-101.56592,8000,4,3,16,3,6,0,25.408,3,5,6,3,6316,6326,6,3,9,6
85000,6000,180200,498500,271200,23277.5,0,6,2,3,2003,31.60975,-101.51736,8450,4,4,18,4,8,0,65.90859364,3,7,8,1,7901,8387,1,NA,11,NA
0,0,187216,291500,187216,187216,291500,5,2,3,2003,31.54204,-101.64998,8237,3,3,5,1,1,0,36.51621832,1,7,1,3,6548,8132,6,3,NA,6
0,0,189533,289640,189533,189533,289640,5,2,3,2003,31.54827,-101.63901,8227,3,3,18,1,1,0,29.19716485,3,7,1,3,6521,8153,6,3,NA,6
0,5000,189042,472100,194042,53718,136274,5,27,3,2003,31.61882,-101.7411,8590,1,3,5,3,6,0,40.412,1,7,6,3,6820,7010,11,3,NA,6
0,5000,351901,507061,356901,73458,13602,5,27,3,2003,31.47368,-101.73479,9300,1,4,5,5,10,0,25.76,1,7,10,3,9080,9090,6,3,NA,6
0,4000,200202,471451,204202,23277.5,0,5,27,3,2003,31.46127,-101.72219,9250,4,2,18,3,8,0,33.312,3,7,8,1,6580,6750,1,NA,11,NA
0,4000,193649,472280,197649,23277.5,0,5,27,3,2003,31.58599,-101.73897,8620,1,3,5,3,7,0,24.501905,1,7,7,1,6802,6998,1,NA,11,NA
0,5000,201138,471640,206138,23277.5,0,5,27,3,2003,31.57456,-101.7398,8630,4,2,3,3,8,0,25.01447869,1,5,8,1,6810,6997,1,NA,11,NA
0,5000,133854,473380,153212,23277.5,0,5,27,3,2003,31.59868,-101.73058,8550,5,3,5,3,8,0,37.176,1,7,8,1,6732,6926,1,NA,11,NA
0,0,220500,289330,220500,220500,289330,5,2,3,2003,31.47996,-101.62649,8276,3,3,18,1,1,0,26.95602748,3,7,1,3,6317,7944,6,3,9,6
0,0,197782,290200,197782,197782,290200,5,2,3,2003,31.52689,-101.6323,8240,3,3,18,1,1,0,16.66110048,3,7,1,3,6495,8147,6,3,9,6
1000,3000,189546,470820,193546,23277.5,0,5,27,3,2003,31.61728,-101.73197,8577,3,3,5,3,7,0,44.124,1,7,7,1,6760,6938,1,NA,11,NA
0,4000,186354,472120,190354,23277.5,0,5,27,3,2003,31.58893,-101.70911,8540,5,3,5,3,7,0,31.38,1,7,7,1,6722,6803,1,NA,11,NA
0,4000,214452,471640,218452,23277.5,0,5,27,3,2003,31.64919,-101.66118,8440,4,3,5,3,7,0,21.748,1,7,7,1,6626,6796,1,NA,11,NA
0,5000,187976,472920,192976,48872,130750,5,27,3,2003,31.61864,-101.64783,8345,1,3,18,3,6,0,42.688,3,7,6,3,6594,6942,11,3,NA,6
0,3000,174200,461800,177200,43500,131200,6,2,3,2003,31.63937,-101.57493,8050,1,3,16,3,6,0,33.07515132,3,5,6,3,6360,6370,6,3,9,6
0,5000,140309,471410,153212,23277.5,155000,6,27,3,2003,31.63724,-101.63155,8430,1,3,18,3,6,0,23.428,3,7,6,3,7916,8184,11,3,20,6
0,0,166295,289000,166295,166295,289000,5,2,3,2003,31.4242,-101.63561,8246,3,2,5,1,1,0,39.0632123,1,7,1,3,6200,7888,6,3,NA,6
0,0,141194,288550,153212,141194,288550,5,2,3,2003,31.4866,-101.62778,8280,4,3,5,1,1,0,24.752,1,7,1,3,6316,7946,6,3,9,6
0,0,153212,290310,153212,153212,290310,5,2,3,2003,31.45166,-101.68412,8200,1,3,18,1,1,0,22.30126664,3,7,1,3,6494,8154,6,3,9,6
0,0,220506,350000,220506,92916,135000,5,2,3,2004,31.44537,-101.64218,8154,3,2,5,2,2,0,17.03591569,1,7,2,3,7677,7897,11,3,9,6
0,0,153212,290310,153212,153212,290310,5,2,3,2003,31.42677,-101.64079,8295,3,2,18,1,1,0,40.66573967,3,7,1,3,6278,8034,6,3,9,6
0,0,149834,290560,153212,149834,290560,5,2,3,2003,31.43175,-101.63797,8266,3,3,18,1,1,0,44.39708554,3,7,1,3,6270,7940,6,3,NA,6
0,0,90365,135000,153212,90365,135000,5,2,3,2003,31.42459,-101.64939,8200,3,3,18,1,1,0,49.95212264,3,7,1,3,6330,8017,6,3,NA,6
0,0,220506,350000,220506,92916,135000,5,2,3,2004,31.51953,-101.66523,8306,3,3,5,2,2,0,17.94,1,7,2,3,7934,8166,6,3,NA,6
0,0,134832,290680,153212,134832,290680,5,2,3,2003,31.52899,-101.6904,8310,2,3,3,1,1,0,36.78123071,1,5,1,3,6625,6806,6,3,NA,NA
0,0,90365,135000,153212,90365,135000,5,2,3,2003,31.43354,-101.66084,8184,3,3,5,1,1,0,11.52,1,7,1,3,6364,8093,6,3,9,6
0,0,90365,135000,153212,90365,135000,5,2,3,2003,31.45807,-101.61982,8208,3,3,5,1,1,0,17.30257449,1,7,1,3,6257,8041,6,3,NA,6
0,0,90365,135000,153212,90365,135000,5,2,3,2003,31.46217,-101.6522,8200,3,3,5,1,1,0,44.38544029,1,7,1,3,6361,7988,6,3,NA,6
0,0,90365,135000,153212,90365,135000,5,2,3,2003,31.45611,-101.65859,8200,3,3,18,1,1,0,39.324,3,7,1,3,6387,8071,6,3,NA,6
0,8000,277938,490570,285938,79572,17640,5,27,3,2004,31.46399,-101.72739,9304,4,3,5,4,8,0,32.644,1,7,8,3,8678,8906,6,3,NA,6
0,5000,190096,470460,195096,49182,130557,6,27,3,2003,31.59617,-101.59249,8180,1,2,18,3,6,0,39.388,3,7,6,3,6381,6701,11,3,NA,6
0,5000,186715,470290,191715,51068,127823,5,27,3,2003,31.56325,-101.65698,8355,4,3,5,3,6,0,24.1,1,7,6,3,6515,6718,11,3,NA,6
0,5000,219198,475750,224198,74256,138890,5,27,3,2005,31.57271,-101.74805,8662,4,2,5,3,6,0,57.10141561,1,7,6,3,6814,7008,11,3,NA,6
0,4000,204204,470640,208204,60396,135240,5,27,3,2004,31.57651,-101.71405,8545,2,3,5,3,6,0,40.932,1,7,6,3,6714,6914,11,3,NA,6
0,5000,198324,472400,203324,52038,135187,5,27,3,2004,31.61293,-101.70325,8520,2,3,5,3,6,0,34.48819999,1,7,6,3,6688,6884,11,3,NA,6
0,11000,356554,511630,367554,156720,36340,5,27,3,2004,31.47672,-101.70483,9245,3,3,18,4,8,0,44.144,3,7,8,3,8702,8975,6,3,NA,6
0,11000,340969,510150,351969,142842,35480,5,27,3,2004,31.45627,-101.69414,9208,3,3,5,4,8,0,33.608,1,7,8,3,8676,8922,6,3,NA,6
0,11000,338712,507210,349712,140850,35260,5,27,3,2004,31.46258,-101.68286,9118,1,3,5,4,8,0,34.24012514,1,7,8,3,8685,8933,6,3,NA,6
0,11000,215607,524210,384756,81270,17377,5,27,3,2004,31.44973,-101.72305,9300,1,3,5,5,10,158149,34.904,1,7,10,3,9000,9010,5,3,NA,6
0,0,220506,350000,220506,92916,135000,5,2,3,2004,31.46986,-101.61883,8300,3,3,18,2,2,0,29.856,3,7,2,3,7661,8021,6,3,9,6
