WellID,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.,CLEARFORK..MAP.,SPRABERRY_U..MAP.,SPRABERRY_L..MAP.,WOLFCAMP..MA,WOLFCAMP_L..,WFMP_ATB..MA,CLINE..MAP.,STRAWN..MAP.,ATOKA..MAP.,BEND..MAP.,ATOKA_L..MAP,MISSISSIPPIA,WOODFORD..MA,DEVINOAN_UNC
1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6928.21,7776.24,8333.57,9261.64,9601.81,10015.9,10352.42,10611.68,10812.94,10900.33,11136.83,11642.81,11852.93,11981.25
1230,6459,7326,7861,8865,9234,NA,10144,10412.73,10536.42,10625.48,NA,NA,NA,NA,6475.13,7333.8,7889.86,8886.05,9225.49,9605.02,10145.3,10408.54,10566.17,10622.73,10766.35,11071.99,11359.89,11445
1231,6501,7266,7842,8744,9133,NA,10136,10401,NA,NA,NA,NA,NA,NA,6508.03,7361.21,7922.29,8921.69,9240.57,9649.25,10134.7,10396.55,10550.88,10598.88,10786.67,11063.48,11364.49,11457.34
1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5864.34,6939.22,7470.2,8434.76,8739.53,9062,9868.83,10209.05,10345.01,10335.16,10349.34,10656.58,10925.13,10979.44
1238,6514,7366,7930,8922,9252,NA,10181,10439,10579,10632,NA,NA,NA,NA,6507.67,7361.57,7923.42,8927,9246.66,9664.24,10173.37,10432,10575.04,10627.57,10780.38,11073.01,11345.78,11439.02
1240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6936.64,7812.7,8379.55,9293.89,9633.89,9797.7,10360.05,10602.68,10857.61,10898.78,11142.93,11664.77,11852.76,11994.98
1243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6737.37,7643.14,8211.28,9180.33,9517.47,9896.04,10472.46,10783.76,10951.47,11038.57,11207.22,11900.13,12050.49,12096.27
1244,6698,7566,8116,9145,9465,NA,10401,10637,NA,NA,NA,NA,NA,NA,6691.21,7563.15,8121.3,9130.02,9460.59,9730.74,10401.07,10616.6,10779.8,10853.72,11042.55,11386.06,11635.36,11743.22
1245,6570,7540,8092,9103,9420,NA,10041,10594.19,10733.01,NA,NA,NA,NA,NA,6657.59,7524.37,8069.86,9089.39,9414.33,9712.21,10054.03,10595.41,10780.22,10844.44,11020,11308.95,11568.95,11676.2
1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7114.9,7948.35,8501.06,9340.02,9744.46,9884.48,10234.81,10489.75,10719.76,10853.23,11105.42,11685.55,11939.48,12049.78
1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6999.36,7795.98,8369.81,9240.12,9596.29,9642.72,9956.85,10148.65,10358,10440.59,10725.22,11335.24,11509.75,11618.88
1249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7011.1,7808.3,8373.64,9229.74,9620.73,9667.2,9980.51,10200.45,10431.97,10497.51,10766.45,11359.25,11567.91,11680.38
1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6781.17,7689.89,8281.72,9232.51,9581.94,10014.76,10533.48,10814.63,10893.63,11068.58,11326.01,11844.26,12032.04,12050.32
1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7156.63,7992.29,8566.28,9372.12,9725.07,9867.27,10203.12,10529.84,10744.11,10915.51,11222.97,11640.29,11951.42,12050.65
1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6742.87,7641.73,8241.22,9165.95,9513.25,9813.34,10451.53,10720.67,10837.05,11013.84,11284.36,11836.42,12015.43,12036.52
1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6977.99,7790.23,8370.46,9225.24,9589.92,9672.63,9989.06,10228.71,10440.43,10501.62,10810.83,11350.38,11595.6,11696.04
1256,NA,NA,NA,NA,NA,NA,9971.18,10136.6,10291.17,10421.33,10735.89,NA,NA,NA,6996.52,7815.12,8376.2,9203.64,9593.52,9791.95,9971.93,10153.98,10354.6,10425.86,10741.44,11391.41,11646.33,11760.63
1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6981.05,7806.01,8391.87,9243.24,9616.84,9851.48,10141.66,10352.63,10552.7,10625.53,10946.37,11464.4,11707.08,11801.73
1260,6046,7063,7622,8607,8883,9198,9939,10287,10435,NA,NA,NA,NA,NA,6071.3,7071.16,7634.99,8611.39,8885.4,9198.43,9939.47,10283.99,10428.84,10434.36,10538.31,10913.03,11061.82,11142.82
1261,6108,7113,7669,8658,8918,9259,9969,10270,10427,NA,NA,NA,NA,NA,6112.39,7112.01,7673.97,8656.04,8918.77,9258.38,9969.26,10270.92,10426.39,10448.64,10563.93,10921.4,11084.33,11167.79
1263,6835,7706,8257,9233,9601,9899,10452,10712.84,10869.99,11001,NA,NA,NA,NA,6824.12,7720.78,8290.64,9234.1,9602.03,9902.62,10451.5,10710.27,10873.4,11001.48,11297.17,11805.78,12011.6,12056.59
1265,NA,NA,NA,NA,NA,NA,10420.44,10684.98,NA,NA,NA,NA,NA,NA,6675.86,7550.08,8105.47,9121.42,9458.96,9699.15,10395.74,10622.26,10787.37,10886.92,11058.11,11375.44,11630.93,11735.81
1266,6204,7156,7719,8712,8967,9307,9984,10282,NA,NA,NA,NA,NA,NA,6190.02,7160.54,7720.22,8715.45,8969.14,9307.06,9981.96,10283.92,10432.92,10467.21,10573.03,10961.83,11134.7,11221.43
1267,6250,7191,7746,8738,9001,9352,10024,10322,NA,NA,NA,NA,NA,NA,6204.34,7188.17,7743.33,8734.9,8998.55,9350.58,10021.3,10319.81,10443.68,10467.43,10561.78,10943.17,11139.56,11225.17
1270,6617,7493,8053,9078,9354,NA,9954,10542,NA,NA,NA,NA,NA,NA,6669.66,7506.26,8061.74,9074.05,9421.14,9791.36,9975.49,10581.34,10744.1,10799.91,10956.51,11305.93,11553.03,11665.62
1272,6522,7406,7982,8968,9347,NA,10309,10569,NA,NA,NA,NA,NA,NA,6522.74,7388.23,7963.88,8961.11,9312.48,9671.31,10308.22,10584.42,10726.83,10823.44,11009.17,11332.49,11616.31,11683.13
1274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6846.54,7742.08,8324.07,9250.73,9594.77,9930.74,10438.13,10710.03,10877.74,11018.96,11294.27,11810.17,12018.68,12087.31
1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6834.79,7728.2,8311.16,9237.72,9595.39,9904.9,10435.48,10703.61,10869.99,11005.97,11294.12,11806.07,12013.36,12066.87
1276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5888.63,6924.94,7508.73,8451.48,8740.73,9046.72,9883.5,10187.53,10353.28,10355.52,10412.41,10778.93,10935.34,11023.8
1278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6995.15,7850.51,8402.07,9265.7,9617.53,9829.77,10149.66,10400.83,10646.39,10803.72,11083.79,11575.48,11784.52,11894.92
1279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6653.55,7527.51,8157.49,9117.37,9470.13,10008.66,10453.16,10832.88,10995.59,10993.69,11244.55,11937.19,12039.89,12104.69
1282,7103,7853,NA,9146,9557,9771,10011,10127,NA,NA,NA,NA,NA,NA,7108.13,7837.86,8420.03,9166.91,9574.46,9768.48,9999.66,10088.44,10344.2,10286.58,10617.56,11152.42,11381.7,11509.5
1283,7187,8015,8480,9303,9751,NA,10230,NA,NA,NA,NA,NA,NA,NA,7174.39,8011.98,8481.51,9298.5,9754.45,10038.01,10229.32,10579.23,10746.56,10878.94,11031.65,11861.96,12041.73,12163
1285,7122,7970,NA,9333,9703,NA,10212,10508,10738,10895,11217,NA,NA,NA,7132.79,7969.41,8533.42,9336.95,9706.43,9819.58,10210.82,10505.75,10730.17,10891.95,11212.06,11605.25,11889.2,11989.54
1289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6978.74,7791.84,8359.29,9204.75,9549.27,9668.6,9968.75,10181.28,10380.3,10509.46,10851.22,11267.08,11492.07,11589.06
1291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6662.62,7545.42,8182.86,9124.27,9475.41,9960.48,10417.81,10830.53,10996.96,10984.35,11228.34,11927.18,12038.65,12098.55
1292,7170,7998,8529,9337,9801,NA,NA,NA,NA,NA,NA,NA,NA,NA,7176.83,7999.29,8528.49,9339.12,9803.52,9979.63,10256.97,10627.96,10862.7,10987.03,11095.2,11794.1,12020.99,12135
1297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6978.89,7799.24,8375,9192.82,9562.53,9709.8,9970.3,10188.34,10401.33,10534.22,10826.35,11250.42,11488.55,11588.6
1298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6971.86,7781.23,8351.71,9148.24,9490.38,9537.67,9830.31,10062.68,10261.43,10395.96,10576.63,11204.03,11497.22,11594.62
1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6830.66,7709.64,8272.85,9267.92,9627.56,9937.57,10333.47,10665.88,10840.91,10907.15,11145.5,11645.98,11845.02,11947.15
1301,6558,7444,8017,9028,9369,NA,10358,NA,NA,NA,NA,NA,NA,NA,6606.07,7460.07,8017.97,9039.32,9372.75,9753.42,10361.81,10623.12,10784.64,10851.39,11036.77,11396.84,11666.12,11749.9
1302,6558,7432,7996,9007,9347,9740.53,10348,NA,NA,NA,NA,NA,NA,NA,6570.94,7434.69,7999.24,9014.53,9344.56,9737.95,10351.16,10599.59,10762.37,10833.37,11016.37,11376.92,11648.77,11729.21
1304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7241.56,8069.22,8605.08,9430.22,9838.7,10183.03,10301.15,10758.59,10906.05,10931.36,10814.44,11311.23,11562.64,11683.35
1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6616.73,7487.62,8119.01,9061.06,9415.51,9752.42,10438.85,10771.55,10936.44,10928.33,11148.82,11797.49,11944.73,11994.42
1310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6561.68,7428.88,8044.11,9005.07,9360.46,9707.64,10426.9,10731.2,10901.46,10901.66,11122.98,11741.25,11894.13,11943.38
1312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6641.69,7497.74,8049.09,9068.19,9394.2,9710.93,10164.75,10564.61,10740.04,10819.26,11015.43,11252.72,11529.11,11631.94
1313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6099.05,7092.72,7636.3,8621.65,8868.25,9190.05,9916.27,10234.29,10370.42,10416.49,10470.63,10762.37,11066.59,11149.26
1315,6222,7131,7671,8611,8912,9213,9952,10286,10448,NA,NA,NA,NA,NA,6130,7122.55,7669.84,8654.83,8902.62,9213.14,9950.15,10269.51,10405.03,10445.07,10503.52,10804.74,11097.45,11180.23
1318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6418.22,7268.07,7839.91,8820.15,9164.69,9524.93,10106.64,10367.69,10530.76,10588.63,10760.41,11064.26,11356.75,11435.09
1319,6481,7334,7912,8894,9241,NA,10159,10380.97,10518.44,NA,NA,NA,NA,NA,6510.22,7359.75,7918.5,8902.81,9242.03,9621.96,10155.08,10388.04,10532.02,10609.19,10816.73,11100.81,11404.79,11494.4
1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6818.16,7712.88,8272.54,9208.99,9570.75,9925.84,10403.54,10682.49,10840.67,10972.49,11245.45,11770.83,11980.78,12058.88
1321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5852.03,6941.19,7463.87,8434.02,8717.94,9067.08,9870.62,10217.27,10348,10327.46,10345,10658.42,10921.38,10976.78
1323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6976.65,7802.83,8390.32,9248.19,9621.72,9869.24,10138.83,10323.73,10506.92,10484.86,10837.43,11438.89,11676.56,11775.98
1326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6978.07,7780.25,8360.67,9218.12,9563.29,9651.98,10011.55,10208.53,10423.1,10493.71,10769.85,11302.55,11550.65,11651.85
1328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7218.74,8037.28,8553.67,9361.39,9761.14,10054.61,10177.85,10571.53,10714.66,10641.5,10715.29,11208.02,11460.47,11577.03
1329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6638.67,7506.76,8124.35,9102.17,9457.93,9786.41,10448.67,10788.99,10951.09,10941.93,11165.04,11817.84,11969,12017.27
1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6670.76,7537.46,8155.08,9147.25,9503.57,9910.15,10423.48,10816.19,10982.33,10964.54,11197.58,11878.5,12016.45,12067.55
1331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6784.19,7667.18,8222.71,9190.06,9535.49,9885.98,10466.49,10767.01,10938.35,11013.55,11246.58,11912.46,12072.95,12119.85
1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6380.46,7235.65,7798.61,8826.91,9152.46,9570.74,10100.79,10350.52,10489.8,10552.18,10714.83,11021.61,11296.32,11381.71
1334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7146,7983.05,8564.25,9369.24,9724.52,9878.88,10240.27,10539.52,10756.01,10947.64,11217.96,11534.75,11877.14,11973.75
1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7109.7,7960.47,8527.82,9316.03,9646.12,9859.04,10153.34,10461.97,10672.92,10810.98,11152.61,11595.47,11946.78,12038.72
1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7103.47,7936.45,8494,9325.96,9733.86,9913.93,10192.27,10456.57,10686.63,10839.77,11073.8,11686.81,11938.14,12051.32
1338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5754.88,6855.55,7406.98,8353.42,8691.75,8905.16,9799.24,10090.32,10260.02,10319,10305.2,10656.91,10832.01,10902.78
1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6638.61,7508.16,8141.1,9076.18,9430.42,9809.35,10437.04,10787.28,10955.41,10941.45,11163.39,11827,11966.16,12018.89
1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6541.22,7390.03,7951.94,8945.82,9290.1,9646.57,10238.45,10446.77,10602.57,10669.69,10898.04,11160.62,11460.05,11553.08
1343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7169.22,7979.52,8545.54,9330.5,9718.5,9905.85,10152.51,10530.08,10745.35,10836.13,11222.31,11886.49,12120.69,12225.3
1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7168.72,7973.47,8501.46,9282.26,9741.9,9939.05,10209.55,10584.74,10789.37,10926,11143.56,11973.92,12143.67,12262.07
1346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6741.31,7635.49,8242.69,9180.83,9525.08,9880,10483.53,10764.91,10906.58,11028.4,11293.25,11742.79,11940.45,11989.56
1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6820.82,7715.59,8311.46,9251.74,9604.23,9982.14,10477.82,10724.93,10839.5,11076.02,11347.09,11859.99,12053.94,12060.69
1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6451.5,7287.88,7849.01,8837.16,9138.69,9554.08,10059.85,10300.92,10431.11,10495.88,10627.2,10979.3,11249.21,11360.15
1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5898.28,6947.75,7490.09,8450.89,8837.96,8996.09,9856.53,10175.9,10318.36,10356.99,10362.45,10723.33,10921.29,10991.93
1351,6775,7649,8209,9225,9578,9884,10379,10691.31,NA,NA,NA,NA,NA,NA,6773.79,7649.41,8210.67,9225.46,9577.04,9886.33,10378.47,10682.56,10912.63,10955.1,11191.41,11656.63,11818.09,11919.6
1352,6700,7569,8130,9128,9474,9810,10298,10573,10704,10835,NA,NA,NA,NA,6697.81,7569.1,8129.13,9128.2,9473.55,9807.62,10297.3,10573.17,10706.8,10835.84,11042.86,11538.86,11734.75,11840.19
1354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5949.54,7016.64,7593.9,8568.91,8857.22,9324.11,10054.18,10340.91,10502.5,10528.91,10632.97,10982.86,11141.99,11233.96
1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6460.7,7296.99,7933.18,8855.81,9146.63,9541.11,10059.87,10306.66,10443.75,10501.84,10636.69,10992.83,11257.25,11369.41
1356,6433,7362,8131,8918,9266,NA,10113,10392,NA,NA,NA,NA,NA,NA,6500.89,7344,8063.05,8908.28,9198.49,9658.38,10109.65,10347.67,10492.62,10540.86,10682.29,11054.19,11310.61,11424.43
1359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6692.54,7552.89,8108.46,9124.74,9477.43,9820.27,10092.51,10582.28,10733.95,10810.35,10988.84,11377.58,11619.1,11731.87
1360,6611.02,NA,NA,NA,NA,NA,10296.31,10532.04,10683.96,10775.63,NA,NA,NA,NA,6617.57,7474.91,8032.11,9041.97,9373.65,9678.35,10257.4,10555.19,10723.31,10778.36,11012.31,11262.39,11544.07,11643.2
1361,NA,NA,NA,NA,NA,NA,10415.8,10601.76,10772.01,10832.26,NA,NA,NA,NA,6630.57,7495.17,8056.1,9068.36,9412.79,9727.12,10383.9,10609.27,10759.56,10832.76,11052.84,11335.49,11610.26,11707.62
1363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6382.51,7255.55,7815.11,8842.14,9166.72,9597.32,10115.48,10356.32,10501.99,10553.12,10714.77,11032.92,11297.67,11386.21
1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7171.35,8000.33,8578.03,9384.1,9723.42,9948.65,10147.36,10524.71,10740.89,10880.59,11193.72,11734.91,12038.61,12138.25
1367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7192.08,7997.75,8557.21,9335.93,9753.67,9923.77,10205.83,10596.04,10811.95,10928.42,11185.54,11900.97,12115.06,12227.96
1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7191.53,8001.9,8568.85,9358.41,9758.61,9905.82,10226.13,10590.4,10809.54,10929.16,11188.87,11831.46,12074.88,12185.61
1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6873.52,7752.43,8309.03,9248.08,9629.87,9968.8,10433.8,10767.93,10981.65,10928.82,11149.92,11954.66,12108.84,12187.19
1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6373.22,7227.01,7834.7,8783.94,9134.54,9511.36,10081.05,10351.47,10480.08,10554.48,10700.69,10999.52,11276.41,11361.46
1376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7105.16,7942.71,8495.11,9313.41,9686.04,9833.69,10160.58,10432.23,10654.37,10792.52,11093.87,11592.43,11847.28,11949.54
1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6921.47,7809.85,8373.31,9271.97,9567.99,9872.15,10240.85,10380.01,10580.04,10738.26,10982.53,11681.66,11889.58,11988.19
1379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6889.58,7766.31,8318.48,9216.62,9561.71,9948.06,10254.11,10394.18,10563.58,10710.3,10917.51,11694.31,11900.43,11997.04
1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6953.47,7770.16,8337.71,9168.78,9615.68,9611.34,9991.73,10216.23,10429.62,10534.91,10819.96,11287.29,11531.17,11640.59
1382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6989.19,7799.35,8372.01,9203.94,9587.24,9856.24,9940.67,10147.04,10336.75,10430.87,10743.35,11319,11567.91,11687.13
1383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6658.23,7548.6,8187.04,9118.97,9470.5,9923.92,10408.31,10820.29,10987.14,10969.32,11206.06,11903.07,12022.65,12080.06
1386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6622.4,7493.62,8132.64,9076.49,9430.91,9778.85,10418.34,10770.47,10934.72,10922.76,11145.87,11806.64,11952.17,12001.79
1388,5918,6955,7485,8451,8715,9100,9854,10220,NA,NA,NA,NA,NA,NA,5885.14,6954.88,7483.4,8448.86,8716.55,9099.19,9854.01,10220.48,10321.61,10318.01,10340.63,10614.29,10925.35,10986.49
1389,NA,NA,NA,NA,NA,NA,10162.73,10407.65,10541.24,10627.83,NA,NA,NA,NA,6458.32,7305.84,7867.33,8861.18,9194.71,9566.51,10157.5,10388.33,10543.23,10624.77,10782.09,11078.51,11373.51,11453.84
1390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6414.13,7295.1,7842.26,8833.67,9137.85,9555.43,10025.7,10288.74,10435.07,10486.32,10594.55,10973.59,11257.39,11366.69
1391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6926.54,7789.73,8357.32,9321.42,9659.4,9933.76,10398.5,10650.27,10896.41,10905.94,11188.56,11684.87,11889.61,12001.2
1392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6356.44,7259.63,7804.44,8802.81,9107.41,9496.21,10019.47,10289.05,10433.39,10486.71,10574.4,10990.27,11219.52,11320.78
1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6911.64,7776.43,8346.78,9310.21,9636.92,9979.81,10406.77,10675.9,10914.6,10947.77,11228.07,11702.57,11893.72,12003.23
1394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6564.96,7411.86,7969.48,8971.44,9294.89,9707.49,10042.93,10422.08,10581.88,10636.06,10812.44,11114.14,11396.76,11500.54
1395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6801.81,7677.26,8240.6,9252.34,9584.99,9969.05,10374.06,10681.92,10861.58,10923.61,11143.04,11607.48,11805.55,11909.45
1396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6802.8,7680.33,8246.33,9245.87,9593.76,9950.25,10364.24,10658.67,10851.21,10920.8,11147.43,11681.84,11833.24,11931.93
1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6744.5,7613.96,8185.99,9202.75,9511.17,9871.49,10288.34,10614.95,10787.95,10848.51,11076.03,11491.74,11762.88,11866.15
1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6208.05,7171.17,7734.69,8721.19,8978.16,9313.25,9990.75,10276.9,10427.09,10476.48,10581.55,10970.13,11147.53,11235.41
1403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6985.21,7793,8369.48,9208.33,9548.07,9836.11,9969.59,10150.39,10336.25,10513.7,10792.93,11280.59,11485.76,11580.87
1405,6049,6988,7586,8554,8844,9152,9836,10255,NA,NA,NA,NA,NA,NA,6071.19,7095.43,7635.69,8613.28,8854.83,9151.92,9837.62,10227.31,10365.87,10422.69,10459.6,10716.91,11055.89,11132.39
1406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6666.48,7535.62,8131.33,9123.65,9424.96,9824.98,10341.78,10623.68,10809.91,10843.25,10947.55,11354.69,11598.07,11709.62
1407,6084,7029,7597,8572,8873,9175,9902,10239,10386,NA,NA,NA,NA,NA,6099.78,7110.81,7652.98,8632.55,8873.35,9174.99,9898.06,10241.53,10378.1,10434.28,10475.17,10745.61,11076.28,11155.82
1408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6777.62,7659.71,8231.01,9248.09,9557.31,9960.37,10391.39,10662.81,10847.33,10888.33,11092.8,11515.28,11747.69,11854.95
1409,NA,NA,NA,NA,NA,NA,10073.38,10331.4,10471.46,NA,NA,NA,NA,NA,6403.06,7260.01,7838.39,8815.16,9141.55,9539.9,10072.65,10337.27,10487.94,10537.75,10682.18,11007.01,11269.7,11367.23
1411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6961.06,7800.01,8355.1,9253.53,9580.91,9815.75,10066.02,10378.83,10561.28,10718.85,11048.12,11637.38,11850.36,11953.82
1412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6999.89,7889.74,8437.63,9292.1,9725.35,9746.39,10225.66,10391.58,10621.54,10902.43,11054.8,11543.47,11760.63,11863.16
1413,NA,NA,NA,NA,NA,NA,10325.55,10545.57,10726.29,NA,NA,NA,NA,NA,6616.9,7469.88,8029.62,9030.79,9366.93,9699.61,10282.64,10519.63,10686.79,10755.01,10975.2,11215.86,11505.99,11604.78
1414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6611.78,7469.47,8020.53,9041.81,9366.14,9706.8,10143.13,10548.36,10687.9,10751.74,10946.7,11213.65,11483.64,11589.11
1416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6935.71,7796.47,8354.48,9241.72,9515.65,9878.39,10348.25,10385.63,10749.77,10739.86,11053.53,11728.78,11916.73,12010.81
1417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6865.17,7742.03,8314.44,9251.86,9556.71,9946.07,10461.64,10722.45,10888.56,10875.24,11100.32,11836.41,11979.88,12074.98
1418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7152.12,7992.32,8548.36,9374.69,9813.24,9865.93,10267.14,10569.72,10783.59,10961.12,11254.89,11811.91,12066.05,12182.59
1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6946.97,7748.84,8317.41,9186.92,9512.14,9690.92,10027.61,10197.54,10395.13,10512.5,10759.79,11279.52,11527.01,11628.12
1421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6961.87,7778.63,8357.47,9219.32,9570.42,9735.14,10028.2,10238.73,10454,10534.79,10847.69,11358.82,11613.54,11709.79
